Unnamed: 0,Qid,Question,Hardness,Query Gold,Repeated,Query Generated,db_id
28,32,What are the names of all stadiums that did not have a concert in 2014?,hard,SELECT name FROM stadium EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.year  =  2014,7,"SELECT name FROM stadium WHERE NOT EXISTS (SELECT * FROM concert WHERE stadium_id = stadium.stadium_id AND year = 2014)
SELECT name FROM stadium WHERE NOT EXISTS (SELECT 1 FROM concert WHERE concert.stadium_id = stadium.stadium_id AND concert.year = 2014) 
SELECT name FROM stadium WHERE NOT EXISTS (SELECT * FROM concert WHERE stadium_id = stadium.stadium_id AND year = 2014)
SELECT name FROM stadium WHERE NOT EXISTS (SELECT * FROM concert WHERE concert.stadium_id = stadium.stadium_id AND concert.year = 2014) 
SELECT name FROM stadium WHERE NOT EXISTS (SELECT * FROM concert WHERE concert.stadium_id = stadium.stadium_id AND concert.year = 2014) 
SELECT name FROM stadium WHERE NOT EXISTS (SELECT * FROM concert WHERE concert.stadium_id = stadium.stadium_id AND concert.year = 2014) 
SELECT name FROM stadium WHERE NOT EXISTS (SELECT * FROM concert WHERE stadium_id = stadium.stadium_id AND year = 2014) ",concert_singer
29,465,Find the name of the winner who has the highest rank points and participated in the Australian Open tourney.,hard,SELECT winner_name FROM matches WHERE tourney_name  =  'Australian Open' ORDER BY winner_rank_points DESC LIMIT 1,7,"SELECT name FROM players WHERE rank_points = (SELECT MAX(rank_points) FROM players)
SELECT name FROM players WHERE rank_points = (SELECT MAX(rank_points) FROM rankings) AND tourney_id = (SELECT tourney_id FROM matches WHERE match_num = 1)
SELECT * FROM players WHERE player_id = (SELECT winner_id FROM matches WHERE tourney_id = 123456789 ORDER BY winner_rank_points DESC LIMIT 1)
SELECT * FROM players WHERE player_id = (SELECT winner_id FROM matches WHERE tourney_id = 'Australian Open' AND tourney_level = 'Grand Slam' AND tourney_date = '2023-01-01' ORDER BY winner_rank_points DESC LIMIT 1)
SELECT * FROM players WHERE player_id = (SELECT winner_id FROM matches WHERE tourney_id = 'Australian Open' AND tourney_level = 'Grand Slam' AND tourney_date = '2023-01-01' AND winner_rank_points = (SELECT MAX(winner_rank_points) FROM matches WHERE tourney_id = 'Australian Open' AND tourney_level = 'Grand Slam' AND tourney_date = '2023-01-01'))
SELECT first_name, last_name, rank_points FROM players WHERE rank_points = (     SELECT MAX(rank_points)     FROM players ) AND tourney_id = (     SELECT tourney_id     FROM matches     WHERE match_num = (         SELECT match_num         FROM matches         WHERE winner_id = player_id     ) ) 
SELECT name FROM players WHERE rank_points = (SELECT MAX(rank_points) FROM players)",wta_1
30,1003,What are the names of singers ordered by ascending net worth?,easy,SELECT Name FROM singer ORDER BY Net_Worth_Millions ASC,7,"SELECT name FROM singer ORDER BY net_worth_millions ASC
SELECT name FROM singer ORDER BY net_worth_millions ASC
SELECT name FROM singer ORDER BY net_worth_millions ASC
SELECT name FROM singer ORDER BY net_worth_millions ASC
SELECT name FROM singer ORDER BY net_worth_millions ASC
SELECT name FROM singer ORDER BY net_worth_millions ASC
SELECT name FROM singer ORDER BY net_worth_millions ASC",singer
31,154,What are the different years in which there were cars produced that weighed less than 4000 and also cars that weighted more than 3000 ?,easy,select distinct year from cars_data where weight between 3000 and 4000;,7,"SELECT * FROM cars_data WHERE weight < 4000 AND weight > 3000
SELECT * FROM cars_data WHERE weight < 4000 AND weight > 3000
SELECT * FROM cars_data WHERE weight < 4000 AND weight > 3000
SELECT * FROM cars_data WHERE weight < 4000 AND weight > 3000
SELECT * FROM cars_data WHERE weight < 4000 AND weight > 3000
SELECT * FROM cars_data WHERE weight < 4000 AND weight > 3000
SELECT * FROM cars_data WHERE weight < 4000 AND weight > 3000",car_1
32,535,"Who is enrolled in a Bachelor degree program? List the first name, middle name, last name.",hard,"SELECT DISTINCT T1.first_name ,  T1.middle_name ,  T1.last_name FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id JOIN Degree_Programs AS T3 ON T2.degree_program_id  =  T3.degree_program_id WHERE T3.degree_summary_name  =  'Bachelor'",7,"SELECT * FROM students WHERE student_id IN (SELECT student_id FROM student_enrolment WHERE degree_program_id IN (SELECT degree_program_id FROM degree_programs WHERE degree_summary_name = 'Bachelor'))
SELECT * FROM students WHERE student_id IN (SELECT student_id FROM student_enrolment WHERE degree_program_id IN (SELECT degree_program_id FROM degree_programs WHERE degree_summary_name = 'Bachelor'))
SELECT * FROM students WHERE student_id IN (SELECT student_id FROM student_enrolment WHERE degree_program_id IN (SELECT degree_program_id FROM degree_programs WHERE degree_summary_name = 'Bachelor'))
SELECT * FROM students WHERE student_id IN (SELECT student_id FROM student_enrolment WHERE degree_program_id IN (SELECT degree_program_id FROM degree_programs WHERE degree_summary_name = 'Bachelor'))
SELECT * FROM students WHERE student_id IN (SELECT student_id FROM student_enrolment WHERE degree_program_id IN (SELECT degree_program_id FROM degree_programs WHERE degree_summary_name = 'Bachelor'))
SELECT * FROM students WHERE student_id IN (SELECT student_id FROM student_enrolment WHERE degree_program_id IN (SELECT degree_program_id FROM degree_programs WHERE degree_summary_name = 'Bachelor'))
SELECT * FROM students WHERE student_id IN (SELECT student_id FROM student_enrolment WHERE degree_program_id IN (SELECT degree_program_id FROM degree_programs WHERE degree_summary_name = 'Bachelor'))",student_transcripts_tracking
33,669,What is the average earnings of poker players with height higher than 200?,medium,SELECT avg(T2.Earnings) FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID WHERE T1.Height  >  200,7,"SELECT AVG(earnings) FROM poker_player WHERE height > 200
SELECT AVG(earnings) FROM poker_player WHERE height > 200
SELECT AVG(earnings) FROM poker_player WHERE height > 200
SELECT AVG(earnings) FROM poker_player WHERE height > 200
SELECT AVG(earnings) FROM poker_player WHERE height > 200
SELECT AVG(earnings) FROM poker_player WHERE height > 200
SELECT AVG(earnings) FROM poker_player WHERE height > 200",poker_player
34,258,Which airports do not have departing or arriving flights?,hard,SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights),7,"SELECT airports.airportcode FROM airports WHERE airports.airportcode NOT IN (     SELECT flights.sourceairport     FROM flights     WHERE flights.destairport = 'airports.airportcode'     UNION     SELECT flights.destairport     FROM flights     WHERE flights.sourceairport = 'airports.airportcode' ) 
SELECT airports.airportcode FROM airports LEFT JOIN flights ON airports.airportcode = flights.sourceairport LEFT JOIN flights ON airports.airportcode = flights.destairport WHERE flights.sourceairport IS NULL AND flights.destairport IS NULL 
SELECT airports.airportcode FROM airports LEFT JOIN flights ON airports.airportcode = flights.sourceairport LEFT JOIN flights ON airports.airportcode = flights.destairport WHERE flights.sourceairport IS NULL AND flights.destairport IS NULL
SELECT airports.airportcode FROM airports LEFT JOIN flights ON airports.airportcode = flights.sourceairport LEFT JOIN flights ON airports.airportcode = flights.destairport WHERE flights.sourceairport IS NULL AND flights.destairport IS NULL
SELECT airports.airportcode FROM airports LEFT JOIN flights ON airports.airportcode = flights.sourceairport LEFT JOIN flights ON airports.airportcode = flights.destairport WHERE flights.sourceairport IS NULL AND flights.destairport IS NULL
SELECT airports.airportcode FROM airports WHERE NOT EXISTS (     SELECT *     FROM flights     WHERE flights.sourceairport = airports.airportcode     OR flights.destairport = airports.airportcode ) 
SELECT airports.airportcode FROM airports WHERE NOT EXISTS (     SELECT *     FROM flights     WHERE flights.sourceairport = airports.airportcode     OR flights.destairport = airports.airportcode ) ",flight_2
35,219,How many United Airlines flights go to City 'Aberdeen'?,hard,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid  =  T1.Airline WHERE T2.City  =  ""Aberdeen"" AND T3.Airline  =  ""United Airlines""",7,"SELECT COUNT(*) FROM flights WHERE destairport = 'Aberdeen'
SELECT COUNT(*) FROM flights WHERE destairport = 'Aberdeen'
SELECT COUNT(*) FROM flights WHERE sourceairport = 'Aberdeen' 
SELECT COUNT(*) FROM flights WHERE destairport = 'Aberdeen'
SELECT COUNT(*) FROM flights WHERE destairport = 'Aberdeen'
SELECT COUNT(*) FROM flights WHERE destairport = 'Aberdeen'
SELECT COUNT(*) FROM flights WHERE destairport = 'Aberdeen'",flight_2
36,1023,What are the names of the singers that have more than one songs?,medium,SELECT T1.Name FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID  =  T2.Singer_ID GROUP BY T1.Name HAVING COUNT(*)  >  1,7,"SELECT name FROM singer WHERE singer_id IN (SELECT singer_id FROM song GROUP BY singer_id HAVING COUNT(*) > 1)
SELECT name FROM singer WHERE sales > 1
SELECT name FROM singer WHERE singer_id IN (SELECT singer_id FROM song GROUP BY singer_id HAVING COUNT(*) > 1)
SELECT name FROM singer WHERE singer_id IN (SELECT singer_id FROM song GROUP BY singer_id HAVING COUNT(*) > 1)
SELECT name FROM singer WHERE singer_id IN (SELECT singer_id FROM song GROUP BY singer_id HAVING COUNT(*) > 1)
SELECT name FROM singer WHERE sales > 1
SELECT name FROM singer WHERE singer_id IN (SELECT singer_id FROM song GROUP BY singer_id HAVING COUNT(*) > 1)",singer
37,342,"What are the different template type codes, and how many documents use each type?",medium,"SELECT T1.template_type_code ,  count(*) FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code",7,"SELECT template_type_code, COUNT(*) FROM templates JOIN documents ON templates.template_id = documents.template_id JOIN paragraphs ON documents.document_id = paragraphs.document_id GROUP BY template_type_code 
NULL
SELECT template_type_code, COUNT(*) FROM templates JOIN documents ON templates.template_id = documents.template_id JOIN paragraphs ON documents.document_id = paragraphs.document_id GROUP BY template_type_code 
SELECT template_type_code, COUNT(*) FROM templates JOIN documents ON templates.template_id = documents.template_id JOIN paragraphs ON documents.document_id = paragraphs.document_id GROUP BY template_type_code 
SELECT template_type_code, COUNT(*) FROM templates JOIN documents ON templates.template_id = documents.template_id JOIN paragraphs ON documents.document_id = paragraphs.document_id GROUP BY template_type_code 
SELECT template_type_code, COUNT(*) FROM templates JOIN documents ON templates.template_id = documents.template_id JOIN paragraphs ON documents.document_id = paragraphs.document_id GROUP BY template_type_code 
SELECT template_type_code, COUNT(*) FROM templates JOIN documents ON templates.template_id = documents.template_id JOIN paragraphs ON documents.document_id = paragraphs.document_id WHERE templates.date_effective_from <= '2022-01-01' AND templates.date_effective_to >= '2022-01-01' AND documents.document_name LIKE '%' AND documents.document_description LIKE '%' AND paragraphs.paragraph_text LIKE '%' GROUP BY template_type_code ",cre_Doc_Template_Mgt
38,275,Find the names of stores whose number products is more than the average number of products.,hard,SELECT name FROM shop WHERE number_products  >  (SELECT avg(number_products) FROM shop),7,"SELECT name FROM shop WHERE number_products > (SELECT AVG(number_products) FROM shop)
SELECT name FROM shop WHERE number_products > (SELECT AVG(number_products) FROM shop)
SELECT name FROM shop WHERE number_products > (SELECT AVG(number_products) FROM shop)
SELECT name FROM shop WHERE number_products > (SELECT AVG(number_products) FROM shop)
SELECT name FROM shop WHERE number_products > (SELECT AVG(number_products) FROM shop)
SELECT name FROM shop WHERE number_products > (SELECT AVG(number_products) FROM shop)
SELECT name FROM shop WHERE number_products > (SELECT AVG(number_products) FROM shop)",employee_hire_evaluation
39,898,Show the ids of high schoolers who have friends and are also liked by someone else.,hard,SELECT student_id FROM Friend INTERSECT SELECT liked_id FROM Likes,7,"SELECT id FROM highschooler WHERE id IN (SELECT friend_id FROM friend WHERE student_id IN (SELECT student_id FROM likes WHERE liked_id IN (SELECT id FROM highschooler WHERE grade = 'high school'))) 
SELECT id FROM highschooler WHERE id IN (SELECT student_id FROM friend WHERE friend_id IN (SELECT liked_id FROM likes)) 
SELECT highschooler.id FROM highschooler JOIN friend ON highschooler.id = friend.student_id JOIN likes ON highschooler.id = likes.student_id 
SELECT id FROM highschooler WHERE id IN (SELECT student_id FROM friend WHERE friend_id IN (SELECT liked_id FROM likes)) 
SELECT id FROM highschooler WHERE id IN (SELECT student_id FROM friend WHERE friend_id IN (SELECT liked_id FROM likes)) 
SELECT id FROM highschooler WHERE id IN (SELECT student_id FROM friend WHERE friend_id IN (SELECT liked_id FROM likes)) 
SELECT id FROM highschooler WHERE id IN (SELECT student_id FROM friend WHERE friend_id IN (SELECT liked_id FROM likes)) ",network_1
40,643,find the id of tv channels that do not play any cartoon directed by Ben Jones.,hard,SELECT id FROM TV_Channel EXCEPT SELECT channel FROM cartoon WHERE directed_by  =  'Ben Jones',7,"SELECT id FROM tv_channel WHERE NOT EXISTS (SELECT 1 FROM cartoon WHERE cartoon.directed_by = 'Ben Jones' AND cartoon.id = tv_channel.id) 
SELECT id FROM tv_channel WHERE NOT EXISTS (SELECT 1 FROM cartoon WHERE cartoon.directed_by = 'Ben Jones' AND cartoon.id = tv_channel.id) 
SELECT id FROM tv_channel WHERE NOT EXISTS (SELECT 1 FROM cartoon WHERE cartoon.directed_by = 'Ben Jones' AND cartoon.id = tv_channel.id) 
SELECT id FROM tv_channel WHERE NOT EXISTS (SELECT * FROM cartoon WHERE cartoon.id = tv_channel.id AND cartoon.directed_by = 'Ben Jones') 
SELECT id FROM tv_channel WHERE NOT EXISTS (SELECT 1 FROM cartoon WHERE cartoon.directed_by = 'Ben Jones' AND cartoon.id = tv_channel.id) 
SELECT id FROM tv_channel WHERE NOT EXISTS (SELECT 1 FROM cartoon WHERE cartoon.directed_by = 'Ben Jones' AND cartoon.id = tv_channel.id) 
SELECT id FROM tv_channel WHERE NOT EXISTS (SELECT 1 FROM cartoon WHERE cartoon.directed_by = 'Ben Jones' AND cartoon.id = tv_channel.id) ",tvshow
41,875,Count the number of high schoolers in grades 9 or 10.,medium,SELECT count(*) FROM Highschooler WHERE grade  =  9 OR grade  =  10,7,"SELECT COUNT(*) FROM highschooler WHERE grade IN (9, 10)
SELECT COUNT(*) FROM highschooler WHERE grade IN (9,10)
SELECT COUNT(*) FROM highschooler WHERE grade IN (9, 10)
SELECT COUNT(*) FROM highschooler WHERE grade IN (9, 10)
SELECT COUNT(*) FROM highschooler WHERE grade IN (9,10)
SELECT COUNT(*) FROM highschooler WHERE grade IN (9, 10)
SELECT COUNT(*) FROM highschooler WHERE grade IN (9, 10)",network_1
42,119,What is the smallest weight of the car produced with 8 cylinders on 1974 ?,medium,select min(weight) from cars_data where cylinders  =  8 and year  =  1974,7,"SELECT * FROM cars_data WHERE year = 1974 AND cylinders = 8 ORDER BY weight ASC LIMIT 1
SELECT * FROM cars_data WHERE year = 1974 AND cylinders = 8 ORDER BY weight ASC LIMIT 1
SELECT * FROM cars_data WHERE year = 1974 AND cylinders = 8 ORDER BY weight ASC LIMIT 1
SELECT * FROM cars_data WHERE year = 1974 AND cylinders = 8 ORDER BY weight ASC LIMIT 1
SELECT * FROM cars_data WHERE year = 1974 AND cylinders = 8 ORDER BY weight ASC LIMIT 1
SELECT * FROM cars_data WHERE year = 1974 AND cylinders = 8 ORDER BY weight ASC LIMIT 1
SELECT * FROM cars_data WHERE year = 1974 AND cylinders = 8 ORDER BY weight ASC LIMIT 1",car_1
43,557,"Who is the earliest graduate of the school? List the first name, middle name and last name.",medium,"SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_left ASC LIMIT 1",7,"SELECT * FROM students WHERE student_id = (SELECT MIN(student_id) FROM students)
SELECT * FROM students WHERE student_id = (SELECT MIN(student_id) FROM students)
SELECT * FROM students WHERE student_id = (SELECT MIN(student_id) FROM students)
SELECT * FROM students WHERE student_id = (SELECT MIN(student_id) FROM students)
SELECT * FROM students WHERE student_id = (SELECT MIN(student_id) FROM students)
SELECT * FROM students WHERE student_id = (SELECT MIN(student_id) FROM students)
SELECT * FROM students WHERE student_id = (SELECT MIN(student_id) FROM students)",student_transcripts_tracking
44,686,Count the number of different nationalities.,easy,SELECT count(DISTINCT Nationality) FROM people,7,"SELECT COUNT(DISTINCT nationality) FROM people
SELECT COUNT(DISTINCT nationality) FROM people
SELECT COUNT(DISTINCT nationality) FROM people
SELECT COUNT(DISTINCT nationality) FROM people
SELECT COUNT(DISTINCT nationality) FROM people
SELECT COUNT(DISTINCT nationality) FROM people
SELECT COUNT(DISTINCT nationality) FROM people",poker_player
45,1026,List the name of singers that do not have any song.,hard,SELECT Name FROM singer WHERE Singer_ID NOT IN (SELECT Singer_ID FROM song),7,"SELECT singer.name FROM singer WHERE singer.singer_id NOT IN (SELECT song.singer_id FROM song)
SELECT singer.name FROM singer WHERE singer.singer_id NOT IN (SELECT song.singer_id                                    FROM song)
SELECT singer.name FROM singer WHERE singer.singer_id NOT IN (SELECT song.singer_id FROM song)
SELECT singer.name FROM singer WHERE singer.singer_id NOT IN (SELECT song.singer_id FROM song)
SELECT singer.name FROM singer WHERE singer.singer_id NOT IN (SELECT song.singer_id FROM song)
SELECT singer.name FROM singer WHERE singer.singer_id NOT IN (SELECT song.singer_id FROM song)
SELECT singer.name FROM singer WHERE singer.singer_id NOT IN (SELECT song.singer_id FROM song)",singer
46,808,What are the names of the countries that are in the continent of Europe and have a population of 80000?,medium,"SELECT Name FROM country WHERE continent  =  ""Europe"" AND Population  =  ""80000""",7,"SELECT name FROM country WHERE continent = 'Europe' AND population = 800000
SELECT name FROM country WHERE continent = 'Europe' AND population = 800000
SELECT name FROM country WHERE continent = 'Europe' AND population = 800000
SELECT name FROM country WHERE continent = 'Europe' AND population = 800000
SELECT country.name FROM country WHERE country.continent = 'Europe' AND country.population = 800000
SELECT name FROM country WHERE continent = 'Europe' AND population = 800000
SELECT name FROM country WHERE continent = 'Europe' AND population = 800000",world_1
47,552,What is the date and id of the transcript with at least 2 courses listed?,medium,"SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id HAVING count(*)  >=  2",7,"SELECT * FROM transcripts WHERE transcript_date IN (SELECT transcript_date FROM transcript_contents WHERE student_course_id IN (SELECT student_course_id FROM student_enrolment_courses WHERE degree_program_id IN (SELECT degree_program_id FROM degree_program
SELECT transcript_id, transcript_date FROM transcripts WHERE transcript_id IN (     SELECT transcript_id     FROM transcript_contents     WHERE student_course_id IN (         SELECT student_course_id         FROM student_enrol
SELECT transcript_id, transcript_date FROM transcripts WHERE transcript_id IN (     SELECT transcript_id     FROM transcript_contents     WHERE student_course_id IN (         SELECT student_course_id         FROM student_enrolment_
SELECT transcript_id, transcript_date FROM transcripts WHERE transcript_id IN (     SELECT transcript_id     FROM transcript_contents     WHERE student_course_id IN (         SELECT student_course_id         FROM student_enrolment_
SELECT * FROM transcripts WHERE transcript_date IN (SELECT transcript_date FROM transcript_contents WHERE student_course_id IN (SELECT student_course_id FROM student_enrolment_courses WHERE degree_program_id IN (SELECT degree_program_id FROM student_en
SELECT transcript_id, transcript_date FROM transcripts WHERE transcript_id IN (     SELECT transcript_id     FROM transcript_contents     WHERE student_course_id IN (         SELECT student_course_id         FROM student_enrolment_
SELECT transcript_id, transcript_date FROM transcripts WHERE transcript_date IN (     SELECT transcript_date     FROM transcript_contents     WHERE student_course_id IN (         SELECT student_course_id         FROM student_enrolment_",student_transcripts_tracking
48,144,What is the number of cars with more than 4 cylinders?,easy,SELECT count(*) FROM CARS_DATA WHERE Cylinders  >  4;,7,"SELECT COUNT(*) FROM cars_data WHERE cylinders > 4
SELECT COUNT(*) FROM cars_data WHERE cylinders > 4
SELECT COUNT(*) FROM cars_data WHERE cylinders > 4
SELECT COUNT(*) FROM cars_data WHERE cylinders > 4
SELECT COUNT(*) FROM cars_data WHERE cylinders > 4
SELECT count(*) FROM cars_data WHERE cylinders > 4
SELECT count(*) FROM cars_data WHERE cylinders > 4",car_1
49,629,Find the production code and channel of the most recently aired cartoon .,medium,"select production_code ,  channel from cartoon order by original_air_date desc limit 1",7,"SELECT * FROM cartoon WHERE production_code = (SELECT production_code FROM tv_series ORDER BY air_date DESC LIMIT 1)
SELECT * FROM cartoon WHERE production_code = (SELECT production_code FROM tv_series WHERE channel = (SELECT channel FROM tv_channel WHERE country = 'USA' AND language = 'English' AND content = 'Cartoon' ORDER BY air_date DESC LIMIT 1))
SELECT * FROM cartoon WHERE production_code = (SELECT production_code FROM tv_series WHERE channel = (SELECT channel FROM tv_channel WHERE country = 'USA' AND language = 'English' AND content = 'Cartoon' AND pixel_aspect_ratio_par = '16:9' AND hight_definition_tv = 'Yes' AND pay_per_view_ppv = 'No' AND package_option = 'Standard' AND series_name = '
SELECT * FROM cartoon WHERE production_code = (SELECT production_code FROM tv_series WHERE channel = (SELECT channel FROM tv_channel WHERE country = 'USA' AND language = 'English' AND content = 'Cartoon' AND pixel_aspect_ratio_par = '16:9' AND hight_definition_tv = 'Yes' AND pay_per_view_ppv = 'No' AND package_option = 'Basic' ORDER BY air_date DESC LIMIT 1))
SELECT * FROM cartoon WHERE production_code = (SELECT production_code FROM tv_series WHERE channel = (SELECT channel FROM tv_channel WHERE country = 'USA' AND language = 'English' AND content = 'Cartoon' AND pixel_aspect_ratio_par = '16:9' AND hight_definition_tv = 'Yes' AND pay_per_view_ppv = 'No' AND package_option = 'Basic' AND series_name = '
SELECT * FROM cartoon WHERE production_code = (SELECT production_code FROM tv_series WHERE id = (SELECT id FROM tv_channel WHERE series_name = '
SELECT * FROM cartoon WHERE production_code = (SELECT production_code FROM tv_series WHERE id = (SELECT id FROM tv_channel WHERE series_name = '",tvshow
50,809,Give the names of countries that are in Europe and have a population equal to 80000.,medium,"SELECT Name FROM country WHERE continent  =  ""Europe"" AND Population  =  ""80000""",7,"SELECT name FROM country WHERE continent = 'Europe' AND population = 800000
SELECT name FROM country WHERE continent = 'Europe' AND population = 800000
SELECT name FROM country WHERE continent = 'Europe' AND population = 800000
SELECT name FROM country WHERE continent = 'Europe' AND population = 800000
SELECT name FROM country WHERE continent = 'Europe' AND population = 800000
SELECT name FROM country WHERE continent = 'Europe' AND population = 800000
SELECT name FROM country WHERE continent = 'Europe' AND population = 800000",world_1
51,371,List all document ids with at least two paragraphs.,easy,SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*)  >=  2,7,"SELECT document_id FROM documents WHERE document_id IN (SELECT document_id FROM paragraphs GROUP BY document_id HAVING COUNT(*) >= 2)
SELECT * FROM documents WHERE paragraphs > 2
SELECT document_id FROM documents WHERE template_id IN (SELECT template_id FROM templates WHERE template_type_code IN ('template_type_code', 'template_type_description')) AND document_id IN (SELECT document_id FROM paragraphs WHERE paragraph_id IN (SELECT paragraph_id FROM paragraphs WHERE paragraph_id IN (SELECT paragraph_id FROM paragraphs WHERE paragraph_id IN (SELECT paragraph_id FROM paragraphs WHERE paragraph_id IN (SELECT paragraph_id FROM paragraphs WHERE paragraph_id IN (SELECT paragraph_id FROM paragraphs WHERE paragraph_id IN (SELECT paragraph_id FROM paragraphs WHERE paragraph_id IN (SELECT paragraph_id FROM paragraphs WHERE paragraph_id IN (SELECT paragraph_id FROM paragraphs WHERE paragraph_id IN (SELECT paragraph_id FROM paragraphs WHERE paragraph_id IN (SELECT paragraph_id FROM paragraphs WHERE paragraph_id IN (SELECT paragraph_id FROM paragraphs WHERE paragraph_id IN (SELECT paragraph_id FROM paragraphs WHERE paragraph_id IN (SELECT paragraph_id FROM paragraphs WHERE paragraph_id IN (SELECT paragraph_id FROM paragraphs WHERE paragraph_id IN (SELECT paragraph_id FROM paragraphs WHERE paragraph_id IN (SELECT paragraph_id FROM paragraphs WHERE paragraph_id IN (SELECT paragraph_id FROM paragraphs WHERE paragraph_id IN (SELECT paragraph_id FROM paragraphs WHERE paragraph_id IN (SELECT paragraph
SELECT * FROM documents WHERE paragraphs > 2
SELECT document_id FROM documents WHERE document_id IN (SELECT document_id FROM paragraphs GROUP BY document_id HAVING COUNT(*) >= 2)
SELECT document_id FROM documents WHERE paragraph_id IN (SELECT paragraph_id FROM paragraphs GROUP BY paragraph_id HAVING COUNT(*) >= 2) 
SELECT * FROM documents WHERE paragraphs > 1",cre_Doc_Template_Mgt
52,727,Give the total surface area covered by countries in Asia or Europe.,medium,"SELECT sum(SurfaceArea) FROM country WHERE Continent  =  ""Asia"" OR Continent  =  ""Europe""",7,"SELECT SUM(surfacearea) FROM country WHERE continent = 'Asia' OR continent = 'Europe'
SELECT SUM(surfacearea) FROM country WHERE continent = 'Asia' OR continent = 'Europe'
SELECT SUM(surfacearea) FROM country WHERE continent = 'Asia' OR continent = 'Europe'
SELECT SUM(surfacearea) FROM country WHERE continent = 'Asia' OR continent = 'Europe'
SELECT SUM(surfacearea) FROM country WHERE continent = 'Asia' OR continent = 'Europe'
SELECT SUM(surfacearea) FROM country WHERE continent = 'Asia' OR continent = 'Europe'
SELECT SUM(surfacearea) FROM country WHERE continent = 'Asia' OR continent = 'Europe'",world_1
53,900,Show name of all students who have some friends and also are liked by someone else.,hard,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id INTERSECT SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.liked_id  =  T2.id,7,"SELECT name FROM highschooler WHERE id IN (SELECT student_id FROM friend WHERE friend_id IN (SELECT liked_id FROM likes)) 
SELECT name FROM highschooler WHERE id IN (SELECT student_id FROM friend WHERE friend_id IN (SELECT liked_id FROM likes)) 
SELECT name FROM highschooler WHERE id IN (SELECT student_id FROM friend WHERE friend_id IN (SELECT liked_id FROM likes)) 
SELECT name FROM highschooler WHERE id IN (SELECT student_id FROM friend WHERE friend_id IN (SELECT liked_id FROM likes)) 
SELECT name FROM highschooler WHERE id IN (SELECT student_id FROM friend WHERE friend_id IN (SELECT liked_id FROM likes)) 
SELECT name FROM highschooler WHERE id IN (SELECT student_id FROM friend WHERE friend_id IN (SELECT liked_id FROM likes)) 
SELECT name FROM highschooler WHERE id IN (SELECT student_id FROM friend WHERE friend_id IN (SELECT liked_id FROM likes)) ",network_1
54,294,Find the districts in which there are both shops selling less than 3000 products and shops selling more than 10000 products.,hard,SELECT district FROM shop WHERE Number_products  <  3000 INTERSECT SELECT district FROM shop WHERE Number_products  >  10000,7,"SELECT * FROM shop WHERE number_products < 3000 AND number_products > 10000
SELECT * FROM shop WHERE number_products < 3000 AND number_products > 10000
SELECT * FROM shop WHERE number_products < 3000 AND number_products > 10000
SELECT * FROM shop WHERE number_products < 3000 AND number_products > 10000
SELECT * FROM shop WHERE number_products < 3000 AND number_products > 10000
SELECT * FROM shop WHERE number_products < 3000 AND number_products > 10000
SELECT * FROM shop WHERE number_products < 3000 AND number_products > 10000",employee_hire_evaluation
55,707,How much surface area do the countires in the Carribean cover together?,easy,"SELECT sum(SurfaceArea) FROM country WHERE Region  =  ""Caribbean""",7,"SELECT SUM(surfacearea) FROM country WHERE region = 'Carribean'
SELECT SUM(surfacearea) FROM country WHERE region = 'Carribean'
SELECT SUM(surfacearea) FROM country WHERE continent = 'Carribean'
SELECT SUM(surfacearea) FROM country WHERE continent = 'Carribean'
SELECT SUM(surfacearea) FROM country WHERE continent = 'Carribean'
SELECT SUM(surfacearea) FROM country WHERE continent = 'Carribean'
SELECT SUM(surfacearea) FROM country WHERE continent = 'Carribean'",world_1
