Unnamed: 0,Qid,Question,Db_Id,Difficulty,Query Gold,Repeated,Query Generated,Most Frequent Query,Execution Accuracy
126,253,List the elements of all the triple bonds.,toxicology,challenging,SELECT DISTINCT T3.element FROM bond AS T1 INNER JOIN connected AS T2 ON T1.bond_id = T2.bond_id INNER JOIN atom AS T3 ON T2.atom_id = T3.atom_id WHERE T1.bond_type = '#',7,"SELECT atom.element FROM atom JOIN connected ON atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_type = 'triple'
SELECT atom.element FROM atom JOIN connected ON atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_type = 'triple'
SELECT atom.element FROM atom JOIN connected ON atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_type = 'triple'
SELECT atom.element FROM atom JOIN connected ON atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_type = 'triple'
SELECT atom.element FROM atom JOIN connected ON atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_type = 'triple'
SELECT atom.element FROM atom JOIN connected ON atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_type = 'triple'
SELECT atom.element FROM atom JOIN connected ON atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_type = 'triple'",SELECT atom.element FROM atom JOIN connected ON atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_type = 'triple',0.0
127,1051,List all the football player with the highest potential score.,european_football_2,simple,SELECT DISTINCT(t1.player_name) FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id WHERE t2.potential = (SELECT MAX(potential) FROM Player_Attributes) ,7,"SELECT player.player_name FROM player_attributes JOIN player ON player_attributes.player_api_id = player.player_api_id WHERE player_attributes.potential = (SELECT MAX(potential) FROM player_attributes) 
SELECT player.player_name FROM player_attributes JOIN player ON player_attributes.player_api_id = player.player_api_id WHERE player_attributes.potential = (SELECT MAX(potential) FROM player_attributes) 
SELECT player.player_name FROM player JOIN player_attributes ON player.player_api_id = player_attributes.player_api_id WHERE player_attributes.potential = (SELECT MAX(potential) FROM player_attributes)
SELECT player.player_name FROM player_attributes JOIN player ON player_attributes.player_api_id = player.player_api_id WHERE player_attributes.potential = (SELECT MAX(potential) FROM player_attributes) 
SELECT player.player_name FROM player_attributes JOIN player ON player_attributes.player_api_id = player.player_api_id WHERE player_attributes.potential = (SELECT MAX(potential) FROM player_attributes) 
SELECT player.player_name, player_attributes.potential FROM player JOIN player_attributes ON player.player_api_id = player_attributes.player_api_id WHERE player_attributes.potential = (SELECT MAX(potential) FROM player_attributes)
SELECT player.player_name FROM player_attributes JOIN player ON player_attributes.player_api_id = player.player_api_id WHERE player_attributes.potential = (SELECT MAX(potential) FROM player_attributes) ORDER BY player_attributes.potential DESC",SELECT player.player_name FROM player_attributes JOIN player ON player_attributes.player_api_id = player.player_api_id WHERE player_attributes.potential = (SELECT MAX(potential) FROM player_attributes) ,1.0
128,1241,"For patients with abnormal platelet level, state the number of patients with lower than normal range. How is it compare to the number of patients with higher than normal range?",thrombosis_prediction,challenging,SELECT SUM(CASE WHEN T2.PLT <= 100 THEN 1 ELSE 0 END) - SUM(CASE WHEN T2.PLT >= 400 THEN 1 ELSE 0 END) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID,7,"SELECT COUNT(*) FROM laboratory WHERE plt < 150) AS lower_than_normal,     (SELECT COUNT(*) FROM laboratory WHERE plt > 450) AS higher_than_normal
SELECT COUNT(*) FROM laboratory WHERE plt < (SELECT AVG(plt) FROM laboratory)) AS 'Higher_Than_Normal_Range' FROM     laboratory WHERE     plt < (SELECT AVG(plt) FROM laboratory)
SELECT COUNT(DISTINCT p2.id) FROM patient p2 WHERE p2.id IN (SELECT l.id FROM laboratory l WHERE l.plt > (SELECT AVG(plt) FROM laboratory))) AS higher_than_normal FROM     patient p WHERE     p.id IN (SELECT l.id FROM laboratory l WHERE l.plt < (SELECT AVG(plt) FROM laboratory))
SELECT COUNT(*) FROM laboratory WHERE plt < (SELECT AVG(plt) FROM laboratory)) AS higher_than_normal_range FROM     laboratory WHERE     plt < (SELECT AVG(plt) FROM laboratory)
SELECT COUNT(DISTINCT p2.id) FROM patient p2 WHERE p2.id IN (SELECT l.id FROM laboratory l WHERE l.plt < (SELECT AVG(plt) FROM laboratory))) AS higher_than_normal FROM     patient p WHERE     p.id IN (SELECT l.id FROM laboratory l WHERE l.plt < (SELECT AVG(plt) FROM laboratory))
SELECT COUNT(DISTINCT p.id) FROM patient p JOIN laboratory l ON p.id = l.id WHERE l.plt < normal_range) AS higher_than_normal FROM     patient p JOIN     laboratory l ON p.id = l.id WHERE     l.plt < normal_range
SELECT COUNT(*) FROM laboratory WHERE plt < 150) AS higher_than_normal_range FROM     laboratory WHERE     plt < 150","SELECT COUNT(*) FROM laboratory WHERE plt < 150) AS lower_than_normal,     (SELECT COUNT(*) FROM laboratory WHERE plt > 450) AS higher_than_normal",0.0
129,256,Calculate the total atoms consisting of the element carbon and hydrogen.,toxicology,simple,SELECT COUNT(T.atom_id) FROM atom AS T WHERE T.element = 'c' OR T.element = 'h',7,"SELECT COUNT(*) as total_atoms FROM atom WHERE element IN ('carbon', 'hydrogen')
SELECT COUNT(*) as total_atoms FROM atom WHERE element IN ('carbon', 'hydrogen')
SELECT COUNT(*) FROM atom WHERE element IN ('carbon', 'hydrogen')
SELECT COUNT(*) as total_atoms FROM atom WHERE element IN ('carbon', 'hydrogen')
SELECT COUNT(*) as total_atoms FROM atom WHERE element IN ('carbon', 'hydrogen')
SELECT COUNT(*) FROM atom WHERE element IN ('carbon', 'hydrogen')
SELECT COUNT(*) as total_atoms FROM atom WHERE element IN ('carbon', 'hydrogen')","SELECT COUNT(*) as total_atoms FROM atom WHERE element IN ('carbon', 'hydrogen')",0.0
130,775,What is the percentage of blue female superheroes among all female superheroes?,superhero,challenging,SELECT CAST(COUNT(CASE WHEN T3.colour = 'Blue' THEN T1.id ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM superhero AS T1 INNER JOIN gender AS T2 ON T1.gender_id = T2.id INNER JOIN colour AS T3 ON T1.skin_colour_id = T3.id WHERE T2.gender = 'Female',7,"SELECT (COUNT(s.id) * 100.0 / (SELECT COUNT(id) FROM superhero WHERE gender_id = (SELECT id FROM gender WHERE gender = 'Female'))) AS percentage FROM superhero s JOIN colour c ON s.eye_colour_id = c.id OR s.hair_colour_id = c.id OR s.skin_colour_id = c.id JOIN gender g ON s.gender_id = g.id WHERE c.colour = 'Blue' AND g.gender = 'Female'
SELECT (COUNT(s.id) * 100.0 / (SELECT COUNT(id) FROM superhero WHERE gender_id = (SELECT id FROM gender WHERE gender = 'Female'))) AS percentage FROM superhero s JOIN colour c ON s.eye_colour_id = c.id OR s.hair_colour_id = c.id OR s.skin_colour_id = c.id JOIN gender g ON s.gender_id = g.id WHERE c.colour = 'Blue' AND g.gender = 'Female'
SELECT (COUNT(s.id) * 100.0 / (SELECT COUNT(id) FROM superhero WHERE gender_id = (SELECT id FROM gender WHERE gender = 'Female'))) AS percentage FROM superhero s JOIN colour c ON s.eye_colour_id = c.id OR s.hair_colour_id = c.id OR s.skin_colour_id = c.id JOIN gender g ON s.gender_id = g.id WHERE c.colour = 'Blue' AND g.gender = 'Female'
SELECT (COUNT(s.id) * 100.0 / (SELECT COUNT(id) FROM superhero WHERE gender_id = (SELECT id FROM gender WHERE gender = 'Female'))) AS percentage FROM superhero s JOIN colour c ON s.eye_colour_id = c.id OR s.hair_colour_id = c.id OR s.skin_colour_id = c.id JOIN gender g ON s.gender_id = g.id WHERE c.colour = 'Blue' AND g.gender = 'Female'
SELECT (COUNT(s.id) * 100.0 / (SELECT COUNT(id) FROM superhero WHERE gender_id = (SELECT id FROM gender WHERE gender = 'Female'))) AS percentage FROM superhero s JOIN colour c ON s.eye_colour_id = c.id OR s.hair_colour_id = c.id OR s.skin_colour_id = c.id JOIN gender g ON s.gender_id = g.id WHERE c.colour = 'Blue' AND g.gender = 'Female'
SELECT (COUNT(s.id) * 100.0 / (SELECT COUNT(id) FROM superhero WHERE gender_id = (SELECT id FROM gender WHERE gender = 'Female'))) AS percentage FROM superhero s JOIN colour c ON s.eye_colour_id = c.id OR s.hair_colour_id = c.id OR s.skin_colour_id = c.id JOIN gender g ON s.gender_id = g.id WHERE c.colour = 'Blue' AND g.gender = 'Female'
SELECT (COUNT(s.id) * 100.0 / (SELECT COUNT(id) FROM superhero WHERE gender_id = (SELECT id FROM gender WHERE gender = 'Female'))) AS percentage FROM superhero s JOIN colour c ON s.eye_colour_id = c.id OR s.hair_colour_id = c.id OR s.skin_colour_id = c.id JOIN gender g ON s.gender_id = g.id WHERE c.colour = 'Blue' AND g.gender = 'Female'",SELECT (COUNT(s.id) * 100.0 / (SELECT COUNT(id) FROM superhero WHERE gender_id = (SELECT id FROM gender WHERE gender = 'Female'))) AS percentage FROM superhero s JOIN colour c ON s.eye_colour_id = c.id OR s.hair_colour_id = c.id OR s.skin_colour_id = c.id JOIN gender g ON s.gender_id = g.id WHERE c.colour = 'Blue' AND g.gender = 'Female',0.0
131,200,Find the triple-bonded molecules which are carcinogenic.,toxicology,simple,SELECT DISTINCT T2.molecule_id FROM bond AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.bond_type = '#' AND T2.label = '+',7,"SELECT molecule.molecule_id, molecule.label FROM molecule JOIN bond ON molecule.molecule_id = bond.molecule_id JOIN connected ON bond.bond_id = connected.bond_id WHERE bond.bond_type = 'triple-bonded' AND molecule.label = 'carcinogenic'
SELECT molecule.molecule_id, molecule.label FROM molecule JOIN bond ON molecule.molecule_id = bond.molecule_id JOIN connected ON bond.bond_id = connected.bond_id WHERE bond.bond_type = 'triple-bonded' AND molecule.label = 'carcinogenic'
SELECT molecule.molecule_id, molecule.label FROM molecule JOIN bond ON molecule.molecule_id = bond.molecule_id JOIN connected ON bond.bond_id = connected.bond_id WHERE bond.bond_type = 'triple-bonded' AND molecule.label = 'carcinogenic'
SELECT molecule.molecule_id, molecule.label FROM molecule JOIN bond ON molecule.molecule_id = bond.molecule_id JOIN connected ON bond.bond_id = connected.bond_id WHERE bond.bond_type = 'triple-bonded' AND molecule.label = 'carcinogenic'
SELECT m.molecule_id, m.label FROM molecule m JOIN bond b ON m.molecule_id = b.molecule_id JOIN connected c ON b.bond_id = c.bond_id WHERE b.bond_type = 'triple' AND m.label = 'carcinogenic'
SELECT m.molecule_id, m.label FROM molecule m JOIN bond b ON m.molecule_id = b.molecule_id JOIN connected c ON b.bond_id = c.bond_id WHERE b.bond_type = 'triple' AND m.label = 'carcinogenic'
SELECT molecule.molecule_id, molecule.label FROM molecule JOIN bond ON molecule.molecule_id = bond.molecule_id JOIN connected ON bond.bond_id = connected.bond_id WHERE bond.bond_type = 'triple-bonded' AND molecule.label = 'carcinogenic'","SELECT molecule.molecule_id, molecule.label FROM molecule JOIN bond ON molecule.molecule_id = bond.molecule_id JOIN connected ON bond.bond_id = connected.bond_id WHERE bond.bond_type = 'triple-bonded' AND molecule.label = 'carcinogenic'",0.0
132,1275,"Among the patients who has a normal level of anti-centromere and a normal level of anti-SSB, how many of them are male?",thrombosis_prediction,moderate,"SELECT COUNT(DISTINCT T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.CENTROMEA IN ('negative', '0') AND T2.SSB IN ('negative', '0') AND T1.SEX = 'M'",7,"SELECT COUNT(*) FROM patient JOIN examination ON patient.id = examination.id JOIN laboratory ON patient.id = laboratory.id WHERE patient.sex = 'male' AND laboratory.ssb = 'normal' AND laboratory.centromea = 'normal'
SELECT COUNT(*) FROM patient JOIN laboratory ON patient.id = laboratory.id WHERE laboratory.centromea = 'normal' AND laboratory.ssb = 'normal' AND patient.sex = 'male'
SELECT COUNT(*) FROM patient JOIN examination ON patient.id = examination.id JOIN laboratory ON patient.id = laboratory.id WHERE patient.sex = 'male' AND laboratory.ssb = 'normal' AND laboratory.centromea = 'normal'
SELECT COUNT(*) FROM patient JOIN laboratory ON patient.id = laboratory.id WHERE laboratory.centromea = 'normal' AND laboratory.ssb = 'normal' AND patient.sex = 'male'
SELECT COUNT(*) FROM patient JOIN examination ON patient.id = examination.id JOIN laboratory ON patient.id = laboratory.id WHERE patient.sex = 'male' AND laboratory.ssb = 'normal' AND laboratory.centromea = 'normal'
SELECT COUNT(*) FROM patient JOIN examination ON patient.id = examination.id JOIN laboratory ON patient.id = laboratory.id WHERE patient.sex = 'male' AND laboratory.ssb = 'normal' AND laboratory.centromea = 'normal'
SELECT COUNT(*) FROM patient JOIN examination ON patient.id = examination.id JOIN laboratory ON patient.id = laboratory.id WHERE patient.sex = 'male' AND laboratory.ssb = 'normal' AND laboratory.centromea = 'normal'",SELECT COUNT(*) FROM patient JOIN examination ON patient.id = examination.id JOIN laboratory ON patient.id = laboratory.id WHERE patient.sex = 'male' AND laboratory.ssb = 'normal' AND laboratory.centromea = 'normal',0.0
133,1482,"Which of the three segments—SME, LAM and KAM—has the biggest and lowest percentage increases in consumption paid in EUR between 2012 and 2013?",debit_card_specializing,challenging,"SELECT CAST((SUM(IIF(T1.Segment = 'SME' AND T2.Date LIKE '2013%', T2.Consumption, 0)) - SUM(IIF(T1.Segment = 'SME' AND T2.Date LIKE '2012%', T2.Consumption, 0))) AS FLOAT) * 100 / SUM(IIF(T1.Segment = 'SME' AND T2.Date LIKE '2012%', T2.Consumption, 0)), CAST(SUM(IIF(T1.Segment = 'LAM' AND T2.Date LIKE '2013%', T2.Consumption, 0)) - SUM(IIF(T1.Segment = 'LAM' AND T2.Date LIKE '2012%', T2.Consumption, 0)) AS FLOAT) * 100 / SUM(IIF(T1.Segment = 'LAM' AND T2.Date LIKE '2012%', T2.Consumption, 0)) , CAST(SUM(IIF(T1.Segment = 'KAM' AND T2.Date LIKE '2013%', T2.Consumption, 0)) - SUM(IIF(T1.Segment = 'KAM' AND T2.Date LIKE '2012%', T2.Consumption, 0)) AS FLOAT) * 100 / SUM(IIF(T1.Segment = 'KAM' AND T2.Date LIKE '2012%', T2.Consumption, 0)) FROM customers AS T1 INNER JOIN yearmonth AS T2 ON T1.CustomerID = T2.CustomerID",7,"SELECT segment,        ((SUM(amount * price) FILTER (WHERE strftime('%Y-%m', date) = '2013-12') -          SUM(amount * price) FILTER (WHERE strftime('%Y-%m', date) = '2012-12')) /         SUM(amount * price) FILTER (WHERE strftime('%Y-%m', date) = '2012-12')) * 100 AS percentage_increase FROM transactions_1k JOIN customers ON transactions_1k.customerid = customers.customerid JOIN gasstations ON transactions_1k.gasstationid = gasstations.gasstationid WHERE currency = 'EUR' AND segment IN ('SME', 'LAM', 'KAM') GROUP BY segment ORDER BY percentage_increase DESC, percentage_increase ASC LIMIT 2
SELECT segment,        ((SUM(amount * price) FILTER (WHERE strftime('%Y-%m', date) = '2013-12') -          SUM(amount * price) FILTER (WHERE strftime('%Y-%m', date) = '2012-12')) /         SUM(amount * price) FILTER (WHERE strftime('%Y-%m', date) = '2012-12')) * 100 AS percentage_increase FROM transactions_1k JOIN customers ON transactions_1k.customerid = customers.customerid JOIN gasstations ON transactions_1k.gasstationid = gasstations.gasstationid WHERE currency = 'EUR' GROUP BY segment ORDER BY percentage_increase DESC, percentage_increase ASC LIMIT 1
SELECT segment,        ((SUM(CASE WHEN strftime('%Y-%m', date) = '2013-01' THEN amount * price ELSE 0 END) -          SUM(CASE WHEN strftime('%Y-%m', date) = '2012-01' THEN amount * price ELSE 0 END)) /         SUM(CASE WHEN strftime('%Y-%m', date) = '2012-01' THEN amount * price ELSE 0 END)) * 100 AS percentage_increase FROM transactions_1k JOIN gasstations ON transactions_1k.gasstationid = gasstations.gasstationid WHERE currency = 'EUR' AND strftime('%Y', date) IN ('2012', '2013') GROUP BY segment ORDER BY percentage_increase DESC, percentage_increase ASC
SELECT segment,        ((SUM(amount * price) FILTER (WHERE strftime('%Y-%m', date) = '2013-12') -          SUM(amount * price) FILTER (WHERE strftime('%Y-%m', date) = '2012-12')) /         SUM(amount * price) FILTER (WHERE strftime('%Y-%m', date) = '2012-12')) * 100 AS percentage_increase FROM transactions_1k JOIN customers ON transactions_1k.customerid = customers.customerid JOIN gasstations ON transactions_1k.gasstationid = gasstations.gasstationid WHERE currency = 'EUR' AND strftime('%Y-%m', date) BETWEEN '2012-01' AND '2013-12' GROUP BY segment ORDER BY percentage_increase DESC, percentage_increase ASC LIMIT 1
SELECT segment,        ((SUM(amount * price) FILTER (WHERE strftime('%Y-%m', date) = '2013-12') -          SUM(amount * price) FILTER (WHERE strftime('%Y-%m', date) = '2012-12')) /         SUM(amount * price) FILTER (WHERE strftime('%Y-%m', date) = '2012-12')) * 100 AS percentage_increase FROM transactions_1k JOIN customers ON transactions_1k.customerid = customers.customerid JOIN gasstations ON transactions_1k.gasstationid = gasstations.gasstationid WHERE currency = 'EUR' AND segment IN ('SME', 'LAM', 'KAM') GROUP BY segment ORDER BY percentage_increase DESC, percentage_increase ASC LIMIT 2
SELECT segment,        ((SUM(CASE WHEN strftime('%Y', date) = '2013' THEN amount * price ELSE 0 END) -          SUM(CASE WHEN strftime('%Y', date) = '2012' THEN amount * price ELSE 0 END)) /         SUM(CASE WHEN strftime('%Y', date) = '2012' THEN amount * price ELSE 0 END)) * 100 AS percentage_increase FROM transactions_1k JOIN gasstations ON transactions_1k.gasstationid = gasstations.gasstationid WHERE currency = 'EUR' AND strftime('%Y', date) IN ('2012', '2013') GROUP BY segment ORDER BY percentage_increase DESC, percentage_increase ASC LIMIT 1
SELECT segment,        ((SUM(amount * price) FILTER (WHERE strftime('%Y-%m', date) = '2013-12') -          SUM(amount * price) FILTER (WHERE strftime('%Y-%m', date) = '2012-12')) /         SUM(amount * price) FILTER (WHERE strftime('%Y-%m', date) = '2012-12')) * 100 AS percentage_increase FROM transactions_1k JOIN customers ON transactions_1k.customerid = customers.customerid JOIN gasstations ON transactions_1k.gasstationid = gasstations.gasstationid WHERE currency = 'EUR' AND segment IN ('SME', 'LAM', 'KAM') GROUP BY segment ORDER BY percentage_increase DESC, percentage_increase ASC LIMIT 2","SELECT segment,        ((SUM(amount * price) FILTER (WHERE strftime('%Y-%m', date) = '2013-12') -          SUM(amount * price) FILTER (WHERE strftime('%Y-%m', date) = '2012-12')) /         SUM(amount * price) FILTER (WHERE strftime('%Y-%m', date) = '2012-12')) * 100 AS percentage_increase FROM transactions_1k JOIN customers ON transactions_1k.customerid = customers.customerid JOIN gasstations ON transactions_1k.gasstationid = gasstations.gasstationid WHERE currency = 'EUR' AND segment IN ('SME', 'LAM', 'KAM') GROUP BY segment ORDER BY percentage_increase DESC, percentage_increase ASC LIMIT 2",0.0
134,311,How many molecules without sulphur element is not having double bond?,toxicology,simple,SELECT COUNT(DISTINCT T1.molecule_id) FROM atom AS T1 INNER JOIN bond AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.element <> 's' AND T2.bond_type <> '=',7,"SELECT COUNT(DISTINCT m.molecule_id) FROM molecule m LEFT JOIN atom a ON m.molecule_id = a.molecule_id LEFT JOIN connected c ON a.atom_id = c.atom_id OR a.atom_id = c.atom_id2 LEFT JOIN bond b ON c.bond_id = b.bond_id WHERE a.element <> 'S' AND b.bond_type <> 'double' OR b.bond_id IS NULL
SELECT COUNT(DISTINCT m.molecule_id) FROM molecule m LEFT JOIN atom a ON m.molecule_id = a.molecule_id LEFT JOIN connected c ON a.atom_id = c.atom_id OR a.atom_id = c.atom_id2 LEFT JOIN bond b ON c.bond_id = b.bond_id WHERE a.element <> 'sulphur' AND b.bond_type <> 'double' OR b.bond_type IS NULL
SELECT COUNT(DISTINCT m.molecule_id) FROM molecule m LEFT JOIN atom a ON m.molecule_id = a.molecule_id LEFT JOIN connected c ON a.atom_id = c.atom_id OR a.atom_id = c.atom_id2 LEFT JOIN bond b ON c.bond_id = b.bond_id WHERE a.element <> 'S' AND b.bond_type <> 'double' OR b.bond_id IS NULL
SELECT COUNT(DISTINCT m.molecule_id) FROM molecule m LEFT JOIN atom a ON m.molecule_id = a.molecule_id LEFT JOIN connected c ON a.atom_id = c.atom_id OR a.atom_id = c.atom_id2 LEFT JOIN bond b ON c.bond_id = b.bond_id WHERE a.element <> 'sulphur' AND b.bond_type <> 'double' OR b.bond_id IS NULL
SELECT COUNT(DISTINCT m.molecule_id) FROM molecule m LEFT JOIN atom a ON m.molecule_id = a.molecule_id LEFT JOIN connected c ON a.atom_id = c.atom_id OR a.atom_id = c.atom_id2 LEFT JOIN bond b ON c.bond_id = b.bond_id WHERE a.element <> 'sulphur' AND (b.bond_type IS NULL OR b.bond_type <> 'double')
SELECT COUNT(DISTINCT m.molecule_id) FROM molecule m LEFT JOIN atom a ON m.molecule_id = a.molecule_id LEFT JOIN connected c ON a.atom_id = c.atom_id OR a.atom_id = c.atom_id2 LEFT JOIN bond b ON c.bond_id = b.bond_id WHERE a.element <> 'sulphur' AND (b.bond_type IS NULL OR b.bond_type <> 'double')
SELECT COUNT(DISTINCT m.molecule_id) FROM molecule m LEFT JOIN atom a ON m.molecule_id = a.molecule_id LEFT JOIN connected c ON a.atom_id = c.atom_id OR a.atom_id = c.atom_id2 LEFT JOIN bond b ON c.bond_id = b.bond_id WHERE a.element <> 'sulphur' AND (b.bond_type IS NULL OR b.bond_type <> 'double')",SELECT COUNT(DISTINCT m.molecule_id) FROM molecule m LEFT JOIN atom a ON m.molecule_id = a.molecule_id LEFT JOIN connected c ON a.atom_id = c.atom_id OR a.atom_id = c.atom_id2 LEFT JOIN bond b ON c.bond_id = b.bond_id WHERE a.element <> 'sulphur' AND (b.bond_type IS NULL OR b.bond_type <> 'double'),0.0
135,23,List the names of schools with more than 30 difference in enrollements between K-12 and ages 5-17? Please also give the full street adress of the schools.,california_schools,moderate,"SELECT T1.School, T1.Street FROM schools AS T1 INNER JOIN frpm AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.`Enrollment (K-12)` - T2.`Enrollment (Ages 5-17)` > 30",7,"SELECT school, street || ', ' || city || ', ' || state || ' ' || zip FROM schools JOIN satscores ON schools.school = satscores.sname WHERE ABS(satscores.enroll12 - (SELECT ""enrollment (ages 5-17)"" FROM satscores WHERE schools.school = satscores.sname)) > 30
SELECT school, street || ', ' || city || ', ' || state || ' ' || zip FROM schools JOIN satscores ON schools.school = satscores.sname WHERE ABS(satscores.enroll12 - (SELECT ""enrollment (ages 5-17)"" FROM satscores WHERE satscores.sname = schools.school)) > 30
SELECT school, street || ', ' || city || ', ' || state || ' ' || zip FROM schools JOIN satscores ON schools.school = satscores.sname WHERE ABS(satscores.enroll12 - (SELECT ""enrollment (ages 5-17)"" FROM satscores WHERE satscores.sname = schools.school)) > 30
SELECT school, street || ', ' || city || ', ' || state || ' ' || zip FROM schools JOIN satscores ON schools.school = satscores.sname WHERE ABS(satscores.enroll12 - (SELECT ""enrollment (ages 5-17)"" FROM satscores WHERE satscores.sname = schools.school)) > 30
SELECT school, street || ', ' || city || ', ' || state || ' ' || zip FROM schools JOIN satscores ON schools.school = satscores.sname WHERE ABS(satscores.enroll12 - (SELECT ""enrollment (ages 5-17)"" FROM satscores WHERE satscores.sname = schools.school)) > 30
SELECT school, street || ', ' || city || ', ' || state || ' ' || zip FROM schools JOIN satscores ON schools.school = satscores.sname WHERE ABS(satscores.enroll12 - (SELECT ""enrollment (ages 5-17)"" FROM satscores WHERE satscores.sname = schools.school)) > 30
SELECT school, street || ', ' || city || ', ' || state || ' ' || zip FROM schools JOIN satscores ON schools.school = satscores.sname WHERE ABS(satscores.enroll12 - (SELECT ""enrollment (ages 5-17)"" FROM satscores WHERE satscores.sname = schools.school)) > 30","SELECT school, street || ', ' || city || ', ' || state || ' ' || zip FROM schools JOIN satscores ON schools.school = satscores.sname WHERE ABS(satscores.enroll12 - (SELECT ""enrollment (ages 5-17)"" FROM satscores WHERE satscores.sname = schools.school)) > 30",0.0
136,981,"On what year did the youngest driver had his first qualifying race? Also state the name, date and time of the race.",formula_1,moderate,"SELECT T3.year, T3.name, T3.date, T3.time FROM qualifying AS T1 INNER JOIN drivers AS T2 on T1.driverId = T2.driverId INNER JOIN races AS T3 on T1.raceId = T3.raceId WHERE T1.driverId = ( SELECT driverId FROM drivers ORDER BY dob DESC LIMIT 1 ) ORDER BY T3.date ASC LIMIT 1",7,"SELECT r.year, d.forename, d.surname, ra.name, ra.date, ra.time FROM drivers d JOIN results res ON d.driverid = res.driverid JOIN races ra ON res.raceid = ra.raceid WHERE d.dob = (SELECT MAX(dob) FROM drivers) ORDER BY r.year LIMIT 1
SELECT r.year, d.forename, d.surname, ra.name, ra.date, ra.time FROM drivers d JOIN results res ON d.driverid = res.driverid JOIN races ra ON res.raceid = ra.raceid WHERE d.dob = (SELECT MAX(dob) FROM drivers) ORDER BY r.year LIMIT 1
SELECT r.year, d.forename, d.surname, ra.name, ra.date, ra.time FROM drivers d JOIN results res ON d.driverid = res.driverid JOIN races ra ON res.raceid = ra.raceid WHERE d.dob = (SELECT MAX(dob) FROM drivers) ORDER BY r.year LIMIT 1
SELECT r.year, d.forename, d.surname, ra.name, ra.date, ra.time FROM drivers d JOIN results res ON d.driverid = res.driverid JOIN races ra ON res.raceid = ra.raceid WHERE d.dob = (SELECT MAX(dob) FROM drivers) ORDER BY r.year LIMIT 1
SELECT r.year, d.forename, d.surname, ra.name, ra.date, ra.time FROM drivers d JOIN results res ON d.driverid = res.driverid JOIN races ra ON res.raceid = ra.raceid WHERE d.dob = (SELECT MAX(dob) FROM drivers) ORDER BY r.year LIMIT 1
SELECT r.year, d.forename, d.surname, ra.name, ra.date, ra.time FROM drivers d JOIN results res ON d.driverid = res.driverid JOIN races ra ON res.raceid = ra.raceid WHERE d.dob = (SELECT MAX(dob) FROM drivers) ORDER BY r.year ASC LIMIT 1
SELECT r.year, d.forename, d.surname, ra.name, ra.date, ra.time FROM drivers d JOIN results res ON d.driverid = res.driverid JOIN races ra ON res.raceid = ra.raceid WHERE d.dob = (SELECT MAX(dob) FROM drivers) ORDER BY r.year ASC LIMIT 1","SELECT r.year, d.forename, d.surname, ra.name, ra.date, ra.time FROM drivers d JOIN results res ON d.driverid = res.driverid JOIN races ra ON res.raceid = ra.raceid WHERE d.dob = (SELECT MAX(dob) FROM drivers) ORDER BY r.year LIMIT 1",0.0
