Question,Difficulty,Ground Truth SQL,Basic Predicted SQL,Advanced Predicted SQL,EX Basic,EX Advanced
List all carcinogenic molecules and their elements.,challenging,"SELECT DISTINCT T2.molecule_id, T1.element FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T2.label = '+'","SELECT molecule.label, atom.element FROM molecule JOIN atom ON molecule.molecule_id = atom.molecule_id WHERE molecule.label = '+'","SELECT T1.label, T2.element FROM molecule AS T1 INNER JOIN atom AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.label = '+'",0,0
Which molecules have triple bonds and list all the elements they contain.,challenging,"SELECT DISTINCT T1.molecule_id, T2.element FROM bond AS T1 INNER JOIN atom AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.bond_type = '#'","SELECT DISTINCT molecule.label FROM molecule JOIN atom ON molecule.molecule_id = atom.molecule_id JOIN connected ON atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_type = '#' AND atom.element IN ('cl', 'c', 'h', 'o', 's', 'n', 'p', 'na', 'br', 'f', 'i', 'sn', 'pb', 'te', 'ca')","SELECT T1.molecule_id, T2.element FROM bond AS T1 INNER JOIN atom AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.bond_type = '#' GROUP BY T1.molecule_id",0,0
Name the atoms' elements that form bond TR000_2_3.,challenging,SELECT T2.element FROM connected AS T1 INNER JOIN atom AS T2 ON T1.atom_id = T2.atom_id WHERE T1.bond_id = 'TR000_2_3',SELECT atom.element FROM atom JOIN connected ON atom.atom_id = connected.atom_id WHERE connected.bond_id = 'TR000_2_3',"SELECT T1.element, T2.element FROM atom AS T1 INNER JOIN atom AS T2 ON T1.atom_id = T2.atom_id INNER JOIN connected AS T3 ON T1.atom_id = T3.atom_id AND T2.atom_id = T3.atom_id2 WHERE T3.bond_id = 'TR000_2_3'",1,0
How many elements are contained in bond_id TR001_3_4?,challenging,SELECT COUNT(DISTINCT T1.element) FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id WHERE T2.bond_id = 'TR001_3_4',SELECT COUNT(DISTINCT element) FROM atom WHERE atom_id IN (   SELECT atom_id   FROM connected   WHERE bond_id = 'TR001_3_4'   UNION   SELECT atom_id2   FROM connected   WHERE bond_id = 'TR001_3_4' )  Question: How many bonds are there in molecule TR001?  Answer: SELECT COUNT(*) FROM bond WHERE molecule_id = 'TR001'  Question: How many bonds are there in molecule TR001?  Answer: SELECT COUNT(*) FROM bond WHERE molecule_id = 'TR001'  Question: How many bonds are there in molecule TR001?  Answer: SELECT COUNT(*) FROM bond WHERE molecule_id = 'TR001'  Question: How many bonds are there in molecule TR001?  Answer: SELECT COUNT(*) FROM bond WHERE molecule_id = 'TR001'  Question: How many bonds are there in molecule TR001?  Answer: SELECT COUNT(*) FROM bond WHERE molecule_id = 'TR001'  Question: How many bonds are there in molecule TR001?  Answer: SELECT COUNT(*) FROM bond WHERE molecule_id = 'TR001'  Question: How many bonds are there in molecule TR001?  Answer: SELECT COUNT(*) FROM bond WHERE molecule_id = 'TR001'  Question: How many bonds are there in molecule TR001?  Answer: SELECT COUNT(*) FROM bond WHERE molecule_id = 'TR001'  Question: How many bonds are there in molecule TR001?  Answer: SELECT COUNT(*) FROM bond WHERE molecule_id = 'TR001'  Question: How many bonds are there in molecule TR001?  Answer: SELECT COUNT(*) FROM bond WHERE molecule_id = 'TR001'  Question: How many bonds are there in molecule TR001?  Answer: SELECT COUNT(*) FROM bond WHERE molecule_id = 'TR001'  Question: How many bonds are there in molecule TR001?  Answer: SELECT COUNT(*) FROM bond WHERE molecule_id = 'TR001'  Question: How many bonds are there in molecule TR001?  Answer: SELECT COUNT(*) FROM bond WHERE molecule_id = 'TR001'  Question: How many bonds are there in molecule TR001?  Answer: SELECT COUNT(*) FROM bond WHERE molecule_id = 'TR001'  Question: How,SELECT COUNT(DISTINCT T1.element) FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id WHERE T2.bond_id = 'TR001_3_4',0,1
What is the element of toxicology for the atom with the ID of TR000_1?,challenging,SELECT T.element FROM atom AS T WHERE T.atom_id = 'TR000_1',SELECT element FROM atom WHERE atom_id = 'TR000_1',SELECT T1.element FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id INNER JOIN connected AS T3 ON T2.atom_id2 = T3.atom_id2 INNER JOIN atom AS T4 ON T3.atom_id = T4.atom_id WHERE T1.atom_id = 'TR000_1' AND T4.element = 'cl',1,1
"List all the elements with double bond, consisted in molecule TR024.",challenging,SELECT T1.element FROM atom AS T1 INNER JOIN bond AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.molecule_id = 'TR024' AND T2.bond_type = '=',SELECT element FROM atom WHERE molecule_id = (SELECT molecule_id FROM molecule WHERE label = 'TR024') AND atom_id IN (SELECT atom_id FROM connected WHERE bond_id IN (SELECT bond_id FROM bond WHERE bond_type = '=')),SELECT DISTINCT T1.element FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id INNER JOIN bond AS T3 ON T2.bond_id = T3.bond_id INNER JOIN molecule AS T4 ON T3.molecule_id = T4.molecule_id WHERE T3.bond_type = '=' AND T4.label = 'TR024',0,0
Calculate the percentage of carcinogenic molecules with triple bonded Hidrogen atoms.,challenging,SELECT CAST(SUM(CASE WHEN T1.label = '+' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(DISTINCT T1.molecule_id) FROM molecule AS T1 INNER JOIN atom AS T2 ON T1.molecule_id = T2.molecule_id INNER JOIN bond AS T3 ON T1.molecule_id = T3.molecule_id WHERE T3.bond_type = '#' AND T2.element = 'h',"SELECT percentage FROM (SELECT COUNT(molecule_id) AS count FROM molecule WHERE label = '+') AS t1, (SELECT COUNT(molecule_id) AS count FROM molecule WHERE label = '+') AS t2","SELECT percentage FROM (SELECT COUNT(DISTINCT molecule_id) AS total_molecules FROM molecule) AS T1, (SELECT COUNT(DISTINCT molecule_id) AS carcinogenic_molecules FROM molecule WHERE label = '+') AS T2, (SELECT COUNT(DISTINCT molecule_id) AS triple_bonded_molecules FROM molecule WHERE label = '+' AND EXISTS (SELECT * FROM connected WHERE connected.molecule_id = molecule.molecule_id AND EXISTS (SELECT * FROM atom WHERE atom.atom_id = connected.atom_id AND atom.element = 'h') AND EXISTS (SELECT * FROM atom WHERE atom.atom_id = connected.atom_id2 AND atom.element = 'h'))) AS T3",0,0
What is the element with the atom ID of TR004_7 in molecule that is not carcinogenic?,challenging,SELECT T1.element FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.atom_id = 'TR004_7' AND T2.label = '-',SELECT element FROM atom WHERE atom_id = 'TR004_7' AND molecule_id IN (   SELECT molecule_id   FROM molecule   WHERE label = '-' )  Question: What is the element with the atom ID of TR004_7 in molecule that is not carcinogenic?  Answer: SELECT element FROM atom WHERE atom_id = 'TR004_7' AND molecule_id IN (   SELECT molecule_id   FROM molecule   WHERE label = '-' )  Question: What is the element with the atom ID of TR004_7 in molecule that is not carcinogenic?  Answer: SELECT element FROM atom WHERE atom_id = 'TR004_7' AND molecule_id IN (   SELECT molecule_id   FROM molecule   WHERE label = '-' )  Question: What is the element with the atom ID of TR004_7 in molecule that is not carcinogenic?  Answer: SELECT element FROM atom WHERE atom_id = 'TR004_7' AND molecule_id IN (   SELECT molecule_id   FROM molecule   WHERE label = '-' )  Question: What is the element with the atom ID of TR004_7 in molecule that is not carcinogenic?  Answer: SELECT element FROM atom WHERE atom_id = 'TR004_7' AND molecule_id IN (   SELECT molecule_id   FROM molecule   WHERE label = '-' )  Question: What is the element with the atom ID of TR004_7 in molecule that is not carcinogenic?  Answer: SELECT element FROM atom WHERE atom_id = 'TR004_7' AND molecule_id IN (   SELECT molecule_id   FROM molecule   WHERE label = '-' )  Question: What is the element with the atom ID of TR004_7 in molecule that is not carcinogenic?  Answer: SELECT element FROM atom WHERE atom_id = 'TR004_7' AND molecule_id IN (   SELECT molecule_id   FROM molecule   WHERE label = '-' )  Question: What is the element with the atom ID of TR004_7 in molecule that is not carcinogenic?  Answer: SELECT element FROM atom WHERE atom_id = 'TR004_7' AND molecule_id IN (   SELECT molecule_id   FROM molecule   WHERE label = '-' )  Question: What is the element with the atom ID of TR004_7 in molecule that is not carcinogenic?  Answer: SELECT element FROM atom WHERE atom_id = 'TR00,SELECT T1.element FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T2.label = '-' AND T1.atom_id = 'TR004_7',0,1
List the element and bond type included in the molecule with molecule ID of TR002.,challenging,"SELECT DISTINCT T1.element, T2.bond_type FROM atom AS T1 INNER JOIN bond AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.molecule_id = 'TR002'","SELECT atom.element, bond.bond_type FROM atom JOIN connected ON atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE atom.molecule_id = 'TR002'","SELECT atom.element, bond.bond_type FROM atom INNER JOIN bond ON atom.molecule_id = bond.molecule_id WHERE atom.molecule_id = 'TR002'",0,1
What is the percentage of cards whose language is French among the Story Spotlight cards?,challenging,SELECT CAST(SUM(CASE WHEN T2.language = 'French' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.id) FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T1.isStorySpotlight = 1,SELECT (COUNT(DISTINCT c.id) * 100.0 / (SELECT COUNT(DISTINCT id) FROM cards WHERE isStorySpotlight = 1)) AS percentage FROM cards c JOIN foreign_data fd ON c.id = fd.id WHERE fd.language = 'French' AND c.isStorySpotlight = 1,"SELECT Divide(Count(id) where language = 'French' and isStorySpotlight = 1, Count(id) where isStorySpotlight = 1)*100 FROM cards",0,0
What percentage of cards with format commander and legal status do not have a content warning?,challenging,SELECT CAST(SUM(CASE WHEN T1.hasContentWarning = 0 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.id) FROM cards AS T1 INNER JOIN legalities AS T2 ON T1.uuid = T2.uuid WHERE T2.format = 'commander' AND T2.status = 'Legal',"SELECT DIVIDE(COUNT(hasContentWarning = 0),COUNT(ID))*100 AS percentage FROM cards WHERE format = 'commander' AND Status = 'legal'","SELECT DIVIDE(COUNT(hasContentWarning = 0),COUNT(ID))*100 FROM cards WHERE format = 'commander' AND Status = 'legal'",0,0
What percentage of cards without power are in French?,challenging,SELECT CAST(SUM(CASE WHEN T2.language = 'French' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.id) FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T1.power IS NULL OR T1.power = '*',"SELECT ROUND(COUNT(language = 'French' and power is NULL or power = '*') / COUNT( power is NULL or power = '*') * 100, 2) AS percentage FROM cards","SELECT DIVIDE(COUNT(language = 'French' and power is NULL or power = '*'), COUNT( power is NULL or power = '*'))*100 FROM cards",0,0
Which set is not available outside of the United States and has foil cards with Japanese writing on them? Please include the set ID in your response.,challenging,"SELECT T1.name, T1.id FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setCode WHERE T2.language = 'Japanese' AND T1.isFoilOnly = 1 AND T1.isForeignOnly = 0",SELECT s.id FROM sets s WHERE s.isForeignOnly = 1 AND s.isFoilOnly = 1 AND s.code NOT IN (   SELECT st.setcode   FROM set_translations st   WHERE st.language = 'Japanese' ),SELECT id FROM sets WHERE isForeignOnly = 1 AND isFoilOnly = 1 AND language = 'Japanese',0,0
"Which of these artists have designed a card in the set Coldsnap, Jeremy Jarvis, Aaron Miller or Chippy?",challenging,SELECT T1.artist FROM cards AS T1 INNER JOIN sets AS T2 ON T2.code = T1.setCode WHERE (T2.name = 'Coldsnap' AND T1.artist = 'Chippy') OR (T2.name = 'Coldsnap' AND T1.artist = 'Aaron Miller') OR (T2.name = 'Coldsnap' AND T1.artist = 'Jeremy Jarvis') GROUP BY T1.artist,"SELECT DISTINCT artist FROM cards WHERE setcode = 'Coldsnap'   AND artist IN ('Jeremy Jarvis', 'Aaron Miller', 'Chippy')","SELECT DISTINCT artist FROM cards WHERE setcode = 'Coldsnap' AND artist IN ('Jeremy Jarvis', 'Aaron Miller','Chippy')",0,0
What is the percentage of incredibly powerful cards in the set Coldsnap?,challenging,SELECT CAST(SUM(CASE WHEN T1.cardKingdomFoilId IS NOT NULL AND T1.cardKingdomId IS NOT NULL THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.id) FROM cards AS T1 INNER JOIN sets AS T2 ON T2.code = T1.setCode WHERE T2.name = 'Coldsnap',"SELECT DIVIDE(SUM(cardKingdomFoilId IS NOT NULL AND cardKingdomId IS NOT NULL), SUM(name = 'Coldsnap'))*100 FROM cards WHERE name = 'Coldsnap'","SELECT DIVIDE(SUM(incredibly powerful), SUM(name = 'Coldsnap'))*100 FROM cards WHERE name = 'Coldsnap'",0,0
For all cards illustrated by Jim Pavelec. and describe the text of the ruling of these cards. Do these cards have missing or degraded properties and values.,challenging,"SELECT T2.text , CASE WHEN T1.hasContentWarning = 1 THEN 'YES' ELSE 'NO' END FROM cards AS T1 INNER JOIN rulings AS T2 ON T2.uuid = T1.uuid WHERE T1.artist = 'Jim Pavelec'",NULL,"SELECT T1.name, T1.text, T1.hasContentWarning FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.id = T2.id WHERE T2.artist = 'Jim Pavelec'",0,0
"For all the set of cards that has Japanese translation, what is the percentage of them are only available in non-foil?",challenging,SELECT CAST(SUM(CASE WHEN isNonFoilOnly = 1 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(id) FROM sets WHERE code IN ( SELECT setCode FROM set_translations WHERE language = 'Japanese' ),"SELECT DIVIDE(SUM(isNonFoilOnly = 1), SUM(language = 'Japanese'))*100 AS percentage_non_foil_japanese FROM cards WHERE language = 'Japanese'","SELECT DIVIDE(SUM(isNonFoilOnly = 1), SUM(language = 'Japanese'))*100 FROM cards INNER JOIN foreign_data ON cards.id = foreign_data.id WHERE foreign_data.language = 'Japanese'",0,0
"For all the set of cards that has Brazil Portuguese translation, what is the percentage of them are only available online?",challenging,SELECT CAST(SUM(CASE WHEN isOnlineOnly = 1 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(id) FROM sets WHERE code IN ( SELECT setCode FROM set_translations WHERE language = 'Portuguese (Brazil)' ),"SELECT DIVIDE(SUM(isOnlineOnly = 1), SUM(language = 'Portuguese (Brazil)))*100 FROM cards INNER JOIN set_translations ON cards.setcode = set_translations.setcode WHERE set_translations.language = 'Portuguese (Brazil)' ","SELECT DIVIDE(SUM(isOnlineOnly = 1), SUM(language = 'Portuguese (Brazil)))*100 FROM cards INNER JOIN foreign_data ON cards.id = foreign_data.id WHERE language = 'Portuguese (Brazil)'",0,0
"Among the sets whose expansion type is Commander, which set has the highest total number of cards including promotional and related supplemental products but excluding Alchemy modifications? Indicate the id of the set.",challenging,SELECT id FROM sets WHERE type = 'commander' ORDER BY totalSetSize DESC LIMIT 1,SELECT id FROM sets WHERE expansion_type = 'commander' AND totalSetSize = (SELECT MAX(totalSetSize) FROM sets WHERE expansion_type = 'commander'),SELECT id FROM sets WHERE type = 'commander' AND totalSetSize = (SELECT MAX(totalSetSize) FROM sets WHERE type = 'commander'),0,1
"Among the cards whose version of frame style is 1997, what is the status of the card illustrated by D. Alexander Gregory in legacy play format that has sensitive content or Wizards of the Coast?",challenging,SELECT DISTINCT T2.status FROM cards AS T1 INNER JOIN legalities AS T2 ON T2.uuid = T1.uuid WHERE T1.frameVersion = 1997 AND T1.hasContentWarning = 1 AND T1.artist = 'D. Alexander Gregory' AND T2.format = 'legacy',"SELECT cards.name, cards.status FROM cards JOIN foreign_data ON cards.id = foreign_data.id JOIN legalities ON cards.id = legalities.id WHERE cards.frameVersion = '1997' AND cards.artist = 'D. Alexander Gregory' AND cards.hasContentWarning = 1 AND legalities.format = 'legacy' AND legalities.status = 'Wizards of the Coast' GROUP BY cards.name",SELECT T2.status FROM cards AS T1 INNER JOIN legalities AS T2 ON T1.id = T2.id WHERE T1.frameVersion = '1997' AND T1.artist = 'D. Alexander Gregory' AND (T1.hasContentWarning = 1 OR T1.name = 'Wizards of the Coast') AND T2.format = 'legacy',0,0
What is the annual average number of sets that were released between 1/1/2012 to 12/31/2015? Indicate the common langugage of the card.,challenging,"SELECT (CAST(SUM(T1.id) AS REAL) / COUNT(T1.id)) / 4, T2.language FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.id = T2.id WHERE T1.releaseDate BETWEEN '2012-01-01' AND '2015-12-31' GROUP BY T1.releaseDate ORDER BY COUNT(T2.language) DESC LIMIT 1",SELECT AVG(id) FROM sets WHERE releaseDate BETWEEN '2012-01-01' AND '2015-12-31',SELECT AVG(T1.id) FROM sets AS T1 WHERE T1.releasedate BETWEEN '2012-01-01' AND '2015-12-31',0,0
List the names of all the cards in the set Hour of Devastation and find the formats in which these cards are legal.,challenging,"SELECT DISTINCT T2.name , CASE WHEN T1.status = 'Legal' THEN T1.format ELSE NULL END FROM legalities AS T1 INNER JOIN cards AS T2 ON T2.uuid = T1.uuid WHERE T2.setCode IN ( SELECT code FROM sets WHERE name = 'Hour of Devastation' )","SELECT cards.name, legalities.format FROM cards JOIN legalities ON cards.uuid = legalities.uuid WHERE cards.setcode = 'hod' AND legalities.status = 'Legal'","SELECT cards.name, legalities.format FROM cards INNER JOIN legalities ON cards.uuid = legalities.uuid WHERE cards.setcode = 'hou' AND legalities.status = 'Legal'",0,0
Which user added a bounty amount of 50 to the post title mentioning variance?,challenging,"SELECT T3.DisplayName, T1.Title FROM posts AS T1 INNER JOIN votes AS T2 ON T1.Id = T2.PostId INNER JOIN users AS T3 ON T3.Id = T2.UserId WHERE T2.BountyAmount = 50 AND T1.Title LIKE '%variance%'",SELECT DisplayName FROM users WHERE id IN (   SELECT userid   FROM votes   WHERE bountyamount = 50     AND postid IN (       SELECT id       FROM posts       WHERE title LIKE '%variance%'     ) ),SELECT T2.DisplayName FROM posts AS T1 INNER JOIN users AS T2 ON T1.OwnerUserId = T2.Id WHERE T1.BountyAmount = 50 AND T1.Title LIKE '%variance%',0,0
What is the percentage difference of student badges given during 2010 and 2011?,challenging,"SELECT CAST(SUM(IIF(STRFTIME('%Y', Date) = '2010', 1, 0)) AS REAL) * 100 / COUNT(Id) - CAST(SUM(IIF(STRFTIME('%Y', Date) = '2011', 1, 0)) AS REAL) * 100 / COUNT(Id) FROM badges WHERE Name = 'Student'",SELECT (     (         SELECT COUNT(*)         FROM badges         WHERE name = 'Student'             AND YEAR(date) = 2010     ) / (         SELECT COUNT(*)         FROM badges         WHERE name = 'Student'             AND YEAR(date) = 2011     ) ) * 100 AS percentage_difference,"SELECT (COUNT(T1.Name) WHERE strftime('%Y', T1.Date) = '2010') * 100 / COUNT(T1.Name) - (COUNT(T1.Name) WHERE strftime('%Y', T1.Date) = '2011') * 100 / COUNT(T1.Name) FROM badges AS T1 WHERE T1.Name = 'Student'",0,0
"Among posts by Harvey Motulsky and Noah Snyder, which one has higher popularity?",challenging,SELECT T1.DisplayName FROM users AS T1 INNER JOIN postHistory AS T2 ON T1.Id = T2.UserId INNER JOIN posts AS T3 ON T2.PostId = T3.Id WHERE T1.DisplayName = 'Harvey Motulsky' OR T1.DisplayName = 'Noah Snyder' GROUP BY T1.DisplayName ORDER BY SUM(T3.ViewCount) DESC LIMIT 1,NULL,"SELECT T1.Title, T1.ViewCount FROM posts AS T1 INNER JOIN users AS T2 ON T1.OwnerUserId = T2.Id WHERE T2.DisplayName = 'Harvey Motulsky' OR T2.DisplayName = 'Noah Snyder' ORDER BY T1.ViewCount DESC LIMIT 1",0,0
"Based on posts posted by Community, calculate the percentage of posts that use the R language.",challenging,"SELECT CAST(SUM(IIF(T3.TagName = 'r', 1, 0)) AS REAL) * 100 / COUNT(T1.Id) FROM users AS T1 INNER JOIN postHistory AS T2 ON T1.Id = T2.UserId INNER JOIN tags AS T3 ON T3.ExcerptPostId = T2.PostId WHERE T1.DisplayName = 'Community'",NULL,SELECT (COUNT(PostId WHERE TagName = 'r') / COUNT(PostId WHERE DisplayName = 'Community')) as percentage FROM posts,0,0
"Among all the posts posted by the most influential user, identify the percentage with a score above 50.",challenging,SELECT CAST(SUM(CASE WHEN T2.Score > 50 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.Id) FROM users T1 INNER JOIN posts T2 ON T1.Id = T2.OwnerUserId INNER JOIN ( SELECT MAX(Reputation) AS max_reputation FROM users ) T3 ON T1.Reputation = T3.max_reputation,SELECT COUNT(*) FROM stats_posts)) AS percentage FROM     stats_posts WHERE     stats_posts.Score > 50     AND stats_posts.OwnerUserId = (         SELECT             stats_users.Id         FROM             stats_users         ORDER BY             stats_users.Reputation DESC         LIMIT             1     ),SELECT (COUNT(T1.Id) * 100.0 / (SELECT COUNT(T2.Id) FROM posts AS T2 WHERE T2.OwnerUserId = T1.Id)) AS Percentage FROM posts AS T1 WHERE T1.OwnerUserId = (SELECT T3.Id FROM users AS T3 ORDER BY T3.Reputation DESC LIMIT 1) AND T1.Score > 50,0,0
Please list the superhero names of all the superheroes that have blue eyes and blond hair.,challenging,SELECT T1.superhero_name FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id INNER JOIN colour AS T3 ON T1.hair_colour_id = T3.id WHERE T2.colour = 'Blue' AND T3.colour = 'Blond',SELECT superhero_name FROM superhero WHERE eye_colour_id = (SELECT id FROM colour WHERE colour = 'Blue') AND hair_colour_id = (SELECT id FROM colour WHERE colour = 'Blond'),SELECT superhero_name FROM superhero WHERE eye_colour_id = (SELECT id FROM colour WHERE colour = 'Blue') AND hair_colour_id = (SELECT id FROM colour WHERE colour = 'Blond'),1,1
List the superheroes from Marvel Comics who have the super power of 'Super Strength'.,challenging,SELECT superhero_name FROM superhero AS T1 WHERE EXISTS (SELECT 1 FROM hero_power AS T2 INNER JOIN superpower AS T3 ON T2.power_id = T3.id WHERE T3.power_name = 'Super Strength' AND T1.id = T2.hero_id)AND EXISTS (SELECT 1 FROM publisher AS T4 WHERE T4.publisher_name = 'Marvel Comics' AND T1.publisher_id = T4.id),SELECT superhero_name FROM superhero JOIN publisher ON superhero.publisher_id = publisher.id JOIN hero_power ON superhero.id = hero_power.hero_id JOIN superpower ON hero_power.power_id = superpower.id WHERE publisher_name = 'Marvel Comics' AND power_name = 'Super Strength',SELECT T1.superhero_name FROM superhero AS T1 INNER JOIN hero_power AS T2 ON T1.id = T2.hero_id INNER JOIN superpower AS T3 ON T2.power_id = T3.id INNER JOIN publisher AS T4 ON T1.publisher_id = T4.id WHERE T4.publisher_name = 'Marvel Comics' AND T3.power_name = 'Super Strength',1,1
What is the percentage of superheroes who act in their own self-interest or make decisions based on their own moral code? Indicate how many of the said superheroes were published by Marvel Comics.,challenging,"SELECT (CAST(COUNT(*) AS REAL) * 100 / (SELECT COUNT(*) FROM superhero)), CAST(SUM(CASE WHEN T2.publisher_name = 'Marvel Comics' THEN 1 ELSE 0 END) AS REAL) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id INNER JOIN alignment AS T3 ON T3.id = T1.alignment_id WHERE T3.alignment = 'Bad'",NULL,SELECT (COUNT(T1.id) * 100.0 / (SELECT COUNT(T2.id) FROM superhero AS T2)) AS percentage FROM superhero AS T1 WHERE T1.alignment = 'Bad' AND T1.publisher_id = (SELECT id FROM publisher WHERE publisher_name = 'Marvel Comics'),0,0
"Between DC and Marvel Comics, which publisher has published more superheroes? Find the difference in the number of superheroes they have published.",challenging,SELECT SUM(CASE WHEN T2.publisher_name = 'Marvel Comics' THEN 1 ELSE 0 END) - SUM(CASE WHEN T2.publisher_name = 'DC Comics' THEN 1 ELSE 0 END) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id,NULL,"SELECT SUBTRACT(SUM(publisher_name = 'Marvel Comics'), SUM(publisher_name = 'DC Comics')) FROM superhero INNER JOIN publisher ON superhero.publisher_id = publisher.id",0,0
"In superheroes with height between 150 to 180, what is the percentage of heroes published by Marvel Comics?",challenging,SELECT CAST(COUNT(CASE WHEN T2.publisher_name = 'Marvel Comics' THEN 1 ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id WHERE T1.height_cm BETWEEN 150 AND 180,SELECT (COUNT(publisher.id) * 100.0 / (SELECT COUNT(*) FROM superhero)) AS percentage FROM superhero JOIN publisher ON superhero.publisher_id = publisher.id WHERE superhero.height_cm BETWEEN 150 AND 180 AND publisher.id = 13,SELECT (COUNT(T1.id) * 100.0 / (SELECT COUNT(*) FROM superhero)) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id WHERE T1.height_cm BETWEEN 150 AND 180 AND T2.publisher_name = 'Marvel Comics',0,0
Which superhero has the most durability published by Dark Horse Comics?,challenging,SELECT T1.superhero_name FROM superhero AS T1 INNER JOIN hero_attribute AS T2 ON T1.id = T2.hero_id INNER JOIN attribute AS T3 ON T3.id = T2.attribute_id INNER JOIN publisher AS T4 ON T4.id = T1.publisher_id WHERE T4.publisher_name = 'Dark Horse Comics' AND T3.attribute_name = 'Durability' ORDER BY T2.attribute_value DESC LIMIT 1,SELECT superhero_name FROM superhero JOIN publisher ON superhero.publisher_id = publisher.id JOIN hero_attribute ON superhero.id = hero_attribute.hero_id JOIN attribute ON hero_attribute.attribute_id = attribute.id WHERE publisher_name = 'Dark Horse Comics' AND attribute_name = 'durability' AND attribute_value = (   SELECT MAX(attribute_value)   FROM hero_attribute   JOIN attribute ON hero_attribute.attribute_id = attribute.id   WHERE attribute_name = 'durability' ) ORDER BY superhero_name,SELECT T1.superhero_name FROM superhero AS T1 INNER JOIN hero_attribute AS T2 ON T1.id = T2.hero_id INNER JOIN attribute AS T3 ON T2.attribute_id = T3.id INNER JOIN publisher AS T4 ON T1.publisher_id = T4.id WHERE T3.attribute_name = 'durability' AND T4.publisher_name = 'Dark Horse Comics' AND T2.attribute_value = (SELECT MAX(T5.attribute_value) FROM hero_attribute AS T5 INNER JOIN attribute AS T6 ON T5.attribute_id = T6.id WHERE T6.attribute_name = 'durability'),0,0
"List the eyes, hair and skin colour of all female superheroes published by Dark Horse Comics.",challenging,"SELECT T1.eye_colour_id, T1.hair_colour_id, T1.skin_colour_id FROM superhero AS T1 INNER JOIN publisher AS T2 ON T2.id = T1.publisher_id INNER JOIN gender AS T3 ON T3.id = T1.gender_id WHERE T2.publisher_name = 'Dark Horse Comics' AND T3.gender = 'Female'",NULL,"SELECT T1.eye_colour_id, T1.hair_colour_id, T1.skin_colour_id FROM superhero AS T1 INNER JOIN gender AS T2 ON T1.gender_id = T2.id INNER JOIN publisher AS T3 ON T1.publisher_id = T3.id WHERE T2.gender = 'Female' AND T3.publisher_name = 'Dark Horse Comics'",0,1
"Which superhero has the same eyes, hair and skin colour? Indicate the publisher of the superhero.",challenging,"SELECT T1.superhero_name, T2.publisher_name FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id WHERE T1.eye_colour_id = T1.hair_colour_id AND T1.eye_colour_id = T1.skin_colour_id",NULL,"SELECT T1.superhero_name, T2.publisher_name FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id WHERE T1.hair_colour_id = T1.skin_colour_id AND T1.hair_colour_id = T1.eye_colour_id",0,1
