Question,Difficulty,Ground Truth SQL,Basic Predicted SQL,Advanced Predicted SQL,EX Basic,EX Advanced
What is the ratio of Hydrogen elements in molecule ID TR006? List the ratio with its label.,challenging,"WITH SubQuery AS (SELECT DISTINCT T1.atom_id, T1.element, T1.molecule_id, T2.label FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T2.molecule_id = 'TR006') SELECT CAST(COUNT(CASE WHEN element = 'h' THEN atom_id ELSE NULL END) AS REAL) / (CASE WHEN COUNT(atom_id) = 0 THEN NULL ELSE COUNT(atom_id) END) AS ratio, label FROM SubQuery GROUP BY label","SELECT      molecule.label,      (SELECT COUNT(atom.atom_id) FROM atom WHERE atom.element = 'h' AND atom.molecule_id = 'TR006') / (SELECT COUNT(atom.atom_id) FROM atom WHERE atom.molecule_id = 'TR006') AS ratio FROM      molecule WHERE      molecule.molecule_id = 'TR006'","SELECT M.label, CAST(COUNT(A.atom_id) AS REAL) / (SELECT COUNT(*) FROM atom WHERE molecule_id = 'TR006') AS ratio FROM atom AS A INNER JOIN molecule AS M ON A.molecule_id = M.molecule_id WHERE A.element = 'h' AND A.molecule_id = 'TR006' GROUP BY M.label",0,0
Name chemical elements that form a bond TR001_10_11.,challenging,SELECT T1.element FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id INNER JOIN bond AS T3 ON T2.bond_id = T3.bond_id WHERE T3.bond_id = 'TR001_10_11',"SELECT DISTINCT a1.element AS element1, a2.element AS element2  FROM connected  JOIN atom a1 ON a1.atom_id = connected.atom_id  JOIN atom a2 ON a2.atom_id = connected.atom_id2  JOIN bond ON bond.bond_id = connected.bond_id  WHERE bond.bond_id = 'TR001_10_11'",SELECT DISTINCT T1.element FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id INNER JOIN bond AS T3 ON T2.bond_id = T3.bond_id WHERE T3.molecule_id = (SELECT T4.molecule_id FROM bond AS T4 WHERE T4.bond_id = 'TR001_10_11'),0,0
Which toxic element can be found in the molecule TR151?,challenging,SELECT DISTINCT T.element FROM atom AS T WHERE T.molecule_id = 'TR151',"SELECT a1.element  FROM atom a1  JOIN molecule m1 ON a1.molecule_id = m1.molecule_id  WHERE m1.label = 'TR151' AND a1.element IN ('br', 'f', 'i', 'sn', 'pb', 'te') ","SELECT T1.element FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T2.label = 'TR151' AND T1.element IN ('cl', 's', 'br', 'i', 'sn', 'pb', 'te')",0,0
Name the elements that comprise the atoms of bond TR001_2_4.,challenging,SELECT DISTINCT T1.element FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id WHERE T2.bond_id = 'TR001_2_4',SELECT a1.element FROM atom a1 JOIN connected c1 ON a1.atom_id = c1.atom_id JOIN bond b1 ON c1.bond_id = b1.bond_id WHERE b1.bond_id = 'TR001_2_4',SELECT DISTINCT a.element FROM atom AS a INNER JOIN connected AS c ON a.atom_id = c.atom_id INNER JOIN bond AS b ON c.bond_id = b.bond_id WHERE b.molecule_id = (SELECT molecule_id FROM bond WHERE bond_id = 'TR001_2_4'),1,0
List all carcinogenic molecules and their elements.,challenging,"SELECT DISTINCT T2.molecule_id, T1.element FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T2.label = '+'","SELECT m.label AS carcinogenic_molecule, a.element  FROM molecule AS m  JOIN atom AS a ON m.molecule_id = a.molecule_id  WHERE m.label = '+'","SELECT T2.label, T3.element FROM bond AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id INNER JOIN atom AS T3 ON T1.molecule_id = T3.molecule_id WHERE T2.label = '+'",0,0
Which molecules have triple bonds and list all the elements they contain.,challenging,"SELECT DISTINCT T1.molecule_id, T2.element FROM bond AS T1 INNER JOIN atom AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.bond_type = '#'","SELECT m.molecule_id, a.element FROM molecule m JOIN bond b ON m.molecule_id = b.molecule_id JOIN connected c ON b.bond_id = c.bond_id JOIN atom a ON (c.atom_id = a.atom_id OR c.atom_id2 = a.atom_id) WHERE b.bond_type = '#'","SELECT T2.label, T1.element FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id INNER JOIN bond AS T3 ON T1.bond_id = T3.bond_id WHERE T3.bond_type = '#'",0,0
Name the atoms' elements that form bond TR000_2_3.,challenging,SELECT T2.element FROM connected AS T1 INNER JOIN atom AS T2 ON T1.atom_id = T2.atom_id WHERE T1.bond_id = 'TR000_2_3',SELECT a1.element FROM atom a1 JOIN connected c1 ON a1.atom_id = c1.atom_id JOIN bond b1 ON c1.bond_id = b1.bond_id WHERE b1.bond_id = 'TR000_2_3',SELECT T1.element FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id INNER JOIN bond AS T3 ON T2.bond_id = T3.bond_id WHERE T3.bond_id = 'TR000_2_3',1,1
How many elements are contained in bond_id TR001_3_4?,challenging,SELECT COUNT(DISTINCT T1.element) FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id WHERE T2.bond_id = 'TR001_3_4',SELECT COUNT(atom.atom_id)  FROM atom  JOIN connected ON atom.atom_id = connected.atom_id  JOIN bond ON connected.bond_id = bond.bond_id  WHERE bond.bond_id = 'TR001_3_4',SELECT COUNT(DISTINCT T1.element) FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id INNER JOIN bond AS T3 ON T2.bond_id = T3.bond_id WHERE T3.bond_id = 'TR001_3_4',0,1
What is the element of toxicology for the atom with the ID of TR000_1?,challenging,SELECT T.element FROM atom AS T WHERE T.atom_id = 'TR000_1',SELECT a.element  FROM atom a  WHERE a.atom_id = 'TR000_1',SELECT T1.element FROM atom AS T1 WHERE T1.atom_id = 'TR000_1',1,1
"List all the elements with double bond, consisted in molecule TR024.",challenging,SELECT T1.element FROM atom AS T1 INNER JOIN bond AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.molecule_id = 'TR024' AND T2.bond_type = '=',SELECT DISTINCT a1.element  FROM atom a1  JOIN connected c1 ON a1.atom_id = c1.atom_id  JOIN bond b1 ON c1.bond_id = b1.bond_id  JOIN molecule m1 ON a1.molecule_id = m1.molecule_id AND b1.molecule_id = m1.molecule_id  WHERE m1.label = 'TR024' AND b1.bond_type = '=',SELECT DISTINCT T1.element FROM atom AS T1 INNER JOIN bond AS T2 ON T1.molecule_id = T2.molecule_id INNER JOIN connected AS T3 ON T1.atom_id = T3.atom_id INNER JOIN molecule AS T4 ON T1.molecule_id = T4.molecule_id WHERE T2.bond_type = '=' AND T4.label = 'TR024',0,0
Calculate the percentage of carcinogenic molecules with triple bonded Hidrogen atoms.,challenging,SELECT CAST(SUM(CASE WHEN T1.label = '+' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(DISTINCT T1.molecule_id) FROM molecule AS T1 INNER JOIN atom AS T2 ON T1.molecule_id = T2.molecule_id INNER JOIN bond AS T3 ON T1.molecule_id = T3.molecule_id WHERE T3.bond_type = '#' AND T2.element = 'h',SELECT (   (     SELECT COUNT(*)      FROM (       SELECT DISTINCT m.molecule_id        FROM molecule AS m        JOIN atom AS a ON m.molecule_id = a.molecule_id        JOIN bond AS b ON m.molecule_id = b.molecule_id        JOIN connected AS c ON a.atom_id = c.atom_id        WHERE m.label = '+'        AND a.element = 'h'        AND b.bond_type = '#'     )   )    * 100.0 /    (     SELECT COUNT(*)      FROM molecule      WHERE label = '+'   ) ) AS percentage,SELECT (SELECT COUNT(*) FROM (SELECT DISTINCT T1.molecule_id FROM atom AS T1 INNER JOIN bond AS T2 ON T1.molecule_id = T2.molecule_id INNER JOIN connected AS T3 ON T1.atom_id = T3.atom_id INNER JOIN atom AS T4 ON T3.atom_id2 = T4.atom_id WHERE T1.element = 'h' AND T2.bond_type = '#' AND T4.molecule_id IN (SELECT T5.molecule_id FROM molecule AS T5 WHERE T5.label = '+'))) / (SELECT COUNT(DISTINCT molecule_id) FROM atom WHERE element = 'h') * 100.0 AS percentage,0,0
What is the element with the atom ID of TR004_7 in molecule that is not carcinogenic?,challenging,SELECT T1.element FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.atom_id = 'TR004_7' AND T2.label = '-',SELECT element FROM atom  INNER JOIN molecule ON atom.molecule_id = molecule.molecule_id  WHERE atom_id = 'TR004_7' AND label != '-',SELECT T1.element FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.atom_id = 'TR004_7' AND T2.label <> '-',0,0
List the element and bond type included in the molecule with molecule ID of TR002.,challenging,"SELECT DISTINCT T1.element, T2.bond_type FROM atom AS T1 INNER JOIN bond AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.molecule_id = 'TR002'","SELECT a.element, b.bond_type FROM atom a JOIN connected c ON a.atom_id = c.atom_id JOIN bond b ON c.bond_id = b.bond_id WHERE a.molecule_id = 'TR002' AND b.molecule_id = 'TR002'","SELECT DISTINCT T1.element, T2.bond_type FROM atom AS T1 INNER JOIN connected AS T3 ON T1.atom_id = T3.atom_id INNER JOIN bond AS T2 ON T3.bond_id = T2.bond_id WHERE T1.molecule_id = 'TR002' AND T2.molecule_id = 'TR002'",0,0
What is the percentage of cards whose language is French among the Story Spotlight cards?,challenging,SELECT CAST(SUM(CASE WHEN T2.language = 'French' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.id) FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T1.isStorySpotlight = 1,SELECT (SELECT COUNT(*) FROM cards WHERE language = 'French' AND isStorySpotlight = 1) / (SELECT COUNT(*) FROM cards WHERE isStorySpotlight = 1) * 100 AS Percentage,SELECT (SELECT COUNT(id) FROM cards WHERE language = 'French' AND isStorySpotlight = 1) * 100.0 / (SELECT COUNT(id) FROM cards WHERE isStorySpotlight = 1),0,0
What percentage of cards with format commander and legal status do not have a content warning?,challenging,SELECT CAST(SUM(CASE WHEN T1.hasContentWarning = 0 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.id) FROM cards AS T1 INNER JOIN legalities AS T2 ON T1.uuid = T2.uuid WHERE T2.format = 'commander' AND T2.status = 'Legal',SELECT (CAST(COUNT(cards.id) AS FLOAT) / (SELECT COUNT(*) FROM cards WHERE cards.hascontentwarning = 0 AND cards.id IN (SELECT id FROM legalities WHERE format = 'commander' AND status = 'legal'))) * 100 AS percentage FROM cards WHERE cards.hascontentwarning = 0 AND cards.id IN (SELECT id FROM legalities WHERE format = 'commander' AND status = 'legal') ,SELECT (SELECT COUNT(*) FROM legalities AS T1 INNER JOIN cards AS T2 ON T1.id = T2.id WHERE T1.format = 'commander' AND T1.status = 'legal' AND T2.hascontentwarning = 0) / (SELECT COUNT(*) FROM legalities AS T3 WHERE T3.format = 'commander' AND T3.status = 'legal') * 100,0,0
What percentage of cards without power are in French?,challenging,SELECT CAST(SUM(CASE WHEN T2.language = 'French' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.id) FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T1.power IS NULL OR T1.power = '*',SELECT (SELECT COUNT(*) FROM cards WHERE (power IS NULL OR power = '*') AND id IN (SELECT card_id FROM foreign_data WHERE language = 'French')) / (SELECT COUNT(*) FROM cards WHERE power IS NULL OR power = '*') * 100 AS percentage,SELECT (SELECT COUNT(*) FROM cards WHERE (power IS NULL OR power = '*') AND id IN (SELECT id FROM foreign_data WHERE language = 'French')) / (SELECT COUNT(*) FROM cards WHERE power IS NULL OR power = '*') * 100,0,0
Which set is not available outside of the United States and has foil cards with Japanese writing on them? Please include the set ID in your response.,challenging,"SELECT T1.name, T1.id FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setCode WHERE T2.language = 'Japanese' AND T1.isFoilOnly = 1 AND T1.isForeignOnly = 0",SELECT sets.id  FROM sets  JOIN set_translations ON sets.id = set_translations.setcode  WHERE sets.isforeignonly = 1 AND sets.hasfoil = 1 AND set_translations.language = 'Japanese',SELECT T1.id FROM sets AS T1 WHERE T1.isForeignOnly = 1 AND T1.isFoilOnly = 1 AND T1.language = 'Japanese',0,0
"Which of these artists have designed a card in the set Coldsnap, Jeremy Jarvis, Aaron Miller or Chippy?",challenging,SELECT T1.artist FROM cards AS T1 INNER JOIN sets AS T2 ON T2.code = T1.setCode WHERE (T2.name = 'Coldsnap' AND T1.artist = 'Chippy') OR (T2.name = 'Coldsnap' AND T1.artist = 'Aaron Miller') OR (T2.name = 'Coldsnap' AND T1.artist = 'Jeremy Jarvis') GROUP BY T1.artist,"SELECT DISTINCT artist  FROM cards  WHERE setcode = 'coldsnap' AND artist IN ('Jeremy Jarvis', 'Aaron Miller','Chippy')","SELECT DISTINCT artist FROM cards WHERE setcode = 'coldsnap' AND artist IN ('Jeremy Jarvis', 'Aaron Miller','Chippy')",0,0
What is the percentage of incredibly powerful cards in the set Coldsnap?,challenging,SELECT CAST(SUM(CASE WHEN T1.cardKingdomFoilId IS NOT NULL AND T1.cardKingdomId IS NOT NULL THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.id) FROM cards AS T1 INNER JOIN sets AS T2 ON T2.code = T1.setCode WHERE T2.name = 'Coldsnap',SELECT (SELECT COUNT(*) FROM cards WHERE setcode = 'Coldsnap' AND hasfoil = 1) / (SELECT COUNT(*) FROM cards WHERE setcode = 'Coldsnap') * 100,SELECT (SELECT COUNT(*) FROM cards WHERE setcode = 'Coldsnap' AND foil = 1) / (SELECT COUNT(*) FROM cards WHERE setcode = 'Coldsnap') * 100,0,0
For all cards illustrated by Jim Pavelec. and describe the text of the ruling of these cards. Do these cards have missing or degraded properties and values.,challenging,"SELECT T2.text , CASE WHEN T1.hasContentWarning = 1 THEN 'YES' ELSE 'NO' END FROM cards AS T1 INNER JOIN rulings AS T2 ON T2.uuid = T1.uuid WHERE T1.artist = 'Jim Pavelec'","SELECT c.name, r.text, c.hascontentwarning FROM cards c JOIN rulings r ON c.uuid = r.uuid WHERE c.artist = 'Jim Pavelec'","SELECT T1.name, T2.text, T1.hascontentwarning FROM cards AS T1 INNER JOIN rulings AS T2 ON T1.id = T2.id WHERE T1.artist = 'Jim Pavelec'",0,0
"For all the set of cards that has Japanese translation, what is the percentage of them are only available in non-foil?",challenging,SELECT CAST(SUM(CASE WHEN isNonFoilOnly = 1 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(id) FROM sets WHERE code IN ( SELECT setCode FROM set_translations WHERE language = 'Japanese' ),SELECT (   SELECT COUNT(*)    FROM cards    WHERE isNonFoilOnly = 1 AND language = 'Japanese' ) / (   SELECT COUNT(*)    FROM cards    WHERE language = 'Japanese' ) * 100 AS Percentage,SELECT (SELECT COUNT(*) FROM cards AS T1 WHERE T1.language = 'Japanese' AND T1.isNonFoilOnly = 1) / (SELECT COUNT(*) FROM cards AS T2 WHERE T2.language = 'Japanese') * 100,0,0
"For all the set of cards that has Brazil Portuguese translation, what is the percentage of them are only available online?",challenging,SELECT CAST(SUM(CASE WHEN isOnlineOnly = 1 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(id) FROM sets WHERE code IN ( SELECT setCode FROM set_translations WHERE language = 'Portuguese (Brazil)' ),SELECT (   SELECT COUNT(*)    FROM cards    INNER JOIN set_translations ON cards.setcode = set_translations.setcode    WHERE set_translations.language = 'Portuguese (Brazil)' AND cards.isonlineonly = 1 ) / (   SELECT COUNT(*)    FROM cards    INNER JOIN set_translations ON cards.setcode = set_translations.setcode    WHERE set_translations.language = 'Portuguese (Brazil)' ) * 100 AS percentage_online_only,SELECT (SELECT COUNT(*) FROM cards AS T1 INNER JOIN set_translations AS T2 ON T1.setcode = T2.setcode WHERE T2.language = 'Portuguese (Brazil)' AND T1.isonlineonly = 1) / (SELECT COUNT(*) FROM cards AS T3 INNER JOIN set_translations AS T4 ON T3.setcode = T4.setcode WHERE T4.language = 'Portuguese (Brazil)') * 100,0,0
"Among the sets whose expansion type is Commander, which set has the highest total number of cards including promotional and related supplemental products but excluding Alchemy modifications? Indicate the id of the set.",challenging,SELECT id FROM sets WHERE type = 'commander' ORDER BY totalSetSize DESC LIMIT 1,SELECT sets.id  FROM sets  WHERE sets.type = 'commander'  ORDER BY sets.totalsetsize DESC  LIMIT 1,SELECT id FROM sets WHERE type = 'Commander' ORDER BY totalSetSize DESC LIMIT 1,1,0
"Among the cards whose version of frame style is 1997, what is the status of the card illustrated by D. Alexander Gregory in legacy play format that has sensitive content or Wizards of the Coast?",challenging,SELECT DISTINCT T2.status FROM cards AS T1 INNER JOIN legalities AS T2 ON T2.uuid = T1.uuid WHERE T1.frameVersion = 1997 AND T1.hasContentWarning = 1 AND T1.artist = 'D. Alexander Gregory' AND T2.format = 'legacy',SELECT status  FROM legalities  WHERE uuid IN (   SELECT uuid    FROM cards    WHERE artist = 'D. Alexander Gregory'    AND frameVersion = '1997'    AND hasContentWarning = 1 ),SELECT T2.status FROM cards AS T1 INNER JOIN legalities AS T2 ON T1.id = T2.id WHERE T1.frameVersion = '1997' AND T1.artist = 'D. Alexander Gregory' AND T2.format = 'legacy' AND (T1.hasContentWarning = 1 OR T1.watermark = 'Wizards of the Coast'),0,0
What is the annual average number of sets that were released between 1/1/2012 to 12/31/2015? Indicate the common langugage of the card.,challenging,"SELECT (CAST(SUM(T1.id) AS REAL) / COUNT(T1.id)) / 4, T2.language FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.id = T2.id WHERE T1.releaseDate BETWEEN '2012-01-01' AND '2015-12-31' GROUP BY T1.releaseDate ORDER BY COUNT(T2.language) DESC LIMIT 1","SELECT AVG(yearly_sets), language FROM (   SELECT COUNT(DISTINCT setcode) as yearly_sets,           language,           strftime('%Y', releasedate) as year   FROM sets   JOIN cards ON sets.code = cards.setcode   WHERE releasedate BETWEEN '2012-01-01' AND '2015-12-31'   GROUP BY year, language ) GROUP BY language","SELECT AVG(T1.annual_avg), T2.language FROM (SELECT COUNT(id) as annual_avg FROM sets WHERE releaseDate BETWEEN '2012-01-01' AND '2015-12-31' GROUP BY strftime('%Y', releaseDate)) AS T1 INNER JOIN (SELECT language, COUNT(language) as lang_count FROM cards GROUP BY language ORDER BY lang_count DESC LIMIT 1) AS T2 ON T1.annual_avg = T2.lang_count",0,0
List the names of all the cards in the set Hour of Devastation and find the formats in which these cards are legal.,challenging,"SELECT DISTINCT T2.name , CASE WHEN T1.status = 'Legal' THEN T1.format ELSE NULL END FROM legalities AS T1 INNER JOIN cards AS T2 ON T2.uuid = T1.uuid WHERE T2.setCode IN ( SELECT code FROM sets WHERE name = 'Hour of Devastation' )","SELECT cards.name, legalities.format  FROM cards  JOIN legalities ON cards.uuid = legalities.uuid  JOIN sets ON cards.setcode = sets.code  WHERE sets.name = 'Hour of Devastation' AND legalities.status = 'Legal'","SELECT T1.name, T2.format FROM cards AS T1 INNER JOIN legalities AS T2 ON T1.id = T2.id WHERE T1.setcode = 'HOU'",1,0
Which user added a bounty amount of 50 to the post title mentioning variance?,challenging,"SELECT T3.DisplayName, T1.Title FROM posts AS T1 INNER JOIN votes AS T2 ON T1.Id = T2.PostId INNER JOIN users AS T3 ON T3.Id = T2.UserId WHERE T2.BountyAmount = 50 AND T1.Title LIKE '%variance%'",SELECT users.displayname  FROM users  JOIN votes ON users.id = votes.userid  JOIN posts ON votes.postid = posts.id  WHERE votes.bountyamount = 50 AND posts.title LIKE '%variance%',SELECT T2.DisplayName FROM votes AS T1 INNER JOIN users AS T2 ON T1.UserId = T2.Id WHERE T1.BountyAmount = 50 AND T1.PostId IN (SELECT id FROM posts WHERE Title LIKE '%variance%'),0,0
What is the percentage difference of student badges given during 2010 and 2011?,challenging,"SELECT CAST(SUM(IIF(STRFTIME('%Y', Date) = '2010', 1, 0)) AS REAL) * 100 / COUNT(Id) - CAST(SUM(IIF(STRFTIME('%Y', Date) = '2011', 1, 0)) AS REAL) * 100 / COUNT(Id) FROM badges WHERE Name = 'Student'","SELECT (     (         (             SELECT COUNT(*)              FROM badges              WHERE name = 'Student' AND strftime('%Y', date) = '2010'         ) / (             SELECT COUNT(*)              FROM badges         ) * 100     ) -      (         (             SELECT COUNT(*)              FROM badges              WHERE name = 'Student' AND strftime('%Y', date) = '2011'         ) / (             SELECT COUNT(*)              FROM badges         ) * 100     ) ) AS Percentage_Difference","SELECT (SELECT COUNT(name) FROM badges WHERE name = 'Student' AND strftime('%Y', date) = '2010') - (SELECT COUNT(name) FROM badges WHERE name = 'Student' AND strftime('%Y', date) = '2011') * 100.0 / (SELECT COUNT(name) FROM badges WHERE name = 'Student') AS 'Percentage Difference'",0,0
"Among posts by Harvey Motulsky and Noah Snyder, which one has higher popularity?",challenging,SELECT T1.DisplayName FROM users AS T1 INNER JOIN postHistory AS T2 ON T1.Id = T2.UserId INNER JOIN posts AS T3 ON T2.PostId = T3.Id WHERE T1.DisplayName = 'Harvey Motulsky' OR T1.DisplayName = 'Noah Snyder' GROUP BY T1.DisplayName ORDER BY SUM(T3.ViewCount) DESC LIMIT 1,"SELECT posts.id, posts.title, posts.viewcount  FROM posts  INNER JOIN users ON posts.owneruserid = users.id  WHERE users.displayname IN ('Harvey Motulsky', 'Noah Snyder')  GROUP BY posts.id  ORDER BY posts.viewcount DESC  LIMIT 1",SELECT MAX(SUM(T1.ViewCount)) FROM posts AS T1 INNER JOIN users AS T2 ON T1.OwnerUserId = T2.Id WHERE T2.DisplayName = 'Harvey Motulsky' OR T2.DisplayName = 'Noah Snyder',0,0
"Based on posts posted by Community, calculate the percentage of posts that use the R language.",challenging,"SELECT CAST(SUM(IIF(T3.TagName = 'r', 1, 0)) AS REAL) * 100 / COUNT(T1.Id) FROM users AS T1 INNER JOIN postHistory AS T2 ON T1.Id = T2.UserId INNER JOIN tags AS T3 ON T3.ExcerptPostId = T2.PostId WHERE T1.DisplayName = 'Community'",SELECT (COUNT(posts.id) * 1.0 / (SELECT COUNT(*) FROM posts WHERE posts.ownerdisplayname = 'Community')) * 100 as percentage FROM posts INNER JOIN tags ON posts.id = tags.excerptpostid WHERE tags.tagname = 'r' AND posts.ownerdisplayname = 'Community',SELECT (COUNT(T1.PostId) / (SELECT COUNT(T2.PostId) FROM posts AS T2 WHERE T2.OwnerDisplayName = 'Community')) * 100 AS percentage FROM posts AS T1 WHERE T1.TagName = 'r' AND T1.OwnerDisplayName = 'Community',0,0
"Among all the posts posted by the most influential user, identify the percentage with a score above 50.",challenging,SELECT CAST(SUM(CASE WHEN T2.Score > 50 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.Id) FROM users T1 INNER JOIN posts T2 ON T1.Id = T2.OwnerUserId INNER JOIN ( SELECT MAX(Reputation) AS max_reputation FROM users ) T3 ON T1.Reputation = T3.max_reputation,SELECT (   (SELECT COUNT(*) FROM posts WHERE owneruserid = (SELECT id FROM users ORDER BY reputation DESC LIMIT 1) AND score > 50) * 100.0 /   (SELECT COUNT(*) FROM posts WHERE owneruserid = (SELECT id FROM users ORDER BY reputation DESC LIMIT 1)) ) AS percentage,SELECT (SELECT COUNT(posts.id) FROM posts INNER JOIN users ON posts.owneruserid = users.id WHERE posts.score > 50 AND users.reputation = (SELECT MAX(reputation) FROM users)) * 100 / (SELECT COUNT(posts.id) FROM posts INNER JOIN users ON posts.owneruserid = users.id WHERE users.reputation = (SELECT MAX(reputation) FROM users)) AS percentage,1,0
Please list the superhero names of all the superheroes that have blue eyes and blond hair.,challenging,SELECT T1.superhero_name FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id INNER JOIN colour AS T3 ON T1.hair_colour_id = T3.id WHERE T2.colour = 'Blue' AND T3.colour = 'Blond',SELECT superhero.superhero_name  FROM superhero  JOIN colour ON superhero.eye_colour_id = colour.id AND colour.colour = 'Blue'  JOIN colour ON superhero.hair_colour_id = colour.id AND colour.colour = 'Blond'  ,SELECT T1.superhero_name FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id INNER JOIN colour AS T3 ON T1.hair_colour_id = T3.id WHERE T2.colour = 'Blue' AND T3.colour = 'Blond',0,1
List the superheroes from Marvel Comics who have the super power of 'Super Strength'.,challenging,SELECT superhero_name FROM superhero AS T1 WHERE EXISTS (SELECT 1 FROM hero_power AS T2 INNER JOIN superpower AS T3 ON T2.power_id = T3.id WHERE T3.power_name = 'Super Strength' AND T1.id = T2.hero_id)AND EXISTS (SELECT 1 FROM publisher AS T4 WHERE T4.publisher_name = 'Marvel Comics' AND T1.publisher_id = T4.id),"SELECT s.superhero_name, s.full_name FROM superhero AS s JOIN hero_power AS hp ON s.id = hp.hero_id JOIN superpower AS p ON hp.power_id = p.id JOIN publisher AS pub ON s.publisher_id = pub.id WHERE pub.publisher_name = 'Marvel Comics' AND p.power_name = 'Super Strength'","SELECT T1.superhero_name, T1.full_name FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id INNER JOIN hero_power AS T3 ON T1.id = T3.hero_id INNER JOIN superpower AS T4 ON T3.power_id = T4.id WHERE T2.publisher_name = 'Marvel Comics' AND T4.power_name = 'Super Strength'",0,0
What is the percentage of superheroes who act in their own self-interest or make decisions based on their own moral code? Indicate how many of the said superheroes were published by Marvel Comics.,challenging,"SELECT (CAST(COUNT(*) AS REAL) * 100 / (SELECT COUNT(*) FROM superhero)), CAST(SUM(CASE WHEN T2.publisher_name = 'Marvel Comics' THEN 1 ELSE 0 END) AS REAL) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id INNER JOIN alignment AS T3 ON T3.id = T1.alignment_id WHERE T3.alignment = 'Bad'","SELECT    (COUNT(CASE WHEN alignment_id IN (SELECT id FROM alignment WHERE alignment = 'Bad') THEN 1 END) * 100.0 / COUNT(*)) AS percentage,   COUNT(CASE WHEN alignment_id IN (SELECT id FROM alignment WHERE alignment = 'Bad') AND publisher_id IN (SELECT id FROM publisher WHERE publisher_name = 'Marvel Comics') THEN 1 END) AS marvel_count FROM    superhero","SELECT COUNT(T1.id) * 100 / (SELECT COUNT(T2.id) FROM superhero AS T2), COUNT(T1.id) FROM superhero AS T1 INNER JOIN publisher AS T3 ON T1.publisher_id = T3.id WHERE T1.alignment_id = (SELECT id FROM alignment WHERE alignment = 'Bad') AND T3.publisher_name = 'Marvel Comics'",1,0
"Between DC and Marvel Comics, which publisher has published more superheroes? Find the difference in the number of superheroes they have published.",challenging,SELECT SUM(CASE WHEN T2.publisher_name = 'Marvel Comics' THEN 1 ELSE 0 END) - SUM(CASE WHEN T2.publisher_name = 'DC Comics' THEN 1 ELSE 0 END) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id,SELECT    SUM(CASE WHEN publisher_name = 'Marvel Comics' THEN 1 ELSE 0 END) -    SUM(CASE WHEN publisher_name = 'DC Comics' THEN 1 ELSE 0 END) AS Difference FROM    superhero INNER JOIN    publisher ON superhero.publisher_id = publisher.id,"SELECT T1.publisher_name, COUNT(T2.id) as superhero_count FROM publisher AS T1 INNER JOIN superhero AS T2 ON T1.id = T2.publisher_id GROUP BY T1.publisher_name ORDER BY superhero_count DESC LIMIT 2",1,0
