,Qid,Question,Db_Id,hardness,Query Gold,Repeated,Query Generated,Most Frequent Query
135,59,Find the first name of students who have both cat and dog pets .,pets_1,extra,select t1.fname from student as t1 join has_pet as t2 on t1.stuid  =  t2.stuid join pets as t3 on t3.petid  =  t2.petid where t3.pettype  =  'cat' intersect select t1.fname from student as t1 join has_pet as t2 on t1.stuid  =  t2.stuid join pets as t3 on t3.petid  =  t2.petid where t3.pettype  =  'dog',7,"SELECT fname FROM student WHERE stuid IN (     SELECT stuid     FROM has_pet     WHERE petid IN (         SELECT petid         FROM pets         WHERE pettype = 'cat'     )     AND stuid IN (         SELECT stuid         FROM has_pet         WHERE petid IN (             SELECT petid             FROM pets             WHERE pettype = 'dog'         )     ) )
SELECT fname FROM student WHERE stuid IN (     SELECT stuid     FROM has_pet     WHERE petid IN (         SELECT petid         FROM pets         WHERE pettype = 'cat'     ) ) AND stuid IN (     SELECT stuid     FROM has_pet     WHERE petid IN (         SELECT petid         FROM pets         WHERE pettype = 'dog'     ) )
SELECT fname FROM student WHERE stuid IN (     SELECT stuid     FROM has_pet     WHERE petid IN (         SELECT petid         FROM pets         WHERE pettype = 'cat'     )     INTERSECT     SELECT stuid     FROM has_pet     WHERE petid IN (         SELECT petid         FROM pets         WHERE pettype = 'dog'     ) )
SELECT fname FROM student WHERE stuid IN (     SELECT stuid     FROM has_pet     WHERE petid IN (         SELECT petid         FROM pets         WHERE pettype = 'cat'     )     AND stuid IN (         SELECT stuid         FROM has_pet         WHERE petid IN (             SELECT petid             FROM pets             WHERE pettype = 'dog'         )     ) )
SELECT fname FROM student WHERE stuid IN (     SELECT stuid     FROM has_pet     WHERE petid IN (         SELECT petid         FROM pets         WHERE pettype = 'cat'     ) ) AND stuid IN (     SELECT stuid     FROM has_pet     WHERE petid IN (         SELECT petid         FROM pets         WHERE pettype = 'dog'     ) )
SELECT fname FROM student WHERE stuid IN (     SELECT stuid     FROM has_pet     WHERE petid IN (         SELECT petid         FROM pets         WHERE pettype = 'cat'     )     INTERSECT     SELECT stuid     FROM has_pet     WHERE petid IN (         SELECT petid         FROM pets         WHERE pettype = 'dog'     ) )
SELECT fname FROM student WHERE stuid IN (     SELECT stuid     FROM has_pet     WHERE petid IN (         SELECT petid         FROM pets         WHERE pettype = 'cat'     )     AND stuid IN (         SELECT stuid         FROM has_pet         WHERE petid IN (             SELECT petid             FROM pets             WHERE pettype = 'dog'         )     ) )",SELECT fname FROM student WHERE stuid IN (     SELECT stuid     FROM has_pet     WHERE petid IN (         SELECT petid         FROM pets         WHERE pettype = 'cat'     )     AND stuid IN (         SELECT stuid         FROM has_pet         WHERE petid IN (             SELECT petid             FROM pets             WHERE pettype = 'dog'         )     ) )
136,939,Give me the description of the treatment type whose total cost is the lowest.,dog_kennels,extra,SELECT T1.treatment_type_description FROM Treatment_types AS T1 JOIN Treatments AS T2 ON T1.treatment_type_code  =  T2.treatment_type_code GROUP BY T1.treatment_type_code ORDER BY sum(cost_of_treatment) ASC LIMIT 1,7,"SELECT treatment_type_description FROM treatment_types WHERE treatment_type_code = (SELECT treatment_type_code FROM treatments WHERE cost_of_treatment = (SELECT MIN(cost_of_treatment) FROM treatments))
SELECT treatment_type_description FROM treatment_types WHERE treatment_type_code = (     SELECT treatment_type_code     FROM treatments     GROUP BY treatment_type_code     ORDER BY SUM(cost_of_treatment) ASC     LIMIT 1 )
SELECT treatment_type_description FROM treatment_types WHERE charge_amount = (SELECT MIN(charge_amount) FROM charges)
SELECT treatment_type_description FROM treatment_types WHERE treatment_type_code = (     SELECT treatment_type_code     FROM treatments     GROUP BY treatment_type_code     ORDER BY SUM(cost_of_treatment) ASC     LIMIT 1 )
SELECT treatment_type_description FROM treatment_types WHERE treatment_type_code = (     SELECT treatment_type_code     FROM treatments     GROUP BY treatment_type_code     ORDER BY SUM(cost_of_treatment) ASC     LIMIT 1 )
SELECT treatment_type_description FROM treatment_types WHERE treatment_type_code IN (     SELECT treatment_type_code     FROM treatments     GROUP BY treatment_type_code     ORDER BY SUM(cost_of_treatment) ASC     LIMIT 1 )
SELECT treatment_type_description FROM treatment_types WHERE treatment_type_code = (     SELECT treatment_type_code     FROM treatments     GROUP BY treatment_type_code     ORDER BY SUM(cost_of_treatment) ASC     LIMIT 1 )",SELECT treatment_type_description FROM treatment_types WHERE treatment_type_code = (     SELECT treatment_type_code     FROM treatments     GROUP BY treatment_type_code     ORDER BY SUM(cost_of_treatment) ASC     LIMIT 1 )
137,310,"What are all different template ids used for documents, and how many times were each of them used?",cre_Doc_Template_Mgt,medium,"SELECT template_id ,  count(*) FROM Documents GROUP BY template_id",7,"SELECT template_type_code, COUNT(*) FROM templates GROUP BY template_type_code
SELECT template_type_code, COUNT(*) FROM templates GROUP BY template_type_code
SELECT template_type_code, COUNT(*) FROM templates GROUP BY template_type_code
SELECT template_type_code, COUNT(*) FROM templates GROUP BY template_type_code
SELECT template_type_code, COUNT(*) FROM templates GROUP BY template_type_code
SELECT template_type_code, COUNT(*) FROM templates GROUP BY template_type_code
SELECT template_type_code, COUNT(*) FROM templates GROUP BY template_type_code","SELECT template_type_code, COUNT(*) FROM templates GROUP BY template_type_code"
138,283,What is the name of the shop that is hiring the largest number of employees?,employee_hire_evaluation,extra,SELECT t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t1.shop_id ORDER BY count(*) DESC LIMIT 1,7,"SELECT s.name FROM shop s JOIN hiring h ON s.shop_id = h.shop_id GROUP BY s.name ORDER BY COUNT(h.employee_id) DESC LIMIT 1
SELECT shop.name FROM shop JOIN hiring ON shop.shop_id = hiring.shop_id GROUP BY shop.name ORDER BY COUNT(hiring.employee_id) DESC LIMIT 1
SELECT shop.name FROM shop JOIN hiring ON shop.shop_id = hiring.shop_id GROUP BY shop.name ORDER BY COUNT(hiring.employee_id) DESC LIMIT 1
SELECT shop.name FROM shop JOIN hiring ON shop.shop_id = hiring.shop_id GROUP BY shop.name ORDER BY COUNT(hiring.employee_id) DESC LIMIT 1
SELECT shop.name FROM shop JOIN hiring ON shop.shop_id = hiring.shop_id GROUP BY shop.name ORDER BY COUNT(hiring.employee_id) DESC LIMIT 1
SELECT s.name FROM shop s JOIN hiring h ON s.shop_id = h.shop_id GROUP BY s.name ORDER BY COUNT(h.employee_id) DESC LIMIT 1
SELECT shop.name FROM shop JOIN hiring ON shop.shop_id = hiring.shop_id GROUP BY shop.name ORDER BY COUNT(hiring.employee_id) DESC LIMIT 1",SELECT shop.name FROM shop JOIN hiring ON shop.shop_id = hiring.shop_id GROUP BY shop.name ORDER BY COUNT(hiring.employee_id) DESC LIMIT 1
139,232,What is the abbreviation of the airilne has the fewest flights and what country is it in?,flight_2,extra,"SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1",7,"SELECT abbreviation, country FROM airlines WHERE uid IN (SELECT airline FROM flights GROUP BY airline HAVING COUNT(*) = (SELECT MIN(cnt) FROM (SELECT COUNT(*) AS cnt FROM flights GROUP BY airline)))
SELECT abbreviation, country FROM airlines WHERE uid = (SELECT airline FROM flights GROUP BY airline ORDER BY COUNT(*) ASC LIMIT 1)
SELECT abbreviation, country FROM airlines WHERE uid = (SELECT airline FROM flights GROUP BY airline ORDER BY COUNT(*) LIMIT 1)
SELECT abbreviation, country FROM airlines WHERE uid = (SELECT airline FROM flights GROUP BY airline ORDER BY COUNT(*) ASC LIMIT 1)
SELECT abbreviation, country FROM airlines WHERE uid IN (SELECT airline FROM flights GROUP BY airline HAVING COUNT(*) = (SELECT MIN(cnt) FROM (SELECT COUNT(*) AS cnt FROM flights GROUP BY airline)))
SELECT abbreviation, country FROM airlines WHERE uid = (SELECT airline FROM flights GROUP BY airline ORDER BY COUNT(*) LIMIT 1)
SELECT abbreviation, country FROM airlines WHERE uid = (SELECT airline FROM flights GROUP BY airline ORDER BY COUNT(*) ASC LIMIT 1)","SELECT abbreviation, country FROM airlines WHERE uid = (SELECT airline FROM flights GROUP BY airline ORDER BY COUNT(*) ASC LIMIT 1)"
140,619,"What is the air date of TV series with Episode ""A Love of a Lifetime""?",tvshow,easy,"SELECT Air_Date FROM TV_series WHERE Episode = ""A Love of a Lifetime"";",7,"SELECT air_date FROM tv_series WHERE episode = ""A Love of a Lifetime""
SELECT air_date FROM tv_series WHERE episode = ""A Love of a Lifetime""
SELECT air_date FROM tv_series WHERE episode = ""A Love of a Lifetime""
SELECT air_date FROM tv_series WHERE episode = ""A Love of a Lifetime""
SELECT air_date FROM tv_series WHERE episode = 'A Love of a Lifetime'
SELECT air_date FROM tv_series WHERE episode = ""A Love of a Lifetime""
SELECT air_date FROM tv_series WHERE episode = ""A Love of a Lifetime""","SELECT air_date FROM tv_series WHERE episode = ""A Love of a Lifetime"""
141,84,What is the last name of the student who has a cat that is 3 years old?,pets_1,hard,SELECT T1.lname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pet_age  =  3 AND T3.pettype  =  'cat',7,"SELECT lname FROM student WHERE stuid IN (SELECT stuid FROM has_pet WHERE petid IN (SELECT petid FROM pets WHERE pet_age = 3 AND pettype = 'cat'))
SELECT lname FROM student WHERE stuid IN (SELECT stuid FROM has_pet WHERE petid IN (SELECT petid FROM pets WHERE pet_age = 3 AND pettype = 'cat'))
SELECT lname FROM student WHERE stuid IN (SELECT stuid FROM has_pet WHERE petid IN (SELECT petid FROM pets WHERE pet_age = 3 AND pettype = 'cat'))
SELECT lname FROM student WHERE stuid IN (SELECT stuid FROM has_pet WHERE petid IN (SELECT petid FROM pets WHERE pet_age = 3 AND pettype = 'cat'))
SELECT lname FROM student WHERE stuid IN (SELECT stuid FROM has_pet WHERE petid IN (SELECT petid FROM pets WHERE pet_age = 3 AND pettype = 'cat'))
SELECT lname FROM student WHERE stuid IN (SELECT stuid FROM has_pet WHERE petid IN (SELECT petid FROM pets WHERE pet_age = 3 AND pettype = 'cat'))
SELECT lname FROM student WHERE stuid IN (SELECT stuid FROM has_pet WHERE petid IN (SELECT petid FROM pets WHERE pet_age = 3 AND pettype = 'cat'))",SELECT lname FROM student WHERE stuid IN (SELECT stuid FROM has_pet WHERE petid IN (SELECT petid FROM pets WHERE pet_age = 3 AND pettype = 'cat'))
142,293,Which district has both stores with less than 3000 products and stores with more than 10000 products?,employee_hire_evaluation,hard,SELECT district FROM shop WHERE Number_products  <  3000 INTERSECT SELECT district FROM shop WHERE Number_products  >  10000,7,"SELECT district FROM shop WHERE number_products < 3000 INTERSECT SELECT district FROM shop WHERE number_products > 10000
SELECT district FROM shop WHERE number_products < 3000 INTERSECT SELECT district FROM shop WHERE number_products > 10000
SELECT district FROM shop WHERE number_products < 3000 INTERSECT SELECT district FROM shop WHERE number_products > 10000
SELECT district FROM shop WHERE number_products < 3000 INTERSECT SELECT district FROM shop WHERE number_products > 10000
SELECT district FROM shop WHERE number_products < 3000 INTERSECT SELECT district FROM shop WHERE number_products > 10000
SELECT district FROM shop WHERE number_products < 3000 INTERSECT SELECT district FROM shop WHERE number_products > 10000
SELECT district FROM shop GROUP BY district HAVING MIN(number_products) < 3000 AND MAX(number_products) > 10000",SELECT district FROM shop WHERE number_products < 3000 INTERSECT SELECT district FROM shop WHERE number_products > 10000
143,199,What is the airport name for airport 'AKO'?,flight_2,easy,"SELECT AirportName FROM AIRPORTS WHERE AirportCode  =  ""AKO""",7,"SELECT airportname FROM airports WHERE airportcode = 'AKO'
SELECT airportname FROM airports WHERE airportcode = 'AKO'
SELECT airportname FROM airports WHERE airportcode = 'AKO'
SELECT airportname FROM airports WHERE airportcode = 'AKO'
SELECT airportname FROM airports WHERE airportcode = 'AKO'
SELECT airportname FROM airports WHERE airportcode = 'AKO'
SELECT airportname FROM airports WHERE airportcode = 'AKO'",SELECT airportname FROM airports WHERE airportcode = 'AKO'
144,927,Find the first names that are used for professionals or owners but are not used as dog names.,dog_kennels,hard,SELECT first_name FROM Professionals UNION SELECT first_name FROM Owners EXCEPT SELECT name FROM Dogs,7,"SELECT first_name FROM owners WHERE first_name NOT IN (     SELECT name     FROM dogs ) AND first_name IN (     SELECT first_name     FROM professionals ) OR first_name IN (     SELECT first_name     FROM owners )
SELECT first_name FROM owners WHERE first_name NOT IN (     SELECT name     FROM dogs ) AND first_name IN (     SELECT first_name     FROM professionals     UNION     SELECT first_name     FROM owners )
SELECT first_name FROM owners WHERE first_name NOT IN (     SELECT name     FROM dogs ) AND first_name IN (     SELECT first_name     FROM professionals ) OR first_name IN (     SELECT first_name     FROM owners ) AND first_name NOT IN (     SELECT name     FROM dogs ) AND first_name IN (     SELECT first_name     FROM professionals )
SELECT first_name FROM owners WHERE first_name NOT IN (     SELECT name     FROM dogs ) AND first_name IN (     SELECT first_name     FROM professionals     UNION     SELECT first_name     FROM owners )
SELECT first_name FROM owners WHERE first_name NOT IN (     SELECT name     FROM dogs ) AND first_name IN (     SELECT first_name     FROM professionals     UNION     SELECT first_name     FROM owners )
SELECT first_name FROM owners WHERE first_name NOT IN (SELECT name FROM dogs) AND first_name IN (SELECT first_name FROM professionals)
SELECT first_name FROM owners WHERE first_name NOT IN (   SELECT name   FROM dogs ) AND first_name IN (   SELECT first_name   FROM professionals ) OR first_name IN (   SELECT first_name   FROM owners ) AND first_name NOT IN (   SELECT first_name   FROM professionals )",SELECT first_name FROM owners WHERE first_name NOT IN (     SELECT name     FROM dogs ) AND first_name IN (     SELECT first_name     FROM professionals     UNION     SELECT first_name     FROM owners )
145,463,Find the name and rank points of the winner who won the most times.,wta_1,hard,"SELECT winner_name ,  winner_rank_points FROM matches GROUP BY winner_name ORDER BY count(*) DESC LIMIT 1",7,"SELECT first_name, last_name, ranking_points FROM players JOIN rankings ON players.player_id = rankings.player_id WHERE ranking = 1 ORDER BY ranking_points DESC LIMIT 1
SELECT first_name, last_name, MAX(rank_points) FROM players WHERE player_id = (SELECT player_id                    FROM matches                    WHERE winner_id = player_id                    GROUP BY player_id                    ORDER BY COUNT(*) DESC                    LIMIT 1)
SELECT first_name, last_name, ranking_points FROM players JOIN rankings ON players.player_id = rankings.player_id WHERE ranking = 1 ORDER BY ranking_points DESC LIMIT 1
SELECT first_name, last_name, MAX(rank_points) FROM players WHERE player_id = (SELECT player_id                    FROM matches                    WHERE winner_id = player_id                    GROUP BY player_id                    ORDER BY COUNT(winner_id) DESC                    LIMIT 1)
SELECT first_name, last_name, ranking_points FROM players JOIN rankings ON players.player_id = rankings.player_id WHERE ranking = 1 ORDER BY ranking_points DESC LIMIT 1
SELECT first_name, last_name, ranking_points FROM players JOIN rankings ON players.player_id = rankings.player_id WHERE ranking = 1 ORDER BY ranking_points DESC LIMIT 1
SELECT first_name, last_name, ranking_points FROM players JOIN rankings ON players.player_id = rankings.player_id WHERE ranking = 1 ORDER BY ranking_points DESC LIMIT 1","SELECT first_name, last_name, ranking_points FROM players JOIN rankings ON players.player_id = rankings.player_id WHERE ranking = 1 ORDER BY ranking_points DESC LIMIT 1"
146,106,What is the name of each continent and how many car makers are there in each one?,car_1,hard,"SELECT T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.continent JOIN car_makers AS T3 ON T2.CountryId  =  T3.Country GROUP BY T1.Continent;",7,"SELECT continent, COUNT(DISTINCT maker) FROM continents JOIN countries ON continents.contid = countries.continent JOIN car_makers ON countries.countryid = car_makers.country GROUP BY continent
SELECT continent, COUNT(DISTINCT maker) FROM continents JOIN countries ON continents.contid = countries.continent JOIN car_makers ON countries.countryid = car_makers.country GROUP BY continent
SELECT continent, COUNT(DISTINCT maker) FROM continents JOIN countries ON continents.contid = countries.continent JOIN car_makers ON countries.countryid = car_makers.country GROUP BY continent
SELECT continent, COUNT(DISTINCT maker) FROM continents JOIN countries ON continents.contid = countries.continent JOIN car_makers ON countries.countryid = car_makers.country GROUP BY continent
SELECT continent, COUNT(DISTINCT maker) FROM continents JOIN countries ON continents.contid = countries.continent JOIN car_makers ON countries.countryid = car_makers.country GROUP BY continent
SELECT continent, COUNT(DISTINCT maker) FROM continents JOIN countries ON continents.contid = countries.continent JOIN car_makers ON countries.countryid = car_makers.country GROUP BY continent
SELECT continent, COUNT(DISTINCT car_makers.maker) FROM continents JOIN countries ON continents.contid = countries.continent JOIN car_makers ON countries.countryid = car_makers.country GROUP BY continent","SELECT continent, COUNT(DISTINCT maker) FROM continents JOIN countries ON continents.contid = countries.continent JOIN car_makers ON countries.countryid = car_makers.country GROUP BY continent"
147,287,Find the number of employees hired in each shop; show the shop name as well.,employee_hire_evaluation,medium,"SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name",7,"SELECT s.name, COUNT(h.employee_id) FROM shop s JOIN hiring h ON s.shop_id = h.shop_id GROUP BY s.name
SELECT shop.name, COUNT(hiring.employee_id) AS num_employees FROM shop JOIN hiring ON shop.shop_id = hiring.shop_id GROUP BY shop.name
SELECT shop.name, COUNT(hiring.employee_id) AS number_of_employees FROM shop JOIN hiring ON shop.shop_id = hiring.shop_id GROUP BY shop.name
SELECT shop.name, COUNT(hiring.employee_id) FROM shop JOIN hiring ON shop.shop_id = hiring.shop_id GROUP BY shop.name
SELECT shop.name, COUNT(hiring.employee_id) AS num_employees FROM shop JOIN hiring ON shop.shop_id = hiring.shop_id GROUP BY shop.name
SELECT s.name, COUNT(h.employee_id) AS num_employees FROM shop s JOIN hiring h ON s.shop_id = h.shop_id GROUP BY s.name
SELECT shop.name, COUNT(hiring.employee_id) FROM shop JOIN hiring ON shop.shop_id = hiring.shop_id GROUP BY shop.name","SELECT shop.name, COUNT(hiring.employee_id) AS num_employees FROM shop JOIN hiring ON shop.shop_id = hiring.shop_id GROUP BY shop.name"
148,698,What is the area code in which the most voters voted?,voter_1,extra,SELECT T1.area_code FROM area_code_state AS T1 JOIN votes AS T2 ON T1.state  =  T2.state GROUP BY T1.area_code ORDER BY count(*) DESC LIMIT 1,7,"SELECT area_code_state.area_code, COUNT(votes.vote_id) AS vote_count FROM area_code_state JOIN votes ON area_code_state.state = votes.state GROUP BY area_code_state.area_code ORDER BY vote_count DESC LIMIT 1
SELECT area_code_state.area_code, COUNT(*) AS vote_count FROM votes JOIN area_code_state ON votes.state = area_code_state.state GROUP BY area_code_state.area_code ORDER BY vote_count DESC LIMIT 1
SELECT area_code_state.area_code, COUNT(*) AS vote_count FROM area_code_state JOIN votes ON area_code_state.state = votes.state GROUP BY area_code_state.area_code ORDER BY vote_count DESC LIMIT 1
SELECT area_code_state.area_code, COUNT(*) AS vote_count FROM votes JOIN area_code_state ON votes.state = area_code_state.state GROUP BY area_code_state.area_code ORDER BY vote_count DESC LIMIT 1
SELECT area_code_state.area_code, COUNT(votes.phone_number) AS vote_count FROM area_code_state JOIN votes ON area_code_state.state = votes.state GROUP BY area_code_state.area_code ORDER BY vote_count DESC LIMIT 1
SELECT area_code_state.area_code, COUNT(*) AS vote_count FROM votes JOIN area_code_state ON votes.state = area_code_state.state GROUP BY area_code_state.area_code ORDER BY vote_count DESC LIMIT 1
SELECT area_code_state.area_code, COUNT(*) AS vote_count FROM area_code_state JOIN votes ON area_code_state.state = votes.state GROUP BY area_code_state.area_code ORDER BY vote_count DESC LIMIT 1","SELECT area_code_state.area_code, COUNT(*) AS vote_count FROM votes JOIN area_code_state ON votes.state = area_code_state.state GROUP BY area_code_state.area_code ORDER BY vote_count DESC LIMIT 1"
149,787,Return the different names of cities that are in Asia and for which Chinese is the official language.,world_1,hard,"SELECT DISTINCT T3.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode JOIN city AS T3 ON T1.Code  =  T3.CountryCode WHERE T2.IsOfficial  =  'T' AND T2.Language  =  'Chinese' AND T1.Continent  =  ""Asia""",7,"SELECT DISTINCT city.name FROM city JOIN country ON city.countrycode = country.code JOIN countrylanguage ON country.code = countrylanguage.countrycode WHERE country.continent = 'Asia' AND countrylanguage.language = 'Chinese' AND countrylanguage.isofficial = 'T'
SELECT DISTINCT city.name FROM city JOIN country ON city.countrycode = country.code JOIN countrylanguage ON country.code = countrylanguage.countrycode WHERE country.continent = 'Asia' AND countrylanguage.language = 'Chinese' AND countrylanguage.isofficial = 'T'
SELECT DISTINCT city.name FROM city JOIN country ON city.countrycode = country.code JOIN countrylanguage ON country.code = countrylanguage.countrycode WHERE country.continent = 'Asia' AND countrylanguage.language = 'Chinese' AND countrylanguage.isofficial = 'T'
SELECT DISTINCT city.name FROM city JOIN country ON city.countrycode = country.code JOIN countrylanguage ON country.code = countrylanguage.countrycode WHERE country.continent = 'Asia' AND countrylanguage.language = 'Chinese' AND countrylanguage.isofficial = 'T'
SELECT DISTINCT city.name FROM city JOIN country ON city.countrycode = country.code JOIN countrylanguage ON country.code = countrylanguage.countrycode WHERE country.continent = 'Asia' AND countrylanguage.language = 'Chinese' AND countrylanguage.isofficial = 'T'
SELECT DISTINCT city.name FROM city JOIN country ON city.countrycode = country.code JOIN countrylanguage ON country.code = countrylanguage.countrycode WHERE country.continent = 'Asia' AND countrylanguage.language = 'Chinese' AND countrylanguage.isofficial = 'T'
SELECT DISTINCT city.name FROM city JOIN country ON city.countrycode = country.code JOIN countrylanguage ON country.code = countrylanguage.countrycode WHERE country.continent = 'Asia' AND countrylanguage.language = 'Chinese' AND countrylanguage.isofficial = 'T'",SELECT DISTINCT city.name FROM city JOIN country ON city.countrycode = country.code JOIN countrylanguage ON country.code = countrylanguage.countrycode WHERE country.continent = 'Asia' AND countrylanguage.language = 'Chinese' AND countrylanguage.isofficial = 'T'
150,379,Show the document id with paragraph text 'Brazil' and 'Ireland'.,cre_Doc_Template_Mgt,hard,SELECT document_id FROM Paragraphs WHERE paragraph_text  =  'Brazil' INTERSECT SELECT document_id FROM Paragraphs WHERE paragraph_text  =  'Ireland',7,"SELECT d.document_id, p.paragraph_text FROM documents d JOIN paragraphs p ON d.document_id = p.document_id WHERE p.paragraph_text LIKE '%Brazil%' OR p.paragraph_text LIKE '%Ireland%'
SELECT documents.document_id, paragraphs.paragraph_text FROM documents JOIN paragraphs ON documents.document_id = paragraphs.document_id WHERE paragraphs.paragraph_text LIKE '%Brazil%' OR paragraphs.paragraph_text LIKE '%Ireland%'
SELECT documents.document_id, paragraphs.paragraph_text FROM documents JOIN paragraphs ON documents.document_id = paragraphs.document_id WHERE paragraphs.paragraph_text LIKE '%Brazil%' OR paragraphs.paragraph_text LIKE '%Ireland%'
SELECT documents.document_id, paragraphs.paragraph_text FROM documents JOIN paragraphs ON documents.document_id = paragraphs.document_id WHERE paragraphs.paragraph_text LIKE '%Brazil%' OR paragraphs.paragraph_text LIKE '%Ireland%'
SELECT d.document_id, p.paragraph_text FROM documents d JOIN paragraphs p ON d.document_id = p.document_id WHERE p.paragraph_text LIKE '%Brazil%' OR p.paragraph_text LIKE '%Ireland%' AND d.template_id IN (     SELECT t.template_id     FROM templates t     WHERE t.template_type_code IN (         SELECT tt.template_type_code         FROM ref_template_types tt         WHERE tt.template_type_description = 'template_type_description'     ) )
SELECT documents.document_id, paragraphs.paragraph_text FROM documents JOIN paragraphs ON documents.document_id = paragraphs.document_id WHERE paragraphs.paragraph_text LIKE '%Brazil%' OR paragraphs.paragraph_text LIKE '%Ireland%'
SELECT documents.document_id, paragraphs.paragraph_text FROM documents JOIN paragraphs ON documents.document_id = paragraphs.document_id WHERE paragraphs.paragraph_text LIKE '%Brazil%' OR paragraphs.paragraph_text LIKE '%Ireland%'","SELECT documents.document_id, paragraphs.paragraph_text FROM documents JOIN paragraphs ON documents.document_id = paragraphs.document_id WHERE paragraphs.paragraph_text LIKE '%Brazil%' OR paragraphs.paragraph_text LIKE '%Ireland%'"
151,836,List names of conductors in descending order of years of work.,orchestra,easy,SELECT Name FROM conductor ORDER BY Year_of_Work DESC,7,"SELECT name FROM conductor ORDER BY year_of_work DESC
SELECT name FROM conductor ORDER BY year_of_work DESC
SELECT name FROM conductor ORDER BY year_of_work DESC
SELECT name FROM conductor ORDER BY year_of_work DESC
SELECT name FROM conductor ORDER BY year_of_work DESC
SELECT name FROM conductor ORDER BY year_of_work DESC
SELECT name FROM conductor ORDER BY year_of_work DESC",SELECT name FROM conductor ORDER BY year_of_work DESC
152,679,List the names and birth dates of people in ascending alphabetical order of name.,poker_player,medium,"SELECT Name ,  Birth_Date FROM people ORDER BY Name ASC",7,"SELECT name, birth_date FROM people ORDER BY name ASC
SELECT name, birth_date FROM people ORDER BY name ASC
SELECT name, birth_date FROM people ORDER BY name ASC
SELECT name, birth_date FROM people ORDER BY name ASC
SELECT name, birth_date FROM people ORDER BY name ASC
SELECT name, birth_date FROM people ORDER BY name ASC
SELECT name, birth_date FROM people ORDER BY name ASC","SELECT name, birth_date FROM people ORDER BY name ASC"
153,116,What is the count of the car models produced in the United States?,car_1,hard,SELECT count(*) FROM MODEL_LIST AS T1 JOIN CAR_MAKERS AS T2 ON T1.Maker  =  T2.Id JOIN COUNTRIES AS T3 ON T2.Country  =  T3.CountryId WHERE T3.CountryName  =  'usa';,7,"SELECT COUNT(*) FROM model_list WHERE maker IN (SELECT id FROM car_makers WHERE country IN (SELECT countryid FROM countries WHERE continent IN (SELECT contid FROM continents WHERE continent = 'United States')))
SELECT COUNT(*) FROM model_list WHERE maker IN (SELECT id FROM car_makers WHERE country IN (SELECT countryid FROM countries WHERE continent IN (SELECT contid FROM continents WHERE continent = 'United States')))
SELECT COUNT(*) FROM model_list WHERE maker IN (SELECT id FROM car_makers WHERE country IN (SELECT countryid FROM countries WHERE continent IN (SELECT contid FROM continents WHERE continent = 'United States')))
SELECT COUNT(*) FROM model_list WHERE maker IN (SELECT id FROM car_makers WHERE country IN (SELECT countryid FROM countries WHERE continent IN (SELECT contid FROM continents WHERE continent = 'United States')))
SELECT COUNT(*) FROM model_list WHERE maker IN (SELECT id FROM car_makers WHERE country IN (SELECT countryid FROM countries WHERE continent IN (SELECT contid FROM continents WHERE continent = 'United States')))
SELECT COUNT(*) FROM model_list WHERE maker IN (SELECT id FROM car_makers WHERE country IN (SELECT countryid FROM countries WHERE continent IN (SELECT contid FROM continents WHERE continent = 'United States')))
SELECT COUNT(*) FROM model_list WHERE maker IN (SELECT id FROM car_makers WHERE country IN (SELECT countryid FROM countries WHERE continent IN (SELECT contid FROM continents WHERE continent = 'United States')))",SELECT COUNT(*) FROM model_list WHERE maker IN (SELECT id FROM car_makers WHERE country IN (SELECT countryid FROM countries WHERE continent IN (SELECT contid FROM continents WHERE continent = 'United States')))
154,1002,List the name of singers in ascending order of net worth.,singer,easy,SELECT Name FROM singer ORDER BY Net_Worth_Millions ASC,7,"SELECT name FROM singer ORDER BY net_worth_millions ASC
SELECT name FROM singer ORDER BY net_worth_millions ASC
SELECT name FROM singer ORDER BY net_worth_millions ASC
SELECT name FROM singer ORDER BY net_worth_millions ASC
SELECT name FROM singer ORDER BY net_worth_millions ASC
SELECT name FROM singer ORDER BY net_worth_millions ASC
SELECT name FROM singer ORDER BY net_worth_millions ASC",SELECT name FROM singer ORDER BY net_worth_millions ASC
