,Qid,Question,db_id,Hardness,Query Gold,Repeated,Query Generated,
26,117,What is the average miles per gallon(mpg) of the cars with 4 cylinders?,car_1,easy,SELECT avg(mpg) FROM CARS_DATA WHERE Cylinders  =  4,,7,"SELECT AVG(mpg) FROM cars_data WHERE cylinders = 4
SELECT AVG(mpg) FROM cars_data WHERE cylinders = 4
SELECT AVG(mpg) FROM cars_data WHERE cylinders = 4
SELECT AVG(mpg) FROM cars_data WHERE cylinders = 4
SELECT AVG(mpg) FROM cars_data WHERE cylinders = 4
SELECT AVG(mpg) FROM cars_data WHERE cylinders = 4
SELECT AVG(mpg) FROM cars_data WHERE cylinders = 4"
27,593,"List the title of all cartoon directed by ""Ben Jones"" or ""Brandon Vietti"".",tvshow,medium,"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"" OR Directed_by = ""Brandon Vietti"";",7,"SELECT title FROM cartoon WHERE directed_by IN ('Ben Jones', 'Brandon Vietti')
SELECT title  FROM cartoon  WHERE directed_by IN ('Ben Jones', 'Brandon Vietti')
SELECT title  FROM cartoon  WHERE directed_by IN ('Ben Jones', 'Brandon Vietti')
SELECT title FROM cartoon WHERE directed_by IN ('Ben Jones', 'Brandon Vietti')
SELECT title FROM cartoon WHERE directed_by IN ('Ben Jones', 'Brandon Vietti')
SELECT title FROM cartoon WHERE directed_by IN ('Ben Jones', 'Brandon Vietti')
SELECT title FROM cartoon WHERE directed_by IN ('Ben Jones', 'Brandon Vietti')",
28,473,find the number of players for each country.,wta_1,medium,"SELECT count(*) ,  country_code FROM players GROUP BY country_code",7,"SELECT country_code, COUNT(*) AS number_of_players FROM players GROUP BY country_code
SELECT country_code, COUNT(*) AS number_of_players FROM players GROUP BY country_code
SELECT country_code, COUNT(*) AS number_of_players FROM players GROUP BY country_code
SELECT country_code, COUNT(*) AS number_of_players FROM players GROUP BY country_code
SELECT country_code, COUNT(*) AS number_of_players FROM players GROUP BY country_code
SELECT country_code, COUNT(*) AS number_of_players FROM players GROUP BY country_code
SELECT country_code, COUNT(*) AS number_of_players FROM players GROUP BY country_code",
29,286,Which shops run with no employees? Find the shop names,employee_hire_evaluation,hard,SELECT name FROM shop WHERE shop_id NOT IN (SELECT shop_id FROM hiring),7,"SELECT s.name FROM shop s LEFT JOIN hiring h ON s.shop_id = h.shop_id LEFT JOIN employee e ON h.employee_id = e.employee_id WHERE e.employee_id IS NULL
SELECT s.name FROM shop s LEFT JOIN hiring h ON s.shop_id = h.shop_id LEFT JOIN employee e ON h.employee_id = e.employee_id WHERE e.employee_id IS NULL
SELECT s.name FROM shop s LEFT JOIN hiring h ON s.shop_id = h.shop_id LEFT JOIN employee e ON h.employee_id = e.employee_id WHERE e.employee_id IS NULL
SELECT s.name FROM shop s LEFT JOIN hiring h ON s.shop_id = h.shop_id LEFT JOIN employee e ON h.employee_id = e.employee_id WHERE e.employee_id IS NULL
SELECT s.name FROM shop s LEFT JOIN hiring h ON s.shop_id = h.shop_id LEFT JOIN employee e ON h.employee_id = e.employee_id WHERE e.employee_id IS NULL
SELECT s.name FROM shop s LEFT JOIN hiring h ON s.shop_id = h.shop_id LEFT JOIN employee e ON h.employee_id = e.employee_id WHERE e.employee_id IS NULL
SELECT s.name FROM shop s LEFT JOIN hiring h ON s.shop_id = h.shop_id LEFT JOIN employee e ON h.employee_id = e.employee_id WHERE e.employee_id IS NULL",
30,676,Give the nationality that is most common across all people.,poker_player,hard,SELECT Nationality FROM people GROUP BY Nationality ORDER BY COUNT(*) DESC LIMIT 1,7,"SELECT nationality, COUNT(*) AS count FROM people GROUP BY nationality ORDER BY count DESC LIMIT 1
SELECT nationality, COUNT(*) AS count FROM people GROUP BY nationality ORDER BY count DESC LIMIT 1
SELECT nationality, COUNT(*) AS count FROM people GROUP BY nationality ORDER BY count DESC LIMIT 1
SELECT nationality, COUNT(*) AS count FROM people GROUP BY nationality ORDER BY count DESC LIMIT 1
SELECT nationality, COUNT(*) AS count FROM people GROUP BY nationality ORDER BY count DESC LIMIT 1
SELECT nationality, COUNT(*) AS count FROM people GROUP BY nationality ORDER BY count DESC LIMIT 1
SELECT nationality, COUNT(*) AS count FROM people GROUP BY nationality ORDER BY count DESC LIMIT 1",
31,134,What is the car model with the highest mpg ?,car_1,hard,select t1.model from car_names as t1 join cars_data as t2 on t1.makeid  =  t2.id order by t2.mpg desc limit 1,,7,"SELECT model_list.model FROM cars_data JOIN model_list ON cars_data.id = model_list.modelid WHERE cars_data.mpg = (SELECT MAX(mpg) FROM cars_data)
SELECT model_list.model FROM cars_data JOIN model_list ON cars_data.id = model_list.modelid ORDER BY cars_data.mpg DESC LIMIT 1
SELECT model_list.model FROM cars_data JOIN model_list ON cars_data.id = model_list.modelid ORDER BY cars_data.mpg DESC LIMIT 1
SELECT model_list.model FROM cars_data JOIN model_list ON cars_data.id = model_list.modelid ORDER BY cars_data.mpg DESC LIMIT 1
SELECT model_list.model FROM cars_data JOIN model_list ON cars_data.id = model_list.modelid WHERE cars_data.mpg = (SELECT MAX(mpg) FROM cars_data)
SELECT model_list.model FROM cars_data JOIN model_list ON cars_data.id = model_list.modelid ORDER BY cars_data.mpg DESC LIMIT 1
SELECT model_list.model FROM cars_data JOIN model_list ON cars_data.id = model_list.modelid ORDER BY cars_data.mpg DESC LIMIT 1"
32,594,What are the titles of all cartoons directed by Ben Jones or Brandon Vietti?,tvshow,medium,"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"" OR Directed_by = ""Brandon Vietti"";",7,"SELECT title FROM cartoon WHERE directed_by IN ('Ben Jones', 'Brandon Vietti')
SELECT title FROM cartoon WHERE directed_by IN ('Ben Jones', 'Brandon Vietti')
SELECT title FROM cartoon WHERE directed_by IN ('Ben Jones', 'Brandon Vietti')
SELECT title FROM cartoon WHERE directed_by IN ('Ben Jones', 'Brandon Vietti')
SELECT title FROM cartoon WHERE directed_by IN ('Ben Jones', 'Brandon Vietti')
SELECT title  FROM cartoon  WHERE directed_by IN ('Ben Jones', 'Brandon Vietti')
SELECT title FROM cartoon WHERE directed_by IN ('Ben Jones', 'Brandon Vietti')",
33,1026,List the name of singers that do not have any song.,singer,hard,SELECT Name FROM singer WHERE Singer_ID NOT IN (SELECT Singer_ID FROM song),7,"SELECT name FROM singer WHERE singer_id NOT IN (SELECT singer_id FROM song)
SELECT name FROM singer WHERE singer_id NOT IN (SELECT singer_id FROM song)
SELECT name FROM singer WHERE singer_id NOT IN (SELECT singer_id FROM song)
SELECT name FROM singer WHERE singer_id NOT IN (SELECT singer_id FROM song)
SELECT name FROM singer WHERE singer_id NOT IN (SELECT singer_id FROM song)
SELECT name FROM singer WHERE singer_id NOT IN (SELECT singer_id FROM song)
SELECT name FROM singer WHERE singer_id NOT IN (SELECT singer_id FROM song)",
34,901,What are the names of high schoolers who both have friends and are liked?,network_1,hard,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id INTERSECT SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.liked_id  =  T2.id,7,"SELECT DISTINCT hs.name FROM highschooler hs JOIN friend f ON hs.id = f.student_id JOIN likes l ON hs.id = l.student_id
SELECT DISTINCT hs.name FROM highschooler hs JOIN friend f ON hs.id = f.student_id JOIN likes l ON hs.id = l.student_id
SELECT DISTINCT hs.name FROM highschooler hs JOIN friend f ON hs.id = f.student_id JOIN likes l ON hs.id = l.student_id
SELECT DISTINCT hs.name FROM highschooler hs JOIN friend f ON hs.id = f.student_id JOIN likes l ON hs.id = l.student_id
SELECT DISTINCT hs.name FROM highschooler hs JOIN friend f ON hs.id = f.student_id JOIN likes l ON hs.id = l.student_id
SELECT DISTINCT hs.name FROM highschooler hs JOIN friend f ON hs.id = f.student_id JOIN likes l ON hs.id = l.student_id
SELECT DISTINCT hs.name FROM highschooler hs JOIN friend f ON hs.id = f.student_id JOIN likes l ON hs.id = l.student_id",
35,376,Return the id of the document with the fewest paragraphs.,cre_Doc_Template_Mgt,hard,SELECT document_id FROM Paragraphs GROUP BY document_id ORDER BY count(*) ASC LIMIT 1,7,"SELECT document_id FROM documents JOIN paragraphs ON documents.document_id = paragraphs.document_id GROUP BY documents.document_id ORDER BY COUNT(paragraphs.paragraph_id) LIMIT 1
SELECT document_id FROM documents JOIN paragraphs ON documents.document_id = paragraphs.document_id GROUP BY documents.document_id ORDER BY COUNT(paragraphs.paragraph_id) LIMIT 1
SELECT document_id FROM documents JOIN paragraphs ON documents.document_id = paragraphs.document_id GROUP BY documents.document_id ORDER BY COUNT(paragraphs.paragraph_id) LIMIT 1
SELECT document_id FROM documents JOIN paragraphs ON documents.document_id = paragraphs.document_id GROUP BY documents.document_id ORDER BY COUNT(paragraphs.paragraph_id) ASC LIMIT 1
SELECT document_id FROM documents JOIN paragraphs ON documents.document_id = paragraphs.document_id GROUP BY documents.document_id ORDER BY COUNT(paragraphs.paragraph_id) ASC LIMIT 1
SELECT document_id FROM documents JOIN paragraphs ON documents.document_id = paragraphs.document_id GROUP BY documents.document_id ORDER BY COUNT(paragraphs.paragraph_id) LIMIT 1
SELECT document_id FROM documents JOIN paragraphs ON documents.document_id = paragraphs.document_id GROUP BY documents.document_id ORDER BY COUNT(paragraphs.paragraph_id) ASC LIMIT 1",
36,294,Find the districts in which there are both shops selling less than 3000 products and shops selling more than 10000 products.,employee_hire_evaluation,hard,SELECT district FROM shop WHERE Number_products  <  3000 INTERSECT SELECT district FROM shop WHERE Number_products  >  10000,7,"SELECT DISTINCT s.district FROM shop s JOIN hiring h ON s.shop_id = h.shop_id WHERE s.number_products < 3000 AND EXISTS (     SELECT 1     FROM shop s2     JOIN hiring h2 ON s2.shop_id = h2.shop_id     WHERE s2.number_products > 10000     AND s.district = s2.district )
SELECT DISTINCT s.district FROM shop s JOIN hiring h ON s.shop_id = h.shop_id JOIN employee e ON h.employee_id = e.employee_id WHERE s.number_products < 3000 AND EXISTS (     SELECT 1     FROM shop s2     JOIN hiring h2 ON s2.shop_id = h2.shop_id     WHERE s2.number_products > 10000     AND s.district = s2.district )
SELECT DISTINCT s.district FROM shop s JOIN hiring h ON s.shop_id = h.shop_id WHERE s.number_products < 3000 AND EXISTS (     SELECT 1     FROM shop s2     JOIN hiring h2 ON s2.shop_id = h2.shop_id     WHERE s2.number_products > 10000     AND s.district = s2.district )
SELECT DISTINCT s.district FROM shop s JOIN hiring h ON s.shop_id = h.shop_id WHERE s.number_products < 3000 AND EXISTS (     SELECT 1     FROM shop s2     JOIN hiring h2 ON s2.shop_id = h2.shop_id     WHERE s2.number_products > 10000     AND s.district = s2.district )
SELECT DISTINCT s.district FROM shop s JOIN hiring h ON s.shop_id = h.shop_id WHERE s.number_products < 3000 AND EXISTS (     SELECT 1     FROM shop s2     JOIN hiring h2 ON s2.shop_id = h2.shop_id     WHERE s2.number_products > 10000     AND s.district = s2.district )
SELECT DISTINCT s.district FROM shop s JOIN hiring h ON s.shop_id = h.shop_id WHERE s.number_products < 3000 AND EXISTS (     SELECT 1     FROM shop s2     JOIN hiring h2 ON s2.shop_id = h2.shop_id     WHERE s2.number_products > 10000     AND s.district = s2.district )
SELECT DISTINCT s.district FROM shop s JOIN hiring h ON s.shop_id = h.shop_id WHERE s.number_products < 3000 AND EXISTS (     SELECT 1     FROM shop s2     JOIN hiring h2 ON s2.shop_id = h2.shop_id     WHERE s2.number_products > 10000     AND s.district = s2.district )",
37,644,What are the ids of the TV channels that do not have any cartoons directed by Ben Jones?,tvshow,hard,SELECT id FROM TV_Channel EXCEPT SELECT channel FROM cartoon WHERE directed_by  =  'Ben Jones',7,"SELECT DISTINCT tv_channel.id FROM tv_channel LEFT JOIN tv_series ON tv_channel.id = tv_series.channel LEFT JOIN cartoon ON tv_series.id = cartoon.channel WHERE cartoon.directed_by != 'Ben Jones'
SELECT DISTINCT tv_channel.id FROM tv_channel LEFT JOIN tv_series ON tv_channel.id = tv_series.channel LEFT JOIN cartoon ON tv_series.id = cartoon.channel WHERE cartoon.directed_by != 'Ben Jones'
SELECT DISTINCT tv_channel.id FROM tv_channel LEFT JOIN tv_series ON tv_channel.id = tv_series.channel LEFT JOIN cartoon ON tv_series.id = cartoon.channel WHERE cartoon.directed_by != 'Ben Jones'
SELECT DISTINCT tv_channel.id FROM tv_channel LEFT JOIN tv_series ON tv_channel.id = tv_series.channel LEFT JOIN cartoon ON tv_series.id = cartoon.channel WHERE cartoon.directed_by != 'Ben Jones'
SELECT DISTINCT tv_channel.id FROM tv_channel LEFT JOIN tv_series ON tv_channel.id = tv_series.channel LEFT JOIN cartoon ON tv_series.id = cartoon.channel WHERE cartoon.directed_by != 'Ben Jones'
SELECT tv_series.id FROM tv_series JOIN cartoon ON tv_series.channel = cartoon.channel WHERE cartoon.directed_by != 'Ben Jones'
SELECT DISTINCT tv_channel.id FROM tv_channel LEFT JOIN tv_series ON tv_channel.id = tv_series.channel LEFT JOIN cartoon ON tv_series.id = cartoon.channel WHERE cartoon.directed_by != 'Ben Jones'",
38,396,What is the most commmon hometowns for teachers?,course_teach,hard,SELECT Hometown FROM teacher GROUP BY Hometown ORDER BY COUNT(*) DESC LIMIT 1,7,"SELECT hometown, COUNT(*) AS count FROM teacher GROUP BY hometown ORDER BY count DESC LIMIT 1
SELECT hometown, COUNT(*) AS count FROM teacher GROUP BY hometown ORDER BY count DESC LIMIT 1
SELECT hometown, COUNT(*) AS count FROM teacher GROUP BY hometown ORDER BY count DESC LIMIT 1
SELECT hometown, COUNT(*) AS count FROM teacher GROUP BY hometown ORDER BY count DESC LIMIT 1
SELECT hometown, COUNT(*) AS count FROM teacher GROUP BY hometown ORDER BY count DESC LIMIT 1
SELECT hometown, COUNT(*) AS count FROM teacher GROUP BY hometown ORDER BY count DESC LIMIT 1
SELECT hometown, COUNT(*) AS count FROM teacher GROUP BY hometown ORDER BY count DESC LIMIT 1",
39,855,What are the orchestras that do not have any performances?,orchestra,hard,SELECT Orchestra FROM orchestra WHERE Orchestra_ID NOT IN (SELECT Orchestra_ID FROM performance),7,"SELECT o.orchestra, o.conductor_id FROM orchestra o LEFT JOIN performance p ON o.orchestra_id = p.orchestra_id WHERE p.performance_id IS NULL
SELECT o.orchestra, o.conductor_id FROM orchestra o LEFT JOIN performance p ON o.orchestra_id = p.orchestra_id WHERE p.performance_id IS NULL
SELECT o.orchestra, o.conductor_id FROM orchestra o LEFT JOIN performance p ON o.orchestra_id = p.orchestra_id WHERE p.performance_id IS NULL
SELECT o.orchestra, o.conductor_id, o.record_company, o.year_of_founded, o.major_record_format FROM orchestra o LEFT JOIN performance p ON o.orchestra_id = p.orchestra_id WHERE p.performance_id IS NULL
SELECT o.orchestra, o.conductor_id FROM orchestra o LEFT JOIN performance p ON o.orchestra_id = p.orchestra_id WHERE p.performance_id IS NULL
SELECT o.orchestra, o.conductor_id FROM orchestra o LEFT JOIN performance p ON o.orchestra_id = p.orchestra_id WHERE p.performance_id IS NULL
SELECT o.orchestra, o.conductor_id FROM orchestra o LEFT JOIN performance p ON o.orchestra_id = p.orchestra_id WHERE p.performance_id IS NULL",
40,686,Count the number of different nationalities.,poker_player,easy,SELECT count(DISTINCT Nationality) FROM people,7,"SELECT COUNT(DISTINCT nationality) FROM people
SELECT COUNT(DISTINCT nationality) FROM people
SELECT COUNT(DISTINCT nationality) FROM people
SELECT COUNT(DISTINCT nationality) FROM people
SELECT COUNT(DISTINCT nationality) FROM people
SELECT COUNT(DISTINCT nationality) FROM people
SELECT COUNT(DISTINCT nationality) FROM people",
41,81,Find the first name and gender of student who have more than one pet.,pets_1,medium,"SELECT T1.fname ,  T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid HAVING count(*)  >  1",7,"SELECT s.fname, s.sex FROM student s JOIN has_pet hp ON s.stuid = hp.stuid JOIN pets p ON hp.petid = p.petid GROUP BY s.stuid HAVING COUNT(p.petid) > 1
SELECT s.fname, s.sex FROM student s JOIN has_pet hp ON s.stuid = hp.stuid JOIN pets p ON hp.petid = p.petid GROUP BY s.stuid HAVING COUNT(p.petid) > 1
SELECT s.fname, s.sex FROM student s JOIN has_pet hp ON s.stuid = hp.stuid JOIN pets p ON hp.petid = p.petid GROUP BY s.stuid HAVING COUNT(p.petid) > 1
SELECT s.fname, s.sex FROM student s JOIN has_pet hp ON s.stuid = hp.stuid JOIN pets p ON hp.petid = p.petid GROUP BY s.stuid HAVING COUNT(p.petid) > 1
SELECT s.fname, s.sex FROM student s JOIN has_pet hp ON s.stuid = hp.stuid JOIN pets p ON hp.petid = p.petid GROUP BY s.stuid HAVING COUNT(p.petid) > 1
SELECT s.fname, s.sex FROM student s JOIN has_pet hp ON s.stuid = hp.stuid JOIN pets p ON hp.petid = p.petid GROUP BY s.stuid HAVING COUNT(p.petid) > 1
SELECT s.fname, s.sex FROM student s JOIN has_pet hp ON s.stuid = hp.stuid JOIN pets p ON hp.petid = p.petid GROUP BY s.stuid HAVING COUNT(p.petid) > 1",
42,79,Find the number of pets for each student who has any pet and student id.,pets_1,medium,"SELECT count(*) ,  T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid",7,"SELECT s.stuid, COUNT(h.petid) AS num_pets FROM student s JOIN has_pet h ON s.stuid = h.stuid GROUP BY s.stuid
SELECT s.stuid, COUNT(h.petid) AS num_pets FROM student s JOIN has_pet h ON s.stuid = h.stuid GROUP BY s.stuid
SELECT s.stuid, COUNT(h.petid) AS num_pets FROM student s JOIN has_pet h ON s.stuid = h.stuid GROUP BY s.stuid
SELECT s.stuid, COUNT(h.petid) AS num_pets FROM student s JOIN has_pet h ON s.stuid = h.stuid GROUP BY s.stuid
SELECT s.stuid, COUNT(h.petid) AS num_pets FROM student s JOIN has_pet h ON s.stuid = h.stuid GROUP BY s.stuid
SELECT s.stuid, COUNT(h.petid) AS num_pets FROM student s JOIN has_pet h ON s.stuid = h.stuid GROUP BY s.stuid
SELECT s.stuid, COUNT(h.petid) AS num_pets FROM student s JOIN has_pet h ON s.stuid = h.stuid GROUP BY s.stuid",
43,615,List top 3 highest Rating  TV series. List the TV series's Episode and Rating.,tvshow,medium,"SELECT Episode ,  Rating FROM TV_series ORDER BY Rating DESC LIMIT 3;",7,"SELECT series_name, episode, rating  FROM tv_series  JOIN tv_channel ON tv_series.channel = tv_channel.id  ORDER BY rating DESC  LIMIT 3
SELECT series_name, episode, rating  FROM tv_series  JOIN tv_channel ON tv_series.channel = tv_channel.id  ORDER BY rating DESC  LIMIT 3
SELECT series_name, episode, rating  FROM tv_series  JOIN tv_channel ON tv_series.channel = tv_channel.id  ORDER BY rating DESC  LIMIT 3
SELECT series_name, episode, rating  FROM tv_series  JOIN tv_channel ON tv_series.channel = tv_channel.id  ORDER BY rating DESC  LIMIT 3
SELECT series_name, episode, rating  FROM tv_series  JOIN tv_channel ON tv_series.channel = tv_channel.id  ORDER BY rating DESC  LIMIT 3
SELECT series_name, episode, rating  FROM tv_series  JOIN tv_channel ON tv_series.channel = tv_channel.id  ORDER BY rating DESC  LIMIT 3
SELECT series_name, episode, rating  FROM tv_series  INNER JOIN tv_channel ON tv_series.channel = tv_channel.id  ORDER BY rating DESC  LIMIT 3",
44,204,Count the number of flights departing from 'APG'.,flight_2,easy,"SELECT count(*) FROM FLIGHTS WHERE SourceAirport  =  ""APG""",7,"SELECT COUNT(*) FROM flights WHERE sourceairport = 'APG'
SELECT COUNT(*) FROM flights WHERE sourceairport = 'APG'
SELECT COUNT(*) FROM flights WHERE sourceairport = 'APG'
SELECT COUNT(*) FROM flights WHERE sourceairport = 'APG'
SELECT COUNT(*) FROM flights WHERE sourceairport = 'APG'
SELECT COUNT(*) FROM flights WHERE sourceairport = 'APG'
SELECT COUNT(*) FROM flights WHERE sourceairport = 'APG'",
45,220,Count the number of United Airlines flights that arrive in Aberdeen.,flight_2,hard,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid  =  T1.Airline WHERE T2.City  =  ""Aberdeen"" AND T3.Airline  =  ""United Airlines""",7,"SELECT COUNT(*) FROM flights JOIN airlines ON flights.airline = airlines.abbreviation WHERE airlines.airline = 'United' AND flights.destairport = 'ABZ'
SELECT COUNT(*) FROM flights JOIN airlines ON flights.airline = airlines.abbreviation WHERE airlines.airline = 'United' AND flights.destairport = 'ABZ'
SELECT COUNT(*) FROM flights JOIN airlines ON flights.airline = airlines.abbreviation WHERE airlines.airline = 'United' AND flights.destairport = 'ABZ'
SELECT COUNT(*) FROM flights JOIN airlines ON flights.airline = airlines.abbreviation WHERE airlines.airline = 'United' AND flights.destairport = 'ABZ'
SELECT COUNT(*) FROM flights JOIN airlines ON flights.airline = airlines.abbreviation WHERE airlines.airline = 'United' AND flights.destairport = 'ABZ'
SELECT COUNT(*) FROM flights JOIN airlines ON flights.airline = airlines.abbreviation WHERE airlines.airline = 'United' AND flights.destairport = 'ABZ'
SELECT COUNT(*) FROM flights JOIN airlines ON flights.airline = airlines.abbreviation WHERE airlines.airline = 'United' AND flights.destairport = 'ABZ'",
46,187,How many airlines do we have?,flight_2,easy,SELECT count(*) FROM AIRLINES,7,"SELECT COUNT(*) FROM airlines
SELECT COUNT(*) FROM airlines
SELECT COUNT(*) FROM airlines
SELECT COUNT(*) FROM airlines
SELECT COUNT(*) FROM airlines
SELECT COUNT(*) FROM airlines
SELECT COUNT(*) FROM airlines",
47,1023,What are the names of the singers that have more than one songs?,singer,medium,SELECT T1.Name FROM singer AS T1 JOIN song AS T2 ON T1.Singer_ID  =  T2.Singer_ID GROUP BY T1.Name HAVING COUNT(*)  >  1,7,"SELECT DISTINCT s.name FROM singer s JOIN song so ON s.singer_id = so.singer_id GROUP BY s.singer_id HAVING COUNT(so.song_id) > 1
SELECT DISTINCT s.name FROM singer s JOIN song so ON s.singer_id = so.singer_id GROUP BY s.singer_id HAVING COUNT(so.song_id) > 1
SELECT DISTINCT s.name FROM singer s JOIN song so ON s.singer_id = so.singer_id GROUP BY s.singer_id HAVING COUNT(so.song_id) > 1
SELECT DISTINCT s.name FROM singer s JOIN song so ON s.singer_id = so.singer_id GROUP BY s.singer_id HAVING COUNT(so.song_id) > 1
SELECT DISTINCT s.name FROM singer s JOIN song so ON s.singer_id = so.singer_id GROUP BY s.singer_id HAVING COUNT(so.song_id) > 1
SELECT DISTINCT s.name FROM singer s JOIN song so ON s.singer_id = so.singer_id GROUP BY s.singer_id HAVING COUNT(so.song_id) > 1
SELECT DISTINCT s.name FROM singer s JOIN song so ON s.singer_id = so.singer_id GROUP BY s.singer_id HAVING COUNT(so.song_id) > 1",
48,603,How many TV Channel using language English?,tvshow,easy,"SELECT count(*) FROM TV_Channel WHERE LANGUAGE = ""English"";",7,"SELECT COUNT(*) FROM tv_channel WHERE language = 'English'
SELECT COUNT(*) FROM tv_channel WHERE language = 'English'
SELECT COUNT(*) FROM tv_channel WHERE language = 'English'
SELECT COUNT(*) FROM tv_channel WHERE language = 'English'
SELECT COUNT(*) FROM tv_channel WHERE language = 'English'
SELECT COUNT(*) FROM tv_channel WHERE language = 'English'
SELECT COUNT(*) FROM tv_channel WHERE language = 'English'",
49,893,Count the number of friends Kyle has.,network_1,medium,"SELECT count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.name  =  ""Kyle""",7,"SELECT COUNT(*) FROM friend WHERE student_id IN (SELECT id FROM highschooler WHERE name = 'Kyle')
SELECT COUNT(*) FROM friend WHERE student_id IN (SELECT id FROM highschooler WHERE name = 'Kyle')
SELECT COUNT(*) FROM friend WHERE student_id IN (SELECT id FROM highschooler WHERE name = 'Kyle')
SELECT COUNT(*) FROM friend WHERE student_id IN (SELECT id FROM highschooler WHERE name = 'Kyle')
SELECT COUNT(*) FROM friend WHERE student_id IN (SELECT id FROM highschooler WHERE name = 'Kyle')
SELECT COUNT(*) FROM friend WHERE student_id IN (SELECT id FROM highschooler WHERE name = 'Kyle')
SELECT COUNT(*) FROM friend WHERE student_id IN (SELECT id FROM highschooler WHERE name = 'Kyle')",
50,119,What is the smallest weight of the car produced with 8 cylinders on 1974 ?,car_1,medium,select min(weight) from cars_data where cylinders  =  8 and year  =  1974,7,"SELECT MIN(weight) FROM cars_data WHERE cylinders = 8 AND year = 1974
SELECT MIN(weight)  FROM cars_data  WHERE cylinders = 8 AND year = 1974
SELECT MIN(weight) FROM cars_data WHERE cylinders = 8 AND year = 1974
SELECT MIN(weight) FROM cars_data WHERE cylinders = 8 AND year = 1974
SELECT MIN(weight) FROM cars_data WHERE cylinders = 8 AND year = 1974
SELECT MIN(weight) FROM cars_data WHERE cylinders = 8 AND year = 1974
SELECT MIN(weight) FROM cars_data WHERE cylinders = 8 AND year = 1974",
51,270,What are the manager name and district of the shop that sells the largest number of products?,employee_hire_evaluation,medium,"SELECT manager_name ,  district FROM shop ORDER BY number_products DESC LIMIT 1",7,"SELECT s.manager_name, s.district  FROM shop s  JOIN hiring h ON s.shop_id = h.shop_id  WHERE s.number_products = (SELECT MAX(number_products) FROM shop)
SELECT s.manager_name, s.district  FROM shop s  JOIN hiring h ON s.shop_id = h.shop_id  WHERE s.number_products = (SELECT MAX(number_products) FROM shop)
SELECT s.manager_name, s.district  FROM shop s  JOIN hiring h ON s.shop_id = h.shop_id  WHERE s.number_products = (SELECT MAX(number_products) FROM shop)
SELECT s.manager_name, s.district  FROM shop s  JOIN hiring h ON s.shop_id = h.shop_id  WHERE s.number_products = (SELECT MAX(number_products) FROM shop)
SELECT s.manager_name, s.district  FROM shop s  JOIN hiring h ON s.shop_id = h.shop_id  WHERE s.number_products = (SELECT MAX(number_products) FROM shop)
SELECT s.manager_name, s.district  FROM shop s  JOIN hiring h ON s.shop_id = h.shop_id  WHERE s.number_products = (SELECT MAX(number_products) FROM shop)
SELECT s.manager_name, s.district  FROM shop s  JOIN hiring h ON s.shop_id = h.shop_id  WHERE s.number_products = (SELECT MAX(number_products) FROM shop)",
52,772,What are the countries that have greater surface area than any country in Europe?,world_1,hard,"SELECT Name FROM country WHERE SurfaceArea  >  (SELECT min(SurfaceArea) FROM country WHERE Continent  =  ""Europe"")",7,"SELECT name FROM country WHERE surfacearea > (SELECT MIN(surfacearea) FROM country WHERE continent = 'Europe')
SELECT name FROM country WHERE surfacearea > (SELECT MIN(surfacearea) FROM country WHERE continent = 'Europe')
SELECT name FROM country WHERE surfacearea > (SELECT MIN(surfacearea) FROM country WHERE continent = 'Europe')
SELECT name FROM country WHERE surfacearea > (SELECT MIN(surfacearea) FROM country WHERE continent = 'Europe')
SELECT name FROM country WHERE surfacearea > (SELECT MIN(surfacearea) FROM country WHERE continent = 'Europe')
SELECT name FROM country WHERE surfacearea > (SELECT MIN(surfacearea) FROM country WHERE continent = 'Europe')
SELECT name FROM country WHERE surfacearea > (SELECT MIN(surfacearea) FROM country WHERE continent = 'Europe')",
