Unnamed: 0,Qid,Question,Db_Id,Difficulty,Query Gold,Repeated,Query Generated,Most Frequent Query,Execution Accuracy
10,776,Provide the hero name and race of Charles Chandler.,superhero,simple,"SELECT T1.superhero_name, T2.race FROM superhero AS T1 INNER JOIN race AS T2 ON T1.race_id = T2.id WHERE T1.full_name = 'Charles Chandler'",7,"SELECT superhero.superhero_name, race.race FROM superhero JOIN race ON superhero.race_id = race.id WHERE superhero.full_name = 'Charles Chandler'
SELECT superhero.superhero_name, race.race FROM superhero JOIN race ON superhero.race_id = race.id WHERE superhero.full_name = 'Charles Chandler'
SELECT superhero.superhero_name, race.race FROM superhero JOIN race ON superhero.race_id = race.id WHERE superhero.full_name = 'Charles Chandler'
SELECT superhero.superhero_name, race.race FROM superhero INNER JOIN race ON superhero.race_id = race.id WHERE superhero.full_name = 'Charles Chandler'
SELECT superhero.superhero_name, race.race FROM superhero JOIN race ON superhero.race_id = race.id WHERE superhero.full_name = 'Charles Chandler'
SELECT superhero.superhero_name, race.race FROM superhero INNER JOIN race ON superhero.race_id = race.id WHERE superhero.full_name = 'Charles Chandler'
SELECT superhero.superhero_name, race.race FROM superhero JOIN race ON superhero.race_id = race.id WHERE superhero.full_name = 'Charles Chandler'","SELECT superhero.superhero_name, race.race FROM superhero JOIN race ON superhero.race_id = race.id WHERE superhero.full_name = 'Charles Chandler'",1.0
11,1114,What was the average overall rating for Marko Arnautovic from 2007/2/22 to 2016/4/21?,european_football_2,challenging,"SELECT CAST(SUM(t2.overall_rating) AS REAL) / COUNT(t2.id) FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_fifa_api_id = t2.player_fifa_api_id WHERE t1.player_name = 'Marko Arnautovic' AND SUBSTR(t2.`date`, 1, 10) BETWEEN '2007-02-22' AND '2016-04-21'",7,"SELECT AVG(overall_rating) FROM player_attributes WHERE player_api_id = (SELECT player_api_id FROM player WHERE player_name = 'Marko Arnautovic') AND date BETWEEN '2007-02-22' AND '2016-04-21'
SELECT AVG(overall_rating) FROM player_attributes WHERE player_api_id = (SELECT player_api_id FROM player WHERE player_name = 'Marko Arnautovic') AND date BETWEEN '2007-02-22' AND '2016-04-21'
SELECT AVG(overall_rating) FROM player_attributes WHERE player_api_id = (SELECT player_api_id FROM player WHERE player_name = 'Marko Arnautovic') AND date BETWEEN '2007-02-22' AND '2016-04-21'
SELECT AVG(overall_rating) FROM player_attributes WHERE player_api_id = (SELECT player_api_id FROM player WHERE player_name = 'Marko Arnautovic') AND date BETWEEN '2007-02-22' AND '2016-04-21'
SELECT AVG(overall_rating) FROM player_attributes WHERE player_api_id = (SELECT player_api_id FROM player WHERE player_name = 'Marko Arnautovic') AND date BETWEEN '2007-02-22' AND '2016-04-21'
SELECT AVG(overall_rating) FROM player_attributes WHERE player_api_id = (SELECT player_api_id FROM player WHERE player_name = 'Marko Arnautovic') AND date BETWEEN '2007-02-22' AND '2016-04-21'
SELECT AVG(overall_rating) FROM player_attributes WHERE player_api_id = (SELECT player_api_id FROM player WHERE player_name = 'Marko Arnautovic') AND date BETWEEN '2007-02-22' AND '2016-04-21'",SELECT AVG(overall_rating) FROM player_attributes WHERE player_api_id = (SELECT player_api_id FROM player WHERE player_name = 'Marko Arnautovic') AND date BETWEEN '2007-02-22' AND '2016-04-21',0.0
12,1403,Indicate the name of the closed event whose cost has exceeded the budget the most.,student_club,moderate,SELECT T2.event_name FROM budget AS T1 INNER JOIN event AS T2 ON T2.event_id = T1.link_to_event WHERE T1.event_status = 'Closed' AND T1.remaining < 0 ORDER BY T1.remaining LIMIT 1,7,"SELECT event_name FROM event WHERE cost > budget ORDER BY cost DESC LIMIT 1
SELECT event_name FROM event WHERE event_id = (SELECT link_to_event FROM budget WHERE spent > amount)
SELECT event_name FROM event WHERE event_id IN (SELECT link_to_event FROM budget WHERE spent > amount)
SELECT event_name FROM event WHERE event_id IN (SELECT link_to_event FROM budget WHERE spent > amount)
SELECT event_name FROM event WHERE event_id IN (SELECT link_to_event FROM budget WHERE spent > amount)
SELECT event_name FROM event WHERE event_id IN (SELECT link_to_event FROM budget WHERE spent > amount)
SELECT event_name FROM event WHERE event_id = (SELECT link_to_event FROM budget WHERE spent > amount)",SELECT event_name FROM event WHERE event_id IN (SELECT link_to_event FROM budget WHERE spent > amount),0.0
13,733,How many gold-eyed superheroes did Marvel Comics publish?,superhero,moderate,SELECT COUNT(T1.id) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id INNER JOIN colour AS T3 ON T1.eye_colour_id = T3.id WHERE T2.publisher_name = 'Marvel Comics' AND T3.colour = 'Gold',7,"SELECT COUNT(*) FROM superhero WHERE eye_colour_id = (SELECT id FROM colour WHERE colour = 'Gold')
SELECT COUNT(*) FROM superhero WHERE eye_colour_id = (SELECT id FROM colour WHERE colour = 'Gold')
SELECT COUNT(*) FROM superhero WHERE eye_colour_id = (SELECT id FROM colour WHERE colour = 'Gold')
SELECT COUNT(*) FROM superhero WHERE eye_colour_id = (SELECT id FROM colour WHERE colour = 'Gold')
SELECT COUNT(*) FROM superhero WHERE eye_colour_id = (SELECT id FROM colour WHERE colour = 'Gold')
SELECT COUNT(*) FROM superhero WHERE eye_colour_id = (SELECT id FROM colour WHERE colour = 'Gold')
SELECT COUNT(*) FROM superhero WHERE eye_colour_id = (SELECT id FROM colour WHERE colour = 'Gold')",SELECT COUNT(*) FROM superhero WHERE eye_colour_id = (SELECT id FROM colour WHERE colour = 'Gold'),0.0
14,298,Calculate the percentage of molecules containing carcinogenic compounds that element is hydrogen.,toxicology,moderate,SELECT CAST(COUNT(CASE WHEN T1.element = 'h' AND T2.label = '+' THEN T2.molecule_id ELSE NULL END) AS REAL) * 100 / COUNT(T2.molecule_id) FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id,7,"NULL
SELECT COUNT(*) * 100.0 / (SELECT COUNT(*) FROM molecule) FROM molecule JOIN atom ON atom.molecule_id = molecule.molecule_id JOIN connected ON connected.atom_id = atom.atom_id JOIN bond ON bond.bond_id = connected.bond_id WHERE bond.bond_type = 'C' AND atom.element = 'H'
SELECT COUNT(*) * 100.0 / (SELECT COUNT(*) FROM molecule) FROM molecule JOIN atom ON atom.molecule_id = molecule.molecule_id JOIN connected ON connected.atom_id = atom.atom_id JOIN bond ON bond.bond_id = connected.bond_id WHERE bond.bond_type = 'carcinogenic' AND atom.element = 'hydrogen'
SELECT COUNT(*) * 100.0 / (SELECT COUNT(*) FROM molecule) FROM molecule JOIN atom ON atom.molecule_id = molecule.molecule_id JOIN connected ON connected.atom_id = atom.atom_id JOIN bond ON bond.bond_id = connected.bond_id WHERE bond.bond_type = 'C' AND atom.element = 'H'
SELECT COUNT(*) * 100.0 / (SELECT COUNT(*) FROM molecule) FROM molecule JOIN atom ON atom.molecule_id = molecule.molecule_id JOIN connected ON connected.atom_id = atom.atom_id JOIN bond ON bond.bond_id = connected.bond_id WHERE bond.bond_type = 'carcinogenic' AND atom.element = 'hydrogen'
SELECT COUNT(*) FROM molecule WHERE label LIKE '%carcinogenic%') / (SELECT COUNT(*) FROM molecule) * 100 FROM     atom WHERE     element = 'H' GROUP BY     atom_id HAVING     COUNT(*) > 1
SELECT COUNT(*) * 100.0 / (SELECT COUNT(*) FROM molecule) FROM molecule JOIN atom ON atom.molecule_id = molecule.molecule_id JOIN connected ON connected.atom_id = atom.atom_id JOIN bond ON bond.bond_id = connected.bond_id WHERE bond.bond_type = 'carcinogenic' AND atom.element = 'hydrogen'",SELECT COUNT(*) * 100.0 / (SELECT COUNT(*) FROM molecule) FROM molecule JOIN atom ON atom.molecule_id = molecule.molecule_id JOIN connected ON connected.atom_id = atom.atom_id JOIN bond ON bond.bond_id = connected.bond_id WHERE bond.bond_type = 'carcinogenic' AND atom.element = 'hydrogen',0.0
15,268,What are the elements for bond id TR001_10_11?,toxicology,challenging,SELECT T2.element FROM connected AS T1 INNER JOIN atom AS T2 ON T1.atom_id = T2.atom_id WHERE T1.bond_id = 'TR001_10_11',7,"SELECT atom.atom_id, atom.molecule_id, atom.element, bond.bond_id, bond.molecule_id, bond.bond_type, connected.atom_id, connected.atom_id2, connected.bond_id, molecule.molecule_id, molecule.label FROM atom JOIN bond ON atom.molecule_id = bond.molecule_id JOIN connected ON atom.atom_id = connected.atom_id JOIN molecule ON atom.molecule_id = molecule.molecule_id WHERE bond.bond_id = 'TR001_10_11'
SELECT atom.element, bond.bond_type FROM atom JOIN connected ON atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_id = 'TR001_10_11'
SELECT atom.element FROM atom JOIN connected ON atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_id = 'TR001_10_11'
SELECT atom.element FROM atom INNER JOIN connected ON atom.atom_id = connected.atom_id INNER JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_id = 'TR001_10_11'
SELECT atom.element FROM atom JOIN connected ON atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_id = 'TR001_10_11'
SELECT atom.element FROM atom JOIN connected ON atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id JOIN molecule ON bond.molecule_id = molecule.molecule_id WHERE bond.bond_id = 'TR001_10_11'
SELECT atom.element FROM atom, bond, connected, molecule WHERE atom.atom_id = connected.atom_id AND atom.atom_id2 = connected.atom_id2 AND bond.bond_id = connected.bond_id AND bond.bond_id = 'TR001_10_11' AND molecule.molecule_id = atom.molecule_id AND molecule.molecule_id = bond.molecule_id",SELECT atom.element FROM atom JOIN connected ON atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_id = 'TR001_10_11',0.0
16,1448,Find the name and date of events with expenses for pizza that were more than fifty dollars but less than a hundred dollars.,student_club,challenging,"SELECT T1.event_name, T1.event_date FROM event AS T1 INNER JOIN budget AS T2 ON T1.event_id = T2.link_to_event INNER JOIN expense AS T3 ON T2.budget_id = T3.link_to_budget WHERE T3.expense_description = 'Pizza' AND T3.cost > 50 AND T3.cost < 100",7,"SELECT event_name, event_date FROM event WHERE event_id IN (SELECT link_to_event FROM budget WHERE category = 'pizza' AND spent > 50 AND spent < 100)
SELECT event_name, event_date FROM event WHERE event_id IN (SELECT link_to_event FROM budget WHERE category = 'pizza' AND spent > 50 AND spent < 100)
SELECT event_name, event_date FROM event WHERE event_id IN (SELECT link_to_event FROM budget WHERE category = 'pizza' AND spent > 50 AND spent < 100)
SELECT event_name, event_date FROM event WHERE event_id IN (SELECT link_to_event FROM budget WHERE spent > 50 AND spent < 100)
SELECT event_name, event_date FROM event WHERE event_id IN (     SELECT link_to_event     FROM budget     WHERE category = 'pizza'     AND spent > 50     AND spent < 100 )
SELECT event_name, event_date FROM event WHERE event_id IN (SELECT link_to_event FROM budget WHERE spent > 50 AND spent < 100)
SELECT event_name, event_date FROM event WHERE event_id IN (SELECT link_to_event FROM budget WHERE category = 'Pizza' AND spent > 50 AND spent < 100)","SELECT event_name, event_date FROM event WHERE event_id IN (SELECT link_to_event FROM budget WHERE category = 'pizza' AND spent > 50 AND spent < 100)",0.0
17,835,"Among all superheroes in Marvel Comics, identify the percentage of 'good' superheroes.",superhero,challenging,SELECT CAST(COUNT(CASE WHEN T3.alignment = 'Good' THEN T1.id ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id INNER JOIN alignment AS T3 ON T1.alignment_id = T3.id WHERE T2.publisher_name = 'Marvel Comics',7,"SELECT (COUNT(CASE WHEN alignment.alignment = 'good' THEN 1 END) * 100.0 / COUNT(*)) AS percentage_good FROM superhero JOIN alignment ON superhero.alignment_id = alignment.id
SELECT (COUNT(CASE WHEN alignment.alignment = 'good' THEN 1 END) * 100.0 / COUNT(*)) AS percentage_good FROM superhero JOIN alignment ON superhero.alignment_id = alignment.id
SELECT (COUNT(CASE WHEN alignment.alignment = 'good' THEN 1 END) * 100.0 / COUNT(*)) AS percentage_good FROM superhero JOIN alignment ON superhero.alignment_id = alignment.id
SELECT (COUNT(CASE WHEN alignment.alignment = 'good' THEN 1 END) * 100.0 / COUNT(*)) AS percentage_good FROM superhero JOIN alignment ON superhero.alignment_id = alignment.id
SELECT (COUNT(CASE WHEN alignment.alignment = 'good' THEN 1 END) * 100.0 / COUNT(*)) AS percentage_good FROM superhero JOIN alignment ON superhero.alignment_id = alignment.id
SELECT (COUNT(CASE WHEN alignment.alignment = 'good' THEN 1 END) * 100.0 / COUNT(*)) AS percentage_good FROM superhero JOIN alignment ON superhero.alignment_id = alignment.id
SELECT (COUNT(CASE WHEN alignment.alignment = 'good' THEN 1 END) * 100.0 / COUNT(*)) AS percentage_good FROM superhero JOIN alignment ON superhero.alignment_id = alignment.id",SELECT (COUNT(CASE WHEN alignment.alignment = 'good' THEN 1 END) * 100.0 / COUNT(*)) AS percentage_good FROM superhero JOIN alignment ON superhero.alignment_id = alignment.id,0.0
18,773,"Which superhero has the same eyes, hair and skin colour? Indicate the publisher of the superhero.",superhero,challenging,"SELECT T1.superhero_name, T2.publisher_name FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id WHERE T1.eye_colour_id = T1.hair_colour_id AND T1.eye_colour_id = T1.skin_colour_id",7,"SELECT superhero.superhero_name, publisher.publisher_name FROM superhero JOIN publisher ON superhero.publisher_id = publisher.id WHERE superhero.eye_colour_id = superhero.hair_colour_id AND superhero.hair_colour_id = superhero.skin_colour_id
SELECT DISTINCT superhero.superhero_name, publisher.publisher_name FROM superhero JOIN publisher ON superhero.publisher_id = publisher.id JOIN colour ON superhero.eye_colour_id = colour.id AND superhero.hair_colour_id = colour.id AND superhero.skin_colour_id = colour.id WHERE superhero.eye_colour_id = superhero.hair_colour_id AND superhero.hair_colour_id = superhero.skin_colour_id
NULL
SELECT superhero.superhero_name, publisher.publisher_name FROM superhero JOIN publisher ON superhero.publisher_id = publisher.id WHERE superhero.eye_colour_id = superhero.hair_colour_id AND superhero.hair_colour_id = superhero.skin_colour_id
SELECT superhero.superhero_name, publisher.publisher_name FROM superhero JOIN publisher ON superhero.publisher_id = publisher.id WHERE superhero.eye_colour_id = superhero.hair_colour_id AND superhero.hair_colour_id = superhero.skin_colour_id
SELECT superhero.superhero_name, publisher.publisher_name FROM superhero JOIN publisher ON superhero.publisher_id = publisher.id WHERE superhero.eye_colour_id = superhero.hair_colour_id AND superhero.eye_colour_id = superhero.skin_colour_id
SELECT DISTINCT superhero.superhero_name, publisher.publisher_name FROM superhero JOIN publisher ON superhero.publisher_id = publisher.id JOIN colour AS eye_colour ON superhero.eye_colour_id = eye_colour.id JOIN colour AS hair_colour ON superhero.hair_colour_id = hair_colour.id JOIN colour AS skin_colour ON superhero.skin_colour_id = skin_colour.id WHERE eye_colour.colour = hair_colour.colour AND hair_colour.colour = skin_colour.colour","SELECT superhero.superhero_name, publisher.publisher_name FROM superhero JOIN publisher ON superhero.publisher_id = publisher.id WHERE superhero.eye_colour_id = superhero.hair_colour_id AND superhero.hair_colour_id = superhero.skin_colour_id",1.0
19,498,"What's the French name of the set of cards with ""Tendo Ice Bridge"" is in?",card_games,moderate,SELECT T2.translation FROM cards AS T1 INNER JOIN set_translations AS T2 ON T2.setCode = T1.setCode WHERE T1.name = 'Tendo Ice Bridge' AND T2.language = 'French' AND T2.translation IS NOT NULL,7,"SELECT name FROM sets WHERE code IN (SELECT setcode FROM cards WHERE name = 'Tendo Ice Bridge')
SELECT name FROM sets WHERE code = (SELECT setcode FROM cards WHERE name = 'Tendo Ice Bridge')
SELECT name FROM sets WHERE code = (SELECT setcode FROM cards WHERE name = 'Tendo Ice Bridge')
SELECT name FROM sets WHERE code IN (SELECT setcode FROM cards WHERE name = 'Tendo Ice Bridge')
SELECT name FROM sets WHERE code IN (SELECT setcode FROM cards WHERE name = 'Tendo Ice Bridge')
SELECT name FROM sets WHERE code = (SELECT setcode FROM cards WHERE name = 'Tendo Ice Bridge')
SELECT name FROM sets WHERE code = (SELECT setcode FROM cards WHERE name = 'Tendo Ice Bridge')",SELECT name FROM sets WHERE code = (SELECT setcode FROM cards WHERE name = 'Tendo Ice Bridge'),0.0
20,1195,What is the average blood albumin level for female patients with a PLT greater than 400 who have been diagnosed with SLE?,thrombosis_prediction,moderate,SELECT AVG(T2.ALB) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.PLT > 400 AND T1.Diagnosis = 'SLE' AND T1.SEX = 'F',7,"SELECT AVG(alb) FROM laboratory WHERE plt > 400 AND diagnosis = 'SLE' AND sex = 'F'
SELECT AVG(alb) FROM laboratory WHERE plt > 400 AND diagnosis = 'SLE' AND sex = 'F'
SELECT AVG(alb) FROM laboratory WHERE plt > 400 AND diagnosis = 'SLE' AND sex = 'F'
SELECT AVG(alb) FROM laboratory WHERE plt > 400 AND diagnosis = 'SLE' AND sex = 'female'
SELECT AVG(alb) FROM laboratory WHERE plt > 400 AND diagnosis = 'SLE' AND sex = 'female'
SELECT AVG(alb) FROM laboratory WHERE plt > 400 AND diagnosis = 'SLE' AND sex = 'F'
SELECT AVG(alb) FROM laboratory WHERE plt > 400 AND diagnosis = 'SLE' AND sex = 'female'",SELECT AVG(alb) FROM laboratory WHERE plt > 400 AND diagnosis = 'SLE' AND sex = 'F',0.0
21,942,What is the average fastest lap time in seconds for Lewis Hamilton in all the Formula_1 races?,formula_1,moderate,"SELECT AVG(CAST(SUBSTR(T2.fastestLapTime, 1, INSTR(T2.fastestLapTime, ':') - 1) AS INTEGER) * 60 + CAST(SUBSTR(T2.fastestLapTime, INSTR(T2.fastestLapTime, ':') + 1) AS REAL)) FROM drivers AS T1 INNER JOIN results AS T2 ON T1.driverId = T2.driverId WHERE T1.surname = 'Hamilton' AND T1.forename = 'Lewis'",7,"SELECT AVG(time) FROM laptimes WHERE driverid = (SELECT driverid FROM drivers WHERE forename = 'Lewis' AND surname = 'Hamilton')
SELECT AVG(laptimes.milliseconds) FROM laptimes JOIN drivers ON laptimes.driverid = drivers.driverid WHERE drivers.forename = 'Lewis' AND drivers.surname = 'Hamilton'
SELECT AVG(milliseconds) FROM laptimes WHERE driverid = (SELECT driverid FROM drivers WHERE forename = 'Lewis' AND surname = 'Hamilton')
SELECT AVG(time) FROM laptimes WHERE driverid = (SELECT driverid FROM drivers WHERE forename = 'Lewis' AND surname = 'Hamilton')
SELECT AVG(milliseconds) FROM laptimes WHERE driverid = (SELECT driverid FROM drivers WHERE forename = 'Lewis' AND surname = 'Hamilton')
SELECT AVG(laptimes.milliseconds) FROM laptimes JOIN drivers ON laptimes.driverid = drivers.driverid WHERE drivers.forename = 'Lewis' AND drivers.surname = 'Hamilton'
SELECT AVG(laptimes.milliseconds) FROM laptimes JOIN drivers ON laptimes.driverid = drivers.driverid WHERE drivers.forename = 'Lewis' AND drivers.surname = 'Hamilton'",SELECT AVG(laptimes.milliseconds) FROM laptimes JOIN drivers ON laptimes.driverid = drivers.driverid WHERE drivers.forename = 'Lewis' AND drivers.surname = 'Hamilton',0.0
22,0,What is the highest eligible free rate for K-12 students in the schools in Alameda County?,california_schools,simple,SELECT `Free Meal Count (K-12)` / `Enrollment (K-12)` FROM frpm WHERE `County Name` = 'Alameda' ORDER BY (CAST(`Free Meal Count (K-12)` AS REAL) / `Enrollment (K-12)`) DESC LIMIT 1,7,"SELECT cdscode, academic year, county code, district code, school code, county name, district name, school name, district type, school type, educational option type, nslp provision status, charter school (y/n), charter school number, charter funding type, irc, low grade, high grade, enrollment (k-12), free meal count (k-12), percent (%) eligible free (k-12), frpm count (k-12), percent (%) eligible frpm (k-12), enrollment (ages 5-17), free meal count (ages 5-17), percent (%) eligible free (ages 5-17), frpm count (ages 5-17), percent (%) eligible frpm (ages 5-17), 2013-14 calpads fall 1 certification status FROM : ['cdscode', 'academic year', 'county code', 'district code', 'school code', 'county name', 'district name', 'school name', 'district type', 'school type', 'educational option type', 'nslp provision status', 'charter school (y/n)', 'charter school number', 'charter funding type', 'irc', 'low grade', 'high grade', 'enrollment (k-12)', 'free meal count (k-12)', 'percent (%) eligible free (k-12)', 'frpm count (k
SELECT cdscode, academic year, county code, district code, school code, county name, district name, school name, district type, school type, educational option type, nslp provision status, charter school (y/n), charter school number, charter funding type, irc, low grade, high grade, enrollment (k-12), free meal count (k-12), percent (%) eligible free (k-12), frpm count (k-12), percent (%) eligible frpm (k-12), enrollment (ages 5-17), free meal count (ages 5-17), percent (%) eligible free (ages 5-17), frpm count (ages 5-17), percent (%) eligible frpm (ages 5-17), 2013-14 calpads fall 1 certification status FROM : ['cdscode', 'academic year', 'county code', 'district code', 'school code', 'county name', 'district name', 'school name', 'district type', 'school type', 'educational option type', 'nslp provision status', 'charter school (y/n)', 'charter school number', 'charter funding type', 'irc', 'low grade', 'high grade', 'enrollment (k-12)', 'free meal count (k-12)', 'percent (%) eligible free (k-12)', 'frpm count (k
SELECT cdscode, academic year, county code, district code, school code, county name, district name, school name, district type, school type, educational option type, nslp provision status, charter school (y/n), charter school number, charter funding type, irc, low grade, high grade, enrollment (k-12), free meal count (k-12), percent (%) eligible free (k-12), frpm count (k-12), percent (%) eligible frpm (k-12), enrollment (ages 5-17), free meal count (ages 5-17), percent (%) eligible free (ages 5-17), frpm count (ages 5-17), percent (%) eligible frpm (ages 5-17), 2013-14 calpads fall 1 certification status FROM : ['cdscode', 'academic year', 'county code', 'district code', 'school code', 'county name', 'district name', 'school name', 'district type', 'school type', 'educational option type', 'nslp provision status', 'charter school (y/n)', 'charter school number', 'charter funding type', 'irc', 'low grade', 'high grade', 'enrollment (k-12)', 'free meal count (k-12)', 'percent (%) eligible free (k-12)', 'frpm count (k
SELECT cdscode, academic year, county code, district code, school code, county name, district name, school name, district type, school type, educational option type, nslp provision status, charter school (y/n), charter school number, charter funding type, irc, low grade, high grade, enrollment (k-12), free meal count (k-12), percent (%) eligible free (k-12), frpm count (k-12), percent (%) eligible frpm (k-12), enrollment (ages 5-17), free meal count (ages 5-17), percent (%) eligible free (ages 5-17), frpm count (ages 5-17), percent (%) eligible frpm (ages 5-17), 2013-14 calpads fall 1 certification status FROM cdscode, academic year, county code, district code, school code, county name, district name, school name, district type, school type, educational option type, nslp provision status, charter school (y/n), charter school number, charter funding type, irc, low grade, high grade, enrollment (k-12), free meal count (k-12), percent (%) eligible free (k-12), frpm count (k-12), percent (%) eligible frpm (k-12), enrollment (ages 5-
SELECT cdscode, academic year, county code, district code, school code, county name, district name, school name, district type, school type, educational option type, nslp provision status, charter school (y/n), charter school number, charter funding type, irc, low grade, high grade, enrollment (k-12), free meal count (k-12), percent (%) eligible free (k-12), frpm count (k-12), percent (%) eligible frpm (k-12), enrollment (ages 5-17), free meal count (ages 5-17), percent (%) eligible free (ages 5-17), frpm count (ages 5-17), percent (%) eligible frpm (ages 5-17), 2013-14 calpads fall 1 certification status FROM : ['cdscode', 'academic year', 'county code', 'district code', 'school code', 'county name', 'district name', 'school name', 'district type', 'school type', 'educational option type', 'nslp provision status', 'charter school (y/n)', 'charter school number', 'charter funding type', 'irc', 'low grade', 'high grade', 'enrollment (k-12)', 'free meal count (k-12)', 'percent (%) eligible free (k-12)', 'frpm count (k
SELECT cdscode, academic year, county code, district code, school code, county name, district name, school name, district type, school type, educational option type, nslp provision status, charter school (y/n), charter school number, charter funding type, irc, low grade, high grade, enrollment (k-12), free meal count (k-12), percent (%) eligible free (k-12), frpm count (k-12), percent (%) eligible frpm (k-12), enrollment (ages 5-17), free meal count (ages 5-17), percent (%) eligible free (ages 5-17), frpm count (ages 5-17), percent (%) eligible frpm (ages 5-17), 2013-14 calpads fall 1 certification status FROM : ['cdscode', 'academic year', 'county code', 'district code', 'school code', 'county name', 'district name', 'school name', 'district type', 'school type', 'educational option type', 'nslp provision status', 'charter school (y/n)', 'charter school number', 'charter funding type', 'irc', 'low grade', 'high grade', 'enrollment (k-12)', 'free meal count (k-12)', 'percent (%) eligible free (k-12)', 'frpm count (k
SELECT cdscode, academic year, county code, district code, school code, county name, district name, school name, district type, school type, educational option type, nslp provision status, charter school (y/n), charter school number, charter funding type, irc, low grade, high grade, enrollment (k-12), free meal count (k-12), percent (%) eligible free (k-12), frpm count (k-12), percent (%) eligible frpm (k-12), enrollment (ages 5-17), free meal count (ages 5-17), percent (%) eligible free (ages 5-17), frpm count (ages 5-17), percent (%) eligible frpm (ages 5-17), 2013-14 calpads fall 1 certification status FROM : ['cdscode', 'academic year', 'county code', 'district code', 'school code', 'county name', 'district name', 'school name', 'district type', 'school type', 'educational option type', 'nslp provision status', 'charter school (y/n)', 'charter school number', 'charter funding type', 'irc', 'low grade', 'high grade', 'enrollment (k-12)', 'free meal count (k-12)', 'percent (%) eligible free (k-12)', 'frpm count (k","SELECT cdscode, academic year, county code, district code, school code, county name, district name, school name, district type, school type, educational option type, nslp provision status, charter school (y/n), charter school number, charter funding type, irc, low grade, high grade, enrollment (k-12), free meal count (k-12), percent (%) eligible free (k-12), frpm count (k-12), percent (%) eligible frpm (k-12), enrollment (ages 5-17), free meal count (ages 5-17), percent (%) eligible free (ages 5-17), frpm count (ages 5-17), percent (%) eligible frpm (ages 5-17), 2013-14 calpads fall 1 certification status FROM : ['cdscode', 'academic year', 'county code', 'district code', 'school code', 'county name', 'district name', 'school name', 'district type', 'school type', 'educational option type', 'nslp provision status', 'charter school (y/n)', 'charter school number', 'charter funding type', 'irc', 'low grade', 'high grade', 'enrollment (k-12)', 'free meal count (k-12)', 'percent (%) eligible free (k-12)', 'frpm count (k",0.0
