Unnamed: 0,Qid,Question,Hardness,Query Gold,Repeated,Query Generated,db_id
30,414,"Find the name and membership level of the visitors whose membership level is higher than 4, and sort by their age from old to young.",medium,"SELECT name ,  Level_of_membership FROM visitor WHERE Level_of_membership  >  4 ORDER BY age DESC",7,"SELECT name, level_of_membership FROM visitor WHERE level_of_membership > 4 ORDER BY age ASC
SELECT name, level_of_membership FROM visitor WHERE level_of_membership > 4 ORDER BY age ASC
SELECT name, level_of_membership FROM visitor WHERE level_of_membership > 4 ORDER BY age DESC
SELECT name, level_of_membership FROM visitor WHERE level_of_membership > 4 ORDER BY age ASC
SELECT name, level_of_membership FROM visitor WHERE level_of_membership > 4 ORDER BY age DESC
SELECT name, level_of_membership FROM visitor WHERE level_of_membership > 4 ORDER BY age ASC
SELECT name, level_of_membership FROM visitor WHERE level_of_membership > 4 ORDER BY age ASC",museum_visit
31,778,What are the country codes for countries that do not speak English?,hard,"SELECT CountryCode FROM countrylanguage EXCEPT SELECT CountryCode FROM countrylanguage WHERE LANGUAGE  =  ""English""",7,"SELECT countrycode FROM countrylanguage WHERE language != 'English'
SELECT countrycode FROM countrylanguage WHERE language != 'English'
SELECT countrycode FROM countrylanguage WHERE language != 'English'
SELECT countrycode FROM countrylanguage WHERE language <> 'English'
SELECT countrycode FROM countrylanguage WHERE language <> 'English'
SELECT DISTINCT countrycode FROM countrylanguage WHERE language != 'English'
SELECT countrycode FROM countrylanguage WHERE language != 'English'",world_1
32,676,Give the nationality that is most common across all people.,hard,SELECT Nationality FROM people GROUP BY Nationality ORDER BY COUNT(*) DESC LIMIT 1,7,"SELECT nationality, COUNT(*) AS count FROM people GROUP BY nationality ORDER BY count DESC LIMIT 1
SELECT nationality, COUNT(*) AS count FROM people GROUP BY nationality ORDER BY count DESC LIMIT 1
SELECT nationality, COUNT(*) AS count FROM people GROUP BY nationality ORDER BY count DESC LIMIT 1
SELECT nationality, COUNT(*) AS count FROM people GROUP BY nationality ORDER BY count DESC LIMIT 1
SELECT nationality, COUNT(*) AS count FROM people GROUP BY nationality ORDER BY count DESC LIMIT 1
SELECT nationality, COUNT(*) AS count FROM people GROUP BY nationality ORDER BY count DESC LIMIT 1
SELECT nationality, COUNT(*) AS count FROM people GROUP BY nationality ORDER BY count DESC LIMIT 1",poker_player
33,75,Find the first name and age of students who have a pet.,medium,"SELECT DISTINCT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid",7,"SELECT fname, age FROM student WHERE stuid IN (SELECT stuid FROM has_pet)
SELECT fname, age FROM student WHERE stuid IN (SELECT stuid FROM has_pet)
SELECT fname, age FROM student WHERE stuid IN (SELECT stuid FROM has_pet)
SELECT fname, age FROM student WHERE stuid IN (SELECT stuid FROM has_pet)
SELECT fname, age FROM student WHERE stuid IN (SELECT stuid FROM has_pet)
SELECT fname, age FROM student WHERE stuid IN (SELECT stuid FROM has_pet)
SELECT fname, age FROM student WHERE stuid IN (SELECT stuid FROM has_pet)",pets_1
34,722,What is the total population and maximum GNP in Asia?,medium,"SELECT sum(Population) ,  max(GNP) FROM country WHERE Continent  =  ""Asia""",7,"SELECT SUM(population), MAX(gnp) FROM country WHERE continent = 'Asia'
SELECT SUM(population), MAX(gnp) FROM country WHERE continent = 'Asia'
SELECT SUM(population), MAX(gnp) FROM country WHERE continent = 'Asia'
SELECT SUM(population), MAX(gnp) FROM country WHERE continent = 'Asia'
SELECT SUM(population), MAX(gnp) FROM country WHERE continent = 'Asia'
SELECT SUM(population), MAX(gnp) FROM country WHERE continent = 'Asia'
SELECT SUM(population), MAX(gnp) FROM country WHERE continent = 'Asia'",world_1
35,32,What are the names of all stadiums that did not have a concert in 2014?,hard,SELECT name FROM stadium EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.year  =  2014,7,"SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert WHERE year = 2014)
SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert WHERE year = 2014)
SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert WHERE year = 2014)
SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert WHERE year = 2014)
SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert WHERE year = 2014)
SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert WHERE year = 2014)
SELECT name FROM stadium WHERE stadium_id NOT IN (     SELECT stadium_id     FROM concert     WHERE year = 2014 )",concert_singer
36,594,What are the titles of all cartoons directed by Ben Jones or Brandon Vietti?,medium,"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"" OR Directed_by = ""Brandon Vietti"";",7,"SELECT title FROM cartoon WHERE directed_by = 'Ben Jones' OR directed_by = 'Brandon Vietti'
SELECT title FROM cartoon WHERE directed_by = 'Ben Jones' OR directed_by = 'Brandon Vietti'
SELECT title FROM cartoon WHERE directed_by = 'Ben Jones' OR directed_by = 'Brandon Vietti'
SELECT title FROM cartoon WHERE directed_by = 'Ben Jones' OR directed_by = 'Brandon Vietti'
SELECT title FROM cartoon WHERE directed_by IN ('Ben Jones', 'Brandon Vietti')
SELECT title FROM cartoon WHERE directed_by = 'Ben Jones' OR directed_by = 'Brandon Vietti'
SELECT title FROM cartoon WHERE directed_by = 'Ben Jones' OR directed_by = 'Brandon Vietti'",tvshow
37,2,"Show name, country, age for all singers ordered by age from the oldest to the youngest.",medium,"SELECT name ,  country ,  age FROM singer ORDER BY age DESC",7,"SELECT name, country, age FROM singer ORDER BY age DESC
SELECT name, country, age FROM singer ORDER BY age DESC
SELECT name, country, age FROM singer ORDER BY age DESC
SELECT name, country, age FROM singer ORDER BY age DESC
SELECT name, country, age FROM singer ORDER BY age DESC
SELECT name, country, age FROM singer ORDER BY age DESC
SELECT name, country, age FROM singer ORDER BY age DESC",concert_singer
38,17,What is the average and maximum capacities for all stadiums ?,medium,"select avg(capacity) ,  max(capacity) from stadium",7,"SELECT AVG(capacity), MAX(capacity) FROM stadium
SELECT AVG(capacity), MAX(capacity) FROM stadium
SELECT AVG(capacity), MAX(capacity) FROM stadium
SELECT AVG(capacity), MAX(capacity) FROM stadium
SELECT AVG(capacity), MAX(capacity) FROM stadium
SELECT AVG(capacity), MAX(capacity) FROM stadium
SELECT AVG(capacity), MAX(capacity) FROM stadium",concert_singer
39,190,Return the number of  airports.,easy,SELECT count(*) FROM AIRPORTS,7,"SELECT COUNT(*) FROM airports
SELECT COUNT(*) FROM airports
SELECT COUNT(*) FROM airports
SELECT COUNT(*) FROM airports
SELECT COUNT(*) FROM airports
SELECT COUNT(*) FROM airports
SELECT COUNT(*) FROM airports",flight_2
40,189,How many airports do we have?,easy,SELECT count(*) FROM AIRPORTS,7,"SELECT COUNT(*) FROM airports
SELECT COUNT(*) FROM airports
SELECT COUNT(*) FROM airports
SELECT COUNT(*) FROM airports
SELECT COUNT(*) FROM airports
SELECT COUNT(*) FROM airports
SELECT COUNT(*) FROM airports",flight_2
41,925,What are the names of the dogs for which the owner has not spend more than 1000 for treatment ?,hard,select name from dogs where dog_id not in ( select dog_id from treatments group by dog_id having sum(cost_of_treatment)  >  1000 ),7,"SELECT dogs.name FROM dogs JOIN treatments ON dogs.dog_id = treatments.dog_id JOIN charges ON treatments.treatment_id = charges.charge_id WHERE charges.charge_amount <= 1000
SELECT dogs.name FROM dogs JOIN owners ON dogs.owner_id = owners.owner_id JOIN treatments ON dogs.dog_id = treatments.dog_id WHERE treatments.cost_of_treatment <= 1000
SELECT dogs.name FROM dogs JOIN owners ON dogs.owner_id = owners.owner_id JOIN treatments ON dogs.dog_id = treatments.dog_id GROUP BY dogs.name HAVING SUM(treatments.cost_of_treatment) <= 1000
SELECT dogs.name FROM dogs JOIN owners ON dogs.owner_id = owners.owner_id JOIN treatments ON dogs.dog_id = treatments.dog_id WHERE treatments.cost_of_treatment <= 1000
SELECT dogs.name FROM dogs JOIN owners ON dogs.owner_id = owners.owner_id JOIN treatments ON dogs.dog_id = treatments.dog_id GROUP BY dogs.name HAVING SUM(treatments.cost_of_treatment) <= 1000
SELECT dogs.name FROM dogs JOIN owners ON dogs.owner_id = owners.owner_id JOIN treatments ON dogs.dog_id = treatments.dog_id WHERE treatments.cost_of_treatment <= 1000
SELECT dogs.name FROM dogs JOIN owners ON dogs.owner_id = owners.owner_id JOIN treatments ON dogs.dog_id = treatments.dog_id GROUP BY dogs.name HAVING SUM(treatments.cost_of_treatment) <= 1000",dog_kennels
42,340,What are the names of documents that use templates with the code BK?,medium,"SELECT T2.document_name FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id WHERE T1.template_type_code  =  ""BK""",7,"SELECT documents.document_name FROM documents JOIN templates ON documents.template_id = templates.template_id WHERE templates.template_type_code = 'BK'
SELECT document_name FROM documents WHERE template_id IN (     SELECT template_id     FROM templates     WHERE template_type_code = 'BK' )
SELECT DISTINCT d.document_name FROM documents d JOIN templates t ON d.template_id = t.template_id WHERE t.template_type_code = 'BK'
SELECT document_name FROM documents WHERE template_id IN (     SELECT template_id     FROM templates     WHERE template_type_code = 'BK' )
SELECT document_name FROM documents WHERE template_id IN (     SELECT template_id     FROM templates     WHERE template_type_code = 'BK' )
SELECT document_name FROM documents WHERE template_id IN (     SELECT template_id     FROM templates     WHERE template_type_code = 'BK' )
SELECT document_name FROM documents WHERE template_id IN (     SELECT template_id     FROM templates     WHERE template_type_code = 'BK' )",cre_Doc_Template_Mgt
43,974,How many dogs have an age below the average?,hard,SELECT count(*) FROM Dogs WHERE age  <  ( SELECT avg(age) FROM Dogs ),7,"SELECT COUNT(*) FROM dogs WHERE age < (SELECT AVG(age) FROM dogs)
SELECT COUNT(*) FROM dogs WHERE age < (SELECT AVG(age) FROM dogs)
SELECT COUNT(*) FROM dogs WHERE age < (SELECT AVG(age) FROM dogs)
SELECT COUNT(*) FROM dogs WHERE age < (SELECT AVG(age) FROM dogs)
SELECT COUNT(*) FROM dogs WHERE age < (SELECT AVG(age) FROM dogs)
SELECT COUNT(*) FROM dogs WHERE age < (SELECT AVG(age) FROM dogs)
SELECT COUNT(*) FROM dogs WHERE age < (SELECT AVG(age) FROM dogs)",dog_kennels
44,18,What is the name and capacity for the stadium with highest average attendance?,medium,"SELECT name ,  capacity FROM stadium ORDER BY average DESC LIMIT 1",7,"SELECT name, capacity FROM stadium WHERE stadium_id = (SELECT stadium_id FROM concert WHERE concert_id = (SELECT concert_id FROM singer_in_concert WHERE singer_id = (SELECT singer_id FROM singer WHERE average = (SELECT MAX(average) FROM singer))))
SELECT name, capacity FROM stadium WHERE stadium_id = (     SELECT stadium_id     FROM concert     GROUP BY stadium_id     ORDER BY AVG(capacity) DESC     LIMIT 1 )
SELECT name, capacity FROM stadium WHERE stadium_id = (     SELECT stadium_id     FROM concert     GROUP BY stadium_id     ORDER BY AVG(attendance) DESC     LIMIT 1 )
SELECT name, capacity FROM stadium WHERE stadium_id = (     SELECT stadium_id     FROM concert     GROUP BY stadium_id     ORDER BY AVG(attendance) DESC     LIMIT 1 )
SELECT name, capacity FROM stadium WHERE stadium_id = (SELECT stadium_id FROM concert WHERE concert_id = (SELECT concert_id FROM singer_in_concert WHERE singer_id = (SELECT singer_id FROM singer WHERE average = (SELECT MAX(average) FROM singer))))
SELECT name, capacity FROM stadium WHERE stadium_id = (SELECT stadium_id FROM concert WHERE concert_id = (SELECT concert_id FROM singer_in_concert WHERE singer_id = (SELECT singer_id FROM singer WHERE average = (SELECT MAX(average) FROM singer))))
SELECT name, capacity FROM stadium WHERE stadium_id = (     SELECT stadium_id     FROM concert     GROUP BY stadium_id     ORDER BY AVG(attendance) DESC     LIMIT 1 )",concert_singer
45,660,Return the names of all the poker players.,easy,SELECT T1.Name FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID,7,"SELECT name FROM people WHERE people_id IN (SELECT people_id FROM poker_player)
SELECT name FROM people
SELECT name FROM people WHERE people_id IN (SELECT people_id FROM poker_player)
SELECT name FROM people
SELECT name FROM people INNER JOIN poker_player ON people.people_id = poker_player.people_id
SELECT name FROM people
SELECT name FROM people WHERE people_id IN (SELECT people_id FROM poker_player)",poker_player
46,461,Find the year that has the most number of matches.,hard,SELECT YEAR FROM matches GROUP BY YEAR ORDER BY count(*) DESC LIMIT 1,7,"SELECT year, COUNT(*) AS match_count FROM matches GROUP BY year ORDER BY match_count DESC LIMIT 1
SELECT year, COUNT(*) AS match_count FROM matches GROUP BY year ORDER BY match_count DESC LIMIT 1
SELECT year, COUNT(*) AS match_count FROM matches GROUP BY year ORDER BY match_count DESC LIMIT 1
SELECT year, COUNT(*) AS match_count FROM matches GROUP BY year ORDER BY match_count DESC LIMIT 1
SELECT year, COUNT(*) AS match_count FROM matches GROUP BY year ORDER BY match_count DESC LIMIT 1
SELECT year, COUNT(*) AS match_count FROM matches GROUP BY year ORDER BY match_count DESC LIMIT 1
SELECT year, COUNT(*) AS match_count FROM matches GROUP BY year ORDER BY match_count DESC LIMIT 1",wta_1
47,116,What is the count of the car models produced in the United States?,hard,SELECT count(*) FROM MODEL_LIST AS T1 JOIN CAR_MAKERS AS T2 ON T1.Maker  =  T2.Id JOIN COUNTRIES AS T3 ON T2.Country  =  T3.CountryId WHERE T3.CountryName  =  'usa';,7,"SELECT COUNT(*) FROM model_list WHERE maker IN (SELECT id FROM car_makers WHERE country IN (SELECT countryid FROM countries WHERE continent IN (SELECT contid FROM continents WHERE continent = 'United States')))
SELECT COUNT(*) FROM model_list WHERE maker IN (SELECT id FROM car_makers WHERE country IN (SELECT countryid FROM countries WHERE continent IN (SELECT contid FROM continents WHERE continent = 'United States')))
SELECT COUNT(*) FROM model_list WHERE maker IN (SELECT id FROM car_makers WHERE country IN (SELECT countryid FROM countries WHERE continent IN (SELECT contid FROM continents WHERE continent = 'United States')))
SELECT COUNT(*) FROM model_list WHERE maker IN (SELECT id FROM car_makers WHERE country IN (SELECT countryid FROM countries WHERE continent IN (SELECT contid FROM continents WHERE continent = 'United States')))
SELECT COUNT(*) FROM model_list WHERE maker IN (SELECT id FROM car_makers WHERE country IN (SELECT countryid FROM countries WHERE continent IN (SELECT contid FROM continents WHERE continent = 'United States')))
SELECT COUNT(*) FROM model_list WHERE maker IN (SELECT id FROM car_makers WHERE country IN (SELECT countryid FROM countries WHERE continent IN (SELECT contid FROM continents WHERE continent = 'United States')))
SELECT COUNT(*) FROM model_list WHERE maker IN (SELECT id FROM car_makers WHERE country IN (SELECT countryid FROM countries WHERE continent IN (SELECT contid FROM continents WHERE continent = 'United States')))",car_1
48,891,Return the names of friends of the high school student Kyle.,hard,"SELECT T3.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id JOIN Highschooler AS T3 ON T1.friend_id  =  T3.id WHERE T2.name  =  ""Kyle""",7,"SELECT name FROM highschooler WHERE id IN (     SELECT friend_id     FROM friend     WHERE student_id IN (         SELECT id         FROM highschooler         WHERE name = 'Kyle'     ) )
SELECT name FROM highschooler WHERE id IN (SELECT friend_id FROM friend WHERE student_id IN (SELECT id FROM highschooler WHERE name = 'Kyle'))
SELECT name FROM highschooler WHERE id IN (SELECT friend_id FROM friend WHERE student_id IN (SELECT id FROM highschooler WHERE name = 'Kyle'))
SELECT name FROM highschooler WHERE id IN (     SELECT friend_id     FROM friend     WHERE student_id IN (         SELECT id         FROM highschooler         WHERE name = 'Kyle'     ) )
SELECT name FROM highschooler WHERE id IN (     SELECT friend_id     FROM friend     WHERE student_id IN (         SELECT id         FROM highschooler         WHERE name = 'Kyle'     ) )
SELECT name FROM highschooler WHERE id IN (     SELECT friend_id     FROM friend     WHERE student_id IN (         SELECT id         FROM highschooler         WHERE name = 'Kyle'     ) )
SELECT name FROM highschooler WHERE id IN (     SELECT friend_id FROM friend     WHERE student_id IN (         SELECT id FROM highschooler         WHERE name = 'Kyle'     ) )",network_1
49,13,What are all the song names by singers who are older than average?,hard,SELECT song_name FROM singer WHERE age  >  (SELECT avg(age) FROM singer),7,"SELECT song_name FROM singer WHERE age > (SELECT AVG(age) FROM singer)
SELECT song_name FROM singer WHERE age > (SELECT AVG(age) FROM singer)
SELECT song_name FROM singer WHERE age > (SELECT AVG(age) FROM singer)
SELECT song_name FROM singer WHERE age > (SELECT AVG(age) FROM singer)
SELECT song_name FROM singer WHERE age > (SELECT AVG(age) FROM singer)
SELECT song_name FROM singer WHERE age > (SELECT AVG(age) FROM singer)
SELECT song_name FROM singer WHERE age > (SELECT AVG(age) FROM singer)",concert_singer
50,351,"What is the template type code for template type description ""Book"".",easy,"SELECT template_type_code FROM Ref_template_types WHERE template_type_description  =  ""Book""",7,"SELECT templates.template_type_code FROM templates WHERE templates.template_type_code = 'Book'
SELECT templates.template_id, templates.version_number, templates.template_type_code, templates.date_effective_from, templates.date_effective_to, templates.template_details, documents.document_id, documents.template_id, documents.document_name, documents.document_description, documents.other_details, paragraphs.paragraph_id, paragraphs.document_id, paragraphs.paragraph_text, paragraphs.other_details FROM templates JOIN documents ON templates.template_id = documents.template_id JOIN paragraphs ON documents.document_id = paragraphs.document_id WHERE templates.template_type_code = 'Book'
SELECT template_type_code FROM ref_template_types WHERE template_type_description = 'Book'
SELECT templates.template_id, templates.version_number, templates.template_type_code, templates.date_effective_from, templates.date_effective_to, templates.template_details, documents.document_id, documents.template_id, documents.document_name, documents.document_description, documents.other_details, paragraphs.paragraph_id, paragraphs.document_id, paragraphs.paragraph_text, paragraphs.other_details FROM templates INNER JOIN documents ON templates.template_id = documents.template_id INNER JOIN paragraphs ON documents.document_id = paragraphs.document_id WHERE templates.template_type_code = 'Book'
SELECT templates.template_type_code FROM templates WHERE templates.template_type_code = 'Book' AND templates.template_type_code = ref_template_types.template_type_code AND templates.template_type_code = documents.template_id AND templates.template_type_code = paragraphs.document_id AND templates.template_type_code = ref_template_types.template_type_code AND templates.template_type_code = ref_template_types.template_type_code AND templates.template_type_code = ref_template_types.template_type_code AND templates.template_type_code = ref_template_types.template_type_code AND templates.template_type_code = ref_template_types.template_type_code AND templates.template_type_code = ref_template_types.template_type_code AND templates.template_type_code = ref_template_types.template_type_code AND templates.template_type_code = ref_template_types.template_type_code AND templates.template_type_code = ref_template_types.template_type_code AND templates.template_type_code = ref_template_types.template_type_code AND templates.template_type_code = ref_template_
SELECT templates.template_id, templates.version_number, templates.template_type_code, templates.date_effective_from, templates.date_effective_to, templates.template_details, documents.document_id, documents.template_id, documents.document_name, documents.document_description, documents.other_details, paragraphs.paragraph_id, paragraphs.document_id, paragraphs.paragraph_text, paragraphs.other_details FROM templates INNER JOIN documents ON templates.template_id = documents.template_id INNER JOIN paragraphs ON documents.document_id = paragraphs.document_id WHERE templates.template_type_code = (SELECT template_type_code FROM ref_template_types WHERE template_type_description = 'Book')
SELECT template_type_code FROM ref_template_types WHERE template_type_description = 'Book'",cre_Doc_Template_Mgt
51,20,How many concerts are there in year 2014 or 2015?,medium,SELECT count(*) FROM concert WHERE YEAR  =  2014 OR YEAR  =  2015,7,"SELECT COUNT(*) FROM concert WHERE year = 2014 OR year = 2015
SELECT COUNT(*) FROM concert WHERE year = 2014 OR year = 2015
SELECT COUNT(*) FROM concert WHERE year IN (2014, 2015)
SELECT COUNT(*) FROM concert WHERE year IN (2014, 2015)
SELECT COUNT(*) FROM concert WHERE year = 2014 OR year = 2015
SELECT COUNT(*) FROM concert WHERE year = 2014 OR year = 2015
SELECT COUNT(*) FROM concert WHERE year IN (2014, 2015)",concert_singer
52,438,What is the average rank for winners in all matches?,easy,SELECT avg(winner_rank) FROM matches,7,"SELECT AVG(winner_rank) FROM matches
SELECT AVG(winner_rank) FROM matches
SELECT AVG(winner_rank) FROM matches
SELECT AVG(winner_rank) FROM matches
SELECT AVG(winner_rank) FROM matches
SELECT AVG(winner_rank) FROM matches
SELECT AVG(winner_rank) FROM matches",wta_1
53,895,What are the ids of high school students who do not have friends?,hard,SELECT id FROM Highschooler EXCEPT SELECT student_id FROM Friend,7,"SELECT id FROM highschooler WHERE id NOT IN (SELECT student_id FROM friend)
SELECT id FROM highschooler WHERE id NOT IN (SELECT student_id FROM friend)
SELECT id FROM highschooler WHERE id NOT IN (SELECT student_id FROM friend)
SELECT id FROM highschooler WHERE id NOT IN (     SELECT DISTINCT student_id     FROM friend     UNION     SELECT DISTINCT liked_id     FROM likes ) AND id IN (     SELECT DISTINCT student_id     FROM friend     UNION     SELECT DISTINCT liked_id     FROM likes )
SELECT id FROM highschooler WHERE id NOT IN (SELECT student_id FROM friend)
SELECT id FROM highschooler WHERE id NOT IN (SELECT student_id FROM friend)
SELECT id FROM highschooler WHERE id NOT IN (SELECT student_id FROM friend)",network_1
54,665,What is the birth date of the poker player with the lowest earnings?,hard,SELECT T1.Birth_Date FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T2.Earnings ASC LIMIT 1,7,"SELECT people.birth_date FROM people JOIN poker_player ON people.people_id = poker_player.people_id ORDER BY poker_player.earnings ASC LIMIT 1
SELECT people.birth_date FROM people INNER JOIN poker_player ON people.people_id = poker_player.people_id WHERE poker_player.earnings = (SELECT MIN(earnings) FROM poker_player)
SELECT birth_date FROM people WHERE people_id = (SELECT people_id FROM poker_player WHERE earnings = (SELECT MIN(earnings) FROM poker_player))
SELECT birth_date FROM people WHERE people_id = (SELECT people_id FROM poker_player WHERE earnings = (SELECT MIN(earnings) FROM poker_player))
SELECT people.birth_date FROM people INNER JOIN poker_player ON people.people_id = poker_player.people_id ORDER BY poker_player.earnings ASC LIMIT 1
SELECT people.birth_date FROM people JOIN poker_player ON people.people_id = poker_player.people_id ORDER BY poker_player.earnings ASC LIMIT 1
SELECT people.birth_date FROM people JOIN poker_player ON people.people_id = poker_player.people_id ORDER BY poker_player.earnings ASC LIMIT 1",poker_player
55,54,How many dog pets are raised by female students?,hard,SELECT count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T2.petid  =  T3.petid WHERE T1.sex  =  'F' AND T3.pettype  =  'dog',7,"SELECT COUNT(*) FROM student, has_pet, pets WHERE student.stuid = has_pet.stuid AND has_pet.petid = pets.petid AND student.sex = 'F' AND pets.pettype = 'dog'
SELECT COUNT(*) FROM student JOIN has_pet ON student.stuid = has_pet.stuid JOIN pets ON has_pet.petid = pets.petid WHERE student.sex = 'F' AND pets.pettype = 'dog'
SELECT COUNT(*) FROM student JOIN has_pet ON student.stuid = has_pet.stuid JOIN pets ON has_pet.petid = pets.petid WHERE student.sex = 'F' AND pets.pettype = 'dog'
SELECT COUNT(*) FROM student WHERE sex = 'F' AND stuid IN (     SELECT stuid     FROM has_pet     WHERE petid IN (         SELECT petid         FROM pets         WHERE pettype = 'dog'     ) )
SELECT COUNT(*) FROM student JOIN has_pet ON student.stuid = has_pet.stuid JOIN pets ON has_pet.petid = pets.petid WHERE student.sex = 'F' AND pets.pettype = 'dog'
SELECT COUNT(*) FROM student JOIN has_pet ON student.stuid = has_pet.stuid JOIN pets ON has_pet.petid = pets.petid WHERE student.sex = 'F' AND pets.pettype = 'dog'
SELECT COUNT(*) FROM student JOIN has_pet ON student.stuid = has_pet.stuid JOIN pets ON has_pet.petid = pets.petid WHERE student.sex = 'F' AND pets.pettype = 'dog'",pets_1
56,684,What are the names of people who do not play poker?,hard,SELECT Name FROM people WHERE People_ID NOT IN (SELECT People_ID FROM poker_player),7,"SELECT name FROM people WHERE people_id NOT IN (SELECT people_id FROM poker_player)
SELECT name FROM people WHERE people_id NOT IN (SELECT people_id FROM poker_player)
SELECT name FROM people WHERE people_id NOT IN (SELECT people_id FROM poker_player)
SELECT name FROM people WHERE people_id NOT IN (SELECT people_id FROM poker_player)
SELECT name FROM people WHERE people_id NOT IN (SELECT people_id FROM poker_player)
SELECT name FROM people WHERE people_id NOT IN (SELECT people_id FROM poker_player)
SELECT name FROM people WHERE people_id NOT IN (SELECT people_id FROM poker_player)",poker_player
57,27,What is the year that had the most concerts?,hard,SELECT YEAR FROM concert GROUP BY YEAR ORDER BY count(*) DESC LIMIT 1,7,"SELECT year, COUNT(*) AS num_concerts FROM concert GROUP BY year ORDER BY num_concerts DESC LIMIT 1
SELECT year, COUNT(*) AS num_concerts FROM concert GROUP BY year ORDER BY num_concerts DESC LIMIT 1
SELECT year, COUNT(*) AS count FROM concert GROUP BY year ORDER BY count DESC LIMIT 1
SELECT year, COUNT(*) AS num_concerts FROM concert GROUP BY year ORDER BY num_concerts DESC LIMIT 1
SELECT year, COUNT(*) FROM concert GROUP BY year ORDER BY COUNT(*) DESC LIMIT 1
SELECT year, COUNT(*) FROM concert GROUP BY year ORDER BY COUNT(*) DESC LIMIT 1
SELECT year, COUNT(*) AS num_concerts FROM concert GROUP BY year ORDER BY num_concerts DESC LIMIT 1",concert_singer
58,555,"Who is the first student to register? List the first name, middle name and last name.",medium,"SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_first_registered ASC LIMIT 1",7,"SELECT first_name, middle_name, last_name FROM students ORDER BY date_first_registered LIMIT 1
SELECT first_name, middle_name, last_name FROM students ORDER BY date_first_registered LIMIT 1
SELECT first_name, middle_name, last_name FROM students WHERE date_first_registered = (SELECT MIN(date_first_registered) FROM students)
SELECT first_name, middle_name, last_name FROM students ORDER BY date_first_registered LIMIT 1
SELECT first_name, middle_name, last_name FROM students ORDER BY date_first_registered LIMIT 1
SELECT first_name, middle_name, last_name FROM students ORDER BY date_first_registered LIMIT 1
SELECT first_name, middle_name, last_name FROM students ORDER BY date_first_registered LIMIT 1",student_transcripts_tracking
59,488,"What is the first name, country code, and birth date of the player with the most winner rank points across all matches?",hard,"SELECT T1.first_name ,  T1.country_code ,  T1.birth_date FROM players AS T1 JOIN matches AS T2 ON T1.player_id  =  T2.winner_id ORDER BY T2.winner_rank_points DESC LIMIT 1",7,"SELECT first_name, country_code, birth_date FROM players WHERE player_id = (     SELECT winner_id     FROM matches     GROUP BY winner_id     ORDER BY SUM(winner_rank_points) DESC     LIMIT 1 )
SELECT first_name, country_code, birth_date FROM players WHERE player_id = (     SELECT winner_id     FROM matches     GROUP BY winner_id     ORDER BY SUM(winner_rank_points) DESC     LIMIT 1 )
SELECT first_name, country_code, birth_date FROM players WHERE player_id = (     SELECT winner_id     FROM matches     GROUP BY winner_id     ORDER BY SUM(winner_rank_points) DESC     LIMIT 1 )
SELECT first_name, country_code, birth_date FROM players WHERE player_id = (     SELECT winner_id     FROM matches     GROUP BY winner_id     ORDER BY SUM(winner_rank_points) DESC     LIMIT 1 )
SELECT first_name, country_code, birth_date FROM players WHERE player_id = (     SELECT winner_id     FROM matches     GROUP BY winner_id     ORDER BY SUM(winner_rank_points) DESC     LIMIT 1 )
SELECT first_name, country_code, birth_date FROM players WHERE player_id = (     SELECT winner_id     FROM matches     GROUP BY winner_id     ORDER BY SUM(winner_rank_points) DESC     LIMIT 1 )
SELECT first_name, country_code, birth_date FROM players WHERE player_id = (     SELECT winner_id     FROM matches     GROUP BY winner_id     ORDER BY SUM(winner_rank_points) DESC     LIMIT 1 )",wta_1
