Question,hardness,Gold,Prediction_0.1,Prediction_0.5,Prediction_1.0,EX_0.1,EX_0.5,EX_1.0
What is the total number of non-chartered schools in the county of Los Angeles with a percent (%) of eligible free meals for grades 1 through 12 that is less than 0.18%?,challenging,SELECT COUNT(T2.School) FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.County = 'Los Angeles' AND T2.Charter = 0 AND CAST(T1.`Free Meal Count (K-12)` AS REAL) * 100 / T1.`Enrollment (K-12)` < 0.18,SELECT COUNT(DISTINCT T1.CDSCode) AS TotalNonCharteredSchools FROM frpm AS T1 JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode JOIN satscores AS T3 ON T1.CDSCode = T3.cds WHERE T2.Charter = 0   AND T2.County = 'Los Angeles'   AND (T1.`Free Meal Count (K-12)` * 100 / T1.`Enrollment (K-12)`) < 0.18   AND T3.AvgScrRead >= 500   AND T3.AvgScrMath >= 500,SELECT COUNT(*)  FROM frpm  JOIN schools ON frpm.CDSCode = schools.CDSCode  WHERE schools.County = 'Los Angeles'    AND schools.Charter = 0    AND frpm.[Percent (%) Eligible Free (K-12)] < 0.18,"SELECT         COUNT(schools.School) AS TotalNonCharteredSchools,        AVG(satscores.AvgScrRead) AS AvgReadingScore    FROM         frpm    JOIN         schools ON frpm.CDSCode = schools.CDSCode    JOIN         satscores ON schools.CDSCode = satscores.cds    WHERE         schools.Charter = 0        AND schools.County = 'Los Angeles'        AND frpm.[Percent (%) Eligible Free (K-12)] * 100 / frpm.[Enrollment (K-12)] < 0.18",0,0,0
"What is the average time in seconds of champion for each year, before year 1975?",challenging,"WITH time_in_seconds AS ( SELECT T2.year, T2.raceId, T1.positionOrder, CASE WHEN T1.positionOrder = 1 THEN (CAST(SUBSTR(T1.time, 1, 1) AS REAL) * 3600) + (CAST(SUBSTR(T1.time, 3, 2) AS REAL) * 60) + CAST(SUBSTR(T1.time, 6,2) AS REAL )   + CAST(SUBSTR(T1.time, 9) AS REAL)/1000 ELSE 0 END AS time_seconds FROM results AS T1 INNER JOIN races AS T2 ON T1.raceId = T2.raceId WHERE T1.time IS NOT NULL ), champion_time AS ( SELECT year, raceId, time_seconds FROM time_in_seconds WHERE positionOrder = 1 ) SELECT year, AVG(time_seconds) FROM champion_time WHERE year < 1975 GROUP BY year HAVING AVG(time_seconds) IS NOT NULL",NULL,NULL,"SELECT      r.year,      AVG(         (CAST(SUBSTR(r.time, 1, 2) AS REAL) * 3600) +          (CAST(SUBSTR(r.time, 4, 2) AS REAL) * 60) +          CAST(SUBSTR(r.time, 7, 4) AS REAL)     ) AS avg_time_seconds FROM      results r JOIN      drivers d ON r.driverId = d.driverId JOIN      races rs ON r.raceId = rs.raceId JOIN      status s ON r.statusId = s.statusId WHERE      s.status = 'Finished'      AND rs.year < 1975 GROUP BY      rs.year",0,0,0
What was the difference in gas consumption between CZK-paying customers and EUR-paying customers in 2012?,challenging,"SELECT SUM(IIF(T1.Currency = 'CZK', T2.Consumption, 0)) - SUM(IIF(T1.Currency = 'EUR', T2.Consumption, 0)) FROM customers AS T1 INNER JOIN yearmonth AS T2 ON T1.CustomerID = T2.CustomerID WHERE SUBSTR(T2.Date, 1, 4) = '2012'",NULL,NULL,"SELECT      customers.Currency,     SUM(yearmonth.Consumption) AS TotalConsumption FROM      yearmonth JOIN      customers ON yearmonth.CustomerID = customers.CustomerID WHERE      yearmonth.Date BETWEEN '201201' AND '201212' GROUP BY      customers.Currency",0,0,0
"For the patient who was born on 1959/2/18, what is the decrease rate for his/her total cholesterol from November to December in 1981?",challenging,SELECT CAST((SUM(CASE WHEN T2.Date LIKE '1981-11-%' THEN T2.`T-CHO` ELSE 0 END) - SUM(CASE WHEN T2.Date LIKE '1981-12-%' THEN T2.`T-CHO` ELSE 0 END)) AS REAL) / SUM(CASE WHEN T2.Date LIKE '1981-12-%' THEN T2.`T-CHO` ELSE 0 END) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T1.Birthday = '1959-02-18',NULL,NULL,SELECT      (SUM(CASE WHEN L.Date LIKE '1981-11-%' THEN L.`T-CHO` ELSE 0 END) -      SUM(CASE WHEN L.Date LIKE '1981-12-%' THEN L.`T-CHO` ELSE 0 END)) * 100.0 /      SUM(CASE WHEN L.Date LIKE '1981-11-%' THEN L.`T-CHO` ELSE 0 END) AS decrease_rate FROM      Patient P JOIN      Examination E ON P.ID = E.ID JOIN      Laboratory L ON P.ID = L.ID WHERE      P.Birthday = '1959-02-18'   ### 4. Query Review - **Table/column references**: All relevant tables and columns are correctly referenced. - **Joins**: Proper joins are included based on the schema. - **Filters**: ,0,0,0
"For the branch which located in the south Bohemia with biggest number of inhabitants, what is the percentage of the male clients?",challenging,SELECT CAST(SUM(T1.gender = 'M') AS REAL) * 100 / COUNT(T1.client_id) FROM client AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T2.A3 = 'south Bohemia' GROUP BY T2.A4 ORDER BY T2.A4 DESC LIMIT 1,SELECT      (CAST(SUM(CASE WHEN gender = 'M' THEN 1 ELSE 0 END) AS REAL) * 100) / COUNT(client_id) AS percentage_male_clients FROM      district JOIN      client ON district.district_id = client.district_id WHERE      A3 = 'south Bohemia',NULL,"SELECT         d.A3 AS region,        (SUM(CASE WHEN c.gender = 'M' THEN 1 ELSE 0 END) * 100.0 / COUNT(c.client_id)) AS percentage_male_clients,        AVG(JULIANDAY('now') - JULIANDAY(c.birth_date)) / 365 AS average_age,        AVG(t.amount / 30) AS average_transactions_per_month    FROM         client c    JOIN         district d ON c.district_id = d.district_id    JOIN         trans t ON c.client_id IN (SELECT client_id FROM disp WHERE account_id IN (SELECT account_id FROM trans))    WHERE         d.A3 = 'south Bohemia'    GROUP BY         d.A3      4. **Query Review**:    - Table/column references: All used tables and columns are present in the schema.    - Joins: Joins are based on the identified relationships.    - Filters: Filter for `A3 = 'south Bohemia'` is applied.    - Calculations: Percentage of male clients, average age, and average transactions per month are calculated.    - Grouping: Grouping by region ensures the calculations are done per branch.  ",0,0,0
Under whose administration is the school with the highest number of students scoring 1500 or more on the SAT? Indicate their full names.,challenging,"SELECT T2.AdmFName1, T2.AdmLName1, T2.AdmFName2, T2.AdmLName2, T2.AdmFName3, T2.AdmLName3 FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.NumGE1500 DESC LIMIT 1","Select the full names of the administrators from the `schools` table.  Here is the SQL query to achieve this:  sql SELECT      AdmFName1, AdmLName1, AdmFName2, AdmLName2, AdmFName3, AdmLName3 FROM      schools JOIN      satscores ON schools.CDSCode = satscores.cds WHERE      NumGE1500 >= 1500 ORDER BY      NumGE1500 DESC LIMIT 1","SELECT      s.School AS SchoolName,     s.District AS DistrictName,     s.AdmFName1 || ' ' || s.AdmLName1 AS Admin1,     s.AdmFName2 || ' ' || s.AdmLName2 AS Admin2,     s.AdmFName3 || ' ' || s.AdmLName3 AS Admin3 FROM      schools s JOIN      satscores ss ON s.CDSCode = ss.cds WHERE      ss.NumGE1500 >= 1 ORDER BY      ss.enroll12 DESC LIMIT 1",NULL,0,0,0
List the long name of teams with above-average build-up play passing in 2012.,challenging,"SELECT DISTINCT t4.team_long_name FROM Team_Attributes AS t3 INNER JOIN Team AS t4 ON t3.team_api_id = t4.team_api_id WHERE SUBSTR(t3.`date`, 1, 4) = '2012' AND t3.buildUpPlayPassing > ( SELECT CAST(SUM(t2.buildUpPlayPassing) AS REAL) / COUNT(t1.id) FROM Team AS t1 INNER JOIN Team_Attributes AS t2 ON t1.team_api_id = t2.team_api_id WHERE STRFTIME('%Y',t2.`date`) = '2012')",NULL,"SELECT      T.team_long_name,     AVG(TA.buildUpPlayPassing) AS avg_buildUpPlayPassing FROM      Team AS T JOIN      Team_Attributes AS TA ON T.team_api_id = TA.team_api_id JOIN      Match AS M ON T.team_api_id = M.home_team_api_id OR T.team_api_id = M.away_team_api_id WHERE      strftime('%Y', TA.date) = '2012' GROUP BY      T.team_long_name HAVING      AVG(TA.buildUpPlayPassing) > (SELECT AVG(buildUpPlayPassing) FROM Team_Attributes WHERE strftime('%Y', date) = '2012' AND buildUpPlayPassing IS NOT NULL)",NULL,0,0,0
Are there more male patients with creatinine not within the normal range than female? True or False?,challenging,SELECT CASE WHEN SUM(CASE WHEN T1.SEX = 'M' THEN 1 ELSE 0 END) > SUM(CASE WHEN T1.SEX = 'F' THEN 1 ELSE 0 END) THEN 'True' ELSE 'False' END FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.CRE >= 1.5,"SELECT      SUM(CASE WHEN T1.SEX = 'M' THEN 1 ELSE 0 END) AS MaleCount,     SUM(CASE WHEN T1.SEX = 'F' THEN 1 ELSE 0 END) AS FemaleCount FROM      Patient AS T1 JOIN      Laboratory AS T2 ON T1.ID = T2.ID WHERE      T2.CRE >= 1.5",NULL,NULL,0,0,0
"For the customer who paid 634.8 in 2012/8/25, what was the consumption decrease rate from Year 2012 to 2013?",challenging,"SELECT CAST(SUM(IIF(SUBSTR(Date, 1, 4) = '2012', Consumption, 0)) - SUM(IIF(SUBSTR(Date, 1, 4) = '2013', Consumption, 0)) AS FLOAT) / SUM(IIF(SUBSTR(Date, 1, 4) = '2012', Consumption, 0)) FROM yearmonth WHERE CustomerID = ( SELECT T1.CustomerID FROM transactions_1k AS T1 INNER JOIN gasstations AS T2 ON T1.GasStationID = T2.GasStationID WHERE T1.Date = '2012-08-25' AND T1.Price = 634.8 )","SELECT      t1.CustomerID,      t1.Amount,      ym1.Consumption AS Consumption_2012,      ym2.Consumption AS Consumption_2013,      ((ym1.Consumption - ym2.Consumption) / ym1.Consumption) AS Consumption_Decrease_Rate FROM      transactions_1k t1 JOIN      yearmonth ym1 ON t1.Date = ym1.Date AND t1.CustomerID = ym1.CustomerID JOIN      yearmonth ym2 ON t1.CustomerID = ym2.CustomerID AND ym2.Date = '2013-08-25' WHERE      t1.Date = '2012-08-25' AND t1.Amount = 634.8",SELECT      (y1.Consumption - y2.Consumption) / y1.Consumption AS ConsumptionDecreaseRate FROM      transactions_1k t JOIN      customers c ON t.CustomerID = c.CustomerID JOIN      yearmonth y1 ON t.CustomerID = y1.CustomerID AND t.Date = '2012-08-25' JOIN      yearmonth y2 ON t.CustomerID = y2.CustomerID AND t.Date = '2012-08-25' WHERE      t.Amount = 634.8 AND      c.Segment = 'SME' AND      c.Currency = 'EUR',SELECT      (SELECT SUM(Price) FROM transactions_1k AS t1 INNER JOIN yearmonth AS ym ON t1.Date = ym.Date WHERE t1.CustomerID = 634.8 AND ym.Date LIKE '2012%') -      (SELECT SUM(Price) FROM transactions_1k AS t1 INNER JOIN yearmonth AS ym ON t1.Date = ym.Date WHERE t1.CustomerID = 634.8 AND ym.Date LIKE '2013%') AS consumption_decrease_rate,0,0,0
Name the elements that comprise the atoms of bond TR001_2_4.,challenging,SELECT DISTINCT T1.element FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id WHERE T2.bond_id = 'TR001_2_4',SELECT DISTINCT element FROM atom JOIN connected ON atom.atom_id = connected.atom_id WHERE connected.bond_id = 'TR001_2_4',"Select the `element` from the `atom` table and the `label` from the `molecule` table.    - Apply the filter condition `bond_id = 'TR001_2_4'`.  Here is the constructed SQL query:  sql SELECT      atom.element,      molecule.label FROM      bond JOIN      atom ON bond.bond_id = atom.bond_id JOIN      molecule ON atom.molecule_id = molecule.molecule_id WHERE      bond.bond_id = 'TR001_2_4'",NULL,1,0,0
What percentage of cards without power are in French?,challenging,SELECT CAST(SUM(CASE WHEN T2.language = 'French' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.id) FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T1.power IS NULL OR T1.power = '*',SELECT      CAST(SUM(CASE WHEN T1.language = 'French' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T2.power) AS percentage FROM      set_translations AS T1 JOIN      cards AS T2 ON T1.setCode = T2.setCode WHERE      T2.power IS NULL OR T2.power = '*',SELECT      CAST(SUM(CASE WHEN T1.language = 'French' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T2.power) FROM      set_translations AS T1 JOIN      cards AS T2 ON T1.setCode = T2.setCode WHERE      T2.power IS NULL OR T2.power = '*',NULL,0,0,0
List the superheroes from Marvel Comics who have the super power of 'Super Strength'.,challenging,SELECT superhero_name FROM superhero AS T1 WHERE EXISTS (SELECT 1 FROM hero_power AS T2 INNER JOIN superpower AS T3 ON T2.power_id = T3.id WHERE T3.power_name = 'Super Strength' AND T1.id = T2.hero_id)AND EXISTS (SELECT 1 FROM publisher AS T4 WHERE T4.publisher_name = 'Marvel Comics' AND T1.publisher_id = T4.id),SELECT s.superhero_name FROM superhero s JOIN publisher p ON s.publisher_id = p.id JOIN hero_power hp ON s.id = hp.hero_id JOIN superpower sp ON hp.power_id = sp.id WHERE p.publisher_name = 'Marvel Comics' AND sp.power_name = 'Super Strength',"SELECT s.superhero_name, s.full_name, s.height_cm FROM superhero s JOIN hero_power hp ON s.id = hp.hero_id JOIN superpower sp ON hp.power_id = sp.id JOIN publisher p ON s.publisher_id = p.id WHERE p.publisher_name = 'Marvel Comics' AND sp.power_name = 'Super Strength'",NULL,1,0,0
What is the percentage of carcinogenic molecules in triple type bonds?,challenging,SELECT CAST(COUNT(DISTINCT CASE WHEN T2.label = '+' THEN T2.molecule_id ELSE NULL END) AS REAL) * 100 / COUNT(DISTINCT T2.molecule_id) FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id INNER JOIN bond AS T3 ON T2.molecule_id = T3.molecule_id WHERE T3.bond_type = '#',SELECT      CAST(SUM(CASE WHEN T2.bond_type = '#' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.molecule_id) AS percent FROM      molecule AS T1 JOIN      bond AS T2 ON T1.molecule_id = T2.molecule_id WHERE      T1.label = '+',SELECT      CAST(SUM(CASE WHEN bond_type = '#' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(bond_id) AS percent FROM      bond JOIN      molecule ON bond.molecule_id = molecule.molecule_id JOIN      connected ON bond.bond_id = connected.bond_id WHERE      molecule.label = '+',NULL,0,0,0
Which bond type accounted for the majority of the bonds found in molecule TR010 and state whether or not this molecule is carcinogenic?,challenging,"SELECT T.bond_type FROM ( SELECT T1.bond_type, COUNT(T1.molecule_id) FROM bond AS T1  WHERE T1.molecule_id = 'TR010' GROUP BY T1.bond_type ORDER BY COUNT(T1.molecule_id) DESC LIMIT 1 ) AS T",NULL,NULL,"SELECT      bond.bond_type,      COUNT(bond.bond_type) AS bond_count,      molecule.label FROM      connected JOIN      bond ON connected.bond_id = bond.bond_id JOIN      molecule ON bond.molecule_id = molecule.molecule_id WHERE      bond.molecule_id = 'TR010' GROUP BY      bond.bond_type,      molecule.label ORDER BY      bond_count DESC LIMIT 1",0,0,0
What elements are in the TR004_8_9 bond atoms?,challenging,SELECT DISTINCT T1.element FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id WHERE T2.bond_id = 'TR004_8_9',"Select the element column from the atom table    - Apply the filter for bond_id = 'TR004_8_9'  4. Query Review:    - Verify all table/column references: connected, bond, atom, molecule    - Check join conditions: connected.bond_id = bond.bond_id, connected.atom_id = atom.atom_id    - Confirm aggregations and groupings: None    - Validate against requirements: Correctly finds elements of atoms involved in the bond with bond_id 'TR004_8_9'  Final Query: sql SELECT T3.element FROM connected AS T1 JOIN bond AS T2 ON T1.bond_id = T2.bond_id JOIN atom AS T3 ON T1.atom_id = T3.atom_id WHERE T2.bond_id = 'TR004_8_9'",Select distinct elements from the joined atom table  4. Query Review:    - All table/column references are correct    - Join conditions are valid    - No aggregations or groupings are needed    - ,NULL,0,0,0
Which publisher created more superheroes: DC or Marvel Comics? Find the difference in the number of superheroes.,challenging,SELECT SUM(CASE WHEN T2.publisher_name = 'DC Comics' THEN 1 ELSE 0 END) - SUM(CASE WHEN T2.publisher_name = 'Marvel Comics' THEN 1 ELSE 0 END) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id,SELECT superhero_count FROM (SELECT superhero_count FROM superhero GROUP BY publisher.publisher_name ORDER BY superhero_count DESC LIMIT 2) AS T1 9: - (SELECT superhero_count FROM (SELECT superhero_count FROM superhero GROUP BY publisher.publisher_name ORDER BY superhero_count DESC LIMIT 2) AS T2 WHERE T2.publisher_name = 'Marvel Comics') 10: AS difference  Final Query: sql SELECT superhero_count FROM (SELECT superhero_count FROM superhero GROUP BY publisher.publisher_name ORDER BY superhero_count DESC LIMIT 2) AS T1 - (SELECT superhero_count FROM (SELECT superhero_count FROM superhero GROUP BY publisher.publisher_name ORDER BY superhero_count DESC LIMIT 2) AS T2 WHERE T2.publisher_name = 'Marvel Comics') AS difference,NULL,SELECT      SUM(CASE WHEN T2.publisher_name = 'DC Comics' THEN 1 ELSE 0 END) -      SUM(CASE WHEN T2.publisher_name = 'Marvel Comics' THEN 1 ELSE 0 END) AS difference FROM      superhero AS T1 INNER JOIN      publisher AS T2 ON T1.publisher_id = T2.id,0,0,1
Who has the highest average finishing rate between the highest and shortest football player?,challenging,"SELECT A FROM ( SELECT AVG(finishing) result, 'Max' A FROM Player AS T1 INNER JOIN Player_Attributes AS T2 ON T1.player_api_id = T2.player_api_id WHERE T1.height = ( SELECT MAX(height) FROM Player ) UNION SELECT AVG(finishing) result, 'Min' A FROM Player AS T1 INNER JOIN Player_Attributes AS T2 ON T1.player_api_id = T2.player_api_id WHERE T1.height = ( SELECT MIN(height) FROM Player ) ) ORDER BY result DESC LIMIT 1","SELECT p.player_name, AVG(pa.finishing) AS avg_finishing_rate FROM Player p JOIN Player_Attributes pa ON p.player_api_id = pa.player_api_id WHERE p.height IN (SELECT MAX(height) FROM Player), (SELECT MIN(height) FROM Player) GROUP BY p.player_name ORDER BY avg_finishing_rate DESC LIMIT 1","SELECT MIN(height) AS min_height, MAX(height) AS max_height     FROM Player ), FilteredPlayers AS (     SELECT p.player_name, pa.finishing     FROM Player p     JOIN Player_Attributes pa ON p.player_api_id = pa.player_api_id     JOIN HeightBounds hb ON p.height BETWEEN hb.min_height AND hb.max_height ) SELECT player_name, AVG(finishing) AS average_finishing_rate FROM FilteredPlayers GROUP BY player_name ORDER BY average_finishing_rate DESC LIMIT 1",NULL,0,0,0
"What number of patients with a degree of thrombosis level 2 and ANA pattern of only S, have a level of anti-Cardiolip in antibody (IgM) 20% higher than average?",challenging,SELECT COUNT(*) FROM Examination WHERE Thrombosis = 2 AND `ANA Pattern` = 'S' AND `aCL IgM` > (SELECT AVG(`aCL IgM`) * 1.2 FROM Examination WHERE Thrombosis = 2 AND `ANA Pattern` = 'S'),SELECT COUNT(DISTINCT Patient.ID) AS PatientCount FROM Examination JOIN Patient ON Examination.ID = Patient.ID WHERE Examination.Thrombosis = 2 AND Examination.ANA = 'S' AND Examination.`aCL IgM` > (SELECT AVG(`aCL IgM`) FROM Examination WHERE Thrombosis = 2 AND ANA = 'S') * 1.2,SELECT AVG(`aCL IgM`) AS avg_aCL_IgM FROM Examination WHERE Thrombosis = 2 AND ANA = 'S',NULL,0,0,0
On average how many carcinogenic molecules are single bonded?,challenging,"SELECT AVG(single_bond_count) FROM (SELECT T3.molecule_id, COUNT(T1.bond_type) AS single_bond_count FROM bond AS T1  INNER JOIN atom AS T2 ON T1.molecule_id = T2.molecule_id INNER JOIN molecule AS T3 ON T3.molecule_id = T2.molecule_id WHERE T1.bond_type = '-' AND T3.label = '+' GROUP BY T3.molecule_id) AS subquery",NULL,NULL,NULL,0,0,0
How many percent of female heroes were published by Marvel Comics?,challenging,SELECT CAST(COUNT(CASE WHEN T2.publisher_name = 'Marvel Comics' THEN 1 ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id INNER JOIN gender AS T3 ON T1.gender_id = T3.id WHERE T3.gender = 'Female',SELECT      CAST(SUM(CASE WHEN T1.gender = 'Female' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(*) AS percentage FROM      superhero AS T1 JOIN      gender AS T2 ON T1.gender_id = T2.id JOIN      publisher AS T3 ON T1.publisher_id = T3.id WHERE      T3.publisher_name = 'Marvel Comics',"SELECT      ROUND(         CAST(SUM(CASE WHEN T1.gender = 'Female' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.id),          2     ) AS percentage_female_heroes FROM      superhero AS T1 JOIN      gender AS T2 ON T1.gender_id = T2.id JOIN      publisher AS T3 ON T1.publisher_id = T3.id WHERE      T3.publisher_name = 'Marvel Comics'",NULL,0,0,0
"Between DC and Marvel Comics, which publisher has published more superheroes? Find the difference in the number of superheroes they have published.",challenging,SELECT SUM(CASE WHEN T2.publisher_name = 'Marvel Comics' THEN 1 ELSE 0 END) - SUM(CASE WHEN T2.publisher_name = 'DC Comics' THEN 1 ELSE 0 END) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id,"SELECT publisher_name, COUNT(superhero_name) AS superhero_count,         SUM(CASE WHEN publisher_name = 'Marvel Comics' THEN 1 ELSE 0 END) -         SUM(CASE WHEN publisher_name = 'DC Comics' THEN 1 ELSE 0 END) AS difference FROM superhero JOIN publisher ON superhero.publisher_id = publisher.id GROUP BY publisher_name ORDER BY difference DESC LIMIT 1",NULL,NULL,0,0,0
What are the elements of the toxicology and label of molecule TR060?,challenging,"SELECT DISTINCT T1.element, T2.label FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T2.molecule_id = 'TR060'",NULL,NULL,NULL,0,0,0
