Question,hardness,Gold,Prediction_0.1,Prediction_0.5,Prediction_1.0,EX_0.1,EX_0.5,EX_1.0
Which molecules have triple bonds and list all the elements they contain.,challenging,"SELECT DISTINCT T1.molecule_id, T2.element FROM bond AS T1 INNER JOIN atom AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.bond_type = '#'","SELECT molecule.molecule_id, atom.element FROM molecule JOIN bond ON molecule.molecule_id = bond.molecule_id JOIN atom ON molecule.molecule_id = atom.molecule_id WHERE bond.bond_type = '#'","SELECT molecule.molecule_id, DISTINCT(atom.element) FROM molecule JOIN bond ON molecule.molecule_id = bond.molecule_id JOIN atom ON molecule.molecule_id = atom.molecule_id WHERE bond.bond_type = '#'","SELECT molecule.molecule_id, atom.element FROM molecule JOIN bond ON molecule.molecule_id = bond.molecule_id JOIN atom ON molecule.molecule_id = atom.molecule_id WHERE bond.bond_type = '#'",0,0,0
Which members who were approved from 1/10/2019 to 11/19/2019? Please identify the member who attended the event and the link to their event.,challenging,"SELECT DISTINCT T1.link_to_member, T3.link_to_event FROM expense AS T1 INNER JOIN member AS T2 ON T1.link_to_member = T2.member_id INNER JOIN attendance AS T3 ON T2.member_id = T3.link_to_member WHERE date(SUBSTR(T1.expense_date, 1, 10)) BETWEEN '2019-01-10' AND '2019-11-19' AND T1.approved = 'true'","SELECT member.member_id, attendance.link_to_event FROM member JOIN expense ON member.member_id = expense.link_to_member JOIN budget ON expense.link_to_budget = budget.budget_id JOIN event ON budget.link_to_event = event.event_id JOIN attendance ON member.member_id = attendance.link_to_member WHERE expense.approved = 'true' AND expense.expense_date BETWEEN '2019-01-10' AND '2019-11-19'","SELECT member.member_id, member.first_name, member.last_name, event.event_id FROM member JOIN expense ON member.member_id = expense.link_to_member JOIN budget ON expense.link_to_budget = budget.budget_id JOIN event ON budget.link_to_event = event.event_id JOIN attendance ON member.member_id = attendance.link_to_member AND event.event_id = attendance.link_to_event WHERE expense.approved = 'true' AND expense.expense_date BETWEEN '2019-01-10' AND '2019-11-19'","SELECT member.member_id, event.event_id FROM expense JOIN member ON expense.link_to_member = member.member_id JOIN attendance ON member.member_id = attendance.link_to_member JOIN event ON attendance.link_to_event = event.event_id WHERE expense.approved = 'true' AND expense.expense_date BETWEEN '2019-01-10' AND '2019-11-19'",1,0,1
"What is the most common illness that doctors identified among the patients whose lab work was done between 1/1/1985, and 12/31/1995?",challenging,SELECT T2.Diagnosis FROM Examination AS T1 INNER JOIN Patient AS T2 ON T1.ID = T2.ID WHERE T1.`Examination Date` BETWEEN '1985-01-01' AND '1995-12-31' GROUP BY T2.Diagnosis ORDER BY COUNT(T2.Diagnosis) DESC LIMIT 1,"SELECT Diagnosis, COUNT(Diagnosis) AS diagnosis_count FROM Examination JOIN Patient ON Examination.ID = Patient.ID JOIN Laboratory ON Patient.ID = Laboratory.ID WHERE Examination.Date BETWEEN '1985-01-01' AND '1995-12-31' GROUP BY Diagnosis ORDER BY diagnosis_count DESC LIMIT 1","SELECT Diagnosis FROM Examination WHERE ""Examination Date"" BETWEEN '1985-01-01' AND '1995-12-31' GROUP BY Diagnosis ORDER BY COUNT(Diagnosis) DESC LIMIT 1","SELECT Diagnosis, COUNT(*) as count FROM Patient JOIN Laboratory ON Patient.ID = Laboratory.ID JOIN Examination ON Patient.ID = Examination.ID WHERE Examination.Examination_Date BETWEEN '1985-01-01' AND '1995-12-31' GROUP BY Diagnosis ORDER BY count DESC LIMIT 1",0,1,0
"What is the difference of the average ball control score between Abdou Diallo and Aaron Appindangoye
?",challenging,SELECT CAST(SUM(CASE WHEN t1.player_name = 'Abdou Diallo' THEN t2.ball_control ELSE 0 END) AS REAL) / COUNT(CASE WHEN t1.player_name = 'Abdou Diallo' THEN t2.id ELSE NULL END) - CAST(SUM(CASE WHEN t1.player_name = 'Aaron Appindangoye' THEN t2.ball_control ELSE 0 END) AS REAL) / COUNT(CASE WHEN t1.player_name = 'Aaron Appindangoye' THEN t2.id ELSE NULL END) FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id,SELECT (SELECT AVG(ball_control) FROM Player_Attributes JOIN Player ON Player_Attributes.player_api_id = Player.player_api_id WHERE Player.player_name = 'Abdou Diallo') - (SELECT AVG(ball_control) FROM Player_Attributes JOIN Player ON Player_Attributes.player_api_id = Player.player_api_id WHERE Player.player_name = 'Aaron Appindangoye') AS difference_in_ball_control,SELECT (SELECT AVG(ball_control) FROM Player_Attributes JOIN Player ON Player_Attributes.player_api_id = Player.player_api_id WHERE Player.player_name = 'Abdou Diallo') - (SELECT AVG(ball_control) FROM Player_Attributes JOIN Player ON Player_Attributes.player_api_id = Player.player_api_id WHERE Player.player_name = 'Aaron Appindangoye'),SELECT (SELECT AVG(ball_control) FROM Player_Attributes JOIN Player ON Player_Attributes.player_api_id = Player.player_api_id WHERE Player.player_name = 'Abdou Diallo') - (SELECT AVG(ball_control) FROM Player_Attributes JOIN Player ON Player_Attributes.player_api_id = Player.player_api_id WHERE Player.player_name = 'Aaron Appindangoye'),1,1,1
"Write the full name of the member who spent money for water, veggie tray and supplies and include the cost of it.",challenging,"SELECT T2.first_name, T2.last_name, T1.cost FROM expense AS T1 INNER JOIN member AS T2 ON T1.link_to_member = T2.member_id WHERE T1.expense_description = 'Water, Veggie tray, supplies'","SELECT first_name, last_name, cost FROM member JOIN expense ON member.member_id = expense.link_to_member WHERE expense_description LIKE '%Water%' AND expense_description LIKE '%Veggie tray%' AND expense_description LIKE '%supplies%'","SELECT member.first_name, member.last_name, expense.cost FROM member JOIN expense ON member.member_id = expense.link_to_member WHERE expense.expense_description = 'Water, Veggie tray, supplies'","SELECT member.first_name, member.last_name, expense.cost FROM expense JOIN member ON expense.link_to_member = member.member_id WHERE expense.expense_description = 'Water, Veggie tray, supplies'",1,1,1
List down top 3 German drivers who has the shortest average pit stop duration and were born between 1980-1985.,challenging,"SELECT T2.forename, T2.surname FROM pitStops AS T1 INNER JOIN drivers AS T2 on T1.driverId = T2.driverId WHERE T2.nationality = 'German' AND STRFTIME('%Y', T2.dob) BETWEEN '1980' AND '1985' GROUP BY T2.forename, T2.surname ORDER BY AVG(T1.duration) LIMIT 3","SELECT drivers.forename, drivers.surname, AVG(pitStops.duration) AS avg_duration FROM drivers JOIN pitStops ON drivers.driverId = pitStops.driverId WHERE 1980 < strftime('%Y', drivers.dob) < 1985 AND drivers.nationality = 'German' GROUP BY drivers.driverId ORDER BY avg_duration ASC LIMIT 3","SELECT drivers.forename || ' ' || drivers.surname AS full_name, AVG(pitStops.duration) AS avg_pit_stop_duration FROM drivers JOIN pitStops ON drivers.driverId = pitStops.driverId WHERE drivers.nationality = 'German' AND 1980 < strftime('%Y', drivers.dob) < 1985 GROUP BY drivers.driverId ORDER BY avg_pit_stop_duration ASC LIMIT 3","SELECT drivers.forename, drivers.surname, AVG(pitStops.duration) AS average_duration FROM drivers JOIN pitStops ON drivers.driverId = pitStops.driverId WHERE drivers.nationality = 'German' AND drivers.dob BETWEEN '1980-01-01' AND '1985-12-31' GROUP BY drivers.driverId ORDER BY average_duration LIMIT 3",0,0,0
What percentage is Landon Donovan's overall rating higher than Jordan Bowery on 2013/7/12?,challenging,"SELECT (SUM(CASE WHEN t1.player_name = 'Landon Donovan' THEN t2.overall_rating ELSE 0 END) * 1.0 - SUM(CASE WHEN t1.player_name = 'Jordan Bowery' THEN t2.overall_rating ELSE 0 END)) * 100 / SUM(CASE WHEN t1.player_name = 'Landon Donovan' THEN t2.overall_rating ELSE 0 END) LvsJ_percent FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_fifa_api_id = t2.player_fifa_api_id WHERE SUBSTR(t2.`date`, 1, 10) = '2013-07-12'","SELECT (donovan_rating.overall_rating - bowery_rating.overall_rating) / donovan_rating.overall_rating * 100 AS percentage_difference FROM Match JOIN Player AS donovan ON donovan.player_name = 'Landon Donovan' JOIN Player_Attributes AS donovan_rating ON donovan_rating.player_api_id = donovan.player_api_id JOIN Player AS bowery ON bowery.player_name = 'Jordan Bowery' JOIN Player_Attributes AS bowery_rating ON bowery_rating.player_api_id = bowery.player_api_id WHERE Match.date = '2013-07-12' AND (donovan.player_api_id IN (Match.home_player_1, Match.home_player_2, ..., Match.home_player_11) OR donovan.player_api_id IN (Match.away_player_1, Match.away_player_2, ..., Match.away_player_11)) AND (bowery.player_api_id IN (Match.home_player_1, Match.home_player_2, ..., Match.home_player_11) OR bowery.player_api_id IN (Match.away_player_1, Match.away_player_2, ..., Match.away_player_11)) AND donovan_rating.date = Match.date AND bowery_rating.date = Match.date",SELECT ( ( (SELECT overall_rating FROM Player_Attributes JOIN Player ON Player_Attributes.player_api_id = Player.player_api_id WHERE Player.player_name = 'Landon Donovan' AND Player_Attributes.date = '2013-07-12') - (SELECT overall_rating FROM Player_Attributes JOIN Player ON Player_Attributes.player_api_id = Player.player_api_id WHERE Player.player_name = 'Jordan Bowery' AND Player_Attributes.date = '2013-07-12') ) / (SELECT overall_rating FROM Player_Attributes JOIN Player ON Player_Attributes.player_api_id = Player.player_api_id WHERE Player.player_name = 'Landon Donovan' AND Player_Attributes.date = '2013-07-12') ) * 100 AS percentage_higher,SELECT ( ( ( SELECT overall_rating FROM Player_Attributes JOIN Player ON Player_Attributes.player_api_id = Player.player_api_id WHERE Player.player_name = 'Landon Donovan' AND date = '2013-07-12' ) - ( SELECT overall_rating FROM Player_Attributes JOIN Player ON Player_Attributes.player_api_id = Player.player_api_id WHERE Player.player_name = 'Jordan Bowery' AND date = '2013-07-12' ) ) / ( SELECT overall_rating FROM Player_Attributes JOIN Player ON Player_Attributes.player_api_id = Player.player_api_id WHERE Player.player_name = 'Landon Donovan' AND date = '2013-07-12' ) ) * 100 AS percentage_higher,0,0,0
How many male patients who underwent testing between 1995 and 1997 and were subsequently diagnosed with Behcet disease did not stay in the hospital for treatment?,challenging,"SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Examination AS T2 ON T1.ID = T2.ID WHERE T2.Diagnosis = 'Behcet' AND T1.SEX = 'M' AND STRFTIME('%Y', T2.`Examination Date`) BETWEEN '1995' AND '1997' AND T1.Admission = '-'",SELECT COUNT(*) FROM Patient JOIN Examination ON Patient.ID = Examination.ID WHERE Patient.SEX = 'M' AND Examination.Examination_Date BETWEEN '1995' AND '1997' AND Examination.Diagnosis = 'Behcet' AND Patient.Admission = '-',SELECT COUNT(*) FROM Patient JOIN Examination ON Patient.ID = Examination.ID WHERE Patient.SEX = 'M' AND Examination.Examination_Date BETWEEN '1995' AND '1997' AND Examination.Diagnosis LIKE '%Behcet%' AND Patient.Admission = '-',SELECT COUNT(*) FROM Patient JOIN Examination ON Patient.ID = Examination.ID WHERE Patient.SEX = 'M' AND Examination.Examination_Date BETWEEN '1995-01-01' AND '1997-12-31' AND Patient.Diagnosis = 'Behcet' AND Patient.Admission = '-',0,0,0
Name the ID and age of patient with two or more laboratory examinations which show their hematoclit level exceeded the normal range.,challenging,"SELECT DISTINCT T1.ID, STRFTIME('%Y', CURRENT_TIMESTAMP) - STRFTIME('%Y', T1.Birthday) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T1.ID IN ( SELECT ID FROM Laboratory WHERE HCT >= 52 GROUP BY ID HAVING COUNT(ID) >= 2 )","SELECT Patient.ID, (strftime('%Y', 'now') - strftime('%Y', Patient.Birthday)) AS age FROM Patient JOIN Laboratory ON Patient.ID = Laboratory.ID GROUP BY Patient.ID HAVING COUNT(Laboratory.ID) > 2 AND MAX(Laboratory.HCT) >= 52","SELECT Patient.ID, SUBTRACT(year(current_timestamp), year(Birthday)) AS age FROM Patient JOIN Laboratory ON Patient.ID = Laboratory.ID GROUP BY Patient.ID HAVING COUNT(Laboratory.ID) > 2 AND MAX(Laboratory.HCT) >= 52","SELECT P.ID, (YEAR(CURRENT_DATE) - YEAR(P.Birthday)) AS Age FROM Patient P JOIN Laboratory L ON P.ID = L.ID GROUP BY P.ID HAVING COUNT(L.ID) > 2 AND MAX(L.HCT) >= 52",0,0,0
"What number of patients with a degree of thrombosis level 2 and ANA pattern of only S, have a level of anti-Cardiolip in antibody (IgM) 20% higher than average?",challenging,SELECT COUNT(*) FROM Examination WHERE Thrombosis = 2 AND `ANA Pattern` = 'S' AND `aCL IgM` > (SELECT AVG(`aCL IgM`) * 1.2 FROM Examination WHERE Thrombosis = 2 AND `ANA Pattern` = 'S'),SELECT COUNT(*) FROM Patient JOIN Laboratory ON Patient.ID = Laboratory.ID JOIN Examination ON Patient.ID = Examination.ID WHERE Examination.Thrombosis = 2 AND Examination.ANA = 'S' AND Laboratory.aCL_IgM > (SELECT AVG(aCL_IgM) FROM Laboratory) * 1.2,"SELECT COUNT(*) FROM Patient JOIN Laboratory ON Patient.ID = Laboratory.ID JOIN Examination ON Patient.ID = Examination.ID WHERE Examination.Thrombosis = 2 AND Laboratory.ANA = 'S' AND Laboratory.`aCL IgM` > (SELECT MULTIPLY(AVG(`aCL IgM`), 1.2) FROM Laboratory)",SELECT COUNT(*) FROM Patient JOIN Laboratory ON Patient.ID = Laboratory.ID JOIN Examination ON Patient.ID = Examination.ID WHERE Thrombosis = 2 AND ANA = 'S' AND aCL_IgM > (SELECT 1.2 * AVG(aCL_IgM) FROM Laboratory),0,0,0
"For all patients who are older than 55 years old, what is the percentage of female who has abnormal prothrombin time (PT)?",challenging,"SELECT CAST(SUM(CASE WHEN T2.PT >= 14 AND T1.SEX = 'F' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(*) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE STRFTIME('%Y', CURRENT_TIMESTAMP) - STRFTIME('%Y', T1.Birthday) > 55","SELECT (CAST(SUM(CASE WHEN PT >= 14 AND SEX = 'F' THEN 1 ELSE 0 END) AS REAL) / CAST(SUM(CASE WHEN PT >= 14 THEN 1 ELSE 0 END) AS REAL)) * 100 AS Percentage FROM Patient JOIN Laboratory ON Patient.ID = Laboratory.ID WHERE SUBTRACT(year(current_timestamp), year(Birthday)) > 55","SELECT DIVIDE(SUM(CASE WHEN PT >= 14 AND SEX = 'F' THEN 1 ELSE 0 END), SUM(CASE WHEN PT >= 14 THEN 1 ELSE 0 END)) * 100 AS percentage FROM Patient JOIN Laboratory ON Patient.ID = Laboratory.ID WHERE SUBTRACT(year(current_timestamp), year(Birthday)) > 55","SELECT (CAST(COUNT(DISTINCT Patient.ID) AS FLOAT) / (SELECT COUNT(DISTINCT Patient.ID) FROM Patient WHERE SUBSTR(Patient.Birthday, 1, 4) <= SUBSTR((SELECT DATE('now')), 1, 4) - 55) * 100) AS Percentage FROM Patient JOIN Laboratory ON Patient.ID = Laboratory.ID WHERE Patient.SEX = 'F' AND Laboratory.PT >= 14 AND SUBSTR(Patient.Birthday, 1, 4) <= SUBSTR((SELECT DATE('now')), 1, 4) - 55",0,0,0
Name the elements that comprise the atoms of bond TR001_2_4.,challenging,SELECT DISTINCT T1.element FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id WHERE T2.bond_id = 'TR001_2_4',SELECT atom.element FROM atom JOIN connected ON atom.atom_id = connected.atom_id OR atom.atom_id = connected.atom_id2 JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_id = 'TR001_2_4',SELECT atom.element FROM connected JOIN atom ON connected.atom_id = atom.atom_id WHERE connected.bond_id = 'TR001_2_4',"SELECT atom.element FROM bond JOIN connected ON bond.bond_id = connected.bond_id JOIN atom ON atom.atom_id IN (connected.atom_id, connected.atom_id2) WHERE bond.bond_id = 'TR001_2_4'",1,1,1
"For loans contracts which are still running where client are in debt, list the district of the and the state the percentage unemployment rate increment from year 1995 to 1996.",challenging,SELECT CAST((T3.A13 - T3.A12) AS REAL) * 100 / T3.A12 FROM loan AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN district AS T3 ON T2.district_id = T3.district_id WHERE T1.status = 'D',"SELECT district.A2, ((district.A13 - district.A12) / district.A12) * 100 AS unemployment_rate_increment FROM loan JOIN account ON loan.account_id = account.account_id JOIN client ON account.district_id = client.district_id JOIN district ON client.district_id = district.district_id WHERE loan.status = 'D'","SELECT A2 AS district, ([A13 - A12] / A12) * 100 AS unemployment_increment FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id JOIN client ON account.district_id = client.district_id WHERE loan.status = 'D'","SELECT district.A3 AS state, ((district.A13 - district.A12) / district.A12) * 100 AS unemployment_increment_rate FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status = 'D'",0,0,0
"Among all superheroes in Marvel Comics, identify the percentage of 'good' superheroes.",challenging,SELECT CAST(COUNT(CASE WHEN T3.alignment = 'Good' THEN T1.id ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id INNER JOIN alignment AS T3 ON T1.alignment_id = T3.id WHERE T2.publisher_name = 'Marvel Comics',SELECT (CAST(SUM(CASE WHEN alignment.alignment = 'Good' THEN 1 ELSE 0 END) AS FLOAT) / COUNT(superhero.id)) * 100.0 AS percentage FROM superhero JOIN publisher ON superhero.publisher_id = publisher.id JOIN alignment ON superhero.alignment_id = alignment.id WHERE publisher.publisher_name = 'Marvel Comics',SELECT (COUNT(*) FILTER (WHERE alignment.alignment = 'Good') * 100.0 / COUNT(*)) AS percentage FROM superhero JOIN publisher ON superhero.publisher_id = publisher.id JOIN alignment ON superhero.alignment_id = alignment.id WHERE publisher.publisher_name = 'Marvel Comics',SELECT (CAST(SUM(CASE WHEN alignment.alignment = 'Good' THEN 1 ELSE 0 END) AS FLOAT) / COUNT(*)) * 100.0 AS good_superheroes_percentage FROM superhero JOIN publisher ON superhero.publisher_id = publisher.id JOIN alignment ON superhero.alignment_id = alignment.id WHERE publisher.publisher_name = 'Marvel Comics',0,1,0
"Of the schools that offers a magnet program serving a grade span of Kindergarten to 8th grade, how many offers Multiple Provision Types? List the number of cities that offers a Kindergarten to 8th grade span and indicate how many schools are there serving such grade span for each city.",challenging,"SELECT T2.City, COUNT(T2.CDSCode) FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.Magnet = 1 AND T2.GSoffered = 'K-8' AND T1.`NSLP Provision Status` = 'Multiple Provision Types' GROUP BY T2.City","SELECT COUNT(DISTINCT City) AS NumberOfCities, City, COUNT(*) AS NumberOfSchools FROM schools JOIN frpm ON schools.CDSCode = frpm.CDSCode WHERE Magnet = 1 AND GSserved = 'K-8' AND frpm.`NSLP Provision Status` = 'Multiple Provision Types' GROUP BY City","SELECT City, COUNT(DISTINCT schools.CDSCode) AS num_schools, COUNT(CASE WHEN frpm.""NSLP Provision Status"" = 'Multiple Provision Types' THEN schools.CDSCode END) AS multiple_provision_types FROM schools JOIN frpm ON schools.CDSCode = frpm.CDSCode WHERE Magnet = 1 AND GSoffered LIKE '%K-8%' GROUP BY City","SELECT COUNT(DISTINCT schools.CDSCode) AS num_schools_multiple_provision, COUNT(DISTINCT schools.City) AS num_cities, schools.City, COUNT(schools.CDSCode) AS schools_per_city FROM schools JOIN frpm ON schools.CDSCode = frpm.CDSCode WHERE schools.Magnet = 1 AND schools.GSserved LIKE '%K-8%' AND frpm.`NSLP Provision Status` = 'Multiple Provision Types' GROUP BY schools.City",0,0,0
Calculate the total average cost that Elijah Allen spent in the events on September and October.,challenging,"SELECT AVG(T2.cost) FROM member AS T1 INNER JOIN expense AS T2 ON T1.member_id = T2.link_to_member WHERE T1.last_name = 'Allen' AND T1.first_name = 'Elijah' AND (SUBSTR(T2.expense_date, 6, 2) = '09' OR SUBSTR(T2.expense_date, 6, 2) = '10')","SELECT AVG(total_cost) FROM ( SELECT SUM(cost) AS total_cost FROM expense JOIN member ON expense.link_to_member = member.member_id JOIN budget ON expense.link_to_budget = budget.budget_id JOIN event ON budget.link_to_event = event.event_id WHERE first_name = 'Elijah' AND last_name = 'Allen' AND (strftime('%m', expense_date) = '09' OR strftime('%m', expense_date) = '10') )","SELECT AVG(cost) FROM expense JOIN member ON expense.link_to_member = member.member_id JOIN budget ON expense.link_to_budget = budget.budget_id JOIN event ON budget.link_to_event = event.event_id WHERE first_name = 'Elijah' AND last_name = 'Allen' AND (substr(expense_date, 6, 2) = '09' OR substr(expense_date, 6, 2) = '10')","SELECT AVG(total_cost) FROM ( SELECT SUM(cost) AS total_cost FROM expense JOIN member ON expense.link_to_member = member.member_id JOIN budget ON expense.link_to_budget = budget.budget_id JOIN event ON budget.link_to_event = event.event_id WHERE first_name = 'Elijah' AND last_name = 'Allen' AND (STRFTIME('%m', expense_date) = '09' OR STRFTIME('%m', expense_date) = '10') )",0,1,0
"For the patient who was born on 1959/2/18, what is the decrease rate for his/her total cholesterol from November to December in 1981?",challenging,SELECT CAST((SUM(CASE WHEN T2.Date LIKE '1981-11-%' THEN T2.`T-CHO` ELSE 0 END) - SUM(CASE WHEN T2.Date LIKE '1981-12-%' THEN T2.`T-CHO` ELSE 0 END)) AS REAL) / SUM(CASE WHEN T2.Date LIKE '1981-12-%' THEN T2.`T-CHO` ELSE 0 END) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T1.Birthday = '1959-02-18',SELECT (SUM(CASE WHEN Date LIKE '1981-11-%' THEN T-CHO ELSE 0 END) - SUM(CASE WHEN Date LIKE '1981-12-%' THEN T-CHO ELSE 0 END)) / SUM(CASE WHEN Date LIKE '1981-11-%' THEN T-CHO ELSE 0 END) AS DecreaseRate FROM Laboratory JOIN Patient ON Laboratory.ID = Patient.ID WHERE Birthday = '1959-02-18',SELECT (SUM(CASE WHEN Birthday = '1959-02-18' AND Date LIKE '1981-11-%' THEN `T-CHO`) - SUM(CASE WHEN Birthday = '1959-02-18' AND Date LIKE '1981-12-%' THEN `T-CHO`)) / SUM(CASE WHEN Birthday = '1959-02-18' AND Date LIKE '1981-11-%' THEN `T-CHO`)*100 AS DecreaseRate FROM Patient JOIN Laboratory ON Patient.ID = Laboratory.ID,"WITH nov_cholesterol AS ( SELECT SUM(`T-CHO`) AS nov_tcho FROM Laboratory JOIN Patient ON Laboratory.ID = Patient.ID WHERE Birthday = '1959-02-18' AND Date LIKE '1981-11-%' ), dec_cholesterol AS ( SELECT SUM(`T-CHO`) AS dec_tcho FROM Laboratory JOIN Patient ON Laboratory.ID = Patient.ID WHERE Birthday = '1959-02-18' AND Date LIKE '1981-12-%' ) SELECT (nov_tcho - dec_tcho) / dec_tcho AS decrease_rate FROM nov_cholesterol, dec_cholesterol",0,0,0
"List all the elements of the toxicology of the molecule ""TR004"".",challenging,SELECT DISTINCT T.element FROM atom AS T WHERE T.molecule_id = 'TR004',SELECT atom.element FROM atom JOIN molecule ON atom.molecule_id = molecule.molecule_id WHERE molecule.molecule_id = 'TR004',SELECT atom.element FROM molecule JOIN atom ON molecule.molecule_id = atom.molecule_id WHERE molecule.molecule_id = 'TR004',SELECT atom.element FROM atom JOIN molecule ON atom.molecule_id = molecule.molecule_id WHERE molecule.molecule_id = 'TR004',1,1,1
What is the percentage of carcinogenic molecules in triple type bonds?,challenging,SELECT CAST(COUNT(DISTINCT CASE WHEN T2.label = '+' THEN T2.molecule_id ELSE NULL END) AS REAL) * 100 / COUNT(DISTINCT T2.molecule_id) FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id INNER JOIN bond AS T3 ON T2.molecule_id = T3.molecule_id WHERE T3.bond_type = '#',"SELECT DIVIDE(SUM(CASE WHEN bond_type = '#' THEN 1 ELSE 0 END) * 100, COUNT(bond_id)) AS percent FROM molecule JOIN bond ON molecule.molecule_id = bond.molecule_id WHERE label = '+'","SELECT DIVIDE(SUM(CASE WHEN bond_type = '#' THEN 1 ELSE 0 END) * 100, COUNT(bond_id)) as percent FROM molecule JOIN bond ON molecule.molecule_id = bond.molecule_id WHERE label = '+'",SELECT ( CAST(SUM(CASE WHEN bond_type = '#' THEN 1 ELSE 0 END) AS FLOAT) * 100 / COUNT(bond_id) ) AS percent FROM molecule JOIN bond ON molecule.molecule_id = bond.molecule_id WHERE molecule.label = '+',0,0,0
Which publisher created more superheroes: DC or Marvel Comics? Find the difference in the number of superheroes.,challenging,SELECT SUM(CASE WHEN T2.publisher_name = 'DC Comics' THEN 1 ELSE 0 END) - SUM(CASE WHEN T2.publisher_name = 'Marvel Comics' THEN 1 ELSE 0 END) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id,"SELECT publisher.publisher_name, COUNT(superhero.id) AS superhero_count, SUBTRACT(SUM(CASE WHEN publisher.publisher_name = 'DC Comics' THEN 1 ELSE 0 END), SUM(CASE WHEN publisher.publisher_name = 'Marvel Comics' THEN 1 ELSE 0 END)) AS difference FROM superhero JOIN publisher ON superhero.publisher_id = publisher.id WHERE publisher.publisher_name IN ('DC Comics', 'Marvel Comics') GROUP BY publisher.publisher_name","SELECT publisher_name, COUNT(*) as superhero_count FROM superhero JOIN publisher ON superhero.publisher_id = publisher.id WHERE publisher_name IN ('DC Comics', 'Marvel Comics') GROUP BY publisher_name ORDER BY superhero_count DESC","SELECT publisher_name, COUNT(superhero.id) AS hero_count FROM superhero JOIN publisher ON superhero.publisher_id = publisher.id WHERE publisher_name IN ('DC Comics', 'Marvel Comics') GROUP BY publisher_name ORDER BY hero_count DESC",0,0,0
Which toxic element can be found in the molecule TR151?,challenging,SELECT DISTINCT T.element FROM atom AS T WHERE T.molecule_id = 'TR151',"SELECT DISTINCT atom.element FROM atom JOIN molecule ON atom.molecule_id = molecule.molecule_id WHERE molecule.molecule_id = 'TR151' AND atom.element IN ('cl', 'f', 'br', 'i', 'pb', 'te', 'sn')","SELECT element FROM atom WHERE molecule_id = 'TR151' AND element IN ('cl', 'f', 'br', 'i', 'pb', 'te', 'sn')","SELECT element FROM atom JOIN molecule ON atom.molecule_id = molecule.molecule_id WHERE molecule.molecule_id = 'TR151' AND element IN ('cl', 's', 'br', 'f', 'i', 'sn', 'pb', 'te', 'ca')",0,0,0
What was the difference in gas consumption between CZK-paying customers and EUR-paying customers in 2012?,challenging,"SELECT SUM(IIF(T1.Currency = 'CZK', T2.Consumption, 0)) - SUM(IIF(T1.Currency = 'EUR', T2.Consumption, 0)) FROM customers AS T1 INNER JOIN yearmonth AS T2 ON T1.CustomerID = T2.CustomerID WHERE SUBSTR(T2.Date, 1, 4) = '2012'",SELECT (SELECT SUM(Consumption) FROM yearmonth JOIN customers ON yearmonth.CustomerID = customers.CustomerID WHERE customers.Currency = 'CZK' AND yearmonth.Date BETWEEN '201201' AND '201212') - (SELECT SUM(Consumption) FROM yearmonth JOIN customers ON yearmonth.CustomerID = customers.CustomerID WHERE customers.Currency = 'EUR' AND yearmonth.Date BETWEEN '201201' AND '201212') AS DifferenceInConsumption,"SELECT SUM(CASE WHEN customers.Currency = 'CZK' THEN yearmonth.Consumption ELSE -yearmonth.Consumption END) AS Difference_in_Consumption FROM yearmonth JOIN customers ON yearmonth.CustomerID = customers.CustomerID WHERE customers.Currency IN ('CZK', 'EUR') AND yearmonth.Date BETWEEN '201201' AND '201212'","SELECT SUM(CASE WHEN customers.Currency = 'CZK' THEN yearmonth.Consumption ELSE 0 END) - SUM(CASE WHEN customers.Currency = 'EUR' THEN yearmonth.Consumption ELSE 0 END) AS DifferenceInConsumption FROM yearmonth JOIN customers ON yearmonth.CustomerID = customers.CustomerID WHERE SUBSTR(yearmonth.Date, 1, 4) = '2012'",1,1,1
