Question,hardness,Gold,Prediction_0.1,Prediction_0.5,Prediction_1.0,EX_0.1,EX_0.5,EX_1.0
What is the anti Cardiolipin antibody concentration of the female patient with the highest uric acid level in the normal range?,challenging,"SELECT T3.`aCL IgG`, T3.`aCL IgM`, T3.`aCL IgA` FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID INNER JOIN Examination AS T3 ON T3.ID = T2.ID WHERE T1.SEX = 'F' AND T2.UA > 6.5 ORDER BY T2.UA DESC LIMIT 1","SELECT MAX(UA), aCL_IgG, aCL_IgM, aCL_IgA FROM Examination JOIN Patient ON Examination.ID = Patient.ID WHERE Patient.SEX = 'F' AND Examination.UA <= 6.50","SELECT MAX(UA), aCL_IgG, aCL_IgM, aCL_IgA FROM Examination JOIN Patient ON Examination.ID = Patient.ID WHERE Patient.SEX = 'F' AND Examination.UA <= 6.50","SELECT MAX(UA), aCL_IgG, aCL_IgM, aCL_IgA FROM Examination JOIN Patient ON Examination.ID = Patient.ID WHERE Patient.SEX = 'F'",0,0,0
"In superheroes with height between 150 to 180, what is the percentage of heroes published by Marvel Comics?",challenging,SELECT CAST(COUNT(CASE WHEN T2.publisher_name = 'Marvel Comics' THEN 1 ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id WHERE T1.height_cm BETWEEN 150 AND 180,SELECT (SELECT COUNT(*) FROM superhero WHERE height_cm BETWEEN 150 AND 180 AND publisher_id = (SELECT id FROM publisher WHERE publisher_name = 'Marvel Comics')) * 100.0 / (SELECT COUNT(*) FROM superhero) AS percentage,SELECT (SELECT COUNT(*) FROM superhero WHERE height_cm BETWEEN 150 AND 180 AND publisher_id = (SELECT id FROM publisher WHERE publisher_name = 'Marvel Comics')) * 100.0 / (SELECT COUNT(*) FROM superhero) AS percentage,SELECT (SELECT COUNT(*) FROM superhero JOIN publisher ON superhero.publisher_id = publisher.id WHERE height_cm BETWEEN 150 AND 180 AND publisher.publisher_name = 'Marvel Comics') * 100.0 / (SELECT COUNT(*) FROM superhero) AS percentage_of_marvel_superheroes,0,0,0
"Among posts by Harvey Motulsky and Noah Snyder, which one has higher popularity?",challenging,SELECT T1.DisplayName FROM users AS T1 INNER JOIN postHistory AS T2 ON T1.Id = T2.UserId INNER JOIN posts AS T3 ON T2.PostId = T3.Id WHERE T1.DisplayName = 'Harvey Motulsky' OR T1.DisplayName = 'Noah Snyder' GROUP BY T1.DisplayName ORDER BY SUM(T3.ViewCount) DESC LIMIT 1,"SELECT posts.Title, posts.ViewCount FROM posts JOIN users ON posts.OwnerUserId = users.Id WHERE users.DisplayName = 'Harvey Motulsky' OR users.DisplayName = 'Noah Snyder' GROUP BY posts.Id ORDER BY posts.ViewCount DESC LIMIT 1","SELECT posts.Title, posts.ViewCount FROM posts JOIN users ON posts.OwnerUserId = users.Id WHERE users.DisplayName = 'Harvey Motulsky' OR users.DisplayName = 'Noah Snyder' ORDER BY posts.ViewCount DESC LIMIT 1","SELECT posts.Title, posts.ViewCount FROM posts JOIN users ON posts.OwnerUserId = users.Id WHERE users.DisplayName = 'Harvey Motulsky' OR users.DisplayName = 'Noah Snyder' ORDER BY posts.ViewCount DESC LIMIT 1",0,0,0
What are the toxicology elements associated with bond ID TR000_1_2?,challenging,SELECT T1.element FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id WHERE T2.bond_id = 'TR000_1_2',SELECT atom.element FROM atom JOIN connected ON atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_id = 'TR000_1_2',SELECT atom.element FROM atom JOIN connected ON atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_id = 'TR000_1_2',SELECT atom.element FROM atom JOIN connected ON atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_id = 'TR000_1_2',1,1,1
"For the customer who paid 634.8 in 2012/8/25, what was the consumption decrease rate from Year 2012 to 2013?",challenging,"SELECT CAST(SUM(IIF(SUBSTR(Date, 1, 4) = '2012', Consumption, 0)) - SUM(IIF(SUBSTR(Date, 1, 4) = '2013', Consumption, 0)) AS FLOAT) / SUM(IIF(SUBSTR(Date, 1, 4) = '2012', Consumption, 0)) FROM yearmonth WHERE CustomerID = ( SELECT T1.CustomerID FROM transactions_1k AS T1 INNER JOIN gasstations AS T2 ON T1.GasStationID = T2.GasStationID WHERE T1.Date = '2012-08-25' AND T1.Price = 634.8 )","SELECT (yearmonth.Consumption - yearmonth2.Consumption) / yearmonth.Consumption as decrease_rate FROM yearmonth JOIN customers ON yearmonth.CustomerID = customers.CustomerID JOIN (SELECT CustomerID, Consumption FROM yearmonth WHERE Date LIKE '2012%') as yearmonth2 ON yearmonth.CustomerID = yearmonth2.CustomerID WHERE yearmonth.Date LIKE '2013%' AND customers.Currency = 'EUR'","SELECT (yearmonth.Consumption - yearmonth2.Consumption) / yearmonth.Consumption as DecreaseRate FROM yearmonth JOIN customers ON yearmonth.CustomerID = customers.CustomerID JOIN (SELECT CustomerID, Consumption FROM yearmonth WHERE Date LIKE '2012%') as yearmonth2 ON yearmonth.CustomerID = yearmonth2.CustomerID WHERE yearmonth.Date LIKE '2013%' AND customers.Currency = 'EUR' AND customers.CustomerID = (SELECT CustomerID FROM transactions_1k WHERE Date = '2012-08-25' AND Price = 634.8)","SELECT (yearmonth_2012.Consumption - yearmonth_2013.Consumption) / yearmonth_2012.Consumption AS decrease_rate FROM ( SELECT ym.CustomerID, ym.Consumption as Consumption_2012 FROM yearmonth ym JOIN customers c ON ym.CustomerID = c.CustomerID WHERE ym.Date LIKE '2012%' ) AS yearmonth_2012 JOIN ( SELECT ym.CustomerID, ym.Consumption as Consumption_2013 FROM yearmonth ym JOIN customers c ON ym.CustomerID = c.CustomerID WHERE ym.Date LIKE '2013%' ) AS yearmonth_2013 ON yearmonth_2012.CustomerID = yearmonth_2013.CustomerID JOIN ( SELECT CustomerID FROM transactions_1k WHERE Date = '2012-08-25' AND Price = 634.8 ) AS transaction ON transaction.CustomerID = yearmonth_2012.CustomerID",0,0,0
"What is the difference of the average ball control score between Abdou Diallo and Aaron Appindangoye
?",challenging,SELECT CAST(SUM(CASE WHEN t1.player_name = 'Abdou Diallo' THEN t2.ball_control ELSE 0 END) AS REAL) / COUNT(CASE WHEN t1.player_name = 'Abdou Diallo' THEN t2.id ELSE NULL END) - CAST(SUM(CASE WHEN t1.player_name = 'Aaron Appindangoye' THEN t2.ball_control ELSE 0 END) AS REAL) / COUNT(CASE WHEN t1.player_name = 'Aaron Appindangoye' THEN t2.id ELSE NULL END) FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id,SELECT ABS(AVG(pa1.ball_control) - AVG(pa2.ball_control)) as difference FROM Player_Attributes pa1 JOIN Player p1 ON pa1.player_api_id = p1.player_api_id JOIN Player_Attributes pa2 ON pa2.player_api_id = p1.player_api_id JOIN Player p2 ON pa2.player_api_id = p2.player_api_id WHERE p1.player_name = 'Abdou Diallo' AND p2.player_name = 'Aaron Appindangoye',SELECT ABS(AVG(pa1.ball_control) - AVG(pa2.ball_control)) as difference FROM Player_Attributes pa1 JOIN Player p1 ON pa1.player_api_id = p1.player_api_id JOIN Player_Attributes pa2 ON pa2.player_api_id = p1.player_api_id JOIN Player p2 ON pa2.player_api_id = p2.player_api_id WHERE p1.player_name = 'Abdou Diallo' AND p2.player_name = 'Aaron Appindangoye',[Your SQL Query here],0,0,0
"List the eyes, hair and skin colour of all female superheroes published by Dark Horse Comics.",challenging,"SELECT T1.eye_colour_id, T1.hair_colour_id, T1.skin_colour_id FROM superhero AS T1 INNER JOIN publisher AS T2 ON T2.id = T1.publisher_id INNER JOIN gender AS T3 ON T3.id = T1.gender_id WHERE T2.publisher_name = 'Dark Horse Comics' AND T3.gender = 'Female'","SELECT c1.colour AS eyes, c2.colour AS hair, c3.colour AS skin_colour FROM superhero JOIN gender ON superhero.gender_id = gender.id JOIN colour AS c1 ON superhero.eye_colour_id = c1.id JOIN colour AS c2 ON superhero.hair_colour_id = c2.id JOIN colour AS c3 ON superhero.skin_colour_id = c3.id JOIN publisher ON superhero.publisher_id = publisher.id WHERE gender.gender = 'Female' AND publisher.publisher_name = 'Dark Horse Comics'","SELECT c1.colour AS eyes, c2.colour AS hair, c3.colour AS skin_colour FROM superhero JOIN gender ON superhero.gender_id = gender.id JOIN colour AS c1 ON superhero.eye_colour_id = c1.id JOIN colour AS c2 ON superhero.hair_colour_id = c2.id JOIN colour AS c3 ON superhero.skin_colour_id = c3.id JOIN publisher ON superhero.publisher_id = publisher.id WHERE gender.gender = 'Female' AND publisher.publisher_name = 'Dark Horse Comics'","SELECT c1.colour AS eyes, c2.colour AS hair, c3.colour AS skin FROM superhero JOIN gender ON superhero.gender_id = gender.id JOIN publisher ON superhero.publisher_id = publisher.id JOIN colour AS c1 ON superhero.eye_colour_id = c1.id JOIN colour AS c2 ON superhero.hair_colour_id = c2.id JOIN colour AS c3 ON superhero.skin_colour_id = c3.id WHERE gender.gender = 'Female' AND publisher.publisher_name = 'Dark Horse Comics'",0,0,0
Write the full names of students who received funds on the date of 9/9/2019 and include the amount received.,challenging,"SELECT DISTINCT T3.first_name, T3.last_name, T4.amount FROM event AS T1 INNER JOIN attendance AS T2 ON T1.event_id = T2.link_to_event INNER JOIN member AS T3 ON T3.member_id = T2.link_to_member INNER JOIN income AS T4 ON T4.link_to_member = T3.member_id WHERE T4.date_received = '2019-09-09'","SELECT member.first_name, member.last_name, income.amount FROM member JOIN income ON member.member_id = income.link_to_member WHERE income.date_received = '2019-09-09'","SELECT first_name, last_name, amount FROM member JOIN income ON member.member_id = income.link_to_member WHERE date_received = '2019-09-09'","SELECT member.first_name, member.last_name, income.amount FROM member JOIN income ON member.member_id = income.link_to_member WHERE income.date_received = '2019-09-09'",1,1,1
"Among the bad superheroes, what is the percentage of female superheroes?",challenging,SELECT CAST(COUNT(CASE WHEN T3.gender = 'Female' THEN T1.id ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM superhero AS T1 INNER JOIN alignment AS T2 ON T1.alignment_id = T2.id INNER JOIN gender AS T3 ON T1.gender_id = T3.id WHERE T2.alignment = 'Bad',SELECT (SELECT CAST(COUNT(*) AS FLOAT) / (SELECT COUNT(*) FROM superhero WHERE alignment_id = 2) * 100 FROM superhero WHERE gender_id = 2 AND alignment_id = 2) AS percentage_female_bad_superheroes,SELECT CAST(COUNT(CASE WHEN gender.id = 2 THEN 1 END) AS REAL) / CAST(COUNT(superhero.id) AS REAL) * 100 AS percentage FROM superhero JOIN alignment ON superhero.alignment_id = alignment.id JOIN gender ON superhero.gender_id = gender.id WHERE alignment.id = 2,"SELECT MULTIPLY(DIVIDE(SUM(gender.id = 2 WHERE superhero.id IN (SELECT superhero.id FROM superhero JOIN alignment ON superhero.alignment_id = alignment.id WHERE alignment.id = 2)), COUNT(superhero.id IN (SELECT superhero.id FROM superhero JOIN alignment ON superhero.alignment_id = alignment.id WHERE alignment.id = 2))), 100.0) AS percentage_female_bad_superheroes",1,1,0
What is the ratio of male to female patients among all those with abnormal uric acid counts?,challenging,SELECT CAST(SUM(CASE WHEN T2.UA <= 8.0 AND T1.SEX = 'M' THEN 1 ELSE 0 END) AS REAL) / SUM(CASE WHEN T2.UA <= 6.5 AND T1.SEX = 'F' THEN 1 ELSE 0 END) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID,SELECT (SELECT COUNT(*) FROM Patient JOIN Examination ON Patient.ID = Examination.ID WHERE Patient.SEX = 'M' AND Examination.UA <= '8.0') / (SELECT COUNT(*) FROM Patient JOIN Examination ON Patient.ID = Examination.ID WHERE Patient.SEX = 'F' AND Examination.UA <= '6.5') AS Ratio,SELECT (SELECT COUNT(*) FROM Patient WHERE SEX = 'M' AND ID IN (SELECT ID FROM Laboratory WHERE UA > '8.0')) / (SELECT COUNT(*) FROM Patient WHERE SEX = 'F' AND ID IN (SELECT ID FROM Laboratory WHERE UA > '6.5')) AS Ratio,"SELECT SEX, COUNT(*), SUM(CASE WHEN UA <= '8.0' AND SEX = 'M' THEN 1 ELSE 0 END) / SUM(CASE WHEN UA <= '6.5' AND SEX = 'F' THEN 1 ELSE 0 END) as ratio FROM Patient JOIN Examination ON Patient.ID = Examination.ID JOIN Laboratory ON Patient.ID = Laboratory.ID WHERE UA <= '8.0' AND SEX = 'M' OR UA <= '6.5' AND SEX = 'F' GROUP BY SEX",0,0,0
Which set is not available outside of the United States and has foil cards with Japanese writing on them? Please include the set ID in your response.,challenging,"SELECT T1.name, T1.id FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setCode WHERE T2.language = 'Japanese' AND T1.isFoilOnly = 1 AND T1.isForeignOnly = 0",SELECT sets.id FROM sets WHERE sets.isForeignOnly = 1 AND sets.isFoilOnly = 1 AND sets.code IN ( SELECT set_translations.setCode FROM set_translations WHERE set_translations.language = 'Japanese' ),SELECT sets.id FROM sets JOIN cards ON sets.code = cards.setCode WHERE sets.isForeignOnly = 1 AND sets.isFoilOnly = 1 AND cards.language = 'Japanese',SELECT sets.id FROM sets INNER JOIN cards ON sets.code = cards.setCode WHERE cards.isForeignOnly = 1 AND cards.isFoil = 1 AND cards.language = 'Japanese',0,0,0
"List the football team that has a build up play speed of 31, build up plan dribbling of 53, and build up play passing of 32. Only indicate the short name of the team.",challenging,SELECT DISTINCT t1.team_short_name FROM Team AS t1 INNER JOIN Team_Attributes AS t2 ON t1.team_api_id = t2.team_api_id WHERE t2.buildUpPlaySpeed = 31 AND t2.buildUpPlayDribbling = 53 AND t2.buildUpPlayPassing = 32,SELECT team_short_name FROM Team JOIN Team_Attributes ON Team.team_api_id = Team_Attributes.team_api_id WHERE buildUpPlaySpeed = 31 AND buildUpPlayDribbling = 53 AND buildUpPlayPassing = 32,SELECT team_short_name FROM Team JOIN Team_Attributes ON Team.team_api_id = Team_Attributes.team_api_id WHERE buildUpPlaySpeed = 31 AND buildUpPlayDribbling = 53 AND buildUpPlayPassing = 32,SELECT team_short_name FROM Team JOIN Team_Attributes ON Team.team_api_id = Team_Attributes.team_api_id WHERE Team_Attributes.buildUpPlaySpeed = 31 AND Team_Attributes.buildUpPlayDribbling = 53 AND Team_Attributes.buildUpPlayPassing = 32,1,1,1
Which members who were approved from 1/10/2019 to 11/19/2019? Please identify the member who attended the event and the link to their event.,challenging,"SELECT DISTINCT T1.link_to_member, T3.link_to_event FROM expense AS T1 INNER JOIN member AS T2 ON T1.link_to_member = T2.member_id INNER JOIN attendance AS T3 ON T2.member_id = T3.link_to_member WHERE date(SUBSTR(T1.expense_date, 1, 10)) BETWEEN '2019-01-10' AND '2019-11-19' AND T1.approved = 'true'","SELECT member.member_id, member.first_name, member.last_name, attendance.link_to_event FROM member JOIN expense ON member.member_id = expense.link_to_member JOIN attendance ON member.member_id = attendance.link_to_member WHERE expense.approved = 'true' AND expense.expense_date BETWEEN '2019-01-10' AND '2019-11-19'","SELECT member.member_id, member.first_name, member.last_name, attendance.link_to_event FROM member JOIN expense ON member.member_id = expense.link_to_member JOIN attendance ON member.member_id = attendance.link_to_member WHERE expense.approved = 'true' AND expense.expense_date BETWEEN '2019-01-10' AND '2019-11-19'","SELECT member.member_id, member.first_name, member.last_name, attendance.link_to_event FROM member JOIN expense ON member.member_id = expense.link_to_member JOIN attendance ON member.member_id = attendance.link_to_member WHERE expense.approved = 'true' AND expense.expense_date BETWEEN '2019-01-10' AND '2019-11-19'",0,0,0
"Among all superheroes created by George Lucas, identify the percentage of female superheroes.",challenging,SELECT CAST(COUNT(CASE WHEN T3.gender = 'Female' THEN 1 ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id INNER JOIN gender AS T3 ON T1.gender_id = T3.id WHERE T2.publisher_name = 'George Lucas',SELECT (SELECT (SELECT COUNT(*) FROM superhero JOIN gender ON superhero.gender_id = gender.id WHERE gender.gender = 'Female' AND publisher_id = (SELECT id FROM publisher WHERE publisher_name = 'George Lucas')) * 100.0 / (SELECT COUNT(*) FROM superhero WHERE publisher_id = (SELECT id FROM publisher WHERE publisher_name = 'George Lucas'))) AS female_percentage,"SELECT ROUND( ( SELECT COUNT(*) FROM superhero JOIN gender ON superhero.gender_id = gender.id JOIN publisher ON superhero.publisher_id = publisher.id WHERE gender.gender = 'Female' AND publisher.publisher_name = 'George Lucas' ) * 100.0 / ( SELECT COUNT(*) FROM superhero JOIN publisher ON superhero.publisher_id = publisher.id WHERE publisher.publisher_name = 'George Lucas' ), 2 ) AS percentage_of_female_superheroes",SELECT (SELECT COUNT(*) FROM superhero JOIN gender ON superhero.gender_id = gender.id JOIN publisher ON superhero.publisher_id = publisher.id WHERE gender.gender = 'Female' AND publisher.publisher_name = 'George Lucas') * 100.0 / (SELECT COUNT(*) FROM superhero JOIN publisher ON superhero.publisher_id = publisher.id WHERE publisher.publisher_name = 'George Lucas') AS percentage,1,0,1
What is the percentage of incredibly powerful cards in the set Coldsnap?,challenging,SELECT CAST(SUM(CASE WHEN T1.cardKingdomFoilId IS NOT NULL AND T1.cardKingdomId IS NOT NULL THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.id) FROM cards AS T1 INNER JOIN sets AS T2 ON T2.code = T1.setCode WHERE T2.name = 'Coldsnap',SELECT ( SELECT COUNT(*) FROM cards WHERE (cardKingdomFoilId IS NOT NULL AND cardKingdomId IS NOT NULL) AND setCode = 'Coldsnap' ) / ( SELECT COUNT(*) FROM cards WHERE setCode = 'Coldsnap' ) * 100 AS percentage,NULL,,0,0,0
"For patients with abnormal platelet level, state the number of patients with lower than normal range. How is it compare to the number of patients with higher than normal range?",challenging,SELECT SUM(CASE WHEN T2.PLT <= 100 THEN 1 ELSE 0 END) - SUM(CASE WHEN T2.PLT >= 400 THEN 1 ELSE 0 END) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID,"SELECT SUM(CASE WHEN Laboratory.PLT < 100 THEN 1 ELSE 0 END) AS Lower_than_normal, SUM(CASE WHEN Laboratory.PLT > 400 THEN 1 ELSE 0 END) AS Higher_than_normal FROM Patient JOIN Examination ON Patient.ID = Examination.ID JOIN Laboratory ON Patient.ID = Laboratory.ID WHERE Examination.Thrombosis = 1","SELECT SUM(CASE WHEN Laboratory.PLT < 100 THEN 1 ELSE 0 END) AS Lower_than_normal, SUM(CASE WHEN Laboratory.PLT > 400 THEN 1 ELSE 0 END) AS Higher_than_normal FROM Patient JOIN Examination ON Patient.ID = Examination.ID JOIN Laboratory ON Patient.ID = Laboratory.ID WHERE Examination.Thrombosis = 1","SELECT SUBTRACT( (SELECT COUNT(*) FROM Examination JOIN Laboratory ON Examination.ID = Laboratory.ID JOIN Patient ON Examination.ID = Patient.ID WHERE Laboratory.PLT < 100), (SELECT COUNT(*) FROM Examination JOIN Laboratory ON Examination.ID = Laboratory.ID JOIN Patient ON Examination.ID = Patient.ID WHERE Laboratory.PLT > 400) ) AS Difference",0,0,0
What elements are in a double type bond?,challenging,SELECT DISTINCT T1.element FROM atom AS T1 INNER JOIN bond AS T2 ON T1.molecule_id = T2.molecule_id INNER JOIN connected AS T3 ON T1.atom_id = T3.atom_id WHERE T2.bond_type = '=',SELECT element FROM atom JOIN connected ON atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_type = '=',SELECT element FROM atom JOIN connected ON atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_type = '=',"SELECT DISTINCT a1.element, a2.element FROM atom a1 JOIN connected c ON a1.atom_id = c.atom_id JOIN atom a2 ON c.atom_id2 = a2.atom_id JOIN bond b ON c.bond_id = b.bond_id WHERE b.bond_type = '='",0,0,0
What is the element of toxicology for the atom with the ID of TR000_1?,challenging,SELECT T.element FROM atom AS T WHERE T.atom_id = 'TR000_1',SELECT element FROM atom WHERE atom_id = 'TR000_1',SELECT element FROM atom WHERE atom_id = 'TR000_1',SELECT element FROM atom WHERE atom_id = 'TR000_1',1,1,1
How many elements are contained in bond_id TR001_3_4?,challenging,SELECT COUNT(DISTINCT T1.element) FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id WHERE T2.bond_id = 'TR001_3_4',SELECT COUNT(*) FROM atom JOIN connected ON atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_id = 'TR001_3_4',"SELECT COUNT(*) FROM ( SELECT a1.element AS element1, a2.element AS element2 FROM bond JOIN connected ON bond.bond_id = connected.bond_id JOIN atom a1 ON connected.atom_id = a1.atom_id JOIN atom a2 ON connected.atom_id2 = a2.atom_id WHERE bond.bond_id = 'TR001_3_4' ) AS elements",SELECT COUNT(atom.element) FROM atom JOIN connected ON atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_id = 'TR001_3_4',0,0,0
"For in-patient age 50 and above, what is their average anti-cardiolipin antibody (IgG) concentration?",challenging,"SELECT AVG(T2.`aCL IgG`) FROM Patient AS T1 INNER JOIN Examination AS T2 ON T1.ID = T2.ID WHERE STRFTIME('%Y', CURRENT_TIMESTAMP) - STRFTIME('%Y', T1.Birthday) >= 50 AND T1.Admission = '+'",SELECT AVG(Examination.aCL_IgG) FROM Examination JOIN Patient ON Examination.ID = Patient.ID WHERE Patient.Admission = '+' AND (year(current_timestamp) - year(Patient.Birthday)) >= 50,SELECT AVG(Examination.aCL_IgG) FROM Examination JOIN Patient ON Examination.ID = Patient.ID WHERE Patient.Admission = '+' AND (year(current_timestamp) - year(Patient.Birthday)) >= 50,SELECT AVG(Examination.aCL_IgG) FROM Patient JOIN Examination ON Patient.ID = Examination.ID WHERE Patient.Admission = '+' AND (year(current_timestamp) - year(Patient.Birthday)) >= 50,0,0,0
"What sex is the patient who in a medical examination was diagnosed with PSS and in a laboratory examination had a blood level of C-reactive protein de 2+, createnine 1 and LDH 123?",challenging,SELECT T1.SEX FROM Patient AS T1 INNER JOIN Examination AS T2 ON T1.ID = T2.ID INNER JOIN Laboratory AS T3 ON T3.ID = T2.ID WHERE T2.Diagnosis = 'PSS' AND T3.CRP = '2+' AND T3.CRE = 1.0 AND T3.LDH = 123,SELECT Patient.SEX FROM Patient JOIN Examination ON Patient.ID = Examination.ID JOIN Laboratory ON Patient.ID = Laboratory.ID WHERE Examination.Diagnosis = 'PSS' AND Laboratory.CRP > 2 AND Laboratory.CRE = 1 AND Laboratory.LDH = 123,SELECT Patient.SEX FROM Patient JOIN Examination ON Patient.ID = Examination.ID JOIN Laboratory ON Patient.ID = Laboratory.ID WHERE Examination.Diagnosis = 'PSS' AND Laboratory.CRP > 2 AND Laboratory.CRE = 1 AND Laboratory.LDH = 123,SELECT Patient.SEX FROM Patient JOIN Examination ON Patient.ID = Examination.ID JOIN Laboratory ON Patient.ID = Laboratory.ID WHERE Examination.Diagnosis = 'PSS' AND Laboratory.CRP = '2+' AND Laboratory.CRE = 1 AND Laboratory.LDH = 123,1,1,1
"For the client whose loan was approved first in 1993/7/5, what is the increase rate of his/her account balance from 1993/3/22 to 1998/12/27?",challenging,"SELECT CAST((SUM(IIF(T3.date = '1998-12-27', T3.balance, 0)) - SUM(IIF(T3.date = '1993-03-22', T3.balance, 0))) AS REAL) * 100 / SUM(IIF(T3.date = '1993-03-22', T3.balance, 0)) FROM loan AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN trans AS T3 ON T3.account_id = T2.account_id WHERE T1.date = '1993-07-05'","SELECT ((t2.balance - t1.balance) / t1.balance) * 100 as balance_increase_rate FROM ( SELECT balance FROM trans WHERE account_id = ( SELECT account_id FROM loan WHERE date = '1993-07-05' ) AND date = '1993-03-22' ) as t1, ( SELECT balance FROM trans WHERE account_id = ( SELECT account_id FROM loan WHERE date = '1993-07-05' ) AND date = '1998-12-27' ) as t2","SELECT ((t2.balance - t1.balance) / t1.balance) * 100 AS balance_increase_rate FROM ( SELECT balance FROM trans WHERE account_id = ( SELECT account_id FROM loan WHERE date = '1993-07-05' ) AND date = '1993-03-22' ) AS t1, ( SELECT balance FROM trans WHERE account_id = ( SELECT account_id FROM loan WHERE date = '1993-07-05' ) AND date = '1998-12-27' ) AS t2","SELECT ((b.balance - a.balance) / a.balance) * 100 as increase_rate FROM ( SELECT t.balance FROM trans t JOIN account a ON t.account_id = a.account_id JOIN client c ON a.account_id = c.client_id WHERE t.date = '1993-03-22' AND c.client_id = ( SELECT client_id FROM loan WHERE date = '1993-07-05' AND status = 'A' ) ) as a, ( SELECT t.balance FROM trans t JOIN account a ON t.account_id = a.account_id JOIN client c ON a.account_id = c.client_id WHERE t.date = '1998-12-27' AND c.client_id = ( SELECT client_id FROM loan WHERE date = '1993-07-05' AND status = 'A' ) ) as b",0,0,0
"From 2000 to 2005, what percentage of drivers who were born before 1985 and the lap numbers were over 50?",challenging,"SELECT CAST(SUM(IIF(STRFTIME('%Y', T3.dob) < '1985' AND T1.laps > 50, 1, 0)) AS REAL) * 100 / COUNT(*) FROM results AS T1 INNER JOIN races AS T2 on T1.raceId = T2.raceId INNER JOIN drivers AS T3 on T1.driverId = T3.driverId WHERE T2.year BETWEEN 2000 AND 2005",SELECT ( SELECT COUNT(*) FROM drivers WHERE dob < '1985-01-01' AND EXISTS ( SELECT 1 FROM results WHERE drivers.driverId = results.driverId AND laps > 50 ) ) / ( SELECT COUNT(*) FROM drivers WHERE dob BETWEEN '2000-01-01' AND '2005-12-31' ) * 100 AS percentage,SELECT ( SELECT COUNT(*) FROM drivers WHERE dob < '1985-01-01' AND EXISTS ( SELECT 1 FROM results WHERE drivers.driverId = results.driverId AND laps > 50 ) ) / ( SELECT COUNT(*) * 100.0 FROM drivers WHERE dob BETWEEN '2000-01-01' AND '2005-12-31' ) AS percentage,SELECT ( SELECT COUNT(*) FROM ( SELECT results.driverId FROM results JOIN drivers ON results.driverId = drivers.driverId WHERE EXTRACT(YEAR FROM drivers.dob) < 1985 AND results.laps > 50 ) AS born_before_1985 ) / ( SELECT COUNT(*) FROM ( SELECT drivers.driverId FROM drivers JOIN results ON results.driverId = drivers.driverId WHERE EXTRACT(YEAR FROM drivers.dob) BETWEEN 2000 AND 2005 ) AS drivers_between_2000_and_2005 ) * 100 AS percentage,0,0,0
How much higher in percentage is Ariel Borysiuk's overall rating than that of Paulin Puel?,challenging,SELECT (SUM(CASE WHEN t1.player_name = 'Ariel Borysiuk' THEN t2.overall_rating ELSE 0 END) * 1.0 - SUM(CASE WHEN t1.player_name = 'Paulin Puel' THEN t2.overall_rating ELSE 0 END)) * 100 / SUM(CASE WHEN t1.player_name = 'Paulin Puel' THEN t2.overall_rating ELSE 0 END) FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id,[Your SQL Query Here],SELECT ( (SELECT overall_rating FROM Player JOIN Player_Attributes ON Player.player_api_id = Player_Attributes.player_api_id WHERE player_name = 'Ariel Borysiuk' ) - (SELECT overall_rating FROM Player JOIN Player_Attributes ON Player.player_api_id = Player_Attributes.player_api_id WHERE player_name = 'Paulin Puel' ) ) * 100.0 / (SELECT overall_rating FROM Player JOIN Player_Attributes ON Player.player_api_id = Player_Attributes.player_api_id WHERE player_name = 'Paulin Puel' ),YOUR SQL QUERY HERE,0,0,0
