Question,hardness,Gold,Prediction_0.1,Prediction_0.5,Prediction_1.0,EX_0.1,EX_0.5,EX_1.0
"What number of patients with a degree of thrombosis level 2 and ANA pattern of only S, have a level of anti-Cardiolip in antibody (IgM) 20% higher than average?",challenging,SELECT COUNT(*) FROM Examination WHERE Thrombosis = 2 AND `ANA Pattern` = 'S' AND `aCL IgM` > (SELECT AVG(`aCL IgM`) * 1.2 FROM Examination WHERE Thrombosis = 2 AND `ANA Pattern` = 'S'),SELECT COUNT(DISTINCT p.id) FROM patient p JOIN examination e ON p.id = e.id WHERE e.thrombosis = 2 AND e.ana pattern = 'S' AND e.acl igm > ( SELECT AVG(acl igm) FROM examination WHERE ana pattern = 'S' ),Select count(*) from examination where thrombosis = 2 and ana pattern = 'S' and acl igm > (select avg(acl igm) from examination where thrombosis = 2 and ana pattern = 'S'),SELECT COUNT(DISTINCT p.id) FROM patient p JOIN examination e ON p.id = e.id WHERE p.sex = 'F' AND p.birthday BETWEEN '1950-01-01' AND '1970-12-31' AND e.thrombosis = 2 AND e.ana_pattern = 'S' AND e.acl_igm > (SELECT AVG(acl_igm) * 1.2 FROM examination),0,0,0
List the long name of teams with above-average build-up play passing in 2012.,challenging,"SELECT DISTINCT t4.team_long_name FROM Team_Attributes AS t3 INNER JOIN Team AS t4 ON t3.team_api_id = t4.team_api_id WHERE SUBSTR(t3.`date`, 1, 4) = '2012' AND t3.buildUpPlayPassing > ( SELECT CAST(SUM(t2.buildUpPlayPassing) AS REAL) / COUNT(t1.id) FROM Team AS t1 INNER JOIN Team_Attributes AS t2 ON t1.team_api_id = t2.team_api_id WHERE STRFTIME('%Y',t2.`date`) = '2012')",SELECT T1.team_long_name FROM team AS T1 JOIN team_attributes AS T2 ON T1.team_api_id = T2.team_api_id WHERE T2.buildupplaypassing > ( SELECT AVG(buildupplaypassing) FROM team_attributes WHERE date LIKE '2012%' ) AND T2.date LIKE '2012%',Select T1.team_long_name FROM team AS T1 JOIN team_attributes AS T2 ON T1.team_api_id = T2.team_api_id WHERE T2.buildupplaypassing > ( SELECT AVG(buildupplaypassing) FROM team_attributes WHERE date LIKE '2012%' ) AND T2.date LIKE '2012%',NULL,1,1,0
List all the elements of atoms that can not bond with any other atoms.,challenging,SELECT DISTINCT T.element FROM atom AS T WHERE T.element NOT IN ( SELECT DISTINCT T1.element FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id ),SELECT element FROM atom WHERE atom_id NOT IN (SELECT atom_id FROM connected),Select element from atom where atom_id not in (select atom_id from connected) union select element from atom where atom_id not in (select atom_id2 from connected),"Select these atoms' elements from the 'atom' table. To achieve this, use a NOT IN clause to exclude atoms that have bond connections in the 'connected' table.  SQLite query: SELECT element FROM atom WHERE atom_id NOT IN ( SELECT atom_id FROM connected ) ",0,0,0
"Among all the posts posted by the most influential user, identify the percentage with a score above 50.",challenging,SELECT CAST(SUM(CASE WHEN T2.Score > 50 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.Id) FROM users T1 INNER JOIN posts T2 ON T1.Id = T2.OwnerUserId INNER JOIN ( SELECT MAX(Reputation) AS max_reputation FROM users ) T3 ON T1.Reputation = T3.max_reputation,Select CAST(SUM(CASE WHEN T2.score > 50 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T2.id) FROM users AS T1 JOIN posts AS T2 ON T1.id = T2.owneruserid WHERE T1.reputation = ( SELECT MAX(reputation) FROM users ) ,NULL,NULL,1,0,0
Name the ID and age of patient with two or more laboratory examinations which show their hematoclit level exceeded the normal range.,challenging,"SELECT DISTINCT T1.ID, STRFTIME('%Y', CURRENT_TIMESTAMP) - STRFTIME('%Y', T1.Birthday) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T1.ID IN ( SELECT ID FROM Laboratory WHERE HCT >= 52 GROUP BY ID HAVING COUNT(ID) >= 2 )","SELECT T1.id, (strftime('%Y', 'now') - strftime('%Y', T1.birthday)) AS age FROM patient AS T1 JOIN laboratory AS T2 ON T1.id = T2.id WHERE T2.hct > 45 GROUP BY T1.id HAVING COUNT(T2.id) >= 2",NULL,"SELECT T1.id, julianday(T1.admission) - julianday(T1.birthday) as age FROM patient AS T1 JOIN laboratory AS T2 ON T1.id = T2.id WHERE T2.hct > 47 GROUP BY T1.id HAVING count(*) >= 2) ",0,0,0
How many atoms with iodine and with sulfur type elements are there in single bond molecules?,challenging,"SELECT COUNT(DISTINCT CASE WHEN T1.element = 'i' THEN T1.atom_id ELSE NULL END) AS iodine_nums , COUNT(DISTINCT CASE WHEN T1.element = 's' THEN T1.atom_id ELSE NULL END) AS sulfur_nums FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id INNER JOIN bond AS T3 ON T2.bond_id = T3.bond_id WHERE T3.bond_type = '-'","SELECT COUNT(*) FROM atom AS T1 JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id JOIN bond AS T3 ON T2.molecule_id = T3.molecule_id WHERE T1.element IN ('I', 'S') AND T3.bond_type = 'single'",NULL,NULL,0,0,0
Give the full name and contact number of members who had to spend more than average on each expense.,challenging,"SELECT DISTINCT T3.first_name, T3.last_name, T3.phone FROM expense AS T1 INNER JOIN budget AS T2 ON T1.link_to_budget = T2.budget_id INNER JOIN member AS T3 ON T3.member_id = T1.link_to_member WHERE T1.cost > ( SELECT AVG(T1.cost) FROM expense AS T1 INNER JOIN budget AS T2 ON T1.link_to_budget = T2.budget_id INNER JOIN member AS T3 ON T3.member_id = T1.link_to_member )","SELECT T1.first_name, T1.last_name, T1.phone FROM member AS T1 JOIN expense AS T2 ON T1.member_id = T2.link_to_member WHERE T2.cost > ( SELECT AVG(cost) FROM expense ) ","SELECT T1.first_name, T1.last_name, T1.phone FROM member AS T1 JOIN expense AS T2 ON T1.member_id = T2.link_to_member WHERE T2.cost > (SELECT AVG(cost) FROM expense) GROUP BY T1.member_id HAVING COUNT(T2.expense_id) > 1",select members who spent more than this average on any single expense. Join the member table with the expense table on the member_id column. Use the AVG() function to calculate the average expense per member and a WHERE clause to filter members based on the average expense. :      ,1,1,0
What was the average overall rating for Marko Arnautovic from 2007/2/22 to 2016/4/21?,challenging,"SELECT CAST(SUM(t2.overall_rating) AS REAL) / COUNT(t2.id) FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_fifa_api_id = t2.player_fifa_api_id WHERE t1.player_name = 'Marko Arnautovic' AND SUBSTR(t2.`date`, 1, 10) BETWEEN '2007-02-22' AND '2016-04-21'",SELECT AVG(T1.overall_rating) FROM player_attributes AS T1 JOIN player AS T2 ON T1.player_api_id = T2.player_api_id WHERE T2.player_name = 'Marko Arnautovic' AND T1.date BETWEEN '2007/2/22' AND '2016/4/21',SELECT AVG(T1.overall_rating) FROM player_attributes AS T1 JOIN player AS T2 ON T1.player_api_id = T2.player_api_id WHERE T2.player_name = 'Marko Arnautovic' AND T1.date BETWEEN '2007/2/22' AND '2016/4/21',Select AVG(T1.overall_rating) FROM player_attributes AS T1 INNER JOIN player AS T2 ON T1.player_api_id = T2.player_api_id WHERE T2.player_name = 'Marko Arnautovic' AND T1.date BETWEEN '2007/2/22' AND '2016/4/21',0,0,0
"For patients with abnormal platelet level, state the number of patients with lower than normal range. How is it compare to the number of patients with higher than normal range?",challenging,SELECT SUM(CASE WHEN T2.PLT <= 100 THEN 1 ELSE 0 END) - SUM(CASE WHEN T2.PLT >= 400 THEN 1 ELSE 0 END) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID,NULL,"SELECT      (SELECT COUNT(*) FROM patient WHERE id IN (SELECT patient_id FROM laboratory WHERE plt < 150)) AS lower_than_normal,     (SELECT COUNT(*) FROM patient WHERE id IN (SELECT patient_id FROM laboratory WHERE plt > 350)) AS higher_than_normal",NULL,0,0,0
"Among posts by Harvey Motulsky and Noah Snyder, which one has higher popularity?",challenging,SELECT T1.DisplayName FROM users AS T1 INNER JOIN postHistory AS T2 ON T1.Id = T2.UserId INNER JOIN posts AS T3 ON T2.PostId = T3.Id WHERE T1.DisplayName = 'Harvey Motulsky' OR T1.DisplayName = 'Noah Snyder' GROUP BY T1.DisplayName ORDER BY SUM(T3.ViewCount) DESC LIMIT 1,"SELECT p.id, p.title, p.viewcount FROM posts p JOIN users u ON p.owneruserid = u.id WHERE u.displayname IN ('Harvey Motulsky', 'Noah Snyder') ORDER BY p.viewcount DESC LIMIT 1","SELECT p1.id, p1.title, p1.viewcount FROM posts p1 JOIN users u1 ON p1.owneruserid = u1.id WHERE u1.displayname IN ('Harvey Motulsky', 'Noah Snyder') ORDER BY p1.viewcount DESC LIMIT 1",NULL,0,0,0
What percentage of carcinogenic-type molecules does not contain fluorine?,challenging,SELECT CAST(COUNT(DISTINCT CASE WHEN T1.element <> 'f' THEN T2.molecule_id ELSE NULL END) AS REAL) * 100 / COUNT(DISTINCT T2.molecule_id) FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T2.label = '+',SELECT CAST(SUM(CASE WHEN T1.bond_type = 'carcinogenic' AND T3.element != 'Fl' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.bond_type) FROM bond AS T1 JOIN connected AS T2 ON T1.bond_id = T2.bond_id JOIN atom AS T3 ON T2.atom_id = T3.atom_id JOIN molecule AS T4 ON T1.molecule_id = T4.molecule_id,Select CAST(SUM(CASE WHEN T1.bond_type = 'carcinogenic' AND T3.element != 'F' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.bond_type) FROM bond AS T1 JOIN connected AS T2 ON T1.bond_id = T2.bond_id JOIN atom AS T3 ON T2.atom_id = T3.atom_id JOIN molecule AS T4 ON T1.molecule_id = T4.molecule_id,SELECT COUNT(*) FROM molecule AS T1 JOIN atom AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.label LIKE '%carcinogenic%' AND T2.element != 'Fluorine') * 100 / (SELECT COUNT(*) FROM molecule AS T1 JOIN atom AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.label LIKE '%carcinogenic%') ,0,0,0
"Which superhero has the same eyes, hair and skin colour? Indicate the publisher of the superhero.",challenging,"SELECT T1.superhero_name, T2.publisher_name FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id WHERE T1.eye_colour_id = T1.hair_colour_id AND T1.eye_colour_id = T1.skin_colour_id","SELECT T1.superhero_name, T2.publisher_name FROM superhero AS T1 JOIN publisher AS T2 ON T1.publisher_id = T2.id WHERE T1.eye_colour_id = T1.hair_colour_id AND T1.eye_colour_id = T1.skin_colour_id",NULL,"SELECT T1.superhero_name, T1.full_name, T2.publisher_name FROM superhero AS T1 JOIN publisher AS T2 ON T1.publisher_id = T2.id JOIN colour AS T3 ON T1.eye_colour_id = T3.id JOIN colour AS T4 ON T1.hair_colour_id = T4.id JOIN colour AS T5 ON T1.skin_colour_id = T5.id WHERE T3.colour = T4.colour AND T4.colour = T5.colour",1,0,0
How much faster in percentage is the champion than the driver who finished the race last in the 2008 Australian Grand Prix?,challenging,"WITH time_in_seconds AS ( SELECT T1.positionOrder, CASE WHEN T1.positionOrder = 1 THEN (CAST(SUBSTR(T1.time, 1, 1) AS REAL) * 3600) + (CAST(SUBSTR(T1.time, 3, 2) AS REAL) * 60) + CAST(SUBSTR(T1.time, 6) AS REAL) ELSE CAST(SUBSTR(T1.time, 2) AS REAL) END AS time_seconds FROM results AS T1 INNER JOIN races AS T2 ON T1.raceId = T2.raceId WHERE T2.name = 'Australian Grand Prix' AND T1.time IS NOT NULL AND T2.year = 2008 ), champion_time AS ( SELECT time_seconds FROM time_in_seconds WHERE positionOrder = 1), last_driver_incremental AS ( SELECT time_seconds FROM time_in_seconds WHERE positionOrder = (SELECT MAX(positionOrder) FROM time_in_seconds) ) SELECT (CAST((SELECT time_seconds FROM last_driver_incremental) AS REAL) * 100) / (SELECT time_seconds + (SELECT time_seconds FROM last_driver_incremental) FROM champion_time)","SELECT      ROUND((1 - (MIN(T1.milliseconds) / MAX(T1.milliseconds))) * 100, 2) || '%' AS ""percentage_faster"" FROM      results AS T1 JOIN      races AS T2 ON T1.raceid = T2.raceid JOIN      driverstandings AS T3 ON T1.driverid = T3.driverid WHERE      T2.year = 2008 AND T2.name = 'Australian Grand Prix' AND T3.position = 1",NULL,NULL,0,0,0
Write the full names of students who received funds on the date of 9/9/2019 and include the amount received.,challenging,"SELECT DISTINCT T3.first_name, T3.last_name, T4.amount FROM event AS T1 INNER JOIN attendance AS T2 ON T1.event_id = T2.link_to_event INNER JOIN member AS T3 ON T3.member_id = T2.link_to_member INNER JOIN income AS T4 ON T4.link_to_member = T3.member_id WHERE T4.date_received = '2019-09-09'","SELECT T1.first_name, T1.last_name, T2.amount FROM member AS T1 JOIN income AS T2 ON T1.member_id = T2.link_to_member WHERE T2.date_received = '2019-09-09'","Select T1.first_name, T1.last_name, T2.amount FROM member AS T1 JOIN income AS T2 ON T1.member_id = T2.link_to_member WHERE T2.date_received = '2019-09-09'","SELECT T1.first_name, T1.last_name, T2.amount FROM member AS T1 JOIN income AS T2 ON T1.member_id = T2.link_to_member WHERE T2.date_received = '2019-09-09'",1,1,1
"For all the set of cards that has Japanese translation, what is the percentage of them are only available in non-foil?",challenging,SELECT CAST(SUM(CASE WHEN isNonFoilOnly = 1 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(id) FROM sets WHERE code IN ( SELECT setCode FROM set_translations WHERE language = 'Japanese' ),SELECT CAST(SUM(CASE WHEN T1.hasnonfoil = 1 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(*) FROM cards AS T1 INNER JOIN set_translations AS T2 ON T1.setcode = T2.setcode WHERE T2.language = 'Japanese',NULL,NULL,0,0,0
What are the elements of the atoms of TR144_8_19?,challenging,SELECT T2.element FROM connected AS T1 INNER JOIN atom AS T2 ON T1.atom_id = T2.atom_id WHERE T1.bond_id = 'TR144_8_19',SELECT T1.element FROM atom AS T1 JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T2.label = 'TR144_8_19',SELECT T1.element FROM atom AS T1 JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T2.label = 'TR144_8_19',Select the elements of the atoms of TR144_8_19 from the atom table connected to the molecule table via the molecule_id. Filter by the molecule label 'TR144_8_19'.,0,0,0
What was the growth rate of the total amount of loans across all accounts for a male client between 1996 and 1997?,challenging,"SELECT CAST((SUM(CASE WHEN STRFTIME('%Y', T1.date) = '1997' THEN T1.amount ELSE 0 END) - SUM(CASE WHEN STRFTIME('%Y', T1.date) = '1996' THEN T1.amount ELSE 0 END)) AS REAL) * 100 / SUM(CASE WHEN STRFTIME('%Y', T1.date) = '1996' THEN T1.amount ELSE 0 END) FROM loan AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN disp AS T3 ON T3.account_id = T2.account_id INNER JOIN client AS T4 ON T4.client_id = T3.client_id WHERE T4.gender = 'M' AND T3.type = 'OWNER'","SELECT      (SUM(CASE WHEN T1.year = 1997 THEN T2.amount ELSE 0 END) - SUM(CASE WHEN T1.year = 1996 THEN T2.amount ELSE 0 END)) /      SUM(CASE WHEN T1.year = 1996 THEN T2.amount ELSE 0 END) * 100 AS growth_rate FROM (     SELECT          strftime('%Y', T2.date) AS year     FROM          client AS T1     JOIN          disp AS T2 ON T1.client_id = T2.client_id     JOIN          loan AS T3 ON T2.account_id = T3.account_id     WHERE          T1.gender = 'M' AND T2.type = 'saving' AND T3.status = 'open' ) AS T1 JOIN      loan AS T2 ON T1.year = strftime('%Y', T2.date)","Select the growth rate of the total amount of loans across all accounts for a male client between 1996 and 1997. To achieve this, we need to calculate the sum of the loan amounts for male clients in the specified date range and then find the growth rate between the first and last year of the range. However, the provided query does not correctly calculate the growth rate. ",NULL,0,0,0
"Which constructor scored most points from Monaco Grand Prix between 1980 and 2010? List the score, name and nationality of this team.",challenging,"SELECT SUM(T1.points), T2.name, T2.nationality FROM constructorResults AS T1 INNER JOIN constructors AS T2 ON T1.constructorId = T2.constructorId INNER JOIN races AS T3 ON T3.raceid = T1.raceid WHERE T3.name = 'Monaco Grand Prix' AND T3.year BETWEEN 1980 AND 2010 GROUP BY T2.name ORDER BY SUM(T1.points) DESC LIMIT 1","SELECT T1.points, T2.name, T2.nationality FROM constructorresults AS T1 JOIN constructors AS T2 ON T1.constructorid = T2.constructorid JOIN races AS T3 ON T1.raceid = T3.raceid WHERE T3.circuitid = ( SELECT circuitid FROM circuits WHERE name = 'Monaco Grand Prix' ) AND T3.year BETWEEN 1980 AND 2010 ORDER BY T1.points DESC LIMIT 1","Select T1.points, T2.name, T2.nationality from constructorresults AS T1 JOIN constructors AS T2 ON T1.constructorid = T2.constructorid JOIN races AS T3 ON T1.raceid = T3.raceid WHERE T3.name = 'Monaco Grand Prix' AND T3.year BETWEEN 1980 AND 2010 ORDER BY T1.points DESC LIMIT 1",NULL,0,0,0
What is the composition of element chlorine in percentage among the single bond molecules?,challenging,"SELECT CAST(COUNT(CASE WHEN T.element = 'cl' THEN T.atom_id ELSE NULL END) AS REAL) * 100 / COUNT(T.atom_id) FROM ( SELECT T1.atom_id, T1.element FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id INNER JOIN bond AS T3 ON T2.molecule_id = T3.molecule_id WHERE T3.bond_type = '-' ) AS T",SELECT CAST(SUM(CASE WHEN T1.element = 'Cl' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(*) FROM atom AS T1 JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id JOIN bond AS T3 ON T2.molecule_id = T3.molecule_id WHERE T3.bond_type = 'single',"SELECT ROUND((COUNT(CASE WHEN T1.element = 'Cl' THEN 1 ELSE NULL END) * 100.0) / COUNT(T1.element), 2) AS percentage FROM atom AS T1 JOIN bond AS T2 ON T1.molecule_id = T2.molecule_id JOIN connected AS T3 ON T2.bond_id = T3.bond_id WHERE T2.bond_type = 'single'",NULL,0,0,0
Find the name and date of events with expenses for pizza that were more than fifty dollars but less than a hundred dollars.,challenging,"SELECT T1.event_name, T1.event_date FROM event AS T1 INNER JOIN budget AS T2 ON T1.event_id = T2.link_to_event INNER JOIN expense AS T3 ON T2.budget_id = T3.link_to_budget WHERE T3.expense_description = 'Pizza' AND T3.cost > 50 AND T3.cost < 100","SELECT T1.event_name, T1.event_date FROM event AS T1 JOIN expense AS T2 ON T1.event_id = T2.link_to_event WHERE T2.expense_description LIKE '%pizza%' AND T2.cost BETWEEN 50 AND 100","SELECT T1.event_name, T1.event_date FROM event AS T1 JOIN expense AS T2 ON T1.event_id = T2.link_to_event WHERE T2.expense_description = 'pizza' AND T2.cost BETWEEN 50 AND 100","Select T1.event_name, T1.event_date FROM event AS T1 JOIN expense AS T2 ON T1.event_id = T2.link_to_event WHERE T2.expense_description LIKE '%pizza%' AND T2.cost BETWEEN 50 AND 100",0,0,0
"Please list the account types that are not eligible for loans, and the average income of residents in the district where the account is located exceeds $8000 but is no more than $9000.",challenging,SELECT T3.type FROM district AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id INNER JOIN disp AS T3 ON T2.account_id = T3.account_id WHERE T3.type != 'OWNER' AND T1.A11 BETWEEN 8000 AND 9000,SELECT T1.type FROM card AS T1 JOIN disp AS T2 ON T1.card_id = T2.card_id JOIN account AS T3 ON T2.account_id = T3.account_id WHERE T3.account_id NOT IN ( SELECT account_id FROM loan ) AND T3.district_id IN ( SELECT district_id FROM client WHERE ( ( SELECT AVG(amount) FROM trans WHERE account_id = T3.account_id ) BETWEEN 8000 AND 9000 ) ) GROUP BY T1.type,NULL,SELECT DISTINCT T1.type  FROM card AS T1  LEFT JOIN account AS T2 ON T1.card_id = T2.card_id  WHERE T2.account_id NOT IN (SELECT account_id FROM loan)   UNION   SELECT AVG(T3.income)  FROM district AS T1  JOIN client AS T2 ON T1.district_id = T2.district_id  JOIN (SELECT SUM(T4.amount) / COUNT(T4.date) AS income FROM account AS T4 JOIN trans AS T5 ON T4.account_id = T5.account_id WHERE T5.type = 'PRIJEM') AS T3 ON 1 = 1  WHERE T1.a8 BETWEEN 8000 AND 9000,0,0,0
How many elements are contained in bond_id TR001_3_4?,challenging,SELECT COUNT(DISTINCT T1.element) FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id WHERE T2.bond_id = 'TR001_3_4',SELECT COUNT(DISTINCT T1.element) FROM atom AS T1 JOIN connected AS T2 ON T1.atom_id = T2.atom_id WHERE T2.bond_id = 'TR001_3_4',Select count(*) from atom where atom_id in (select atom_id from connected where bond_id = 'TR001_3_4'),NULL,1,0,0
"What is the average time in seconds of champion for each year, before year 1975?",challenging,"WITH time_in_seconds AS ( SELECT T2.year, T2.raceId, T1.positionOrder, CASE WHEN T1.positionOrder = 1 THEN (CAST(SUBSTR(T1.time, 1, 1) AS REAL) * 3600) + (CAST(SUBSTR(T1.time, 3, 2) AS REAL) * 60) + CAST(SUBSTR(T1.time, 6,2) AS REAL )   + CAST(SUBSTR(T1.time, 9) AS REAL)/1000 ELSE 0 END AS time_seconds FROM results AS T1 INNER JOIN races AS T2 ON T1.raceId = T2.raceId WHERE T1.time IS NOT NULL ), champion_time AS ( SELECT year, raceId, time_seconds FROM time_in_seconds WHERE positionOrder = 1 ) SELECT year, AVG(time_seconds) FROM champion_time WHERE year < 1975 GROUP BY year HAVING AVG(time_seconds) IS NOT NULL","SELECT AVG(T1.milliseconds / 1000) ,  T2.year FROM results AS T1 JOIN seasons AS T2 ON T1.year = T2.year WHERE T1.position = 1 AND T2.year < 1975 GROUP BY T2.year","SELECT AVG(T1.milliseconds / 1000.0) ,  T2.year FROM results AS T1 JOIN seasons AS T2 ON T1.year = T2.year WHERE T1.position = 1 AND T2.year < 1975 GROUP BY T2.year",NULL,0,0,0
"For the branch which located in the south Bohemia with biggest number of inhabitants, what is the percentage of the male clients?",challenging,SELECT CAST(SUM(T1.gender = 'M') AS REAL) * 100 / COUNT(T1.client_id) FROM client AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T2.A3 = 'south Bohemia' GROUP BY T2.A4 ORDER BY T2.A4 DESC LIMIT 1,SELECT CAST(SUM(CASE WHEN gender = 'M' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(client_id) FROM client WHERE district_id IN ( SELECT district_id FROM district WHERE a1 = 'S' AND a2 = 'O' AND a3 = 'B' AND a4 = 'H' AND a5 = 'E' AND a6 = 'M' AND a7 = 'I' AND a8 = 'A' AND a9 = 'N' AND a10 = 'A' AND a11 = 'T' AND a12 = 'S' AND a13 = 'O' AND a14 = 'U' AND a15 = 'S' AND a16 = 'T' ) ,SELECT      (COUNT(CASE WHEN gender = 'M' THEN 1 END) * 100.0 / COUNT(client_id)) AS male_percentage FROM      client WHERE      district_id = (         SELECT              district_id         FROM              district         WHERE              a1 = 'south Bohemia'         ORDER BY              SUM(a2 + a3 + a4 + a5 + a6 + a7 + a8 + a9 + a10 + a11 + a12 + a13 + a14 + a15 + a16) DESC         LIMIT 1     ),NULL,0,0,0
