Question,hardness,Gold,Prediction_0.1,Prediction_0.5,Prediction_1.0,EX_0.1,EX_0.5,EX_1.0
"Among the sets whose expansion type is Commander, which set has the highest total number of cards including promotional and related supplemental products but excluding Alchemy modifications? Indicate the id of the set.",challenging,SELECT id FROM sets WHERE type = 'commander' ORDER BY totalSetSize DESC LIMIT 1,SELECT id FROM sets WHERE type = 'Commander' AND totalsetsize = (     SELECT MAX(totalsetsize)     FROM sets     WHERE type = 'Commander'     AND isalchemy = 0     AND (isfoilonly = 0 OR isnonfoilonly = 0) ),SELECT id FROM sets WHERE type = 'Commander' AND totalsetsize = (     SELECT MAX(totalsetsize)     FROM sets     WHERE type = 'Commander'     AND isalchemy = 0     AND (isfoilonly = 0 OR isnonfoilonly = 0) ),SELECT id FROM sets WHERE type = 'commander' AND basesetsize = (SELECT MAX(basesetsize) FROM sets WHERE type = 'commander' AND isalchemy = 0),0,0,0
"In superheroes with missing weight data, calculate the difference between the number of superheroes with blue eyes and no eye color.",challenging,SELECT SUM(CASE WHEN T2.id = 7 THEN 1 ELSE 0 END) - SUM(CASE WHEN T2.id = 1 THEN 1 ELSE 0 END) FROM superhero AS T1 INNER JOIN colour AS T2 ON T1.eye_colour_id = T2.id WHERE T1.weight_kg = 0 OR T1.weight_kg is NULL,SELECT COUNT(*) FROM superhero WHERE eye_colour_id = (SELECT id FROM colour WHERE colour = 'blue') AND weight_kg IS NULL)     -     (SELECT COUNT(*) FROM superhero WHERE eye_colour_id IS NULL AND weight_kg IS NULL),SELECT COUNT(*) FROM superhero WHERE eye_colour_id = (SELECT id FROM colour WHERE colour = 'blue') AND weight_kg IS NULL)     -     (SELECT COUNT(*) FROM superhero WHERE eye_colour_id IS NULL AND weight_kg IS NULL),SELECT (SELECT COUNT(*) FROM superhero WHERE eye_colour_id = (SELECT id FROM colour WHERE colour = 'blue') AND weight_kg IS NULL) - (SELECT COUNT(*) FROM superhero WHERE eye_colour_id IS NULL AND weight_kg IS NULL),0,0,0
"Which of the three segments—SME, LAM and KAM—has the biggest and lowest percentage increases in consumption paid in EUR between 2012 and 2013?",challenging,"SELECT CAST((SUM(IIF(T1.Segment = 'SME' AND T2.Date LIKE '2013%', T2.Consumption, 0)) - SUM(IIF(T1.Segment = 'SME' AND T2.Date LIKE '2012%', T2.Consumption, 0))) AS FLOAT) * 100 / SUM(IIF(T1.Segment = 'SME' AND T2.Date LIKE '2012%', T2.Consumption, 0)), CAST(SUM(IIF(T1.Segment = 'LAM' AND T2.Date LIKE '2013%', T2.Consumption, 0)) - SUM(IIF(T1.Segment = 'LAM' AND T2.Date LIKE '2012%', T2.Consumption, 0)) AS FLOAT) * 100 / SUM(IIF(T1.Segment = 'LAM' AND T2.Date LIKE '2012%', T2.Consumption, 0)) , CAST(SUM(IIF(T1.Segment = 'KAM' AND T2.Date LIKE '2013%', T2.Consumption, 0)) - SUM(IIF(T1.Segment = 'KAM' AND T2.Date LIKE '2012%', T2.Consumption, 0)) AS FLOAT) * 100 / SUM(IIF(T1.Segment = 'KAM' AND T2.Date LIKE '2012%', T2.Consumption, 0)) FROM customers AS T1 INNER JOIN yearmonth AS T2 ON T1.CustomerID = T2.CustomerID",NULL,"SELECT segment,        ((SUM(CASE WHEN date BETWEEN '2013-01-01' AND '2013-12-31' THEN amount ELSE 0 END) -          SUM(CASE WHEN date BETWEEN '2012-01-01' AND '2012-12-31' THEN amount ELSE 0 END)) /         SUM(CASE WHEN date BETWEEN '2012-01-01' AND '2012-12-31' THEN amount ELSE 0 END)) * 100 AS percentage_change FROM transactions_1k JOIN customers ON transactions_1k.customerid = customers.customerid WHERE currency = 'EUR' GROUP BY segment ORDER BY percentage_change DESC, percentage_change ASC",NULL,0,0,0
What was the difference in gas consumption between CZK-paying customers and EUR-paying customers in 2012?,challenging,"SELECT SUM(IIF(T1.Currency = 'CZK', T2.Consumption, 0)) - SUM(IIF(T1.Currency = 'EUR', T2.Consumption, 0)) FROM customers AS T1 INNER JOIN yearmonth AS T2 ON T1.CustomerID = T2.CustomerID WHERE SUBSTR(T2.Date, 1, 4) = '2012'",NULL,NULL,"SELECT SUM(CASE WHEN c.currency = 'CZK' THEN t.amount ELSE 0 END) - SUM(CASE WHEN c.currency = 'EUR' THEN t.amount ELSE 0 END) AS consumption_difference FROM transactions_1k AS t JOIN customers AS c ON t.customerid = c.customerid WHERE strftime('%Y', t.date) = '2012'",0,0,0
List all carcinogenic molecules and their elements.,challenging,"SELECT DISTINCT T2.molecule_id, T1.element FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T2.label = '+'","SELECT m.label, a.element FROM molecule m JOIN atom a ON m.molecule_id = a.molecule_id WHERE m.label = 'carcinogenic'","SELECT m.label, a.element FROM molecule m JOIN atom a ON m.molecule_id = a.molecule_id WHERE m.label = 'carcinogenic'","SELECT m.label, a.element FROM molecule m JOIN atom a ON m.molecule_id = a.molecule_id WHERE m.label = 'carcinogenic'",0,0,0
Which set is not available outside of the United States and has foil cards with Japanese writing on them? Please include the set ID in your response.,challenging,"SELECT T1.name, T1.id FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setCode WHERE T2.language = 'Japanese' AND T1.isFoilOnly = 1 AND T1.isForeignOnly = 0",SELECT s.id FROM sets s JOIN foreign_data fd ON s.id = fd.id WHERE s.isonlineonly = 1 AND fd.language = 'Japanese' AND s.isfoilonly = 1,SELECT id FROM sets WHERE isonlineonly = 1 AND id IN (     SELECT DISTINCT sets.id     FROM sets     JOIN cards ON sets.code = cards.setcode     JOIN foreign_data ON cards.id = foreign_data.uuid     WHERE hasfoil = 1 AND language = 'Japanese' ),SELECT id FROM sets WHERE isforeignonly = 1 AND id IN (     SELECT setcode FROM foreign_data     WHERE language = 'Japanese'     AND id IN (         SELECT setcode FROM cards         WHERE hasfoil = 1     ) ),0,0,0
"For the customer who paid 634.8 in 2012/8/25, what was the consumption decrease rate from Year 2012 to 2013?",challenging,"SELECT CAST(SUM(IIF(SUBSTR(Date, 1, 4) = '2012', Consumption, 0)) - SUM(IIF(SUBSTR(Date, 1, 4) = '2013', Consumption, 0)) AS FLOAT) / SUM(IIF(SUBSTR(Date, 1, 4) = '2012', Consumption, 0)) FROM yearmonth WHERE CustomerID = ( SELECT T1.CustomerID FROM transactions_1k AS T1 INNER JOIN gasstations AS T2 ON T1.GasStationID = T2.GasStationID WHERE T1.Date = '2012-08-25' AND T1.Price = 634.8 )","SELECT customerid, SUM(amount) AS consumption_2012   FROM transactions_1k   WHERE strftime('%Y', date) = '2012' AND customerid = (SELECT customerid FROM transactions_1k WHERE date = '2012/8/25' AND amount = 634.8)   GROUP BY customerid ), customer_2013 AS (   SELECT customerid, SUM(amount) AS consumption_2013   FROM transactions_1k   WHERE strftime('%Y', date) = '2013' AND customerid = (SELECT customerid FROM customer_2012)   GROUP BY customerid ) SELECT ((consumption_2012 - consumption_2013) / consumption_2012) AS decrease_rate FROM customer_2012 JOIN customer_2013 USING (customerid)","SELECT customerid   FROM transactions_1k   WHERE date = '2012/8/25' AND amount = 634.8 ), consumption_2012 AS (   SELECT customerid, SUM(consumption) AS total_consumption   FROM yearmonth   WHERE strftime('%Y', date) = '2012' AND customerid IN (SELECT customerid FROM customer_2012)   GROUP BY customerid ), consumption_2013 AS (   SELECT customerid, SUM(consumption) AS total_consumption   FROM yearmonth   WHERE strftime('%Y', date) = '2013' AND customerid IN (SELECT customerid FROM customer_2012)   GROUP BY customerid ) SELECT ((consumption_2012.total_consumption - consumption_2013.total_consumption) / consumption_2012.total_consumption) * 100 AS decrease_rate FROM consumption_2012 JOIN consumption_2013 ON consumption_2012.customerid = consumption_2013.customerid",NULL,0,0,0
"Which superhero has the same eyes, hair and skin colour? Indicate the publisher of the superhero.",challenging,"SELECT T1.superhero_name, T2.publisher_name FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id WHERE T1.eye_colour_id = T1.hair_colour_id AND T1.eye_colour_id = T1.skin_colour_id","SELECT s.superhero_name, p.publisher_name FROM superhero s JOIN publisher p ON s.publisher_id = p.id WHERE EXISTS (     SELECT 1     FROM superhero s2     WHERE s2.eye_colour_id = s.eye_colour_id     AND s2.hair_colour_id = s.hair_colour_id     AND s2.skin_colour_id = s.skin_colour_id     AND s2.id <> s.id )","SELECT s.superhero_name, p.publisher_name FROM superhero s JOIN publisher p ON s.publisher_id = p.id WHERE EXISTS (     SELECT 1     FROM superhero s2     WHERE s2.eye_colour_id = s.eye_colour_id     AND s2.hair_colour_id = s.hair_colour_id     AND s2.skin_colour_id = s.skin_colour_id     AND s2.id <> s.id )","SELECT superhero.superhero_name, publisher.publisher_name FROM superhero JOIN publisher ON superhero.publisher_id = publisher.id WHERE EXISTS (     SELECT 1     FROM superhero AS s2     WHERE s2.eye_colour_id = superhero.eye_colour_id     AND s2.hair_colour_id = superhero.hair_colour_id     AND s2.skin_colour_id = superhero.skin_colour_id     AND s2.id != superhero.id )",0,0,0
"Which constructor scored most points from Monaco Grand Prix between 1980 and 2010? List the score, name and nationality of this team.",challenging,"SELECT SUM(T1.points), T2.name, T2.nationality FROM constructorResults AS T1 INNER JOIN constructors AS T2 ON T1.constructorId = T2.constructorId INNER JOIN races AS T3 ON T3.raceid = T1.raceid WHERE T3.name = 'Monaco Grand Prix' AND T3.year BETWEEN 1980 AND 2010 GROUP BY T2.name ORDER BY SUM(T1.points) DESC LIMIT 1","SELECT c.name, c.nationality, SUM(cr.points) AS total_points FROM constructorresults cr JOIN constructors c ON cr.constructorid = c.constructorid JOIN races r ON cr.raceid = r.raceid WHERE r.name = 'Monaco Grand Prix' AND r.year BETWEEN 1980 AND 2010 GROUP BY cr.constructorid ORDER BY total_points DESC LIMIT 1","SELECT c.name, c.nationality, SUM(cr.points) AS total_points FROM constructorresults cr JOIN races r ON cr.raceid = r.raceid JOIN constructors c ON cr.constructorid = c.constructorid WHERE r.name = 'Monaco Grand Prix' AND r.year BETWEEN 1980 AND 2010 GROUP BY cr.constructorid ORDER BY total_points DESC LIMIT 1","SELECT constructorresults.points, constructors.name, constructors.nationality FROM constructorresults JOIN races ON constructorresults.raceid = races.raceid JOIN constructors ON constructorresults.constructorid = constructors.constructorid WHERE races.name = 'Monaco Grand Prix' AND races.year BETWEEN 1980 AND 2010 ORDER BY constructorresults.points DESC LIMIT 1",0,0,0
What elements are in a double type bond?,challenging,SELECT DISTINCT T1.element FROM atom AS T1 INNER JOIN bond AS T2 ON T1.molecule_id = T2.molecule_id INNER JOIN connected AS T3 ON T1.atom_id = T3.atom_id WHERE T2.bond_type = '=',SELECT a.element FROM atom a JOIN connected c ON a.atom_id = c.atom_id JOIN bond b ON c.bond_id = b.bond_id WHERE b.bond_type = 'double',SELECT a.element FROM atom a JOIN connected c ON a.atom_id = c.atom_id JOIN bond b ON c.bond_id = b.bond_id WHERE b.bond_type = 'double',SELECT DISTINCT a.element FROM atom a JOIN connected c ON a.atom_id = c.atom_id JOIN bond b ON c.bond_id = b.bond_id WHERE b.bond_type = 'double',0,0,0
"Please list the account types that are not eligible for loans, and the average income of residents in the district where the account is located exceeds $8000 but is no more than $9000.",challenging,SELECT T3.type FROM district AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id INNER JOIN disp AS T3 ON T2.account_id = T3.account_id WHERE T3.type != 'OWNER' AND T1.A11 BETWEEN 8000 AND 9000,SELECT DISTINCT d.type FROM disp d JOIN client c ON d.client_id = c.client_id JOIN district di ON c.district_id = di.district_id WHERE d.account_id NOT IN (SELECT account_id FROM loan) AND (SELECT AVG(di.a2 + di.a3 + di.a4 + di.a5 + di.a6 + di.a7 + di.a8 + di.a9 + di.a10 + di.a11 + di.a12 + di.a13 + di.a14 + di.a15 + di.a16) FROM district WHERE district_id = di.district_id) BETWEEN 8000 AND 9000,SELECT DISTINCT d.type FROM disp d JOIN account a ON d.account_id = a.account_id JOIN client c ON d.client_id = c.client_id JOIN district dist ON c.district_id = dist.district_id WHERE a.account_id NOT IN (SELECT account_id FROM loan) AND (SELECT AVG(income) FROM client WHERE district_id = dist.district_id) BETWEEN 8000 AND 9000,SELECT DISTINCT d.type FROM disp d JOIN client c ON d.client_id = c.client_id JOIN district di ON c.district_id = di.district_id WHERE d.account_id NOT IN (SELECT account_id FROM loan) AND di.average_income > 8000 AND di.average_income <= 9000,0,0,0
"What is the average time in seconds of champion for each year, before year 1975?",challenging,"WITH time_in_seconds AS ( SELECT T2.year, T2.raceId, T1.positionOrder, CASE WHEN T1.positionOrder = 1 THEN (CAST(SUBSTR(T1.time, 1, 1) AS REAL) * 3600) + (CAST(SUBSTR(T1.time, 3, 2) AS REAL) * 60) + CAST(SUBSTR(T1.time, 6,2) AS REAL )   + CAST(SUBSTR(T1.time, 9) AS REAL)/1000 ELSE 0 END AS time_seconds FROM results AS T1 INNER JOIN races AS T2 ON T1.raceId = T2.raceId WHERE T1.time IS NOT NULL ), champion_time AS ( SELECT year, raceId, time_seconds FROM time_in_seconds WHERE positionOrder = 1 ) SELECT year, AVG(time_seconds) FROM champion_time WHERE year < 1975 GROUP BY year HAVING AVG(time_seconds) IS NOT NULL",SELECT AVG(milliseconds) / 1000 AS average_time_in_seconds FROM results JOIN seasons ON results.year = seasons.year JOIN driverstandings ON results.driverid = driverstandings.driverid AND results.raceid = driverstandings.raceid WHERE seasons.year < 1975 AND driverstandings.position = 1,SELECT AVG(milliseconds) / 1000 AS average_time_in_seconds FROM results JOIN driverstandings ON results.resultid = driverstandings.driverstandingsid JOIN races ON results.raceid = races.raceid WHERE position = 1 AND races.year < 1975,"SELECT year, AVG(milliseconds) / 1000 AS avg_time_seconds         FROM races         JOIN results ON races.raceid = results.raceid         JOIN driverstandings ON results.driverstandingsid = driverstandings.driverstandingsid         WHERE position = 1 AND year < 1975         GROUP BY year",0,0,0
Tally the toxicology element of the 4th atom of each molecule that was carcinogenic.,challenging,"SELECT DISTINCT T1.element FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T2.label = '+' AND SUBSTR(T1.atom_id, -1) = '4' AND LENGTH(T1.atom_id) = 7",SELECT a.element FROM atom a JOIN molecule m ON a.molecule_id = m.molecule_id WHERE m.label = 'carcinogenic' AND a.atom_id = 4,SELECT a.element FROM atom a JOIN molecule m ON a.molecule_id = m.molecule_id WHERE m.label = 'carcinogenic' AND a.atom_id = 4,SELECT a.element FROM atom a JOIN molecule m ON a.molecule_id = m.molecule_id WHERE m.label = 'carcinogenic' AND a.atom_id = 4,0,0,0
