Unnamed: 0,Qid,Question,Db_Id,hardness,Query Gold,Repeated,Query Generated,Most Frequent Query,Exact Match,Execution Accuracy
38,984,"List the dog name, age and weight of the dogs who have been abandoned? 1 stands for yes, and 0 stands for no.",dog_kennels,medium,"SELECT name ,  age ,  weight FROM Dogs WHERE abandoned_yn  =  1",7,"SELECT name, age, weight FROM dogs WHERE abandoned_yn = 1
SELECT name, age, weight FROM dogs WHERE abandoned_yn = 1
SELECT name, age, weight FROM dogs WHERE abandoned_yn = 1
SELECT name, age, weight FROM dogs WHERE abandoned_yn = 1
SELECT name, age, weight FROM dogs WHERE abandoned_yn = 1
SELECT name, age, weight FROM dogs WHERE abandoned_yn = 1
SELECT name, age, weight FROM dogs WHERE abandoned_yn = 1","SELECT name, age, weight FROM dogs WHERE abandoned_yn = 1",True,1.0
39,509,How many courses in total are listed?,student_transcripts_tracking,easy,SELECT count(*) FROM Courses,7,"SELECT COUNT(*) FROM courses
SELECT COUNT(*) FROM courses
SELECT COUNT(*) FROM courses
SELECT COUNT(*) FROM courses
SELECT COUNT(*) FROM courses
SELECT COUNT(*) FROM courses
SELECT COUNT(*) FROM courses",SELECT COUNT(*) FROM courses,True,1.0
40,764,What is average life expectancy in the countries where English is not the official language?,world_1,extra,"SELECT avg(LifeExpectancy) FROM country WHERE Name NOT IN (SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""English"" AND T2.IsOfficial  =  ""T"")",7,"SELECT AVG(lifeexpectancy) FROM country JOIN countrylanguage ON country.code = countrylanguage.countrycode WHERE countrylanguage.language != 'English' AND countrylanguage.isofficial = 'False'
SELECT AVG(lifeexpectancy) FROM country JOIN countrylanguage ON country.code = countrylanguage.countrycode WHERE countrylanguage.language != 'English' AND countrylanguage.isofficial = 'False'
SELECT AVG(lifeexpectancy) FROM country JOIN countrylanguage ON country.code = countrylanguage.countrycode WHERE countrylanguage.language != 'English' AND countrylanguage.isofficial = 'False'
SELECT AVG(lifeexpectancy) FROM country JOIN countrylanguage ON country.code = countrylanguage.countrycode WHERE countrylanguage.language != 'English' AND countrylanguage.isofficial = 'False'
SELECT AVG(lifeexpectancy) FROM country JOIN countrylanguage ON country.code = countrylanguage.countrycode WHERE countrylanguage.language != 'English' AND countrylanguage.isofficial = 'False'
SELECT AVG(lifeexpectancy) FROM country JOIN countrylanguage ON country.code = countrylanguage.countrycode WHERE countrylanguage.language != 'English' AND countrylanguage.isofficial = 'False'
SELECT AVG(lifeexpectancy) FROM country JOIN countrylanguage ON country.code = countrylanguage.countrycode WHERE countrylanguage.language != 'English' AND countrylanguage.isofficial = 'False'",SELECT AVG(lifeexpectancy) FROM country JOIN countrylanguage ON country.code = countrylanguage.countrycode WHERE countrylanguage.language != 'English' AND countrylanguage.isofficial = 'False',0,0.0
41,898,Show the ids of high schoolers who have friends and are also liked by someone else.,network_1,hard,SELECT student_id FROM Friend INTERSECT SELECT liked_id FROM Likes,7,"SELECT DISTINCT f.student_id FROM friend f JOIN likes l ON f.friend_id = l.liked_id
SELECT DISTINCT f.student_id FROM friend f JOIN likes l ON f.friend_id = l.liked_id
SELECT DISTINCT f.student_id FROM friend f JOIN likes l ON f.friend_id = l.liked_id
SELECT DISTINCT f.student_id FROM friend f JOIN likes l ON f.friend_id = l.liked_id
SELECT DISTINCT f.student_id FROM friend f JOIN likes l ON f.friend_id = l.liked_id
SELECT DISTINCT f.student_id FROM friend f JOIN likes l ON f.friend_id = l.liked_id
SELECT DISTINCT f.student_id FROM friend f JOIN likes l ON f.friend_id = l.liked_id",SELECT DISTINCT f.student_id FROM friend f JOIN likes l ON f.friend_id = l.liked_id,0,0.0
42,627,Find the number of cartoons directed by each of the listed directors.,tvshow,medium,"SELECT count(*) ,  Directed_by FROM cartoon GROUP BY Directed_by",7,"SELECT directors.name, COUNT(cartoons.id) AS number_of_cartoons FROM directors JOIN cartoons ON directors.id = cartoons.directed_by WHERE directors.name IN ('director1', 'director2', 'director3') GROUP BY directors.name
SELECT directors.name, COUNT(cartoons.id) AS number_of_cartoons FROM directors JOIN cartoons ON directors.id = cartoons.directed_by WHERE directors.name IN ('director1', 'director2', 'director3') GROUP BY directors.name
SELECT directors.name, COUNT(cartoons.id) AS number_of_cartoons FROM directors JOIN cartoons ON directors.id = cartoons.directed_by WHERE directors.name IN ('director1', 'director2', 'director3') GROUP BY directors.name
SELECT directors.name, COUNT(cartoons.id) AS number_of_cartoons FROM directors JOIN cartoons ON directors.id = cartoons.directed_by WHERE directors.name IN ('director1', 'director2', 'director3') GROUP BY directors.name
SELECT directors.name, COUNT(cartoons.id) AS number_of_cartoons FROM directors JOIN cartoons ON directors.id = cartoons.directed_by WHERE directors.name IN ('director1', 'director2', 'director3') GROUP BY directors.name
SELECT directors.name, COUNT(cartoons.id) AS number_of_cartoons FROM directors JOIN cartoons ON directors.id = cartoons.directed_by WHERE directors.name IN ('director1', 'director2', 'director3') GROUP BY directors.name
SELECT directors.name, COUNT(cartoons.id) AS number_of_cartoons FROM directors JOIN cartoons ON directors.id = cartoons.directed_by WHERE directors.name IN ('director1', 'director2', 'director3') GROUP BY directors.name","SELECT directors.name, COUNT(cartoons.id) AS number_of_cartoons FROM directors JOIN cartoons ON directors.id = cartoons.directed_by WHERE directors.name IN ('director1', 'director2', 'director3') GROUP BY directors.name",0,0.0
43,879,Return the grade that has the greatest number of high schoolers.,network_1,hard,SELECT grade FROM Highschooler GROUP BY grade ORDER BY count(*) DESC LIMIT 1,7,"SELECT grade, COUNT(*) AS num_students FROM highschooler GROUP BY grade ORDER BY num_students DESC LIMIT 1
SELECT grade, COUNT(*) AS num_students FROM highschooler GROUP BY grade ORDER BY num_students DESC LIMIT 1
SELECT grade, COUNT(*) AS num_students FROM highschooler GROUP BY grade ORDER BY num_students DESC LIMIT 1
SELECT grade, COUNT(*) AS num_students FROM highschooler GROUP BY grade ORDER BY num_students DESC LIMIT 1
SELECT grade FROM highschooler GROUP BY grade ORDER BY COUNT(*) DESC LIMIT 1
SELECT grade, COUNT(*) AS num_students FROM highschooler GROUP BY grade ORDER BY num_students DESC LIMIT 1
SELECT grade, COUNT(*) AS num_students FROM highschooler GROUP BY grade ORDER BY num_students DESC LIMIT 1","SELECT grade, COUNT(*) AS num_students FROM highschooler GROUP BY grade ORDER BY num_students DESC LIMIT 1",0,0.0
44,29,What are the names of the stadiums without any concerts?,concert_singer,hard,SELECT name FROM stadium WHERE stadium_id NOT IN (SELECT stadium_id FROM concert),7,"SELECT s.name FROM stadium s LEFT JOIN concert c ON s.stadium_id = c.stadium_id WHERE c.concert_id IS NULL
SELECT s.name FROM stadium s LEFT JOIN concert c ON s.stadium_id = c.stadium_id WHERE c.concert_id IS NULL
SELECT s.name FROM stadium s LEFT JOIN concert c ON s.stadium_id = c.stadium_id WHERE c.concert_id IS NULL
SELECT s.name FROM stadium s LEFT JOIN concert c ON s.stadium_id = c.stadium_id WHERE c.concert_id IS NULL
SELECT s.name FROM stadium s LEFT JOIN concert c ON s.stadium_id = c.stadium_id WHERE c.concert_id IS NULL
SELECT s.name FROM stadium s LEFT JOIN concert c ON s.stadium_id = c.stadium_id WHERE c.concert_id IS NULL
SELECT s.name FROM stadium s LEFT JOIN concert c ON s.stadium_id = c.stadium_id WHERE c.concert_id IS NULL",SELECT s.name FROM stadium s LEFT JOIN concert c ON s.stadium_id = c.stadium_id WHERE c.concert_id IS NULL,0,1.0
45,88,What is the number of continents?,car_1,easy,SELECT count(*) FROM CONTINENTS;,7,"SELECT COUNT(*) FROM (SELECT DISTINCT continent FROM continents)
SELECT COUNT(*) FROM (SELECT DISTINCT continent FROM continents)
SELECT COUNT(*) FROM (SELECT DISTINCT continent FROM continents)
SELECT COUNT(*) FROM (SELECT DISTINCT continent FROM continents)
SELECT COUNT(*) FROM (SELECT DISTINCT continent FROM continents)
SELECT COUNT(*) FROM (SELECT DISTINCT continent FROM continents)
SELECT COUNT(*) FROM (SELECT DISTINCT continent FROM continents)",SELECT COUNT(*) FROM (SELECT DISTINCT continent FROM continents),False,1.0
46,461,Find the year that has the most number of matches.,wta_1,hard,SELECT YEAR FROM matches GROUP BY YEAR ORDER BY count(*) DESC LIMIT 1,7,"SELECT year, COUNT(*) AS match_count FROM matches GROUP BY year ORDER BY match_count DESC LIMIT 1
SELECT year, COUNT(*) AS match_count FROM matches GROUP BY year ORDER BY match_count DESC LIMIT 1
SELECT year, COUNT(*) AS match_count FROM matches GROUP BY year ORDER BY match_count DESC LIMIT 1
SELECT year, COUNT(*) AS match_count FROM matches GROUP BY year ORDER BY match_count DESC LIMIT 1
SELECT year, COUNT(*) AS match_count FROM matches GROUP BY year ORDER BY match_count DESC LIMIT 1
SELECT year, COUNT(*) AS match_count FROM matches GROUP BY year ORDER BY match_count DESC LIMIT 1
SELECT year, COUNT(*) AS match_count FROM matches GROUP BY year ORDER BY match_count DESC LIMIT 1","SELECT year, COUNT(*) AS match_count FROM matches GROUP BY year ORDER BY match_count DESC LIMIT 1",0,0.0
47,954,List the names of the dogs of the rarest breed and the treatment dates of them.,dog_kennels,extra,"SELECT T1.name ,  T2.date_of_treatment FROM Dogs AS T1 JOIN Treatments AS T2 ON T1.dog_id  =  T2.dog_id WHERE T1.breed_code  =  ( SELECT breed_code FROM Dogs GROUP BY breed_code ORDER BY count(*) ASC LIMIT 1 )",7,"SELECT d.name, t.date_of_treatment FROM dogs d JOIN breeds b ON d.breed_code = b.breed_code WHERE b.breed_code = (     SELECT breed_code     FROM breeds     WHERE breed_name = 'rarest breed' ) JOIN treatments t ON d.dog_id = t.dog_id
SELECT d.name, t.date_of_treatment FROM dogs d JOIN breeds b ON d.breed_code = b.breed_code WHERE b.breed_code = (     SELECT breed_code     FROM breeds     WHERE breed_name = 'rarest breed' ) JOIN treatments t ON d.dog_id = t.dog_id
SELECT d.name, t.date_of_treatment FROM dogs d JOIN breeds b ON d.breed_code = b.breed_code WHERE b.breed_name = 'rarest_breed_name' JOIN treatments t ON d.dog_id = t.dog_id
SELECT d.name, t.date_of_treatment FROM dogs d JOIN breeds b ON d.breed_code = b.breed_code WHERE b.breed_code = (     SELECT breed_code     FROM breeds     WHERE breed_name = 'rarest breed' ) JOIN treatments t ON d.dog_id = t.dog_id
SELECT d.name, t.date_of_treatment FROM dogs d JOIN breeds b ON d.breed_code = b.breed_code WHERE b.breed_name = 'rarest breed' JOIN treatments t ON d.dog_id = t.dog_id
SELECT d.name, t.date_of_treatment FROM dogs d JOIN breeds b ON d.breed_code = b.breed_code WHERE b.breed_name = 'rarest breed' JOIN treatments t ON d.dog_id = t.dog_id
SELECT d.name, t.date_of_treatment FROM dogs d JOIN breeds b ON d.breed_code = b.breed_code WHERE b.breed_name = 'rarest breed' JOIN treatments t ON d.dog_id = t.dog_id","SELECT d.name, t.date_of_treatment FROM dogs d JOIN breeds b ON d.breed_code = b.breed_code WHERE b.breed_code = (     SELECT breed_code     FROM breeds     WHERE breed_name = 'rarest breed' ) JOIN treatments t ON d.dog_id = t.dog_id",0,0.0
48,90,"For each continent, list its id, name, and how many countries it has?",car_1,medium,"SELECT T1.ContId ,  T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.Continent GROUP BY T1.ContId;",7,"SELECT c.continent, c.contid, COUNT(co.countryid) AS num_countries FROM continents c LEFT JOIN countries co ON c.contid = co.continent GROUP BY c.continent, c.contid
SELECT c.continent, c.contid, COUNT(co.countryid) AS num_countries FROM continents c LEFT JOIN countries co ON c.contid = co.continent GROUP BY c.continent, c.contid
SELECT c.continent, c.contid, COUNT(co.countryid) AS num_countries FROM continents c LEFT JOIN countries co ON c.contid = co.continent GROUP BY c.continent, c.contid
SELECT c.continent, c.contid, COUNT(co.countryid) AS num_countries FROM continents c LEFT JOIN countries co ON c.contid = co.continent GROUP BY c.continent, c.contid
SELECT c.continent, c.contid, COUNT(co.countryid) AS num_countries FROM continents c LEFT JOIN countries co ON c.contid = co.continent GROUP BY c.continent, c.contid
SELECT c.continent, c.contid, COUNT(co.countryid) AS num_countries FROM continents c LEFT JOIN countries co ON c.contid = co.continent GROUP BY c.continent, c.contid
SELECT c.continent, c.contid, COUNT(co.countryid) AS num_countries FROM continents c LEFT JOIN countries co ON c.contid = co.continent GROUP BY c.continent, c.contid","SELECT c.continent, c.contid, COUNT(co.countryid) AS num_countries FROM continents c LEFT JOIN countries co ON c.contid = co.continent GROUP BY c.continent, c.contid",0,0.0
49,727,Give the total surface area covered by countries in Asia or Europe.,world_1,medium,"SELECT sum(SurfaceArea) FROM country WHERE Continent  =  ""Asia"" OR Continent  =  ""Europe""",7,"SELECT SUM(surfacearea) FROM country WHERE continent IN ('Asia', 'Europe')
SELECT SUM(surfacearea) FROM country WHERE continent IN ('Asia', 'Europe')
SELECT SUM(surfacearea) FROM country WHERE continent IN ('Asia', 'Europe')
SELECT SUM(surfacearea) FROM country WHERE continent IN ('Asia', 'Europe')
SELECT SUM(surfacearea) FROM country WHERE continent IN ('Asia', 'Europe')
SELECT SUM(surfacearea) FROM country WHERE continent IN ('Asia', 'Europe')
SELECT SUM(surfacearea) FROM country WHERE continent IN ('Asia', 'Europe')","SELECT SUM(surfacearea) FROM country WHERE continent IN ('Asia', 'Europe')",0,1.0
50,676,Give the nationality that is most common across all people.,poker_player,hard,SELECT Nationality FROM people GROUP BY Nationality ORDER BY COUNT(*) DESC LIMIT 1,7,"SELECT nationality, COUNT(*) AS count FROM people GROUP BY nationality ORDER BY count DESC LIMIT 1
SELECT nationality, COUNT(*) AS count FROM people GROUP BY nationality ORDER BY count DESC LIMIT 1
SELECT nationality, COUNT(*) AS count FROM people GROUP BY nationality ORDER BY count DESC LIMIT 1
SELECT nationality, COUNT(*) AS count FROM people GROUP BY nationality ORDER BY count DESC LIMIT 1
SELECT nationality, COUNT(*) AS count FROM people GROUP BY nationality ORDER BY count DESC LIMIT 1
SELECT nationality, COUNT(*) AS count FROM people GROUP BY nationality ORDER BY count DESC LIMIT 1
SELECT nationality, COUNT(*) AS count FROM people GROUP BY nationality ORDER BY count DESC LIMIT 1","SELECT nationality, COUNT(*) AS count FROM people GROUP BY nationality ORDER BY count DESC LIMIT 1",0,0.0
51,18,What is the name and capacity for the stadium with highest average attendance?,concert_singer,medium,"SELECT name ,  capacity FROM stadium ORDER BY average DESC LIMIT 1",7,"SELECT name, capacity  FROM stadium  WHERE stadium_id = (     SELECT stadium_id      FROM concert      GROUP BY stadium_id      ORDER BY AVG(average) DESC      LIMIT 1 )
SELECT name, capacity  FROM stadium  WHERE stadium_id = (     SELECT stadium_id      FROM concert      GROUP BY stadium_id      ORDER BY AVG(average) DESC      LIMIT 1 )
SELECT name, capacity  FROM stadium  WHERE stadium_id = (     SELECT stadium_id      FROM concert      GROUP BY stadium_id      ORDER BY AVG(average) DESC      LIMIT 1 )
SELECT name, capacity  FROM stadium  WHERE stadium_id = (     SELECT stadium_id      FROM concert      GROUP BY stadium_id      ORDER BY AVG(average) DESC      LIMIT 1 )
SELECT name, capacity  FROM stadium  WHERE stadium_id = (     SELECT stadium_id      FROM concert      GROUP BY stadium_id      ORDER BY AVG(average) DESC      LIMIT 1 )
SELECT name, capacity  FROM stadium  WHERE stadium_id = (     SELECT stadium_id      FROM concert      GROUP BY stadium_id      ORDER BY AVG(average) DESC      LIMIT 1 )
SELECT name, capacity  FROM stadium  WHERE stadium_id = (     SELECT stadium_id      FROM concert      GROUP BY stadium_id      ORDER BY AVG(average) DESC      LIMIT 1 )","SELECT name, capacity  FROM stadium  WHERE stadium_id = (     SELECT stadium_id      FROM concert      GROUP BY stadium_id      ORDER BY AVG(average) DESC      LIMIT 1 )",0,0.0
52,767,How many people live in countries that do not speak English?,world_1,extra,"SELECT sum(Population) FROM country WHERE Name NOT IN (SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""English"")",7,"SELECT COUNT(*) FROM country c JOIN countrylanguage cl ON c.code = cl.countrycode WHERE cl.language != 'English'
SELECT COUNT(*) FROM country c JOIN countrylanguage cl ON c.code = cl.countrycode WHERE cl.language != 'English'
SELECT COUNT(*) FROM country c JOIN countrylanguage cl ON c.code = cl.countrycode WHERE cl.language != 'English'
SELECT COUNT(*) FROM country c JOIN countrylanguage cl ON c.code = cl.countrycode WHERE cl.language != 'English'
SELECT COUNT(*) FROM country c JOIN countrylanguage cl ON c.code = cl.countrycode WHERE cl.language != 'English'
SELECT COUNT(*) FROM country c JOIN countrylanguage cl ON c.code = cl.countrycode WHERE cl.language != 'English'
SELECT COUNT(*) FROM country c JOIN countrylanguage cl ON c.code = cl.countrycode WHERE cl.language != 'English'",SELECT COUNT(*) FROM country c JOIN countrylanguage cl ON c.code = cl.countrycode WHERE cl.language != 'English',0,0.0
53,490,How many players are there for each hand type?,wta_1,medium,"SELECT count(*) ,  hand FROM players GROUP BY hand",7,"SELECT hand, COUNT(*) AS player_count FROM players GROUP BY hand
SELECT hand, COUNT(*) AS player_count FROM players GROUP BY hand
SELECT hand, COUNT(*) AS player_count FROM players GROUP BY hand
SELECT hand, COUNT(*) AS player_count FROM players GROUP BY hand
SELECT hand, COUNT(*) AS player_count FROM players GROUP BY hand
SELECT hand, COUNT(*) AS player_count FROM players GROUP BY hand
SELECT hand, COUNT(*) AS player_count FROM players GROUP BY hand","SELECT hand, COUNT(*) AS player_count FROM players GROUP BY hand",0,0.0
54,915,What is the average grade of students who have friends?,network_1,hard,SELECT avg(grade) FROM Highschooler WHERE id IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id),7,"SELECT AVG(h.grade) FROM highschooler h JOIN friend f ON h.id = f.student_id JOIN likes l ON h.id = l.student_id
SELECT AVG(h.grade) FROM highschooler h JOIN friend f ON h.id = f.student_id JOIN likes l ON h.id = l.student_id
SELECT AVG(h.grade) FROM highschooler h JOIN friend f ON h.id = f.student_id JOIN likes l ON h.id = l.student_id
SELECT AVG(h.grade) FROM highschooler h JOIN friend f ON h.id = f.student_id JOIN likes l ON h.id = l.student_id
SELECT AVG(h.grade) FROM highschooler h JOIN friend f ON h.id = f.student_id JOIN likes l ON h.id = l.student_id
SELECT AVG(h.grade) FROM highschooler h JOIN friend f ON h.id = f.student_id JOIN likes l ON h.id = l.student_id
SELECT AVG(h.grade) FROM highschooler h JOIN friend f ON h.id = f.student_id JOIN likes l ON h.id = l.student_id",SELECT AVG(h.grade) FROM highschooler h JOIN friend f ON h.id = f.student_id JOIN likes l ON h.id = l.student_id,0,0.0
55,281,Find the names of employees who never won any award in the evaluation.,employee_hire_evaluation,hard,SELECT name FROM employee WHERE Employee_ID NOT IN (SELECT Employee_ID FROM evaluation),7,"SELECT e.name FROM employee e LEFT JOIN evaluation ev ON e.employee_id = ev.employee_id WHERE ev.employee_id IS NULL
SELECT e.name FROM employee e LEFT JOIN evaluation ev ON e.employee_id = ev.employee_id WHERE ev.employee_id IS NULL
SELECT e.name FROM employee e LEFT JOIN evaluation ev ON e.employee_id = ev.employee_id WHERE ev.employee_id IS NULL
SELECT e.name FROM employee e LEFT JOIN evaluation ev ON e.employee_id = ev.employee_id WHERE ev.employee_id IS NULL
SELECT e.name FROM employee e LEFT JOIN evaluation ev ON e.employee_id = ev.employee_id WHERE ev.employee_id IS NULL
SELECT e.name FROM employee e LEFT JOIN evaluation ev ON e.employee_id = ev.employee_id WHERE ev.employee_id IS NULL
SELECT e.name FROM employee e LEFT JOIN evaluation ev ON e.employee_id = ev.employee_id WHERE ev.employee_id IS NULL",SELECT e.name FROM employee e LEFT JOIN evaluation ev ON e.employee_id = ev.employee_id WHERE ev.employee_id IS NULL,0,1.0
56,931,"Return the owner id, first name and last name of the owner who has the most dogs.",dog_kennels,extra,"SELECT T1.owner_id ,  T2.first_name ,  T2.last_name FROM Dogs AS T1 JOIN Owners AS T2 ON T1.owner_id  =  T2.owner_id GROUP BY T1.owner_id ORDER BY count(*) DESC LIMIT 1",7,"SELECT o.owner_id, o.first_name, o.last_name FROM owners o JOIN dogs d ON o.owner_id = d.owner_id GROUP BY o.owner_id ORDER BY COUNT(d.dog_id) DESC LIMIT 1
SELECT o.owner_id, o.first_name, o.last_name FROM owners o JOIN dogs d ON o.owner_id = d.owner_id GROUP BY o.owner_id ORDER BY COUNT(d.dog_id) DESC LIMIT 1
SELECT o.owner_id, o.first_name, o.last_name FROM owners o JOIN dogs d ON o.owner_id = d.owner_id GROUP BY o.owner_id ORDER BY COUNT(d.dog_id) DESC LIMIT 1
SELECT o.owner_id, o.first_name, o.last_name FROM owners o JOIN dogs d ON o.owner_id = d.owner_id GROUP BY o.owner_id ORDER BY COUNT(d.dog_id) DESC LIMIT 1
SELECT o.owner_id, o.first_name, o.last_name FROM owners o JOIN dogs d ON o.owner_id = d.owner_id GROUP BY o.owner_id ORDER BY COUNT(d.dog_id) DESC LIMIT 1
SELECT o.owner_id, o.first_name, o.last_name FROM owners o JOIN dogs d ON o.owner_id = d.owner_id GROUP BY o.owner_id ORDER BY COUNT(d.dog_id) DESC LIMIT 1
SELECT o.owner_id, o.first_name, o.last_name FROM owners o JOIN dogs d ON o.owner_id = d.owner_id GROUP BY o.owner_id ORDER BY COUNT(d.dog_id) DESC LIMIT 1","SELECT o.owner_id, o.first_name, o.last_name FROM owners o JOIN dogs d ON o.owner_id = d.owner_id GROUP BY o.owner_id ORDER BY COUNT(d.dog_id) DESC LIMIT 1",0,1.0
57,505,"Show names, results and bulgarian commanders of the battles with no ships lost in the 'English Channel'.",battle_death,extra,"SELECT name ,  RESULT ,  bulgarian_commander FROM battle EXCEPT SELECT T1.name ,  T1.result ,  T1.bulgarian_commander FROM battle AS T1 JOIN ship AS T2 ON T1.id  =  T2.lost_in_battle WHERE T2.location  =  'English Channel'",7,"SELECT b.name, b.result, b.bulgarian_commander FROM battle b LEFT JOIN ship s ON b.id = s.id WHERE s.location = 'English Channel' AND s.lost_in_battle = 0 GROUP BY b.id
SELECT b.name, b.result, b.bulgarian_commander FROM battle b LEFT JOIN ship s ON b.id = s.id WHERE s.location = 'English Channel' AND s.lost_in_battle = 0 GROUP BY b.id
SELECT b.name, b.result, b.bulgarian_commander FROM battle b LEFT JOIN ship s ON b.id = s.id WHERE s.location = 'English Channel' AND s.lost_in_battle = 0 GROUP BY b.id
SELECT b.name, b.result, b.bulgarian_commander FROM battle b LEFT JOIN ship s ON b.id = s.id WHERE s.location = 'English Channel' AND s.lost_in_battle = 0 GROUP BY b.id
SELECT b.name, b.result, b.bulgarian_commander FROM battle b LEFT JOIN ship s ON b.id = s.id WHERE s.location = 'English Channel' AND s.lost_in_battle = 0 GROUP BY b.id
SELECT b.name, b.result, b.bulgarian_commander FROM battle b LEFT JOIN ship s ON b.id = s.id WHERE s.location = 'English Channel' AND s.lost_in_battle = 0 GROUP BY b.id
SELECT b.name, b.result, b.bulgarian_commander FROM battle b LEFT JOIN ship s ON b.id = s.id WHERE s.location = 'English Channel' AND s.lost_in_battle = 0 GROUP BY b.id","SELECT b.name, b.result, b.bulgarian_commander FROM battle b LEFT JOIN ship s ON b.id = s.id WHERE s.location = 'English Channel' AND s.lost_in_battle = 0 GROUP BY b.id",0,0.0
58,766,What is the total number of people living in the nations that do not use English?,world_1,extra,"SELECT sum(Population) FROM country WHERE Name NOT IN (SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""English"")",7,"SELECT SUM(population) FROM city WHERE countrycode NOT IN (SELECT code FROM countrylanguage WHERE language = 'English')
SELECT SUM(population) FROM city WHERE countrycode NOT IN (SELECT code FROM countrylanguage WHERE language = 'English')
SELECT SUM(population) FROM city WHERE countrycode NOT IN (SELECT code FROM countrylanguage WHERE language = 'English')
SELECT SUM(population) FROM city WHERE countrycode NOT IN (SELECT code FROM countrylanguage WHERE language = 'English')
SELECT SUM(population) FROM city WHERE countrycode NOT IN (SELECT code FROM countrylanguage WHERE language = 'English')
SELECT SUM(population) FROM city WHERE countrycode NOT IN (SELECT code FROM countrylanguage WHERE language = 'English')
SELECT SUM(population) FROM city WHERE countrycode NOT IN (SELECT code FROM countrylanguage WHERE language = 'English')",SELECT SUM(population) FROM city WHERE countrycode NOT IN (SELECT code FROM countrylanguage WHERE language = 'English'),0,0.0
59,675,What is the most common nationality of people?,poker_player,hard,SELECT Nationality FROM people GROUP BY Nationality ORDER BY COUNT(*) DESC LIMIT 1,7,"SELECT nationality FROM people ORDER BY COUNT(nationality) DESC LIMIT 1
SELECT nationality, COUNT(*) AS count FROM people GROUP BY nationality ORDER BY count DESC LIMIT 1
SELECT nationality FROM people ORDER BY COUNT(*) DESC LIMIT 1
SELECT nationality, COUNT(*) AS count FROM people GROUP BY nationality ORDER BY count DESC LIMIT 1
SELECT nationality FROM people ORDER BY COUNT(*) DESC LIMIT 1
SELECT nationality FROM people ORDER BY COUNT(*) DESC LIMIT 1
SELECT nationality FROM people ORDER BY COUNT(nationality) DESC LIMIT 1",SELECT nationality FROM people ORDER BY COUNT(*) DESC LIMIT 1,0,0.0
60,229,Which airline has most number of flights?,flight_2,extra,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,7,"SELECT airline, COUNT(*) AS flight_count FROM flights GROUP BY airline ORDER BY flight_count DESC LIMIT 1
SELECT airline, COUNT(*) AS flight_count FROM flights GROUP BY airline ORDER BY flight_count DESC LIMIT 1
SELECT airline, COUNT(*) AS flight_count FROM flights GROUP BY airline ORDER BY flight_count DESC LIMIT 1
SELECT airline, COUNT(*) AS flight_count FROM flights GROUP BY airline ORDER BY flight_count DESC LIMIT 1
SELECT airline, COUNT(*) AS flight_count FROM flights GROUP BY airline ORDER BY flight_count DESC LIMIT 1
SELECT airline, COUNT(*) AS flight_count FROM flights GROUP BY airline ORDER BY flight_count DESC LIMIT 1
SELECT airline, COUNT(*) AS flight_count FROM flights GROUP BY airline ORDER BY flight_count DESC LIMIT 1","SELECT airline, COUNT(*) AS flight_count FROM flights GROUP BY airline ORDER BY flight_count DESC LIMIT 1",0,0.0
61,958,What are the arriving date and the departing date of the dogs who have gone through a treatment?,dog_kennels,medium,"SELECT DISTINCT T1.date_arrived ,  T1.date_departed FROM Dogs AS T1 JOIN Treatments AS T2 ON T1.dog_id  =  T2.dog_id",7,"SELECT date_arrived, date_departed FROM dogs WHERE abandoned_yn = 'Y' AND date_departed IS NOT NULL
SELECT date_arrived, date_departed FROM dogs WHERE abandoned_yn = 'Y' AND date_departed IS NOT NULL
SELECT date_arrived, date_departed FROM dogs WHERE abandoned_yn = 'N' AND date_departed IS NOT NULL
SELECT date_arrived, date_departed FROM dogs WHERE abandoned_yn = 'Y' AND date_departed IS NOT NULL
SELECT dogs.date_arrived, dogs.date_departed FROM dogs JOIN treatments ON dogs.dog_id = treatments.dog_id
SELECT date_arrived, date_departed FROM dogs WHERE abandoned_yn = 'Y' AND date_departed IS NOT NULL
SELECT date_arrived, date_departed FROM dogs WHERE abandoned_yn = 'Y'","SELECT date_arrived, date_departed FROM dogs WHERE abandoned_yn = 'Y' AND date_departed IS NOT NULL",0,0.0
