Question,difficulty,Ground Truth SQL,Basic Predicted SQL,Advanced Predicted SQL,EX Basic,EX Advanced
What are the colors of cards from ID 1-20? What are the format of these cards?,simple,"SELECT T1.colors, T2.format FROM cards AS T1 INNER JOIN legalities AS T2 ON T1.uuid = T2.uuid WHERE T1.id BETWEEN 1 AND 20","SELECT cards.colors, legalities.format FROM cards JOIN legalities ON cards.id = legalities.id WHERE cards.id BETWEEN 1 AND 20","SELECT T1.colors, T2.format FROM cards AS T1 INNER JOIN legalities AS T2 ON T1.id = T2.id WHERE T1.id BETWEEN 1 AND 20",0,0
"Among the Artifact cards, which are black color and comes with foreign languague translation?",moderate,SELECT DISTINCT T1.name FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T1.originalType = 'Artifact' AND T1.colors = 'B',SELECT c.name FROM cards c JOIN foreign_data fd ON c.id = fd.multiverseid WHERE c.originalType = 'Artifact' AND c.colors = 'B' AND fd.language != 'en',"SELECT T1.name, T1.asciiname, T1.flavortext, T2.language FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.id = T2.id WHERE T1.originaltype = 'Artifact' AND T1.colors = 'B' AND T2.language != 'en'",0,0
"Pick 3 cards with rarity of uncommon, list down name these cards according to ascending order of it's ruling date.",simple,SELECT DISTINCT T1.name FROM cards AS T1 INNER JOIN rulings AS T2 ON T1.uuid = T2.uuid WHERE T1.rarity = 'uncommon' ORDER BY T2.date ASC LIMIT 3,SELECT c.name FROM cards c JOIN rulings r ON c.id = r.id WHERE c.rarity = 'uncommon' ORDER BY r.date ASC LIMIT 3,SELECT T1.name FROM cards AS T1 INNER JOIN rulings AS T2 ON T1.id = T2.id WHERE T1.rarity = 'uncommon' ORDER BY T2.date ASC LIMIT 3,0,0
On how many cards designed by John Avon is its foil non-powerful?,simple,SELECT COUNT(id) FROM cards WHERE (cardKingdomId IS NULL OR cardKingdomFoilId IS NULL) AND artist = 'John Avon',SELECT COUNT(*)  FROM cards  WHERE artist = 'John Avon'  AND hasfoil = 1  AND cardKingdomFoildId IS NULL,NULL,0,0
How many white bordered cards are powerful?,simple,SELECT COUNT(id) FROM cards WHERE borderColor = 'white' AND cardKingdomId IS NOT NULL AND cardKingdomFoilId IS NOT NULL,SELECT COUNT(*) AS powerful_white_bordered_cards FROM cards WHERE bordercolor = 'white' AND (cardKingdomFoilId IS NOT NULL AND cardKingdomId IS NOT NULL),NULL,1,0
How many cards designed by UDON and available in mtgo print type has a starting maximum hand size of -1?,simple,SELECT COUNT(id) FROM cards WHERE hAND = '-1' AND artist = 'UDON' AND Availability = 'mtgo' ,SELECT COUNT(*)  FROM cards  WHERE artist = 'UDON'  AND availability = 'mtgo'  AND hand = -1,NULL,1,0
How many cards with a 1993 frame version and available on paper have a sensitive content warning?,simple,SELECT COUNT(id) FROM cards WHERE frameVersion = 1993 AND availability = 'paper' AND hasContentWarning = 1,SELECT COUNT(*) AS num_cards FROM cards WHERE frameversion = '1993' AND availability = 'paper' AND hasContentWarning = 1,NULL,1,0
"What is the mana cost of cards with a normal layout, a 2003 frame version, with a black border color, and available in paper and mtgo?",moderate,"SELECT manaCost FROM cards WHERE availability = 'mtgo,paper' AND borderColor = 'black' AND frameVersion = 2003 AND layout = 'normal'","SELECT manacost FROM cards WHERE layout = 'normal'   AND frameversion = 2003   AND bordercolor = 'black'   AND availability = 'mtgo,paper'","SELECT manacost FROM cards WHERE layout = 'normal' AND frameversion = 2003 AND bordercolor = 'black' AND availability = 'mtgo,paper'",1,1
What is the  unconverted mana do all the cards created by Rob Alexander cost in total?,simple,SELECT manaCost FROM cards WHERE artist = 'Rob Alexander',SELECT SUM(convertedmanacost) AS total_unconverted_mana FROM cards WHERE artist = 'Rob Alexander',"SELECT SUM(CAST(SUBSTR(T1.manacost, 0, INSTR(T1.manacost, '}') + 1) AS INTEGER)) AS TotalManaCost FROM cards AS T1 WHERE T1.artist = 'Rob Alexander'",0,0
Lists all types of cards available in arena.,simple,"SELECT DISTINCT subtypes, supertypes FROM cards WHERE availability = 'arena' AND subtypes IS NOT NULL AND supertypes IS NOT NULL",SELECT DISTINCT type FROM cards WHERE availability = 'arena',SELECT DISTINCT T1.type FROM cards AS T1 WHERE T1.availability = 'arena',0,0
Lists the set code of all cards translated into Spanish.,simple,SELECT setCode FROM set_translations WHERE language = 'Spanish',SELECT DISTINCT s.code AS set_code FROM cards c JOIN set_translations st ON c.setcode = st.setcode WHERE st.language = 'Spanish',SELECT T1.setcode FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.id = T2.id WHERE T2.language = 'Spanish',0,0
What percentage of legendary frame effect cards that are only available in online game variations?,moderate,SELECT SUM(CASE WHEN isOnlineOnly = 1 THEN 1.0 ELSE 0 END) / COUNT(id) * 100 FROM cards WHERE frameEffects = 'legendary',SELECT (COUNT(cards.id) FILTER (WHERE cards.isOnlineOnly = 1 AND cards.frameEffects = 'legendary')) * 100.0 / COUNT(cards.id) FILTER (WHERE cards.frameEffects = 'legendary') AS percentage FROM cards,NULL,1,0
What is the percentage of Story Spotlight cards that do not have a text box? List them by their ID.,moderate,SELECT CAST(SUM(CASE WHEN isTextless = 0 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(id) FROM cards WHERE isStorySpotlight = 1,"SELECT      (SUM(CASE WHEN cards.isStorylight = 1 AND cards.isTextless = 0 THEN 1 ELSE 0 END) * 1.0 / COUNT(*)) * 100 AS percentage,     cards.id FROM      cards WHERE      cards.isStorylight = 1 AND cards.isTextless = 0 GROUP BY      cards.id",NULL,0,0
Calculate the percentage of cards in Spanish. List them by name.,simple,"SELECT ( SELECT CAST(SUM(CASE WHEN language = 'Spanish' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(*) FROM foreign_data ), name FROM foreign_data WHERE language = 'Spanish'","SELECT name,         (SUM(CASE WHEN language = 'Spanish' THEN 1 ELSE 0 END) / COUNT(*)) * 100 AS percentage FROM foreign_data GROUP BY name",SELECT T1.name FROM cards AS T1 WHERE T1.asciiname IN (SELECT T2.asciiname FROM foreign_data AS T2 WHERE T2.language = 'Spanish'),0,0
Indicates the name of all the languages into which the set whose number of cards is 309 is translated.,simple,SELECT T2.language FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setCode WHERE T1.baseSetSize = 309,SELECT st.translation FROM set_translations st JOIN sets s ON st.setcode = s.code WHERE s.basesetsize = 309,SELECT T2.language FROM set_translations AS T1 INNER JOIN sets AS T2 ON T1.setcode = T2.code WHERE T2.basesetsize = 309,0,0
How many Brazilian Portuguese translated sets are inside the Commander block?,moderate,SELECT COUNT(T1.id) FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setCode WHERE T2.language = 'Portuguese (Brazil)' AND T1.block = 'Commander',SELECT COUNT(*) AS BrazilianPortugueseSetsInCommanderBlock FROM sets s JOIN set_translations st ON s.code = st.setcode WHERE s.block = 'Commander' AND st.language = 'Portuguese (Brasil)',NULL,0,0
Lists by ID all Creature-type cards with legal status.,simple,SELECT T1.id FROM cards AS T1 INNER JOIN rulings AS T2 ON T1.uuid = T2.uuid INNER JOIN legalities AS T3 ON T1.uuid = T3.uuid WHERE T3.status = 'Legal' AND T1.types = 'Creature',SELECT cards.id FROM cards WHERE cards.type = 'Creature' AND cards.id IN (     SELECT cards.id     FROM cards     JOIN legalities ON cards.id = legalities.id     WHERE legalities.status = 'legal' ),SELECT id FROM cards WHERE type = 'Creature' AND availability IN (SELECT id FROM legalities WHERE status = 'legal'),0,0
Lists all types of cards in German.,moderate,"SELECT T1.subtypes, T1.supertypes FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T2.language = 'German' AND T1.subtypes IS NOT NULL AND T1.supertypes IS NOT NULL","SELECT DISTINCT type, subtypes, supertypes FROM cards WHERE subtypes IS NOT NULL AND supertypes IS NOT NULL AND language = 'German'","SELECT DISTINCT T1.type, T1.subtypes, T1.supertypes FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.id = T2.id WHERE T2.language = 'German' AND T1.subtypes IS NOT NULL AND T1.supertypes IS NOT NULL",0,0
How many unknown power cards contain info about the triggered ability,moderate,SELECT T2.text FROM cards AS T1 INNER JOIN rulings AS T2 ON T1.uuid = T2.uuid WHERE (T1.power IS NULL OR T1.power = '*') AND T2.text LIKE '%triggered ability%',SELECT COUNT(*)  FROM cards  WHERE (power IS NULL OR power = '*')  AND text LIKE '%triggered ability%',SELECT COUNT(*) FROM cards WHERE power IS NULL OR power = '*' AND text LIKE '%triggered ability%',0,0
"Indicates the number of cards with pre-modern format, ruling text ""This is a triggered mana ability."" that do not have multiple faces.",moderate,SELECT COUNT(T1.id) FROM cards AS T1 INNER JOIN legalities AS T2 ON T1.uuid = T2.uuid INNER JOIN rulings AS T3 ON T1.uuid = T3.uuid WHERE T2.format = 'premodern' AND T3.text = 'This is a triggered mana ability.' AND T1.Side IS NULL,SELECT COUNT(*) AS number_of_cards FROM cards WHERE format = 'premodern' AND text LIKE '%,SELECT COUNT(*) FROM cards AS T1 INNER JOIN rulings AS T2 ON T1.id = T2.id WHERE T1.format = 'premodern' AND T2.text = ',0,0
"Is there any card from Erica Yang artist in pauper format and available in paper? If so, indicate its ID.",simple,SELECT T1.id FROM cards AS T1 INNER JOIN legalities AS T2 ON T1.uuid = T2.uuid WHERE T1.artist = 'Erica Yang' AND T2.format = 'pauper' AND T1.availability = 'paper',SELECT c.id FROM cards c JOIN legalities l ON c.id = l.id WHERE c.artist = 'Erica Yang' AND l.format = 'pauper' AND c.availability = 'paper',SELECT T1.id FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.id = T2.id INNER JOIN legalities AS T3 ON T1.id = T3.id WHERE T1.artist = 'Erica Yang' AND T3.format = 'pauper' AND T1.availability = 'paper',0,0
"To which artist does the card with the text ""Das perfekte Gegenmittel zu einer dichten Formation"" belong?",simple,SELECT DISTINCT T1.artist FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T2.flavorText LIKE '%DAS perfekte Gegenmittel zu einer dichten Formation%',NULL,SELECT T2.artist FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.id = T2.id WHERE T1.text = 'Das perfekte Gegenmittel zu einer dichten Formation',0,0
"What is the foreign name of the card in French of type Creature, normal layout and black border color, by artist Matthew D. Wilson?",moderate,SELECT name FROM foreign_data WHERE uuid IN ( SELECT uuid FROM cards WHERE types = 'Creature' AND layout = 'normal' AND borderColor = 'black' AND artist = 'Matthew D. Wilson' ) AND language = 'French',"SELECT fd.name AS foreign_name, c.name AS card_name, c.artist, c.layout, c.bordercolor FROM cards c JOIN foreign_data fd ON c.id = fd.id WHERE fd.language = 'French' AND c.type = 'Creature' AND c.layout = 'normal' AND c.bordercolor = 'black' AND c.artist = 'Matthew D. Wilson'",SELECT T2.name FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.id = T2.id WHERE T1.type = 'Creature' AND T1.layout = 'normal' AND T1.bordercolor = 'black' AND T2.language = 'French' AND T2.name = 'Matthew D. Wilson',0,0
How many cards with print rarity have ruling text printed on 01/02/2007?,simple,SELECT COUNT(DISTINCT T1.id) FROM cards AS T1 INNER JOIN rulings AS T2 ON T1.uuid = T2.uuid WHERE T1.rarity = 'rare' AND T2.date = '2007-02-01',SELECT COUNT(*)  FROM cards c JOIN rulings r ON c.id = r.id WHERE c.rarity = 'rare' AND r.date = '2007-02-01',NULL,0,0
What language is the set of 180 cards that belongs to the Ravnica block translated into?,simple,SELECT T2.language FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setCode WHERE T1.block = 'Ravnica' AND T1.baseSetSize = 180,SELECT st.translation FROM sets s JOIN set_translations st ON s.code = st.setcode WHERE s.block = 'Ravnica' AND s.basesetsize = 180,SELECT T2.language FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setcode WHERE T1.basesetsize = 180 AND T1.block = 'Ravnica',0,1
What percentage of cards with format commander and legal status do not have a content warning?,challenging,SELECT CAST(SUM(CASE WHEN T1.hasContentWarning = 0 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.id) FROM cards AS T1 INNER JOIN legalities AS T2 ON T1.uuid = T2.uuid WHERE T2.format = 'commander' AND T2.status = 'Legal',SELECT (COUNT(CASE WHEN hasContentWarning = 0 AND format = 'commander' AND status = 'legal' THEN 1 END) * 1.0 / COUNT(cards.id)) * 100 AS percentage FROM cards JOIN legalities ON cards.id = legalities.id,NULL,0,0
What percentage of cards without power are in French?,challenging,SELECT CAST(SUM(CASE WHEN T2.language = 'French' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.id) FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T1.power IS NULL OR T1.power = '*',SELECT (COUNT(CASE WHEN language = 'French' AND (power IS NULL OR power = '*') THEN 1 END) * 1.0 / COUNT(CASE WHEN power IS NULL OR power = '*' THEN 1 END)) * 100 AS percentage FROM cards,NULL,0,0
What percentage of Japanese translated sets are expansion sets?,moderate,SELECT CAST(SUM(CASE WHEN T2.language = 'Japanese' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.id) FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setCode WHERE T1.type = 'expansion',SELECT (COUNT(CASE WHEN s.type = 'expansion' AND st.language = 'Japanese' THEN 1 END) * 1.0 / COUNT(st.language)) * 100 AS percentage FROM sets s JOIN set_translations st ON s.code = st.setcode,NULL,0,0
What kind of printing is on the card that Daren Bader created?,simple,SELECT DISTINCT availability FROM cards WHERE artist = 'Daren Bader',SELECT availability FROM cards WHERE artist = 'Daren Bader',SELECT T1.availability FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.id = T2.id WHERE T2.artist = 'Daren Bader',1,0
How many color cards with no borders have been ranked higher than 12000 on EDHRec?,simple,SELECT COUNT(id) FROM cards WHERE edhrecRank > 12000 AND borderColor = 'borderless',SELECT COUNT(*) AS color_cards_no_borders_ranked_above_12000 FROM cards WHERE bordercolor = 'borderless' AND edhrecrank > 12000,NULL,1,0
"How many cards are oversized, reprinted, and printed for promotions?",simple,SELECT COUNT(id) FROM cards WHERE isOversized = 1 AND isReprint = 1 AND isPromo = 1,"SELECT    COUNT(*) AS oversized_count,   COUNT(CASE WHEN isReprint = 1 THEN 1 END) AS reprinted_count,   COUNT(CASE WHEN isPromo = 1 THEN 1 END) AS promo_count FROM cards",NULL,0,0
Please list top three unknown power cards that have promotional types for arena league in alphabetical order.,simple,SELECT name FROM cards WHERE (power IS NULL OR power LIKE '%*%') AND promoTypes = 'arenaleague' ORDER BY name LIMIT 3,SELECT name FROM cards WHERE power IS NULL OR power = '*' AND promoTypes = 'arenaleague' ORDER BY name ASC LIMIT 3,SELECT name FROM cards WHERE power IS NULL OR power = '*' AND promoTypes = 'arenaleague' ORDER BY name LIMIT 3,0,0
What is the language of the card with the multiverse number 149934?,simple,SELECT language FROM foreign_data WHERE multiverseid = 149934,SELECT language FROM foreign_data WHERE multiverseid = 149934,SELECT T2.language FROM foreign_data AS T1 INNER JOIN cards AS T2 ON T1.multiverseid = T2.multiverseid WHERE T1.multiverseid = 149934,1,0
Please provide the ids of top three powerful pairs of Kingdom Foil and Kingdom Cards sorted by Kingdom Foil id in alphabetical order.,simple,"SELECT cardKingdomFoilId, cardKingdomId FROM cards WHERE cardKingdomFoilId IS NOT NULL AND cardKingdomId IS NOT NULL ORDER BY cardKingdomFoilId LIMIT 3","SELECT c.cardkingdomid, c.cardkingdomfoilid FROM cards c WHERE c.cardkingdomid IS NOT NULL AND c.cardkingdomfoilid IS NOT NULL ORDER BY c.cardkingdomid, c.cardkingdomfoilid LIMIT 3","SELECT T1.cardKingdomFoilId, T1.cardKingdomId FROM cards AS T1 WHERE T1.cardKingdomFoilId IS NOT NULL AND T1.cardKingdomId IS NOT NULL ORDER BY T1.cardKingdomFoilId ASC LIMIT 3",0,1
What proportion of cards do not have a text box with a normal layout?,simple,SELECT CAST(SUM(CASE WHEN isTextless = 1 AND layout = 'normal' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(*) FROM cards,SELECT (COUNT(CASE WHEN cards.isTextless = 1 AND cards.layout = 'normal' THEN 1 END) * 1.0 / COUNT(CASE WHEN cards.isTextless = 1 THEN 1 END)) * 100 AS proportion FROM cards,SELECT (COUNT(T1.id) FILTER (WHERE T1.isTextless = 1 AND T1.layout = 'normal') * 100.0 / COUNT(T1.id)) AS proportion FROM cards AS T1,0,1
What are the card numbers that don't have multiple faces on a single card and have the subtypes Angel and Wizard?,simple,"SELECT id FROM cards WHERE subtypes = 'Angel,Wizard' AND side IS NULL",SELECT cards.number FROM cards WHERE cards.side IS NULL AND cards.subtypes LIKE '%Angel%' AND cards.subtypes LIKE '%Wizard%' ,SELECT cards.number FROM cards WHERE cards.side IS NULL AND cards.subtypes LIKE '%Angel%' AND cards.subtypes LIKE '%Wizard%',0,0
"Please provide top three sets that don't appear in Magic: The Gathering Online, along with their names in in alphabetical order.",simple,SELECT name FROM sets WHERE mtgoCode IS NULL ORDER BY name LIMIT 3,SELECT name FROM sets WHERE mtgocode IS NULL OR mtgocode = '' ORDER BY name ASC LIMIT 3,SELECT T1.name FROM sets AS T1 WHERE T1.mtgoCode IS NULL OR T1.mtgoCode = '' ORDER BY T1.name ASC LIMIT 3,1,1
What languages are available in the set known as Archenemy on the magic card market and having the code ARC?,moderate,SELECT T2.language FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setCode WHERE T1.mcmName = 'Archenemy' AND T2.setCode = 'ARC',SELECT DISTINCT language FROM set_translations WHERE setcode = 'ARC' AND mcmname = 'Archenemy',SELECT DISTINCT T2.language FROM foreign_data AS T1 INNER JOIN set_translations AS T2 ON T1.id = T2.id WHERE T2.setcode = 'ARC' AND T1.type = 'archenemy',0,0
What is the name of set number 5 and its translation?,simple,"SELECT T1.name, T2.translation FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setCode WHERE T2.id = 5 GROUP BY T1.name, T2.translation","SELECT s.name AS set_name, st.translation AS set_translation FROM sets s JOIN set_translations st ON s.code = st.setcode WHERE s.id = 5","SELECT T2.name, T3.translation FROM sets AS T1 INNER JOIN sets AS T2 ON T1.id = 5 AND T2.id = 5 INNER JOIN set_translations AS T3 ON T2.code = T3.setcode",0,0
What is the language and expansion type of set number 206?,simple,"SELECT T2.language, T1.type FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setCode WHERE T2.id = 206","SELECT language, type FROM set_translations JOIN sets ON set_translations.setcode = sets.code WHERE sets.id = 206","SELECT T2.language, T2.type FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.id = T2.setcode WHERE T1.id = 206",0,0
Please list top two sets of cards with their IDs that have Italian-language cards and are located in the Shadowmoor block in alphabetical order.,simple,"SELECT T1.name, T1.id FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setCode WHERE T1.block = 'Shadowmoor' AND T2.language = 'Italian' ORDER BY T1.id LIMIT 2","SELECT s.code, s.name FROM sets s JOIN set_translations st ON s.code = st.setcode WHERE st.language = 'it' AND s.block = 'Shadowmoor' ORDER BY s.name LIMIT 2","SELECT T1.name, T1.code FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setcode WHERE T2.language = 'Italian' AND T1.block = 'Shadowmoor' ORDER BY T1.name ASC LIMIT 2",0,0
Which set is not available outside of the United States and has foil cards with Japanese writing on them? Please include the set ID in your response.,challenging,"SELECT T1.name, T1.id FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setCode WHERE T2.language = 'Japanese' AND T1.isFoilOnly = 1 AND T1.isForeignOnly = 0",SELECT s.code FROM sets s JOIN set_translations st ON s.code = st.setcode WHERE s.isForeignOnly = 1 AND s.isFoilOnly = 1 AND st.language = 'Japanese',SELECT T1.code FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setcode WHERE T1.isForeignOnly = 1 AND T1.isFoilOnly = 1 AND T2.language = 'Japanese',0,0
Which Russian set of cards contains the most cards overall?,moderate,SELECT T1.id FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setCode WHERE T2.language = 'Russian' GROUP BY T1.baseSetSize ORDER BY T1.baseSetSize DESC LIMIT 1,"SELECT s.name, MAX(s.basesetsize) AS max_cards FROM sets s JOIN set_translations st ON s.code = st.setcode WHERE st.language = 'Russian' GROUP BY s.name ORDER BY max_cards DESC LIMIT 1",SELECT T1.name FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.id = T2.id WHERE T2.language = 'Russian' ORDER BY T1.basesetsize DESC LIMIT 1,0,0
What is the percentage of the set of cards that have Chinese Simplified as the language and are only available for online games?,moderate,SELECT CAST(SUM(CASE WHEN T2.language = 'Chinese Simplified' AND T1.isOnlineOnly = 1 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(*) FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setCode,SELECT (COUNT(cards.isOnlineOnly = 1 AND set_translations.language = 'Chinese Simplified') / COUNT(cards.isOnlineOnly)) * 100 AS percentage FROM cards JOIN set_translations ON cards.setcode = set_translations.setcode,SELECT (COUNT(T1.isOnlineOnly) FILTER (WHERE T1.language = 'Chinese Simplified') * 100.0 / COUNT(T1.isOnlineOnly)) AS percentage FROM cards AS T1 WHERE T1.isOnlineOnly = 1,0,0
How many sets are available just in Japanese and not in Magic: The Gathering Online?,moderate,SELECT COUNT(T1.id) FROM sets AS T1 INNER JOIN set_translations AS T2 ON T2.setCode = T1.code WHERE T2.language = 'Japanese'  AND (T1.mtgoCode IS NULL OR T1.mtgoCode = ''),SELECT COUNT(*) AS sets_available_just_in_japanese_and_not_in_mtgo FROM sets WHERE language = 'Japanese' AND (mtgoCode IS NULL OR mtgoCode = ''),NULL,0,0
How many card border with black color ? List out the card id.,simple,SELECT id FROM cards WHERE borderColor = 'black' GROUP BY id,SELECT id FROM cards WHERE bordercolor = 'black',SELECT id FROM cards WHERE bordercolor = 'black',1,1
How many cards have frame effect as extendedart? List out the id of those cards.,simple,SELECT id FROM cards WHERE frameEffects = 'extendedart' GROUP BY id,SELECT id FROM cards WHERE frameeffects = 'extendedart',SELECT id FROM cards WHERE frameeffects = 'extendedart',1,1
"Among black card borders, which card has full artwork?",simple,SELECT id FROM cards WHERE borderColor = 'black' AND isFullArt = 1,SELECT cards.name FROM cards WHERE bordercolor = 'black' AND isfullart = 1,"SELECT T1.name, T1.asciiname, T1.text, T1.flavortext, T1.manacost, T1.convertedmanacost, T1.type, T1.subtypes, T1.colors, T1.coloridentity, T1.rarity, T1.availability, T1.bordercolor, T1.frameversion, T1.scryfallid, T1.scryfalloracleid, T1.multiverseid, T1.mtgofoilid, T1.mtgjsonv4id, T1.cardkingdomid, T1.cardkingdomfoilid, T1.mcmid, T1.mcmmetaid, T1.mtgarenaid, T1.scryfallillustrationid, T1.variations, T1.watermark, T1.hasfoil, T1.hasnonfoil, T1.ispromo, T1.isreprint, T1.isreserved, T1.isonlineonly, T1.isoversized, T1.isstarter, T1.istextless, T1.istimeshifted, T1.isalternative, T1.hasalternativedecklimit, T1.hascontentwarning, T1.leadershipskills, T1.life, T1.loyalty, T1.power, T1.toughness, T1.dueldeck, T1.edhrecrank, T1.purchaseurls, T1.promotypes, T1.originalreleasedate, T1.originaltext, T1.originaltype, T1.otherfaceids, T1.faceconvertedmanacost, T1.facename, T1.flavorname, T1.frameeffects, T1.keywords, T1.printings, T1.side, T1.uuid, T1.variations, T1.watermark FROM cards AS T1 WHERE T1.bordercolor = 'black' AND T1.isFullArt = 1",0,0
"Point out the language of set id ""174""?",simple,SELECT language FROM set_translations WHERE id = 174,NULL,SELECT T2.language FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.id = T2.setcode WHERE T1.id = 174,0,0
"List out the set name of the set code ""ALL"".",simple,SELECT name FROM sets WHERE code = 'ALL',SELECT name FROM sets WHERE code = 'ALL',SELECT name FROM sets WHERE code = 'ALL',1,1
"Which foreign language used by ""A Pedra Fellwar""?",simple,SELECT DISTINCT language FROM foreign_data WHERE name = 'A Pedra Fellwar',NULL,SELECT T2.language FROM foreign_data AS T1 INNER JOIN cards AS T2 ON T1.uuid = T2.uuid WHERE T2.name = 'A Pedra Fellwar',0,0
State the set code of the set with release date of 07/13/2007?,simple,SELECT T2.setCode FROM sets AS T1 INNER JOIN set_translations AS T2 ON T2.setCode = T1.code WHERE T1.releaseDate = '2007-07-13',SELECT code FROM sets WHERE releasedate = '07/13/2007',SELECT code FROM sets WHERE releasedate = '2007-07-13',0,0
"Mention the base set size and set code of the set that was in block named ""Masques"" and ""Mirage"".",simple,"SELECT DISTINCT T1.baseSetSize, T2.setCode FROM sets AS T1 INNER JOIN set_translations AS T2 ON T2.setCode = T1.code WHERE T1.block IN ('Masques', 'Mirage')",NULL,"SELECT basesetsize, code FROM sets WHERE block IN ('Masques', 'Mirage')",0,0
Give the code of sets have expansion type of 'expansion'?,simple,SELECT T2.setCode FROM sets AS T1 INNER JOIN set_translations AS T2 ON T2.setCode = T1.code WHERE T1.type = 'expansion' GROUP BY T2.setCode,SELECT code FROM sets WHERE type = 'expansion',SELECT code FROM sets WHERE type = 'expansion',0,0
Name the foreign name of the card that has boros watermark? List out the type of this card.,simple,"SELECT DISTINCT T1.name, T1.type FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T2.uuid = T1.uuid WHERE T1.watermark = 'boros'",NULL,"SELECT T2.name, T1.type FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.id = T2.id WHERE T1.watermark = 'Boros'",0,0
What is the language and flavor text of the card that has colorpie watermark? List out the type of this card.,simple,"SELECT DISTINCT T2.language, T2.flavorText FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T2.uuid = T1.uuid WHERE T1.watermark = 'colorpie'","SELECT language, flavortext, type FROM cards WHERE watermark = 'colorpie'","SELECT T2.language, T2.flavortext, T1.type FROM foreign_data AS T2 INNER JOIN cards AS T1 ON T2.id = T1.id WHERE T1.watermark = 'colorpie'",0,0
What is percentage of the cards with a converted Mana Cost of 10 in set of Abyssal Horror?,moderate,"SELECT CAST(SUM(CASE WHEN T1.convertedManaCost = 10 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.id), T1.name FROM cards AS T1 INNER JOIN sets AS T2 ON T2.code = T1.setCode WHERE T1.name = 'Abyssal Horror'",SELECT (COUNT(cards.convertedmanacost = 10) / COUNT(*)) * 100 AS percentage FROM cards JOIN sets ON cards.setcode = sets.code WHERE sets.name = 'Abyssal Horror',SELECT (COUNT(T1.convertedManaCost = 10) / COUNT(T1.convertedManaCost)) * 100 AS Percentage FROM cards AS T1 INNER JOIN sets AS T2 ON T1.setcode = T2.code WHERE T2.name = 'Abyssal Horror',0,0
Give the code of sets have expansion commander type?,simple,SELECT T2.setCode FROM sets AS T1 INNER JOIN set_translations AS T2 ON T2.setCode = T1.code WHERE T1.type = 'commander',SELECT code FROM sets WHERE type = 'commander',SELECT code FROM sets WHERE type = 'expansion' AND name LIKE '%Commander%',0,0
Name the foreign name of the card that has abzan watermark? List out the type of this card.,simple,"SELECT DISTINCT T1.name, T1.type FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T2.uuid = T1.uuid WHERE T1.watermark = 'abzan'",NULL,"SELECT T2.name, T2.type FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T1.watermark = 'Abzan'",0,0
